sent,tags,parse
The truth about family lending -- and this all too often is a secret -- is that it does n't work .,The/DT truth/NN about/IN family/NN lending/NN --/: and/CC this/DT all/DT too/RB often/RB is/VBZ a/DT secret/NN --/: is/VBZ that/IN it/PRP does/VBZ n't/RB work/VB ./.," det(truth-2, The-1) nsubj(is-16, truth-2) case(lending-5, about-3) compound(lending-5, family-4) nmod:about(truth-2, lending-5) cc(secret-14, and-7) nsubj(secret-14, this-8) dep(often-11, all-9) advmod(often-11, too-10) advmod(secret-14, often-11) cop(secret-14, is-12) det(secret-14, a-13) parataxis(is-16, secret-14) root(ROOT-0, is-16) mark(work-21, that-17) nsubj(work-21, it-18) aux(work-21, does-19) neg(work-21, n't-20) ccomp(is-16, work-21)  "
<p> Why does parental lending fail ?,<p>/RB Why/WRB does/VBZ parental/JJ lending/NN fail/VB ?/.," advmod(Why-2, <p>-1) advmod(fail-6, Why-2) aux(fail-6, does-3) amod(lending-5, parental-4) nsubj(fail-6, lending-5) root(ROOT-0, fail-6)  "
"Reynold Borne had spent 32 years blending gasoline , loading barges , and pumping pipelines .","Reynold/NNP Borne/NNP had/VBD spent/VBN 32/CD years/NNS blending/VBG gasoline/NN ,/, loading/VBG barges/NNS ,/, and/CC pumping/VBG pipelines/NNS ./."," compound(Borne-2, Reynold-1) nsubj(spent-4, Borne-2) aux(spent-4, had-3) root(ROOT-0, spent-4) nummod(years-6, 32-5) nmod:tmod(spent-4, years-6) dep(spent-4, blending-7) dobj(blending-7, gasoline-8) dep(spent-4, loading-10) conj:and(blending-7, loading-10) dobj(loading-10, barges-11) cc(blending-7, and-13) dep(spent-4, pumping-14) conj:and(blending-7, pumping-14) dobj(pumping-14, pipelines-15)  "
"By reducing reserve requirements Alan Greenspan has freed up $13 billion for new lending , increasing bank profits by $1 billion .","By/IN reducing/VBG reserve/NN requirements/NNS Alan/NNP Greenspan/NNP has/VBZ freed/VBN up/RP $/$ 13/CD billion/CD for/IN new/JJ lending/NN ,/, increasing/VBG bank/NN profits/NNS by/IN $/$ 1/CD billion/CD ./."," mark(reducing-2, By-1) advcl(freed-8, reducing-2) compound(requirements-4, reserve-3) dobj(reducing-2, requirements-4) compound(Greenspan-6, Alan-5) nsubj(freed-8, Greenspan-6) aux(freed-8, has-7) root(ROOT-0, freed-8) compound:prt(freed-8, up-9) dobj(freed-8, $-10) compound(billion-12, 13-11) nummod($-10, billion-12) case(lending-15, for-13) amod(lending-15, new-14) nmod:for($-10, lending-15) advcl(freed-8, increasing-17) compound(profits-19, bank-18) dobj(increasing-17, profits-19) case($-21, by-20) nmod:by(increasing-17, $-21) compound(billion-23, 1-22) nummod($-21, billion-23)  "
"Instead of lending money to , the Gustav Husaks and Milos Jakeses in the Kremlin , we should back Ukraine 's , and other republics ' , future Vaclav Havels .","Instead/RB of/IN lending/VBG money/NN to/TO ,/, the/DT Gustav/NNP Husaks/NNPS and/CC Milos/NNP Jakeses/NNP in/IN the/DT Kremlin/NNP ,/, we/PRP should/MD back/VB Ukraine/NNP 's/POS ,/, and/CC other/JJ republics/NNS '/'' ,/, future/JJ Vaclav/NNS Havels/VBZ ./."," mark(lending-3, Instead-1) mwe(Instead-1, of-2) advcl(back-19, lending-3) dobj(lending-3, money-4) nmod(lending-3, to-5) det(Husaks-9, the-7) compound(Husaks-9, Gustav-8) nmod:in(back-19, Husaks-9) cc(Husaks-9, and-10) compound(Jakeses-12, Milos-11) conj:and(Husaks-9, Jakeses-12) nmod:in(back-19, Jakeses-12) case(Husaks-9, in-13) det(Kremlin-15, the-14) dep(Husaks-9, Kremlin-15) nsubj(back-19, we-17) aux(back-19, should-18) root(ROOT-0, back-19) dobj(back-19, Ukraine-20) case(Ukraine-20, 's-21) cc(back-19, and-23) amod(republics-25, other-24) nsubj(Havels-30, republics-25) amod(Vaclav-29, future-28) appos(republics-25, Vaclav-29) conj:and(back-19, Havels-30)  "
"The citizen serene as the debtor returning from the lending institution , canceled mortgage in hand .","The/DT citizen/NN serene/JJ as/IN the/DT debtor/NN returning/VBG from/IN the/DT lending/NN institution/NN ,/, canceled/VBN mortgage/NN in/IN hand/NN ./."," det(citizen-2, The-1) root(ROOT-0, citizen-2) amod(citizen-2, serene-3) case(debtor-6, as-4) det(debtor-6, the-5) nmod:as(serene-3, debtor-6) acl(debtor-6, returning-7) case(institution-11, from-8) det(institution-11, the-9) compound(institution-11, lending-10) nmod:from(returning-7, institution-11) amod(mortgage-14, canceled-13) appos(institution-11, mortgage-14) case(hand-16, in-15) nmod:in(mortgage-14, hand-16)  "
"<p> As a result , both thrifts and banks had to contract their lending assets .","<p>/RB As/IN a/DT result/NN ,/, both/DT thrifts/NNS and/CC banks/NNS had/VBD to/TO contract/VB their/PRP$ lending/VBG assets/NNS ./."," advmod(result-4, <p>-1) case(result-4, As-2) det(result-4, a-3) nmod:as(had-10, result-4) cc:preconj(thrifts-7, both-6) nsubj(had-10, thrifts-7) nsubj(contract-12, thrifts-7) cc(thrifts-7, and-8) conj:and(thrifts-7, banks-9) nsubj(had-10, banks-9) nsubj(contract-12, banks-9) root(ROOT-0, had-10) mark(contract-12, to-11) xcomp(had-10, contract-12) nmod:poss(assets-15, their-13) amod(assets-15, lending-14) dobj(contract-12, assets-15)  "
"In fact , the recently released mortgage data , which to Senator Alan J. Dixon of Illinois "" demonstrates that discrimination in mortgage lending still exists in this country , "" contains no information about the income or credit history of applicants , or the size of the mortgages applied for .","In/IN fact/NN ,/, the/DT recently/RB released/VBN mortgage/NN data/NNS ,/, which/WDT to/TO Senator/NNP Alan/NNP J./NNP Dixon/NNP of/IN Illinois/NNP ''/'' demonstrates/VBZ that/IN discrimination/NN in/IN mortgage/NN lending/NN still/RB exists/VBZ in/IN this/DT country/NN ,/, ''/'' contains/VBZ no/DT information/NN about/IN the/DT income/NN or/CC credit/NN history/NN of/IN applicants/NNS ,/, or/CC the/DT size/NN of/IN the/DT mortgages/NNS applied/VBN for/IN ./."," case(fact-2, In-1) nsubj(demonstrates-19, fact-2) nmod:in(contains-32, fact-2) det(data-8, the-4) advmod(released-6, recently-5) amod(data-8, released-6) compound(data-8, mortgage-7) appos(fact-2, data-8) ref(fact-2, which-10) case(Dixon-15, to-11) compound(Dixon-15, Senator-12) compound(Dixon-15, Alan-13) compound(Dixon-15, J.-14) nmod:to(demonstrates-19, Dixon-15) case(Illinois-17, of-16) nmod:of(Dixon-15, Illinois-17) acl:relcl(fact-2, demonstrates-19) mark(exists-26, that-20) nsubj(exists-26, discrimination-21) case(lending-24, in-22) compound(lending-24, mortgage-23) nmod:in(discrimination-21, lending-24) advmod(exists-26, still-25) ccomp(demonstrates-19, exists-26) case(country-29, in-27) det(country-29, this-28) nmod:in(exists-26, country-29) root(ROOT-0, contains-32) neg(information-34, no-33) nsubj(contains-32, information-34) case(history-40, about-35) det(history-40, the-36) compound(history-40, income-37) cc(income-37, or-38) conj:or(income-37, credit-39) compound(history-40, credit-39) nmod:about(information-34, history-40) case(applicants-42, of-41) nmod:of(history-40, applicants-42) cc(history-40, or-44) det(size-46, the-45) nmod:about(information-34, size-46) conj:or(history-40, size-46) case(mortgages-49, of-47) det(mortgages-49, the-48) nmod:of(size-46, mortgages-49) acl(information-34, applied-50) nmod(applied-50, for-51)  "
The lending recklessness of some high-flying thrift executives is by now well known .,The/DT lending/VBG recklessness/NN of/IN some/DT high-flying/JJ thrift/NN executives/NNS is/VBZ by/IN now/RB well/RB known/VBN ./.," det(recklessness-3, The-1) amod(recklessness-3, lending-2) nsubj(now-11, recklessness-3) case(executives-8, of-4) det(executives-8, some-5) amod(executives-8, high-flying-6) compound(executives-8, thrift-7) nmod:of(recklessness-3, executives-8) cop(now-11, is-9) case(now-11, by-10) root(ROOT-0, now-11) advmod(known-13, well-12) amod(now-11, known-13)  "
"Kuwait had helped Iraq before , lending Saddam as much as $16 billion , interest-free , to use against Iran .","Kuwait/NNP had/VBD helped/VBN Iraq/NNP before/IN ,/, lending/NN Saddam/VBD as/RB much/JJ as/IN $/$ 16/CD billion/CD ,/, interest-free/RB ,/, to/TO use/VB against/IN Iran/NNP ./."," nsubj(helped-3, Kuwait-1) aux(helped-3, had-2) root(ROOT-0, helped-3) dobj(helped-3, Iraq-4) mark(Saddam-8, before-5) nsubj(Saddam-8, lending-7) advcl(helped-3, Saddam-8) advmod($-12, as-9) advmod($-12, much-10) advmod($-12, as-11) dobj(Saddam-8, $-12) compound(billion-14, 16-13) nummod($-12, billion-14) advmod(Saddam-8, interest-free-16) mark(use-19, to-18) advcl(Saddam-8, use-19) case(Iran-21, against-20) nmod:against(use-19, Iran-21)  "
Over the long term he hopes to raise $200 million to $250 million from international lending organizations like the World Bank to rebuild the parks ' badly deteriorated infrastructure .,Over/IN the/DT long/JJ term/NN he/PRP hopes/VBZ to/TO raise/VB $/$ 200/CD million/CD to/TO $/$ 250/CD million/CD from/IN international/JJ lending/NN organizations/NNS like/IN the/DT World/NNP Bank/NNP to/TO rebuild/VB the/DT parks/NNS '/POS badly/RB deteriorated/JJ infrastructure/NN ./.," case(term-4, Over-1) det(term-4, the-2) amod(term-4, long-3) nmod:over(hopes-6, term-4) nsubj(hopes-6, he-5) nsubj(raise-8, he-5) root(ROOT-0, hopes-6) mark(raise-8, to-7) xcomp(hopes-6, raise-8) dep($-13, $-9) compound($-13, 200-10) compound($-13, million-11) dep($-13, to-12) dobj(raise-8, $-13) compound(million-15, 250-14) nummod($-13, million-15) case(organizations-19, from-16) amod(organizations-19, international-17) compound(organizations-19, lending-18) nmod:from(raise-8, organizations-19) case(Bank-23, like-20) det(Bank-23, the-21) compound(Bank-23, World-22) nmod:like(organizations-19, Bank-23) mark(rebuild-25, to-24) advcl(raise-8, rebuild-25) det(parks-27, the-26) nmod:poss(infrastructure-31, parks-27) case(parks-27, '-28) advmod(deteriorated-30, badly-29) amod(infrastructure-31, deteriorated-30) dobj(rebuild-25, infrastructure-31)  "
"-- From This Present Darkness <p> 
##2022031 Since its creation in 1945 , this unique lending institution has steadfastly pursued its goal of turning debtor countries into solvent lender nations .","--/: From/IN This/DT Present/NNP Darkness/NN <p>/NN ##/NNS 2022031/CD Since/IN its/PRP$ creation/NN in/IN 1945/CD ,/, this/DT unique/JJ lending/NN institution/NN has/VBZ steadfastly/RB pursued/VBN its/PRP$ goal/NN of/IN turning/VBG debtor/NN countries/NNS into/IN solvent/JJ lender/NN nations/NNS ./."," case(2022031-8, From-2) det(2022031-8, This-3) compound(2022031-8, Present-4) compound(2022031-8, Darkness-5) compound(2022031-8, <p>-6) dep(2022031-8, ##-7) nmod:from(pursued-21, 2022031-8) case(creation-11, Since-9) nmod:poss(creation-11, its-10) nmod:since(2022031-8, creation-11) case(1945-13, in-12) nmod:in(creation-11, 1945-13) det(institution-18, this-15) amod(institution-18, unique-16) compound(institution-18, lending-17) nsubj(pursued-21, institution-18) aux(pursued-21, has-19) advmod(pursued-21, steadfastly-20) root(ROOT-0, pursued-21) nmod:poss(goal-23, its-22) dobj(pursued-21, goal-23) mark(turning-25, of-24) acl(goal-23, turning-25) compound(countries-27, debtor-26) dobj(turning-25, countries-27) case(nations-31, into-28) amod(nations-31, solvent-29) compound(nations-31, lender-30) nmod:into(turning-25, nations-31)  "
But it has held steadfast to its mission of developmental lending to countries where there is promise for long-term economic growth .,But/CC it/PRP has/VBZ held/VBN steadfast/JJ to/TO its/PRP$ mission/NN of/IN developmental/JJ lending/NN to/TO countries/NNS where/WRB there/EX is/VBZ promise/NN for/IN long-term/JJ economic/JJ growth/NN ./.," cc(held-4, But-1) nsubj(held-4, it-2) aux(held-4, has-3) root(ROOT-0, held-4) xcomp(held-4, steadfast-5) case(mission-8, to-6) nmod:poss(mission-8, its-7) nmod:to(steadfast-5, mission-8) case(lending-11, of-9) amod(lending-11, developmental-10) nmod:of(mission-8, lending-11) case(countries-13, to-12) nmod:to(held-4, countries-13) advmod(is-16, where-14) expl(is-16, there-15) acl:relcl(countries-13, is-16) nsubj(is-16, promise-17) case(growth-21, for-18) amod(growth-21, long-term-19) amod(growth-21, economic-20) nmod:for(promise-17, growth-21)  "
"<p> Conable says perhaps the best measure of success of the World Bank 's lending mission is in its "" conversions "" -- when a borrowing nation develops the internal economic strength to become a lender .",<p>/NNP Conable/NNP says/VBZ perhaps/RB the/DT best/JJS measure/NN of/IN success/NN of/IN the/DT World/NNP Bank/NNP 's/POS lending/NN mission/NN is/VBZ in/IN its/PRP$ ''/'' conversions/NNS ''/'' --/: when/WRB a/DT borrowing/NN nation/NN develops/VBZ the/DT internal/JJ economic/JJ strength/NN to/TO become/VB a/DT lender/NN ./.," compound(Conable-2, <p>-1) nsubj(says-3, Conable-2) root(ROOT-0, says-3) advmod(measure-7, perhaps-4) det(measure-7, the-5) amod(measure-7, best-6) nsubj(its-19, measure-7) case(success-9, of-8) nmod:of(measure-7, success-9) case(mission-16, of-10) det(Bank-13, the-11) compound(Bank-13, World-12) nmod:poss(mission-16, Bank-13) case(Bank-13, 's-14) compound(mission-16, lending-15) nmod:of(success-9, mission-16) cop(its-19, is-17) case(its-19, in-18) ccomp(says-3, its-19) nsubj(become-34, conversions-21) advmod(develops-28, when-24) det(nation-27, a-25) compound(nation-27, borrowing-26) nsubj(develops-28, nation-27) acl:relcl(conversions-21, develops-28) det(strength-32, the-29) amod(strength-32, internal-30) amod(strength-32, economic-31) dobj(develops-28, strength-32) mark(become-34, to-33) acl(its-19, become-34) det(lender-36, a-35) xcomp(become-34, lender-36)  "
All have a stake in the lending activities .,All/DT have/VBP a/DT stake/NN in/IN the/DT lending/VBG activities/NNS ./.," nsubj(have-2, All-1) root(ROOT-0, have-2) det(stake-4, a-3) dobj(have-2, stake-4) case(activities-8, in-5) det(activities-8, the-6) amod(activities-8, lending-7) nmod:in(stake-4, activities-8)  "
Loans to IDA-qualifying countries must meet the same rigid standards as the bank 's other market-rate lending and private-sector loan guarantee programs .,Loans/NNS to/TO IDA-qualifying/JJ countries/NNS must/MD meet/VB the/DT same/JJ rigid/JJ standards/NNS as/IN the/DT bank/NN 's/POS other/JJ market-rate/JJ lending/NN and/CC private-sector/JJ loan/NN guarantee/NN programs/NNS ./.," nsubj(meet-6, Loans-1) case(countries-4, to-2) amod(countries-4, IDA-qualifying-3) nmod:to(Loans-1, countries-4) aux(meet-6, must-5) root(ROOT-0, meet-6) det(standards-10, the-7) amod(standards-10, same-8) amod(standards-10, rigid-9) dobj(meet-6, standards-10) case(lending-17, as-11) det(bank-13, the-12) nmod:poss(lending-17, bank-13) case(bank-13, 's-14) amod(lending-17, other-15) amod(lending-17, market-rate-16) nmod:as(meet-6, lending-17) cc(lending-17, and-18) amod(programs-22, private-sector-19) compound(programs-22, loan-20) compound(programs-22, guarantee-21) nmod:as(meet-6, programs-22) conj:and(lending-17, programs-22)  "
<p> That is Conable 's economic reasoning behind the lending for the environment .,<p>/RB That/DT is/VBZ Conable/NNP 's/POS economic/JJ reasoning/NN behind/IN the/DT lending/NN for/IN the/DT environment/NN ./.," advmod(reasoning-7, <p>-1) nsubj(reasoning-7, That-2) cop(reasoning-7, is-3) nmod:poss(reasoning-7, Conable-4) case(Conable-4, 's-5) amod(reasoning-7, economic-6) root(ROOT-0, reasoning-7) case(lending-10, behind-8) det(lending-10, the-9) nmod:behind(reasoning-7, lending-10) case(environment-13, for-11) det(environment-13, the-12) nmod:for(lending-10, environment-13)  "
"The World Bank now identifies environmental components for most of its developmental lending projects , and it has even established an environmental department in its policy office .","The/DT World/NNP Bank/NNP now/RB identifies/VBZ environmental/JJ components/NNS for/IN most/JJS of/IN its/PRP$ developmental/JJ lending/VBG projects/NNS ,/, and/CC it/PRP has/VBZ even/RB established/VBN an/DT environmental/JJ department/NN in/IN its/PRP$ policy/NN office/NN ./."," det(Bank-3, The-1) compound(Bank-3, World-2) nsubj(identifies-5, Bank-3) advmod(identifies-5, now-4) root(ROOT-0, identifies-5) amod(components-7, environmental-6) dobj(identifies-5, components-7) case(most-9, for-8) nmod:for(identifies-5, most-9) case(projects-14, of-10) nmod:poss(projects-14, its-11) amod(projects-14, developmental-12) amod(projects-14, lending-13) nmod:of(most-9, projects-14) cc(identifies-5, and-16) nsubj(established-20, it-17) aux(established-20, has-18) advmod(established-20, even-19) conj:and(identifies-5, established-20) det(department-23, an-21) amod(department-23, environmental-22) dobj(established-20, department-23) case(office-27, in-24) nmod:poss(office-27, its-25) compound(office-27, policy-26) nmod:in(department-23, office-27)  "
<p> Conable 's goal this year is to establish an environmental lending fund .,<p>/NNP Conable/NNP 's/POS goal/NN this/DT year/NN is/VBZ to/TO establish/VB an/DT environmental/JJ lending/NN fund/NN ./.," compound(Conable-2, <p>-1) nmod:poss(goal-4, Conable-2) case(Conable-2, 's-3) nsubj(is-7, goal-4) nsubj(establish-9, goal-4) det(year-6, this-5) nmod:tmod(is-7, year-6) root(ROOT-0, is-7) mark(establish-9, to-8) xcomp(is-7, establish-9) det(fund-13, an-10) amod(fund-13, environmental-11) compound(fund-13, lending-12) dobj(establish-9, fund-13)  "
We should all wish him godspeed on that mission and say bravo to the balance of the World Bank 's developmental lending .,We/PRP should/MD all/RB wish/VB him/PRP godspeed/VBN on/IN that/DT mission/NN and/CC say/VB bravo/NN to/TO the/DT balance/NN of/IN the/DT World/NNP Bank/NNP 's/POS developmental/JJ lending/NN ./.," nsubj(wish-4, We-1) nsubj(say-11, We-1) aux(wish-4, should-2) advmod(wish-4, all-3) root(ROOT-0, wish-4) nsubj(godspeed-6, him-5) dep(wish-4, godspeed-6) case(mission-9, on-7) det(mission-9, that-8) nmod:on(godspeed-6, mission-9) cc(wish-4, and-10) conj:and(wish-4, say-11) dobj(say-11, bravo-12) case(balance-15, to-13) det(balance-15, the-14) nmod:to(say-11, balance-15) case(lending-22, of-16) det(Bank-19, the-17) compound(Bank-19, World-18) nmod:poss(lending-22, Bank-19) case(Bank-19, 's-20) amod(lending-22, developmental-21) nmod:of(balance-15, lending-22)  "
"<p> PHOTO ( COLOR ) : "" Our experience with lending to poorer countries has been quite positive -- with a default rate under 4 percent . """,<p>/NN PHOTO/VBZ -LRB-/-LRB- COLOR/NNP -RRB-/-RRB- :/: ''/'' Our/PRP$ experience/NN with/IN lending/NN to/TO poorer/JJR countries/NNS has/VBZ been/VBN quite/RB positive/JJ --/: with/IN a/DT default/NN rate/NN under/IN 4/CD percent/NN ./. ''/''," nsubj(PHOTO-2, <p>-1) root(ROOT-0, PHOTO-2) dep(PHOTO-2, COLOR-4) nmod:poss(experience-9, Our-8) nsubj(positive-18, experience-9) case(lending-11, with-10) nmod:with(experience-9, lending-11) case(countries-14, to-12) amod(countries-14, poorer-13) nmod:to(lending-11, countries-14) aux(positive-18, has-15) cop(positive-18, been-16) advmod(positive-18, quite-17) parataxis(PHOTO-2, positive-18) case(rate-23, with-20) det(rate-23, a-21) compound(rate-23, default-22) dep(positive-18, rate-23) case(percent-26, under-24) nummod(percent-26, 4-25) nmod:under(rate-23, percent-26)  "
A new goal for the bank is environmental lending to reduce global pollution .,A/DT new/JJ goal/NN for/IN the/DT bank/NN is/VBZ environmental/JJ lending/NN to/TO reduce/VB global/JJ pollution/NN ./.," det(goal-3, A-1) amod(goal-3, new-2) nsubj(lending-9, goal-3) case(bank-6, for-4) det(bank-6, the-5) nmod:for(goal-3, bank-6) cop(lending-9, is-7) amod(lending-9, environmental-8) root(ROOT-0, lending-9) mark(reduce-11, to-10) acl(lending-9, reduce-11) amod(pollution-13, global-12) dobj(reduce-11, pollution-13)  "
Add a small amount of skim milk if needed in blending mixture .,Add/VB a/DT small/JJ amount/NN of/IN skim/NN milk/NN if/IN needed/VBN in/IN blending/NN mixture/NN ./.," root(ROOT-0, Add-1) det(amount-4, a-2) amod(amount-4, small-3) dobj(Add-1, amount-4) case(milk-7, of-5) compound(milk-7, skim-6) nmod:of(amount-4, milk-7) mark(needed-9, if-8) advcl(Add-1, needed-9) case(mixture-12, in-10) compound(mixture-12, blending-11) nmod:in(needed-9, mixture-12)  "
"Other scientists performed the first genetic manipulations of these organisms , lending hope to the possibility of creating genetically engineered vaccines against the tropical scourges ( 138 : 292 ) .","Other/JJ scientists/NNS performed/VBD the/DT first/JJ genetic/JJ manipulations/NNS of/IN these/DT organisms/NNS ,/, lending/NN hope/VBP to/TO the/DT possibility/NN of/IN creating/VBG genetically/RB engineered/VBN vaccines/NNS against/IN the/DT tropical/JJ scourges/NNS -LRB-/-LRB- 138/CD :/: 292/NNP -RRB-/-RRB- ./."," amod(scientists-2, Other-1) nsubj(performed-3, scientists-2) ccomp(hope-13, performed-3) det(manipulations-7, the-4) amod(manipulations-7, first-5) amod(manipulations-7, genetic-6) dobj(performed-3, manipulations-7) case(organisms-10, of-8) det(organisms-10, these-9) nmod:of(manipulations-7, organisms-10) nsubj(hope-13, lending-12) root(ROOT-0, hope-13) case(possibility-16, to-14) det(possibility-16, the-15) nmod:to(hope-13, possibility-16) mark(creating-18, of-17) acl(possibility-16, creating-18) advmod(engineered-20, genetically-19) amod(vaccines-21, engineered-20) dobj(creating-18, vaccines-21) case(scourges-25, against-22) det(scourges-25, the-23) amod(scourges-25, tropical-24) nmod:against(vaccines-21, scourges-25) dep(scourges-25, 138-27) dep(138-27, 292-29)  "
"<p> In 1989 , a record year , the institution had a business volume of more than $110 million , derived from auctions and direct sales , lending , banking and other services , and registered a before-tax profit of $4 million , making it Austria 's most successful state-run enterprise .","<p>/RB In/IN 1989/CD ,/, a/DT record/NN year/NN ,/, the/DT institution/NN had/VBD a/DT business/NN volume/NN of/IN more/JJR than/IN $/$ 110/CD million/CD ,/, derived/VBN from/IN auctions/NNS and/CC direct/JJ sales/NNS ,/, lending/NN ,/, banking/NN and/CC other/JJ services/NNS ,/, and/CC registered/VBN a/DT before-tax/JJ profit/NN of/IN $/$ 4/CD million/CD ,/, making/VBG it/PRP Austria/NNP 's/POS most/RBS successful/JJ state-run/JJ enterprise/NN ./."," advmod(1989-3, <p>-1) case(1989-3, In-2) nmod:in(derived-22, 1989-3) det(record-6, a-5) nsubj(derived-22, record-6) nsubj(registered-37, record-6) nmod:tmod(record-6, year-7) det(institution-10, the-9) nsubj(had-11, institution-10) parataxis(derived-22, had-11) det(volume-14, a-12) compound(volume-14, business-13) dobj(had-11, volume-14) case($-18, of-15) advmod($-18, more-16) mwe(more-16, than-17) nmod:of(volume-14, $-18) compound(million-20, 110-19) nummod($-18, million-20) root(ROOT-0, derived-22) case(auctions-24, from-23) nmod:from(derived-22, auctions-24) cc(auctions-24, and-25) amod(sales-27, direct-26) nmod:from(derived-22, sales-27) conj:and(auctions-24, sales-27) compound(banking-31, lending-29) compound(services-34, banking-31) cc(banking-31, and-32) conj:and(banking-31, other-33) compound(services-34, other-33) appos(sales-27, services-34) cc(derived-22, and-36) conj:and(derived-22, registered-37) det(profit-40, a-38) amod(profit-40, before-tax-39) dobj(registered-37, profit-40) case($-42, of-41) nmod:of(profit-40, $-42) compound(million-44, 4-43) nummod($-42, million-44) advcl(registered-37, making-46) nsubj(enterprise-53, it-47) nmod:poss(enterprise-53, Austria-48) case(Austria-48, 's-49) advmod(successful-51, most-50) amod(enterprise-53, successful-51) amod(enterprise-53, state-run-52) xcomp(making-46, enterprise-53)  "
"<p> The Wards ' successors did better by expecting less , by trying to bring understanding as well as ardor to India , by blending the blessings of literacy , modern medicine and technical skill with the Gospel .","<p>/RB The/DT Wards/NNPS '/POS successors/NNS did/VBD better/RBR by/IN expecting/VBG less/JJR ,/, by/IN trying/VBG to/TO bring/VB understanding/NN as/RB well/RB as/IN ardor/VBG to/TO India/NNP ,/, by/IN blending/VBG the/DT blessings/NNS of/IN literacy/NN ,/, modern/JJ medicine/NN and/CC technical/JJ skill/NN with/IN the/DT Gospel/NNP ./."," advmod(did-6, <p>-1) det(Wards-3, The-2) nmod:poss(successors-5, Wards-3) case(Wards-3, '-4) nsubj(did-6, successors-5) root(ROOT-0, did-6) advmod(did-6, better-7) mark(expecting-9, by-8) advcl(did-6, expecting-9) dobj(expecting-9, less-10) mark(trying-13, by-12) advcl(did-6, trying-13) mark(bring-15, to-14) xcomp(trying-13, bring-15) dobj(bring-15, understanding-16) cc(trying-13, as-17) mwe(as-17, well-18) mwe(as-17, as-19) advcl(did-6, ardor-20) conj:and(trying-13, ardor-20) case(India-22, to-21) nmod:to(ardor-20, India-22) mark(blending-25, by-24) advcl(did-6, blending-25) det(blessings-27, the-26) dobj(blending-25, blessings-27) case(literacy-29, of-28) nmod:of(blessings-27, literacy-29) amod(medicine-32, modern-31) nmod:of(blessings-27, medicine-32) conj:and(literacy-29, medicine-32) cc(literacy-29, and-33) amod(skill-35, technical-34) nmod:of(blessings-27, skill-35) conj:and(literacy-29, skill-35) case(Gospel-38, with-36) det(Gospel-38, the-37) nmod:with(blending-25, Gospel-38)  "
"<p> Just as important , in the compartmentalized world the President has constructed for himself , Bush lacks a trusted common-sense generalist at his side - a "" wise man "" like Clark Clifford , adviser to several Democratic Presidents - who can provide comprehensive advice blending domestic , foreign and military considerations .","<p>/VBN Just/RB as/IN important/JJ ,/, in/IN the/DT compartmentalized/JJ world/NN the/DT President/NNP has/VBZ constructed/VBN for/IN himself/PRP ,/, Bush/NNP lacks/VBZ a/DT trusted/JJ common-sense/JJ generalist/NN at/IN his/PRP$ side/NN -/: a/SYM ''/'' wise/JJ man/NN ''/'' like/IN Clark/NNP Clifford/NNP ,/, adviser/NN to/TO several/JJ Democratic/JJ Presidents/NNS -/: who/WP can/MD provide/VB comprehensive/JJ advice/NN blending/VBG domestic/JJ ,/, foreign/JJ and/CC military/JJ considerations/NNS ./."," advcl(lacks-18, <p>-1) advmod(important-4, Just-2) case(important-4, as-3) advcl:as(<p>-1, important-4) case(world-9, in-6) det(world-9, the-7) amod(world-9, compartmentalized-8) nmod:in(<p>-1, world-9) det(President-11, the-10) nsubj(constructed-13, President-11) aux(constructed-13, has-12) acl:relcl(world-9, constructed-13) case(himself-15, for-14) nmod:for(constructed-13, himself-15) nsubj(lacks-18, Bush-17) root(ROOT-0, lacks-18) det(generalist-22, a-19) amod(generalist-22, trusted-20) amod(generalist-22, common-sense-21) nsubj(adviser-36, generalist-22) case(side-25, at-23) nmod:poss(side-25, his-24) nmod:at(generalist-22, side-25) dep(generalist-22, a-27) amod(man-30, wise-29) dep(generalist-22, man-30) case(Clifford-34, like-32) compound(Clifford-34, Clark-33) nmod:like(generalist-22, Clifford-34) xcomp(lacks-18, adviser-36) case(Presidents-40, to-37) amod(Presidents-40, several-38) amod(Presidents-40, Democratic-39) nmod:to(adviser-36, Presidents-40) nsubj(provide-44, Presidents-40) ref(Presidents-40, who-42) aux(provide-44, can-43) acl:relcl(Presidents-40, provide-44) amod(advice-46, comprehensive-45) dobj(provide-44, advice-46) xcomp(provide-44, blending-47) amod(considerations-53, domestic-48) conj:and(domestic-48, foreign-50) amod(considerations-53, foreign-50) cc(domestic-48, and-51) conj:and(domestic-48, military-52) amod(considerations-53, military-52) dobj(blending-47, considerations-53)  "
