sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Car theft , drug selling and smash-and-grab robbery ( smash a storefront with a car , wait for the glass to settle , and grab the goods ) were agreeable moneymakers , but what gave the Crips their legends and their heroes were drive-by shootings in Bloods territory , to avenge real or fancied dissing -- slights to the gang 's code of honor .","Car/NN theft/NN ,/, drug/NN selling/NN and/CC smash-and-grab/JJ robbery/NN -LRB-/-LRB- smash/VB a/DT storefront/NN with/IN a/DT car/NN ,/, wait/VB for/IN the/DT glass/NN to/TO settle/VB ,/, and/CC grab/VB the/DT goods/NNS -RRB-/-RRB- were/VBD agreeable/CD moneymakers/NNS ,/, but/CC what/WP gave/VBD the/DT Crips/NNPS their/PRP$ legends/NNS and/CC their/PRP$ heroes/NNS were/VBD drive-by/JJ shootings/NNS in/IN Bloods/NNP territory/NN ,/, to/TO avenge/VB real/JJ or/CC fancied/RB dissing/JJ --/: slights/NNS to/TO the/DT gang/NN 's/POS code/NN of/IN honor/NN ./."," compound(theft-2, Car-1) nsubj(moneymakers-31, theft-2) compound(selling-5, drug-4) conj:and(theft-2, selling-5) nsubj(moneymakers-31, selling-5) cc(theft-2, and-6) amod(robbery-8, smash-and-grab-7) conj:and(theft-2, robbery-8) nsubj(moneymakers-31, robbery-8) dep(theft-2, smash-10) det(storefront-12, a-11) dobj(smash-10, storefront-12) case(car-15, with-13) det(car-15, a-14) nmod:with(smash-10, car-15) dep(theft-2, wait-17) conj:and(smash-10, wait-17) case(glass-20, for-18) det(glass-20, the-19) nmod:for(wait-17, glass-20) mark(settle-22, to-21) acl(glass-20, settle-22) cc(smash-10, and-24) dep(theft-2, grab-25) conj:and(smash-10, grab-25) det(goods-27, the-26) dobj(grab-25, goods-27) cop(moneymakers-31, were-29) nummod(moneymakers-31, agreeable-30) root(ROOT-0, moneymakers-31) cc(moneymakers-31, but-33) nsubj(gave-35, what-34) conj:but(moneymakers-31, gave-35) det(Crips-37, the-36) iobj(gave-35, Crips-37) nmod:poss(legends-39, their-38) dobj(gave-35, legends-39) cc(moneymakers-31, and-40) nmod:poss(heroes-42, their-41) nsubj(shootings-45, heroes-42) cop(shootings-45, were-43) amod(shootings-45, drive-by-44) conj:and(moneymakers-31, shootings-45) case(territory-48, in-46) compound(territory-48, Bloods-47) nmod:in(shootings-45, territory-48) mark(avenge-51, to-50) advcl(shootings-45, avenge-51) amod(slights-57, real-52) cc(real-52, or-53) advmod(dissing-55, fancied-54) conj:or(real-52, dissing-55) amod(slights-57, dissing-55) dobj(avenge-51, slights-57) case(code-62, to-58) det(gang-60, the-59) nmod:poss(code-62, gang-60) case(gang-60, 's-61) nmod:to(avenge-51, code-62) case(honor-64, of-63) nmod:of(code-62, honor-64)  ",robbery,8,"amod(robbery-8, smash-and-grab-7) conj:and(theft-2, robbery-8) nsubj(moneymakers-31, robbery-8) ",", drug selling and smash-and-grab robbery ( smash a storefront with",NN,[],were,VBD,subject,were,be,,,[],[],[],[],[],[],"[('and', 'theft')]",['and'],['theft'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
"Street crimes such as murder , assaults , rape , robbery , and auto theft are clearly escalating , particularly in some formerly communist countries such as Hungary and in western European nations such as Scandinavia and the United Kingdom .","Street/NNP crimes/NNS such/JJ as/IN murder/NN ,/, assaults/NNS ,/, rape/NN ,/, robbery/NN ,/, and/CC auto/NN theft/NN are/VBP clearly/RB escalating/VBG ,/, particularly/RB in/IN some/DT formerly/RB communist/JJ countries/NNS such/JJ as/IN Hungary/NNP and/CC in/IN western/JJ European/JJ nations/NNS such/JJ as/IN Scandinavia/NNP and/CC the/DT United/NNP Kingdom/NNP ./."," compound(crimes-2, Street-1) nsubj(escalating-18, crimes-2) nsubj(escalating-18', crimes-2) case(robbery-11, such-3) mwe(such-3, as-4) compound(robbery-11, murder-5) dep(robbery-11, assaults-7) dep(robbery-11, rape-9) nmod:such_as(crimes-2, robbery-11) cc(robbery-11, and-13) compound(theft-15, auto-14) nmod:such_as(crimes-2, theft-15) conj:and(robbery-11, theft-15) aux(escalating-18, are-16) advmod(escalating-18, clearly-17) root(ROOT-0, escalating-18) conj:and(escalating-18, escalating-18') advmod(escalating-18, particularly-20) case(countries-25, in-21) det(countries-25, some-22) advmod(countries-25, formerly-23) amod(countries-25, communist-24) nmod:in(escalating-18, countries-25) case(Hungary-28, such-26) mwe(such-26, as-27) nmod:such_as(countries-25, Hungary-28) cc(escalating-18, and-29) case(nations-33, in-30) amod(nations-33, western-31) amod(nations-33, European-32) nmod:in(escalating-18', nations-33) case(Scandinavia-36, such-34) mwe(such-34, as-35) nmod:such_as(nations-33, Scandinavia-36) cc(Scandinavia-36, and-37) det(Kingdom-40, the-38) compound(Kingdom-40, United-39) nmod:such_as(nations-33, Kingdom-40) conj:and(Scandinavia-36, Kingdom-40)  ",robbery,11,"case(robbery-11, such-3) compound(robbery-11, murder-5) dep(robbery-11, assaults-7) dep(robbery-11, rape-9) cc(robbery-11, and-13) conj:and(robbery-11, theft-15) nmod:such_as(crimes-2, robbery-11) ",", assaults , rape , robbery , and auto theft are",NN,[],,,,,,,,,"[('such_as', 'crimes')]",['such_as'],['crimes'],[],[],"[('and', 'theft')]",['and'],['theft'],['murder'],[],[],[],[],['such'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Other offenses , such as murder , rape , and robbery , have stabilized .","Other/JJ offenses/NNS ,/, such/JJ as/IN murder/NN ,/, rape/NN ,/, and/CC robbery/NN ,/, have/VBP stabilized/VBN ./."," amod(offenses-2, Other-1) nsubj(stabilized-14, offenses-2) case(murder-6, such-4) mwe(such-4, as-5) nmod:such_as(offenses-2, murder-6) nmod:such_as(offenses-2, rape-8) conj:and(murder-6, rape-8) cc(murder-6, and-10) nmod:such_as(offenses-2, robbery-11) conj:and(murder-6, robbery-11) aux(stabilized-14, have-13) root(ROOT-0, stabilized-14)  ",robbery,11,"nmod:such_as(offenses-2, robbery-11) conj:and(murder-6, robbery-11) ","murder , rape , and robbery , have stabilized .",NN,[],,,,,,,,,"[('such_as', 'offenses')]",['such_as'],['offenses'],[],[],"[('and', 'murder')]",['and'],['murder'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"When asked if he had any regrets about stabbing a robbery victim who subsequently spent time in the hospital as a result of his wounds , one of our subjects replied , "" Get real !","When/WRB asked/VBD if/IN he/PRP had/VBD any/DT regrets/NNS about/IN stabbing/VBG a/DT robbery/NN victim/NN who/WP subsequently/RB spent/VBD time/NN in/IN the/DT hospital/NN as/IN a/DT result/NN of/IN his/PRP$ wounds/NNS ,/, one/CD of/IN our/PRP$ subjects/NNS replied/VBD ,/, ''/'' Get/VBP real/JJ !/."," advmod(asked-2, When-1) advcl(replied-31, asked-2) mark(had-5, if-3) nsubj(had-5, he-4) advcl(asked-2, had-5) det(regrets-7, any-6) dobj(had-5, regrets-7) mark(stabbing-9, about-8) acl(regrets-7, stabbing-9) det(victim-12, a-10) compound(victim-12, robbery-11) dobj(stabbing-9, victim-12) nsubj(spent-15, victim-12) ref(victim-12, who-13) advmod(spent-15, subsequently-14) acl:relcl(victim-12, spent-15) dobj(spent-15, time-16) case(hospital-19, in-17) det(hospital-19, the-18) nmod:in(spent-15, hospital-19) case(result-22, as-20) det(result-22, a-21) nmod:as(spent-15, result-22) case(wounds-25, of-23) nmod:poss(wounds-25, his-24) nmod:of(result-22, wounds-25) nsubj(replied-31, one-27) case(subjects-30, of-28) nmod:poss(subjects-30, our-29) nmod:of(one-27, subjects-30) ccomp(Get-34, replied-31) root(ROOT-0, Get-34) xcomp(Get-34, real-35)  ",robbery,11,"compound(victim-12, robbery-11) ",any regrets about stabbing a robbery victim who subsequently spent time,NN,[],spent,VBD,subject,spent,spend,,,[],[],[],[],[],[],[],[],[],['victim'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
"In February , Robert pleaded guilty to attempted armed robbery and was sentenced to two years probation .","In/IN February/NNP ,/, Robert/NNP pleaded/VBD guilty/JJ to/TO attempted/VBN armed/JJ robbery/NN and/CC was/VBD sentenced/VBN to/TO two/CD years/NNS probation/NN ./."," case(February-2, In-1) nmod:in(pleaded-5, February-2) nsubj(pleaded-5, Robert-4) nsubjpass(sentenced-13, Robert-4) root(ROOT-0, pleaded-5) xcomp(pleaded-5, guilty-6) case(robbery-10, to-7) amod(robbery-10, attempted-8) amod(robbery-10, armed-9) nmod:to(guilty-6, robbery-10) cc(pleaded-5, and-11) auxpass(sentenced-13, was-12) conj:and(pleaded-5, sentenced-13) case(probation-17, to-14) nummod(probation-17, two-15) compound(probation-17, years-16) nmod:to(sentenced-13, probation-17)  ",robbery,10,"case(robbery-10, to-7) amod(robbery-10, attempted-8) amod(robbery-10, armed-9) nmod:to(guilty-6, robbery-10) ",pleaded guilty to attempted armed robbery and was sentenced to two,NN,[],,,,,,,,,"[('to', 'guilty')]",['to'],['guilty'],[],[],[],[],[],[],"['attempted', 'armed']",[],[],[],['to'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"The hangup here is racial : Justice Department data indicate that blacks , who represent about 12 per cent of the U.S. population , commit about half of all violent crimes ( defined as murder , non-negligent manslaughter , rape , aggravated assault , and robbery ) .","The/DT hangup/NN here/RB is/VBZ racial/JJ :/: Justice/NNP Department/NNP data/NNS indicate/VBP that/IN blacks/NNS ,/, who/WP represent/VBP about/RB 12/CD per/IN cent/NN of/IN the/DT U.S./NNP population/NN ,/, commit/VBP about/RB half/PDT of/IN all/DT violent/JJ crimes/NNS -LRB-/-LRB- defined/VBN as/IN murder/NN ,/, non-negligent/JJ manslaughter/NN ,/, rape/NN ,/, aggravated/JJ assault/NN ,/, and/CC robbery/NN -RRB-/-RRB- ./."," det(hangup-2, The-1) nsubj(racial-5, hangup-2) advmod(racial-5, here-3) cop(racial-5, is-4) root(ROOT-0, racial-5) compound(data-9, Justice-7) compound(data-9, Department-8) nsubj(indicate-10, data-9) parataxis(racial-5, indicate-10) mark(commit-25, that-11) nsubj(represent-15, blacks-12) nsubj(commit-25, blacks-12) ref(blacks-12, who-14) acl:relcl(blacks-12, represent-15) advmod(12-17, about-16) dobj(represent-15, 12-17) case(cent-19, per-18) nmod:per(12-17, cent-19) case(population-23, of-20) det(population-23, the-21) compound(population-23, U.S.-22) nmod:of(cent-19, population-23) ccomp(indicate-10, commit-25) advmod(half-27, about-26) dobj(commit-25, half-27) case(crimes-31, of-28) det(crimes-31, all-29) amod(crimes-31, violent-30) nmod:of(half-27, crimes-31) dep(half-27, defined-33) case(murder-35, as-34) nmod:as(defined-33, murder-35) amod(manslaughter-38, non-negligent-37) nmod:as(defined-33, manslaughter-38) conj:and(murder-35, manslaughter-38) nmod:as(defined-33, rape-40) conj:and(murder-35, rape-40) amod(assault-43, aggravated-42) nmod:as(defined-33, assault-43) conj:and(murder-35, assault-43) cc(murder-35, and-45) nmod:as(defined-33, robbery-46) conj:and(murder-35, robbery-46)  ",robbery,46,"nmod:as(defined-33, robbery-46) conj:and(murder-35, robbery-46) ",", aggravated assault , and robbery ) .",NN,[],,,,,,,,,"[('as', 'defined')]",['as'],['defined'],[],[],"[('and', 'murder')]",['and'],['murder'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"<p> In the case of Stephen Grzechowiak and Max Rybarczyk , executed in 1930 for killing a man during a robbery , Bedau and Radelet choose to ignore the confessions of two of the three people involved in the murder ( including Rybarczyk 's , made at the behest of his mother ) , the oral confessions of the third individual before several witnesses , and Rybarczyk 's simultaneous written confession to another slaying which was corroborated in its details .","<p>/RB In/IN the/DT case/NN of/IN Stephen/NNP Grzechowiak/NNP and/CC Max/NNP Rybarczyk/NNP ,/, executed/VBN in/IN 1930/CD for/IN killing/VBG a/DT man/NN during/IN a/DT robbery/NN ,/, Bedau/NNP and/CC Radelet/NNP choose/VBP to/TO ignore/VB the/DT confessions/NNS of/IN two/CD of/IN the/DT three/CD people/NNS involved/VBN in/IN the/DT murder/NN -LRB-/-LRB- including/VBG Rybarczyk/NNP 's/POS ,/, made/VBN at/IN the/DT behest/NN of/IN his/PRP$ mother/NN -RRB-/-RRB- ,/, the/DT oral/JJ confessions/NNS of/IN the/DT third/JJ individual/NN before/IN several/JJ witnesses/NNS ,/, and/CC Rybarczyk/NNP 's/POS simultaneous/JJ written/JJ confession/NN to/TO another/DT slaying/NN which/WDT was/VBD corroborated/VBN in/IN its/PRP$ details/NNS ./."," advmod(case-4, <p>-1) case(case-4, In-2) det(case-4, the-3) nmod:in(choose-26, case-4) case(Grzechowiak-7, of-5) compound(Grzechowiak-7, Stephen-6) nmod:of(case-4, Grzechowiak-7) cc(Grzechowiak-7, and-8) compound(Rybarczyk-10, Max-9) nmod:of(case-4, Rybarczyk-10) conj:and(Grzechowiak-7, Rybarczyk-10) acl(case-4, executed-12) case(1930-14, in-13) nmod:in(executed-12, 1930-14) mark(killing-16, for-15) advcl(executed-12, killing-16) det(man-18, a-17) dobj(killing-16, man-18) case(robbery-21, during-19) det(robbery-21, a-20) nmod:during(killing-16, robbery-21) nsubj(choose-26, Bedau-23) nsubj(ignore-28, Bedau-23) cc(Bedau-23, and-24) conj:and(Bedau-23, Radelet-25) nsubj(choose-26, Radelet-25) nsubj(ignore-28, Radelet-25) root(ROOT-0, choose-26) mark(ignore-28, to-27) xcomp(choose-26, ignore-28) det(confessions-30, the-29) dobj(ignore-28, confessions-30) case(two-32, of-31) nmod:of(confessions-30, two-32) case(people-36, of-33) det(people-36, the-34) nummod(people-36, three-35) nmod:of(confessions-30, people-36) acl(people-36, involved-37) case(murder-40, in-38) det(murder-40, the-39) nmod:in(involved-37, murder-40) case(Rybarczyk-43, including-42) nmod:'s(confessions-30, Rybarczyk-43) case(Rybarczyk-43, 's-44) acl(Rybarczyk-43, made-46) case(behest-49, at-47) det(behest-49, the-48) nmod:at(made-46, behest-49) case(mother-52, of-50) nmod:poss(mother-52, his-51) nmod:of(Rybarczyk-43, mother-52) det(confessions-57, the-55) amod(confessions-57, oral-56) dobj(ignore-28, confessions-57) conj:and(confessions-30, confessions-57) case(individual-61, of-58) det(individual-61, the-59) amod(individual-61, third-60) nmod:of(confessions-30, individual-61) case(witnesses-64, before-62) amod(witnesses-64, several-63) nmod:before(individual-61, witnesses-64) cc(confessions-30, and-66) nmod:poss(confession-71, Rybarczyk-67) case(Rybarczyk-67, 's-68) amod(confession-71, simultaneous-69) amod(confession-71, written-70) dobj(ignore-28, confession-71) conj:and(confessions-30, confession-71) case(slaying-74, to-72) det(slaying-74, another-73) nmod:to(confession-71, slaying-74) nsubjpass(corroborated-77, slaying-74) ref(slaying-74, which-75) auxpass(corroborated-77, was-76) acl:relcl(slaying-74, corroborated-77) case(details-80, in-78) nmod:poss(details-80, its-79) nmod:in(corroborated-77, details-80)  ",robbery,21,"case(robbery-21, during-19) det(robbery-21, a-20) nmod:during(killing-16, robbery-21) ","killing a man during a robbery , Bedau and Radelet choose",NN,[],,,,,,,,,"[('during', 'killing')]",['during'],['killing'],[],['a'],[],[],[],[],[],[],[],[],['during'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
"In contrast , blacks frequently killed whites in the context of burglary or robbery and thus were eligible for the death penalty based on double felony charges .","In/IN contrast/NN ,/, blacks/NNS frequently/RB killed/VBD whites/NNS in/IN the/DT context/NN of/IN burglary/NN or/CC robbery/NN and/CC thus/RB were/VBD eligible/JJ for/IN the/DT death/NN penalty/NN based/VBN on/IN double/JJ felony/NN charges/NNS ./."," case(contrast-2, In-1) nmod:in(killed-6, contrast-2) nsubj(killed-6, blacks-4) nsubj(eligible-18, blacks-4) advmod(killed-6, frequently-5) root(ROOT-0, killed-6) dobj(killed-6, whites-7) case(context-10, in-8) det(context-10, the-9) nmod:in(killed-6, context-10) case(burglary-12, of-11) nmod:of(context-10, burglary-12) cc(burglary-12, or-13) nmod:of(context-10, robbery-14) conj:or(burglary-12, robbery-14) cc(killed-6, and-15) advmod(eligible-18, thus-16) cop(eligible-18, were-17) conj:and(killed-6, eligible-18) case(penalty-22, for-19) det(penalty-22, the-20) compound(penalty-22, death-21) nmod:for(eligible-18, penalty-22) case(charges-27, based-23) mwe(based-23, on-24) amod(charges-27, double-25) compound(charges-27, felony-26) advcl:based_on(eligible-18, charges-27)  ",robbery,14,"nmod:of(context-10, robbery-14) conj:or(burglary-12, robbery-14) ",the context of burglary or robbery and thus were eligible for,NN,[],,,,,,,,,"[('of', 'context')]",['of'],['context'],[],[],"[('or', 'burglary')]",['or'],['burglary'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"That 's why you 'll never get an erection during a bank robbery . """,That/DT 's/VBZ why/WRB you/PRP 'll/MD never/RB get/VB an/DT erection/NN during/IN a/DT bank/NN robbery/NN ./. ''/''," nsubj('s-2, That-1) root(ROOT-0, 's-2) advmod(get-7, why-3) nsubj(get-7, you-4) aux(get-7, 'll-5) neg(get-7, never-6) advcl('s-2, get-7) det(erection-9, an-8) dobj(get-7, erection-9) case(robbery-13, during-10) det(robbery-13, a-11) compound(robbery-13, bank-12) nmod:during(get-7, robbery-13)  ",robbery,13,"case(robbery-13, during-10) det(robbery-13, a-11) compound(robbery-13, bank-12) nmod:during(get-7, robbery-13) ","an erection during a bank robbery . """,NN,[],,,,,,,,,"[('during', 'get')]",['during'],['get'],[],['a'],[],[],[],['bank'],[],[],[],[],['during'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
"<p> Candles were still burning inside the condominium , where police found neither signs of struggle nor evidence of robbery .","<p>/NNP Candles/NNP were/VBD still/RB burning/VBG inside/IN the/DT condominium/NN ,/, where/WRB police/NNS found/VBD neither/CC signs/NNS of/IN struggle/NN nor/CC evidence/NN of/IN robbery/NN ./."," compound(Candles-2, <p>-1) nsubj(burning-5, Candles-2) aux(burning-5, were-3) advmod(burning-5, still-4) root(ROOT-0, burning-5) case(condominium-8, inside-6) det(condominium-8, the-7) nmod:inside(burning-5, condominium-8) advmod(found-12, where-10) nsubj(found-12, police-11) acl:relcl(condominium-8, found-12) cc:preconj(signs-14, neither-13) dobj(found-12, signs-14) case(struggle-16, of-15) nmod:of(signs-14, struggle-16) cc(signs-14, nor-17) dobj(found-12, evidence-18) conj:nor(signs-14, evidence-18) case(robbery-20, of-19) nmod:of(evidence-18, robbery-20)  ",robbery,20,"case(robbery-20, of-19) nmod:of(evidence-18, robbery-20) ",of struggle nor evidence of robbery .,NN,[],,,,,,,,,"[('of', 'evidence')]",['of'],['evidence'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"A friend of the gunman did just that , leading the police to 25-year-old Joe Davis , a methamphetamine user who had been convicted and jailed repeatedly for armed robbery , auto theft , and drug use .","A/DT friend/NN of/IN the/DT gunman/NN did/VBD just/RB that/DT ,/, leading/VBG the/DT police/NN to/TO 25-year-old/JJ Joe/NNP Davis/NNP ,/, a/DT methamphetamine/JJ user/NN who/WP had/VBD been/VBN convicted/VBN and/CC jailed/VBN repeatedly/RB for/IN armed/JJ robbery/NN ,/, auto/NN theft/NN ,/, and/CC drug/NN use/NN ./."," det(friend-2, A-1) nsubj(did-6, friend-2) case(gunman-5, of-3) det(gunman-5, the-4) nmod:of(friend-2, gunman-5) root(ROOT-0, did-6) advmod(that-8, just-7) dobj(did-6, that-8) acl(that-8, leading-10) det(police-12, the-11) dobj(leading-10, police-12) case(Davis-16, to-13) amod(Davis-16, 25-year-old-14) compound(Davis-16, Joe-15) nmod:to(leading-10, Davis-16) det(user-20, a-18) amod(user-20, methamphetamine-19) appos(that-8, user-20) nsubjpass(convicted-24, user-20) nsubjpass(jailed-26, user-20) ref(user-20, who-21) aux(convicted-24, had-22) auxpass(convicted-24, been-23) acl:relcl(user-20, convicted-24) cc(convicted-24, and-25) acl:relcl(user-20, jailed-26) conj:and(convicted-24, jailed-26) advmod(robbery-30, repeatedly-27) case(robbery-30, for-28) amod(robbery-30, armed-29) nmod:for(convicted-24, robbery-30) compound(theft-33, auto-32) nmod:for(convicted-24, theft-33) conj:and(robbery-30, theft-33) cc(robbery-30, and-35) compound(use-37, drug-36) nmod:for(convicted-24, use-37) conj:and(robbery-30, use-37)  ",robbery,30,"advmod(robbery-30, repeatedly-27) case(robbery-30, for-28) amod(robbery-30, armed-29) conj:and(robbery-30, theft-33) cc(robbery-30, and-35) conj:and(robbery-30, use-37) nmod:for(convicted-24, robbery-30) ","and jailed repeatedly for armed robbery , auto theft , and",NN,[],,,,,,,,,"[('for', 'convicted')]",['for'],['convicted'],[],[],"[('and', 'theft'), ('and', 'use')]","['and', 'and']","['theft', 'use']",[],['armed'],[],[],[],['for'],['repeatedly'],[],[],[],[],[],,,singular,,[],unknown,unknown
"Now , if you 'll just hand over your wallet and watch , we can get this robbery completed . ""","Now/RB ,/, if/IN you/PRP 'll/MD just/RB hand/VB over/RP your/PRP$ wallet/NN and/CC watch/NN ,/, we/PRP can/MD get/VB this/DT robbery/NN completed/VBN ./. ''/''"," advmod(get-16, Now-1) mark(hand-7, if-3) nsubj(hand-7, you-4) aux(hand-7, 'll-5) advmod(hand-7, just-6) advcl(get-16, hand-7) compound:prt(hand-7, over-8) nmod:poss(wallet-10, your-9) dobj(hand-7, wallet-10) cc(wallet-10, and-11) dobj(hand-7, watch-12) conj:and(wallet-10, watch-12) nsubj(get-16, we-14) aux(get-16, can-15) root(ROOT-0, get-16) det(robbery-18, this-17) dobj(get-16, robbery-18) acl(robbery-18, completed-19)  ",robbery,18,"det(robbery-18, this-17) acl(robbery-18, completed-19) dobj(get-16, robbery-18) ",", we can get this robbery completed . """,NN,[],get,VB,object,,,get,get,[],[],[],[],[],['this'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
There was also a highly-rated episode last season where Will was shot during a robbery attempt .,There/EX was/VBD also/RB a/DT highly-rated/JJ episode/NN last/JJ season/NN where/WRB Will/NNP was/VBD shot/VBN during/IN a/DT robbery/NN attempt/NN ./.," expl(was-2, There-1) root(ROOT-0, was-2) advmod(was-2, also-3) det(episode-6, a-4) amod(episode-6, highly-rated-5) nsubj(was-2, episode-6) amod(season-8, last-7) nmod:tmod(was-2, season-8) advmod(shot-12, where-9) nsubjpass(shot-12, Will-10) auxpass(shot-12, was-11) advcl(was-2, shot-12) case(attempt-16, during-13) det(attempt-16, a-14) compound(attempt-16, robbery-15) nmod:during(shot-12, attempt-16)  ",robbery,15,"compound(attempt-16, robbery-15) ",Will was shot during a robbery attempt .,NN,[],,,,,,,,,[],[],[],[],[],[],[],[],['attempt'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"The cumulative effect of the many escape hatches from punishment leaves a deterrent threat that looks like this : Homicide offers a less than 45 percent chance of being caught , convicted , and imprisoned , rape a 12 percent chance , robbery a four percent chance .","The/DT cumulative/JJ effect/NN of/IN the/DT many/JJ escape/NN hatches/NNS from/IN punishment/NN leaves/VBZ a/DT deterrent/NN threat/NN that/WDT looks/VBZ like/IN this/DT :/: Homicide/NNP offers/VBZ a/DT less/JJR than/IN 45/CD percent/NN chance/NN of/IN being/VBG caught/VBN ,/, convicted/VBN ,/, and/CC imprisoned/VBN ,/, rape/VBZ a/DT 12/CD percent/NN chance/NN ,/, robbery/NN a/DT four/CD percent/NN chance/NN ./."," det(effect-3, The-1) amod(effect-3, cumulative-2) nsubj(leaves-11, effect-3) case(hatches-8, of-4) det(hatches-8, the-5) amod(hatches-8, many-6) compound(hatches-8, escape-7) nmod:of(effect-3, hatches-8) case(punishment-10, from-9) nmod:from(hatches-8, punishment-10) ccomp(rape-37, leaves-11) det(threat-14, a-12) compound(threat-14, deterrent-13) dobj(leaves-11, threat-14) nsubj(looks-16, threat-14) ref(threat-14, that-15) acl:relcl(threat-14, looks-16) case(this-18, like-17) nmod:like(looks-16, this-18) nsubj(offers-21, Homicide-20) parataxis(leaves-11, offers-21) det(chance-27, a-22) advmod(45-25, less-23) mwe(less-23, than-24) nummod(chance-27, 45-25) compound(chance-27, percent-26) dobj(offers-21, chance-27) mark(caught-30, of-28) auxpass(caught-30, being-29) acl(chance-27, caught-30) acl(chance-27, convicted-32) conj:and(caught-30, convicted-32) cc(caught-30, and-34) acl(chance-27, imprisoned-35) conj:and(caught-30, imprisoned-35) root(ROOT-0, rape-37) det(chance-41, a-38) nummod(chance-41, 12-39) compound(chance-41, percent-40) nsubj(rape-37, chance-41) appos(chance-41, robbery-43) det(chance-47, a-44) nummod(chance-47, four-45) compound(chance-47, percent-46) dep(robbery-43, chance-47)  ",robbery,43,"dep(robbery-43, chance-47) appos(chance-41, robbery-43) ","a 12 percent chance , robbery a four percent chance .",NN,[],,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['modifier', 'chance']",['chance'],[],[],[],,,singular,,[],unknown,unknown
