sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Another source of protection is the UCMJ , which is federal statutory law 20 setting forth the rules and definitions of prosecutable crimes in the military .","Another/DT source/NN of/IN protection/NN is/VBZ the/DT UCMJ/NN ,/, which/WDT is/VBZ federal/JJ statutory/JJ law/NN 20/CD setting/VBG forth/RP the/DT rules/NNS and/CC definitions/NNS of/IN prosecutable/JJ crimes/NNS in/IN the/DT military/NN ./."," det(source-2, Another-1) nsubj(UCMJ-7, source-2) case(protection-4, of-3) nmod:of(source-2, protection-4) cop(UCMJ-7, is-5) det(UCMJ-7, the-6) root(ROOT-0, UCMJ-7) nsubj(law-13, UCMJ-7) ref(UCMJ-7, which-9) cop(law-13, is-10) amod(law-13, federal-11) amod(law-13, statutory-12) acl:relcl(UCMJ-7, law-13) nummod(law-13, 20-14) acl(law-13, setting-15) compound:prt(setting-15, forth-16) det(rules-18, the-17) dobj(setting-15, rules-18) cc(rules-18, and-19) dobj(setting-15, definitions-20) conj:and(rules-18, definitions-20) case(crimes-23, of-21) amod(crimes-23, prosecutable-22) nmod:of(rules-18, crimes-23) case(military-26, in-24) det(military-26, the-25) nmod:in(crimes-23, military-26)  ",crimes,23,"case(crimes-23, of-21) amod(crimes-23, prosecutable-22) nmod:in(crimes-23, military-26) nmod:of(rules-18, crimes-23) ",rules and definitions of prosecutable crimes in the military .,NNS,[],,,,,,,,,"[('in', 'military'), ('of', 'rules')]","['in', 'of']",['rules'],['military'],[],[],[],[],[],['prosecutable'],[],[],[],['of'],[],[],[],[],[],[],,,plural,,[],countable,unknown
"24 The military rules 25 provide for a right to counsel when the individual is a suspect in the commission of a crime , 26 or when pretrial restraint or other restrictions place conditions on the liberty of the individual .","24/CD The/DT military/JJ rules/NNS 25/CD provide/VBP for/IN a/DT right/NN to/TO counsel/NN when/WRB the/DT individual/NN is/VBZ a/DT suspect/NN in/IN the/DT commission/NN of/IN a/DT crime/NN ,/, 26/CD or/CC when/WRB pretrial/JJ restraint/NN or/CC other/JJ restrictions/NNS place/VBP conditions/NNS on/IN the/DT liberty/NN of/IN the/DT individual/NN ./."," nsubj(provide-6, 24-1) det(rules-4, The-2) amod(rules-4, military-3) dep(24-1, rules-4) dep(24-1, 25-5) root(ROOT-0, provide-6) case(right-9, for-7) det(right-9, a-8) nmod:for(provide-6, right-9) case(counsel-11, to-10) nmod:to(right-9, counsel-11) advmod(suspect-17, when-12) det(individual-14, the-13) nsubj(suspect-17, individual-14) cop(suspect-17, is-15) det(suspect-17, a-16) advcl(provide-6, suspect-17) case(commission-20, in-18) det(commission-20, the-19) nmod:in(suspect-17, commission-20) case(crime-23, of-21) det(crime-23, a-22) nmod:of(commission-20, crime-23) amod(crime-23, 26-25) cc(suspect-17, or-26) advmod(place-33, when-27) amod(restraint-29, pretrial-28) nsubj(place-33, restraint-29) cc(restraint-29, or-30) amod(restrictions-32, other-31) conj:or(restraint-29, restrictions-32) nsubj(place-33, restrictions-32) advcl(provide-6, place-33) conj:or(suspect-17, place-33) dobj(place-33, conditions-34) case(liberty-37, on-35) det(liberty-37, the-36) nmod:on(place-33, liberty-37) case(individual-40, of-38) det(individual-40, the-39) nmod:of(liberty-37, individual-40)  ",crime,23,"case(crime-23, of-21) det(crime-23, a-22) amod(crime-23, 26-25) nmod:of(commission-20, crime-23) ","in the commission of a crime , 26 or when pretrial",NN,[],,,,,,,,,"[('of', 'commission')]",['of'],['commission'],[],['a'],[],[],[],[],['26'],[],[],[],['of'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
"Special courts-martial are similar to trials involving misdemeanor crimes and involve limited punishments ( normally limits to confinement of not more than six months , limits to the amount of money that can be lost , and other limits on the type of punishment that may be adjudged ) .","Special/JJ courts-martial/NN are/VBP similar/JJ to/TO trials/VB involving/VBG misdemeanor/NN crimes/NNS and/CC involve/VB limited/VBN punishments/NNS -LRB-/-LRB- normally/RB limits/VBZ to/TO confinement/NN of/IN not/RB more/JJR than/IN six/CD months/NNS ,/, limits/NNS to/TO the/DT amount/NN of/IN money/NN that/WDT can/MD be/VB lost/VBN ,/, and/CC other/JJ limits/NNS on/IN the/DT type/NN of/IN punishment/NN that/WDT may/MD be/VB adjudged/VBN -RRB-/-RRB- ./."," amod(courts-martial-2, Special-1) nsubj(similar-4, courts-martial-2) nsubj(trials-6, courts-martial-2) nsubj(involve-11, courts-martial-2) cop(similar-4, are-3) root(ROOT-0, similar-4) mark(trials-6, to-5) xcomp(similar-4, trials-6) xcomp(trials-6, involving-7) compound(crimes-9, misdemeanor-8) dobj(involving-7, crimes-9) cc(trials-6, and-10) xcomp(similar-4, involve-11) conj:and(trials-6, involve-11) amod(punishments-13, limited-12) dobj(involve-11, punishments-13) advmod(limits-16, normally-15) dep(punishments-13, limits-16) case(confinement-18, to-17) nmod:to(limits-16, confinement-18) case(months-24, of-19) neg(months-24, not-20) advmod(six-23, more-21) mwe(more-21, than-22) nummod(months-24, six-23) nmod:of(confinement-18, months-24) appos(months-24, limits-26) nsubjpass(lost-35, limits-26) case(amount-29, to-27) det(amount-29, the-28) nmod:to(limits-26, amount-29) case(money-31, of-30) nmod:of(amount-29, money-31) ref(limits-26, that-32) aux(lost-35, can-33) auxpass(lost-35, be-34) acl:relcl(limits-26, lost-35) cc(limits-26, and-37) amod(limits-39, other-38) appos(months-24, limits-39) conj:and(limits-26, limits-39) nsubjpass(lost-35, limits-39) nsubjpass(adjudged-48, limits-39) case(type-42, on-40) det(type-42, the-41) nmod:on(limits-39, type-42) case(punishment-44, of-43) nmod:of(type-42, punishment-44) ref(limits-39, that-45) aux(adjudged-48, may-46) auxpass(adjudged-48, be-47) acl:relcl(limits-39, adjudged-48)  ",crimes,9,"compound(crimes-9, misdemeanor-8) dobj(involving-7, crimes-9) ",similar to trials involving misdemeanor crimes and involve limited punishments (,NNS,[],involving,VBG,object,,,involving,involve,[],[],[],[],[],[],[],[],[],['misdemeanor'],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"At either special court or a general court , the person accused of committing crimes has rights to counsel .","At/IN either/DT special/JJ court/NN or/CC a/DT general/JJ court/NN ,/, the/DT person/NN accused/VBN of/IN committing/VBG crimes/NNS has/VBZ rights/NNS to/TO counsel/NN ./."," case(court-4, At-1) det(court-4, either-2) amod(court-4, special-3) nmod:at(has-16, court-4) cc(court-4, or-5) det(court-8, a-6) amod(court-8, general-7) conj:or(court-4, court-8) nmod:at(has-16, court-8) det(person-11, the-10) nsubj(has-16, person-11) acl(person-11, accused-12) mark(committing-14, of-13) advcl(accused-12, committing-14) dobj(committing-14, crimes-15) root(ROOT-0, has-16) dobj(has-16, rights-17) case(counsel-19, to-18) nmod:to(rights-17, counsel-19)  ",crimes,15,"dobj(committing-14, crimes-15) ",the person accused of committing crimes has rights to counsel .,NNS,[],committing,VBG,object,,,committing,commit,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"In major trials , general courts-martial in the military , or felony trials for civilians , there is a type of inquiry into the facts surrounding the case : civilian grand juries determine whether to indict a person accused of a crime , pursuant to the Fifth Amendment .","In/IN major/JJ trials/NNS ,/, general/JJ courts-martial/NN in/IN the/DT military/NN ,/, or/CC felony/NN trials/NNS for/IN civilians/NNS ,/, there/EX is/VBZ a/DT type/NN of/IN inquiry/NN into/IN the/DT facts/NNS surrounding/VBG the/DT case/NN :/: civilian/JJ grand/JJ juries/NNS determine/VBP whether/IN to/TO indict/VB a/DT person/NN accused/VBD of/IN a/DT crime/NN ,/, pursuant/JJ to/TO the/DT Fifth/NNP Amendment/NNP ./."," case(trials-3, In-1) amod(trials-3, major-2) nmod:in(is-18, trials-3) amod(courts-martial-6, general-5) conj:or(trials-3, courts-martial-6) nmod:in(is-18, courts-martial-6) case(military-9, in-7) det(military-9, the-8) nmod:in(courts-martial-6, military-9) cc(trials-3, or-11) compound(trials-13, felony-12) conj:or(trials-3, trials-13) nmod:in(is-18, trials-13) case(civilians-15, for-14) nmod:for(trials-13, civilians-15) expl(is-18, there-17) root(ROOT-0, is-18) det(type-20, a-19) nsubj(is-18, type-20) case(inquiry-22, of-21) nmod:of(type-20, inquiry-22) mark(surrounding-26, into-23) det(facts-25, the-24) nsubj(surrounding-26, facts-25) advcl(is-18, surrounding-26) det(case-28, the-27) dobj(surrounding-26, case-28) amod(juries-32, civilian-30) amod(juries-32, grand-31) nsubj(determine-33, juries-32) parataxis(is-18, determine-33) mark(accused-39, whether-34) mark(indict-36, to-35) csubj(accused-39, indict-36) det(person-38, a-37) dobj(indict-36, person-38) ccomp(determine-33, accused-39) case(crime-42, of-40) det(crime-42, a-41) nmod:of(accused-39, crime-42) case(Amendment-48, pursuant-44) mwe(pursuant-44, to-45) det(Amendment-48, the-46) compound(Amendment-48, Fifth-47) nmod:pursuant_to(accused-39, Amendment-48)  ",crime,42,"case(crime-42, of-40) det(crime-42, a-41) nmod:of(accused-39, crime-42) ","a person accused of a crime , pursuant to the Fifth",NN,[],,,,,,,,,"[('of', 'accused')]",['of'],['accused'],[],['a'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
Knouse ( personal communication ) also suggested that whites tend to be much older when convicted of sex-related crimes .,Knouse/NNP -LRB-/-LRB- personal/JJ communication/NN -RRB-/-RRB- also/RB suggested/VBD that/IN whites/NNS tend/VBP to/TO be/VB much/RB older/JJR when/WRB convicted/VBN of/IN sex-related/JJ crimes/NNS ./.," nsubj(suggested-7, Knouse-1) amod(communication-4, personal-3) appos(Knouse-1, communication-4) advmod(suggested-7, also-6) root(ROOT-0, suggested-7) mark(tend-10, that-8) nsubj(tend-10, whites-9) nsubj(older-14, whites-9) ccomp(suggested-7, tend-10) mark(older-14, to-11) cop(older-14, be-12) advmod(older-14, much-13) xcomp(tend-10, older-14) advmod(convicted-16, when-15) ccomp(older-14, convicted-16) case(crimes-19, of-17) amod(crimes-19, sex-related-18) nmod:of(convicted-16, crimes-19)  ",crimes,19,"case(crimes-19, of-17) amod(crimes-19, sex-related-18) nmod:of(convicted-16, crimes-19) ",older when convicted of sex-related crimes .,NNS,[],,,,,,,,,"[('of', 'convicted')]",['of'],['convicted'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,plural,,[],countable,unknown
Table 1 gives the racial distribution for each category of crime in the sample .,Table/NNP 1/CD gives/VBZ the/DT racial/JJ distribution/NN for/IN each/DT category/NN of/IN crime/NN in/IN the/DT sample/NN ./.," nsubj(gives-3, Table-1) nummod(Table-1, 1-2) root(ROOT-0, gives-3) det(distribution-6, the-4) amod(distribution-6, racial-5) dobj(gives-3, distribution-6) case(category-9, for-7) det(category-9, each-8) nmod:for(distribution-6, category-9) case(crime-11, of-10) nmod:of(category-9, crime-11) case(sample-14, in-12) det(sample-14, the-13) nmod:in(crime-11, sample-14)  ",crime,11,"case(crime-11, of-10) nmod:in(crime-11, sample-14) nmod:of(category-9, crime-11) ",distribution for each category of crime in the sample .,NN,[],,,,,,,,,"[('in', 'sample'), ('of', 'category')]","['in', 'of']",['category'],['sample'],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"<p> Table 1 indicates that blacks charged with assault , sex-related crimes , and some drug crimes exceed their proportion in the enlisted army population ( about 30 percent ) by a maximum of 250 percent and are slightly underrepresented in the three marijuana-related offenses .","<p>/NNP Table/NNP 1/CD indicates/VBZ that/IN blacks/NNS charged/VBD with/IN assault/NN ,/, sex-related/JJ crimes/NNS ,/, and/CC some/DT drug/NN crimes/NNS exceed/VBP their/PRP$ proportion/NN in/IN the/DT enlisted/JJ army/NN population/NN -LRB-/-LRB- about/RB 30/CD percent/CD -RRB-/-RRB- by/IN a/DT maximum/NN of/IN 250/CD percent/NN and/CC are/VBP slightly/RB underrepresented/JJ in/IN the/DT three/CD marijuana-related/JJ offenses/NNS ./."," compound(Table-2, <p>-1) nsubj(indicates-4, Table-2) nummod(Table-2, 1-3) root(ROOT-0, indicates-4) mark(charged-7, that-5) nsubj(charged-7, blacks-6) ccomp(indicates-4, charged-7) case(assault-9, with-8) nmod:with(charged-7, assault-9) amod(crimes-12, sex-related-11) appos(assault-9, crimes-12) cc(indicates-4, and-14) det(crimes-17, some-15) compound(crimes-17, drug-16) nsubj(exceed-18, crimes-17) nsubj(underrepresented-40, crimes-17) conj:and(indicates-4, exceed-18) nmod:poss(proportion-20, their-19) dobj(exceed-18, proportion-20) case(population-25, in-21) det(population-25, the-22) amod(population-25, enlisted-23) compound(population-25, army-24) nmod:in(exceed-18, population-25) advmod(percent-29, about-27) compound(percent-29, 30-28) dep(population-25, percent-29) case(maximum-33, by-31) det(maximum-33, a-32) nmod:by(exceed-18, maximum-33) case(percent-36, of-34) nummod(percent-36, 250-35) nmod:of(maximum-33, percent-36) cc(exceed-18, and-37) cop(underrepresented-40, are-38) advmod(underrepresented-40, slightly-39) conj:and(indicates-4, underrepresented-40) conj:and(exceed-18, underrepresented-40) case(offenses-45, in-41) det(offenses-45, the-42) nummod(offenses-45, three-43) amod(offenses-45, marijuana-related-44) nmod:in(underrepresented-40, offenses-45)  ",crimes,12,"amod(crimes-12, sex-related-11) appos(assault-9, crimes-12) ","charged with assault , sex-related crimes , and some drug crimes",NNS,[],,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['modifier', 'assault']",['assault'],[],[],[],,,plural,,[],countable,unknown
"<p> Table 1 indicates that blacks charged with assault , sex-related crimes , and some drug crimes exceed their proportion in the enlisted army population ( about 30 percent ) by a maximum of 250 percent and are slightly underrepresented in the three marijuana-related offenses .","<p>/NNP Table/NNP 1/CD indicates/VBZ that/IN blacks/NNS charged/VBD with/IN assault/NN ,/, sex-related/JJ crimes/NNS ,/, and/CC some/DT drug/NN crimes/NNS exceed/VBP their/PRP$ proportion/NN in/IN the/DT enlisted/JJ army/NN population/NN -LRB-/-LRB- about/RB 30/CD percent/CD -RRB-/-RRB- by/IN a/DT maximum/NN of/IN 250/CD percent/NN and/CC are/VBP slightly/RB underrepresented/JJ in/IN the/DT three/CD marijuana-related/JJ offenses/NNS ./."," compound(Table-2, <p>-1) nsubj(indicates-4, Table-2) nummod(Table-2, 1-3) root(ROOT-0, indicates-4) mark(charged-7, that-5) nsubj(charged-7, blacks-6) ccomp(indicates-4, charged-7) case(assault-9, with-8) nmod:with(charged-7, assault-9) amod(crimes-12, sex-related-11) appos(assault-9, crimes-12) cc(indicates-4, and-14) det(crimes-17, some-15) compound(crimes-17, drug-16) nsubj(exceed-18, crimes-17) nsubj(underrepresented-40, crimes-17) conj:and(indicates-4, exceed-18) nmod:poss(proportion-20, their-19) dobj(exceed-18, proportion-20) case(population-25, in-21) det(population-25, the-22) amod(population-25, enlisted-23) compound(population-25, army-24) nmod:in(exceed-18, population-25) advmod(percent-29, about-27) compound(percent-29, 30-28) dep(population-25, percent-29) case(maximum-33, by-31) det(maximum-33, a-32) nmod:by(exceed-18, maximum-33) case(percent-36, of-34) nummod(percent-36, 250-35) nmod:of(maximum-33, percent-36) cc(exceed-18, and-37) cop(underrepresented-40, are-38) advmod(underrepresented-40, slightly-39) conj:and(indicates-4, underrepresented-40) conj:and(exceed-18, underrepresented-40) case(offenses-45, in-41) det(offenses-45, the-42) nummod(offenses-45, three-43) amod(offenses-45, marijuana-related-44) nmod:in(underrepresented-40, offenses-45)  ",crimes,17,"det(crimes-17, some-15) compound(crimes-17, drug-16) nsubj(exceed-18, crimes-17) nsubj(underrepresented-40, crimes-17) ","crimes , and some drug crimes exceed their proportion in the",NNS,[],exceed,VBP,subject,exceed,exceed,,,[],[],[],[],[],['some'],[],[],[],['drug'],[],[],[],[],[],[],[],[],[],[],[],,,plural,plural,[],countable,unknown
"In the case of the first four ( the nonsex crimes ) , blacks spent significantly more time in the system than whites ; the converse was true for the two sex crimes .","In/IN the/DT case/NN of/IN the/DT first/JJ four/CD -LRB-/-LRB- the/DT nonsex/JJ crimes/NNS -RRB-/-RRB- ,/, blacks/NNS spent/VBD significantly/RB more/JJR time/NN in/IN the/DT system/NN than/IN whites/NNS ;/: the/DT converse/NN was/VBD true/JJ for/IN the/DT two/CD sex/NN crimes/NNS ./."," case(case-3, In-1) det(case-3, the-2) nmod:in(spent-15, case-3) case(four-7, of-4) det(four-7, the-5) amod(four-7, first-6) nmod:of(case-3, four-7) det(crimes-11, the-9) amod(crimes-11, nonsex-10) appos(four-7, crimes-11) nsubj(spent-15, blacks-14) root(ROOT-0, spent-15) advmod(more-17, significantly-16) amod(time-18, more-17) dobj(spent-15, time-18) case(system-21, in-19) det(system-21, the-20) nmod:in(spent-15, system-21) case(whites-23, than-22) nmod:than(spent-15, whites-23) det(converse-26, the-25) nsubj(true-28, converse-26) cop(true-28, was-27) parataxis(spent-15, true-28) case(crimes-33, for-29) det(crimes-33, the-30) nummod(crimes-33, two-31) compound(crimes-33, sex-32) nmod:for(true-28, crimes-33)  ",crimes,11,"det(crimes-11, the-9) amod(crimes-11, nonsex-10) appos(four-7, crimes-11) ","first four ( the nonsex crimes ) , blacks spent significantly",NNS,[],,,,,,,,,[],[],[],[],['the'],[],[],[],[],['nonsex'],[],[],[],[],[],"['modifier', 'four']",['four'],[],[],[],,,plural,,[],countable,unknown
"In the case of the first four ( the nonsex crimes ) , blacks spent significantly more time in the system than whites ; the converse was true for the two sex crimes .","In/IN the/DT case/NN of/IN the/DT first/JJ four/CD -LRB-/-LRB- the/DT nonsex/JJ crimes/NNS -RRB-/-RRB- ,/, blacks/NNS spent/VBD significantly/RB more/JJR time/NN in/IN the/DT system/NN than/IN whites/NNS ;/: the/DT converse/NN was/VBD true/JJ for/IN the/DT two/CD sex/NN crimes/NNS ./."," case(case-3, In-1) det(case-3, the-2) nmod:in(spent-15, case-3) case(four-7, of-4) det(four-7, the-5) amod(four-7, first-6) nmod:of(case-3, four-7) det(crimes-11, the-9) amod(crimes-11, nonsex-10) appos(four-7, crimes-11) nsubj(spent-15, blacks-14) root(ROOT-0, spent-15) advmod(more-17, significantly-16) amod(time-18, more-17) dobj(spent-15, time-18) case(system-21, in-19) det(system-21, the-20) nmod:in(spent-15, system-21) case(whites-23, than-22) nmod:than(spent-15, whites-23) det(converse-26, the-25) nsubj(true-28, converse-26) cop(true-28, was-27) parataxis(spent-15, true-28) case(crimes-33, for-29) det(crimes-33, the-30) nummod(crimes-33, two-31) compound(crimes-33, sex-32) nmod:for(true-28, crimes-33)  ",crimes,33,"case(crimes-33, for-29) det(crimes-33, the-30) nummod(crimes-33, two-31) compound(crimes-33, sex-32) nmod:for(true-28, crimes-33) ",true for the two sex crimes .,NNS,[],,,,,,,,,"[('for', 'true')]",['for'],['true'],[],['the'],[],[],[],['sex'],[],[],[],['two'],['for'],[],[],[],[],[],[],two,other,plural,,['O-DEN'],countable,unknown
The former consists of the nonsex crimes ( e.g.,The/DT former/JJ consists/NN of/IN the/DT nonsex/NN crimes/NNP -LRB-/-LRB- e.g./NNP," det(consists-3, The-1) amod(consists-3, former-2) root(ROOT-0, consists-3) case(nonsex-6, of-4) det(nonsex-6, the-5) nmod:of(consists-3, nonsex-6) compound(e.g.-9, crimes-7) dep(consists-3, e.g.-9)  ",crimes,7,"compound(e.g.-9, crimes-7) ",former consists of the nonsex crimes ( e.g.,NNP,[],,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,,[],countable,unknown
The results parallel those from the T IS analysis : on nonsex offenses blacks are significantly older than whites ; the reverse is true for the three sex crimes .,The/DT results/NNS parallel/VB those/DT from/IN the/DT T/NNP IS/NNP analysis/NN :/: on/IN nonsex/NN offenses/NNS blacks/NNS are/VBP significantly/RB older/JJR than/IN whites/NNS ;/: the/DT reverse/NN is/VBZ true/JJ for/IN the/DT three/CD sex/NN crimes/NNS ./.," det(results-2, The-1) nsubj(parallel-3, results-2) root(ROOT-0, parallel-3) dobj(parallel-3, those-4) case(analysis-9, from-5) det(analysis-9, the-6) compound(analysis-9, T-7) compound(analysis-9, IS-8) nmod:from(parallel-3, analysis-9) case(offenses-13, on-11) compound(offenses-13, nonsex-12) nmod:on(older-17, offenses-13) nsubj(older-17, blacks-14) cop(older-17, are-15) advmod(older-17, significantly-16) parataxis(parallel-3, older-17) case(whites-19, than-18) nmod:than(older-17, whites-19) det(reverse-22, the-21) nsubj(true-24, reverse-22) cop(true-24, is-23) parataxis(parallel-3, true-24) case(crimes-29, for-25) det(crimes-29, the-26) nummod(crimes-29, three-27) compound(crimes-29, sex-28) nmod:for(true-24, crimes-29)  ",crimes,29,"case(crimes-29, for-25) det(crimes-29, the-26) nummod(crimes-29, three-27) compound(crimes-29, sex-28) nmod:for(true-24, crimes-29) ",true for the three sex crimes .,NNS,[],,,,,,,,,"[('for', 'true')]",['for'],['true'],[],['the'],[],[],[],['sex'],[],[],[],['three'],['for'],[],[],[],[],[],[],three,other,plural,,['O-DEN'],countable,unknown
"Table 1 indicates that blacks tend to predominate in crimes of violence ( assault and sex crimes ) , while whites are congregated in drug-related offenses .","Table/NNP 1/CD indicates/VBZ that/IN blacks/NNS tend/VBP to/TO predominate/VB in/IN crimes/NNS of/IN violence/NN -LRB-/-LRB- assault/NN and/CC sex/NN crimes/NNS -RRB-/-RRB- ,/, while/IN whites/NNS are/VBP congregated/VBN in/IN drug-related/JJ offenses/NNS ./."," nsubj(indicates-3, Table-1) nummod(Table-1, 1-2) root(ROOT-0, indicates-3) mark(tend-6, that-4) nsubj(tend-6, blacks-5) nsubj(predominate-8, blacks-5) ccomp(indicates-3, tend-6) mark(predominate-8, to-7) xcomp(tend-6, predominate-8) case(crimes-10, in-9) nmod:in(predominate-8, crimes-10) case(violence-12, of-11) nmod:of(crimes-10, violence-12) dep(violence-12, assault-14) cc(assault-14, and-15) compound(crimes-17, sex-16) dep(violence-12, crimes-17) conj:and(assault-14, crimes-17) mark(congregated-23, while-20) nsubjpass(congregated-23, whites-21) auxpass(congregated-23, are-22) advcl(predominate-8, congregated-23) case(offenses-26, in-24) amod(offenses-26, drug-related-25) nmod:in(congregated-23, offenses-26)  ",crimes,10,"case(crimes-10, in-9) nmod:of(crimes-10, violence-12) nmod:in(predominate-8, crimes-10) ",blacks tend to predominate in crimes of violence ( assault and,NNS,[],,,,,,,,,"[('of', 'violence'), ('in', 'predominate')]","['of', 'in']",['predominate'],['violence'],[],[],[],[],[],[],[],[],[],['in'],[],[],[],[],[],[],,,plural,,[],countable,unknown
"Table 1 indicates that blacks tend to predominate in crimes of violence ( assault and sex crimes ) , while whites are congregated in drug-related offenses .","Table/NNP 1/CD indicates/VBZ that/IN blacks/NNS tend/VBP to/TO predominate/VB in/IN crimes/NNS of/IN violence/NN -LRB-/-LRB- assault/NN and/CC sex/NN crimes/NNS -RRB-/-RRB- ,/, while/IN whites/NNS are/VBP congregated/VBN in/IN drug-related/JJ offenses/NNS ./."," nsubj(indicates-3, Table-1) nummod(Table-1, 1-2) root(ROOT-0, indicates-3) mark(tend-6, that-4) nsubj(tend-6, blacks-5) nsubj(predominate-8, blacks-5) ccomp(indicates-3, tend-6) mark(predominate-8, to-7) xcomp(tend-6, predominate-8) case(crimes-10, in-9) nmod:in(predominate-8, crimes-10) case(violence-12, of-11) nmod:of(crimes-10, violence-12) dep(violence-12, assault-14) cc(assault-14, and-15) compound(crimes-17, sex-16) dep(violence-12, crimes-17) conj:and(assault-14, crimes-17) mark(congregated-23, while-20) nsubjpass(congregated-23, whites-21) auxpass(congregated-23, are-22) advcl(predominate-8, congregated-23) case(offenses-26, in-24) amod(offenses-26, drug-related-25) nmod:in(congregated-23, offenses-26)  ",crimes,17,"compound(crimes-17, sex-16) dep(violence-12, crimes-17) conj:and(assault-14, crimes-17) ","violence ( assault and sex crimes ) , while whites are",NNS,[],,,,,,,,,[],[],[],[],[],"[('and', 'assault')]",['and'],['assault'],['sex'],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],countable,unknown
"If jurors stereotype blacks as being more likely than whites to commit serious crimes , then a lengthy trial may well bring a longer sentence for this group .","If/IN jurors/NNS stereotype/VBZ blacks/NNS as/IN being/VBG more/RBR likely/JJ than/IN whites/NNS to/TO commit/VB serious/JJ crimes/NNS ,/, then/RB a/DT lengthy/JJ trial/NN may/MD well/RB bring/VB a/DT longer/JJR sentence/NN for/IN this/DT group/NN ./."," mark(stereotype-3, If-1) nsubj(stereotype-3, jurors-2) advcl(bring-22, stereotype-3) dobj(stereotype-3, blacks-4) mark(likely-8, as-5) cop(likely-8, being-6) advmod(likely-8, more-7) advcl(stereotype-3, likely-8) mark(commit-12, than-9) nsubj(commit-12, whites-10) mark(commit-12, to-11) ccomp(likely-8, commit-12) amod(crimes-14, serious-13) dobj(commit-12, crimes-14) advmod(trial-19, then-16) det(trial-19, a-17) amod(trial-19, lengthy-18) nsubj(bring-22, trial-19) aux(bring-22, may-20) advmod(bring-22, well-21) root(ROOT-0, bring-22) det(sentence-25, a-23) amod(sentence-25, longer-24) dobj(bring-22, sentence-25) case(group-28, for-26) det(group-28, this-27) nmod:for(bring-22, group-28)  ",crimes,14,"amod(crimes-14, serious-13) dobj(commit-12, crimes-14) ","than whites to commit serious crimes , then a lengthy trial",NNS,[],commit,VB,object,,,commit,commit,[],[],[],[],[],[],[],[],[],[],['serious'],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
Sex versus Non-sex-related Offenses <p> The finding of a difference between sex- and non-sex-related crimes requires some discussion .,Sex/NN versus/IN Non-sex-related/JJ Offenses/NNS <p>/VBP The/DT finding/NN of/IN a/DT difference/NN between/IN sex/NN -/: and/CC non-sex-related/JJ crimes/NNS requires/VBZ some/DT discussion/NN ./.," nsubj(<p>-5, Sex-1) case(Offenses-4, versus-2) amod(Offenses-4, Non-sex-related-3) nmod:versus(Sex-1, Offenses-4) root(ROOT-0, <p>-5) det(finding-7, The-6) nsubj(requires-17, finding-7) case(difference-10, of-8) det(difference-10, a-9) nmod:of(finding-7, difference-10) case(sex-12, between-11) nmod:between(difference-10, sex-12) cc(sex-12, and-14) amod(crimes-16, non-sex-related-15) nmod:between(difference-10, crimes-16) conj:and(sex-12, crimes-16) ccomp(<p>-5, requires-17) det(discussion-19, some-18) dobj(requires-17, discussion-19)  ",crimes,16,"amod(crimes-16, non-sex-related-15) nmod:between(difference-10, crimes-16) conj:and(sex-12, crimes-16) ",between sex- and non-sex-related crimes requires some discussion .,NNS,[],,,,,,,,,"[('between', 'difference')]",['between'],['difference'],[],[],"[('and', 'sex')]",['and'],['sex'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],countable,unknown
