sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"<p> Thanks to their research , carrots , onions , cucumbers , and garlic taste better and contain more nutrients .","<p>/VB Thanks/NNS to/TO their/PRP$ research/NN ,/, carrots/NNS ,/, onions/NNS ,/, cucumbers/NNS ,/, and/CC garlic/JJ taste/NN better/RBR and/CC contain/VB more/JJR nutrients/NNS ./."," root(ROOT-0, <p>-1) dobj(<p>-1, Thanks-2) case(research-5, to-3) nmod:poss(research-5, their-4) nmod:to(<p>-1, research-5) nmod:to(<p>-1, carrots-7) conj:and(research-5, carrots-7) nmod:to(<p>-1, onions-9) conj:and(research-5, onions-9) nmod:to(<p>-1, cucumbers-11) conj:and(research-5, cucumbers-11) cc(research-5, and-13) amod(taste-15, garlic-14) nmod:to(<p>-1, taste-15) conj:and(research-5, taste-15) advmod(<p>-1, better-16) cc(<p>-1, and-17) conj:and(<p>-1, contain-18) amod(nutrients-20, more-19) dobj(contain-18, nutrients-20)  ",carrots,7,"nmod:to(<p>-1, carrots-7) conj:and(research-5, carrots-7) ","Thanks to their research , carrots , onions , cucumbers ,",NNS,[],,,,,,,,,[],[],[],[],[],,"[('and', 'research')]",['and'],['research'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"<p> Plant geneticist Philipp W. Simon , who is at the ARS Vegetable Crops Research Laboratory in Madison , Wisconsin , says that these stocks account for about 80 percent of the parentage of carrot seed , 55 percent of onions ' , and 30 percent of the parentage of cucumbers grown in the United States .","<p>/NNP Plant/NNP geneticist/NN Philipp/NNP W./NNP Simon/NNP ,/, who/WP is/VBZ at/IN the/DT ARS/NNP Vegetable/NNP Crops/NNP Research/NNP Laboratory/NNP in/IN Madison/NNP ,/, Wisconsin/NNP ,/, says/VBZ that/IN these/DT stocks/NNS account/VBP for/IN about/RB 80/CD percent/NN of/IN the/DT parentage/NN of/IN carrot/NN seed/NN ,/, 55/CD percent/NN of/IN onions/NNS '/POS ,/, and/CC 30/CD percent/NN of/IN the/DT parentage/NN of/IN cucumbers/NNS grown/VBN in/IN the/DT United/NNP States/NNPS ./."," compound(Simon-6, <p>-1) compound(Simon-6, Plant-2) compound(Simon-6, geneticist-3) compound(Simon-6, Philipp-4) compound(Simon-6, W.-5) nsubj(Laboratory-16, Simon-6) nsubj(says-22, Simon-6) ref(Simon-6, who-8) cop(Laboratory-16, is-9) case(Laboratory-16, at-10) det(Laboratory-16, the-11) compound(Laboratory-16, ARS-12) compound(Laboratory-16, Vegetable-13) compound(Laboratory-16, Crops-14) compound(Laboratory-16, Research-15) acl:relcl(Simon-6, Laboratory-16) case(Wisconsin-20, in-17) compound(Wisconsin-20, Madison-18) nmod:in(Laboratory-16, Wisconsin-20) root(ROOT-0, says-22) mark(account-26, that-23) det(stocks-25, these-24) nsubj(account-26, stocks-25) ccomp(says-22, account-26) case(percent-30, for-27) advmod(80-29, about-28) nummod(percent-30, 80-29) nmod:for(account-26, percent-30) case(parentage-33, of-31) det(parentage-33, the-32) nmod:of(percent-30, parentage-33) case(seed-36, of-34) compound(seed-36, carrot-35) nmod:of(parentage-33, seed-36) nummod(percent-39, 55-38) nmod:for(account-26, percent-39) conj:and(percent-30, percent-39) case(onions-41, of-40) nmod:'(percent-39, onions-41) case(onions-41, '-42) cc(percent-30, and-44) nummod(percent-46, 30-45) nmod:for(account-26, percent-46) conj:and(percent-30, percent-46) case(parentage-49, of-47) det(parentage-49, the-48) nmod:of(percent-46, parentage-49) case(cucumbers-51, of-50) nmod:of(parentage-49, cucumbers-51) acl(cucumbers-51, grown-52) case(States-56, in-53) det(States-56, the-54) compound(States-56, United-55) nmod:in(grown-52, States-56)  ",carrot,35,"compound(seed-36, carrot-35) ","percent of the parentage of carrot seed , 55 percent of",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['seed'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> ARS vegetable breeders have also produced carrots with improved yield , color , flavor , and disease resistance .","<p>/NNP ARS/NNP vegetable/NN breeders/NNS have/VBP also/RB produced/VBN carrots/NNS with/IN improved/JJ yield/NN ,/, color/NN ,/, flavor/NN ,/, and/CC disease/NN resistance/NN ./."," compound(breeders-4, <p>-1) compound(breeders-4, ARS-2) compound(breeders-4, vegetable-3) nsubj(produced-7, breeders-4) aux(produced-7, have-5) advmod(produced-7, also-6) root(ROOT-0, produced-7) dobj(produced-7, carrots-8) case(flavor-15, with-9) amod(flavor-15, improved-10) compound(flavor-15, yield-11) dep(flavor-15, color-13) nmod:with(produced-7, flavor-15) cc(flavor-15, and-17) compound(resistance-19, disease-18) nmod:with(produced-7, resistance-19) conj:and(flavor-15, resistance-19)  ",carrots,8,"dobj(produced-7, carrots-8) ","vegetable breeders have also produced carrots with improved yield , color",NNS,[],produced,VBN,object,,,produced,produce,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"<p> Overall , ARS researchers in Madison conduct about 60 percent of carrot research in the U.S. public sector , 35 percent of cucumber research , 30 percent of onion research , and 90 percent of the garlic research .","<p>/RB Overall/RB ,/, ARS/NNP researchers/NNS in/IN Madison/NNP conduct/VBP about/RB 60/CD percent/NN of/IN carrot/NN research/NN in/IN the/DT U.S./NNP public/JJ sector/NN ,/, 35/CD percent/NN of/IN cucumber/NN research/NN ,/, 30/CD percent/NN of/IN onion/NN research/NN ,/, and/CC 90/CD percent/NN of/IN the/DT garlic/JJ research/NN ./."," advmod(conduct-8, <p>-1) advmod(conduct-8, Overall-2) compound(researchers-5, ARS-4) nsubj(conduct-8, researchers-5) case(Madison-7, in-6) nmod:in(researchers-5, Madison-7) root(ROOT-0, conduct-8) advmod(60-10, about-9) nummod(percent-11, 60-10) dobj(conduct-8, percent-11) case(research-14, of-12) compound(research-14, carrot-13) nmod:of(percent-11, research-14) case(sector-19, in-15) det(sector-19, the-16) compound(sector-19, U.S.-17) amod(sector-19, public-18) nmod:in(research-14, sector-19) nummod(percent-22, 35-21) dobj(conduct-8, percent-22) conj:and(percent-11, percent-22) case(research-25, of-23) compound(research-25, cucumber-24) nmod:of(percent-22, research-25) nummod(percent-28, 30-27) dobj(conduct-8, percent-28) conj:and(percent-11, percent-28) case(research-31, of-29) compound(research-31, onion-30) nmod:of(percent-28, research-31) cc(percent-11, and-33) nummod(percent-35, 90-34) dobj(conduct-8, percent-35) conj:and(percent-11, percent-35) case(research-39, of-36) det(research-39, the-37) amod(research-39, garlic-38) nmod:of(percent-35, research-39)  ",carrot,13,"compound(research-14, carrot-13) ",conduct about 60 percent of carrot research in the U.S. public,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['research'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Look What 's Happening to Carrots <p> A great source of fiber and bulk , carrots also provide 30 percent of the vitamin A consumed in the United States .","Look/NN What/WP 's/VBZ Happening/VBG to/TO Carrots/NNP <p>/VBP A/DT great/JJ source/NN of/IN fiber/NN and/CC bulk/NN ,/, carrots/NNS also/RB provide/VBP 30/CD percent/NN of/IN the/DT vitamin/NN A/NN consumed/VBN in/IN the/DT United/NNP States/NNPS ./."," nsubj(Happening-4, Look-1) nsubj(<p>-7, Look-1) ref(Look-1, What-2) aux(Happening-4, 's-3) acl:relcl(Look-1, Happening-4) case(Carrots-6, to-5) nmod:to(Happening-4, Carrots-6) ccomp(provide-18, <p>-7) det(source-10, A-8) amod(source-10, great-9) dobj(<p>-7, source-10) case(fiber-12, of-11) nmod:of(source-10, fiber-12) cc(fiber-12, and-13) nmod:of(source-10, bulk-14) conj:and(fiber-12, bulk-14) nsubj(provide-18, carrots-16) advmod(provide-18, also-17) root(ROOT-0, provide-18) nummod(percent-20, 30-19) dobj(provide-18, percent-20) case(A-24, of-21) det(A-24, the-22) compound(A-24, vitamin-23) nmod:of(percent-20, A-24) acl(A-24, consumed-25) case(States-29, in-26) det(States-29, the-27) compound(States-29, United-28) nmod:in(consumed-25, States-29)  ",carrots,16,"nsubj(provide-18, carrots-16) ","of fiber and bulk , carrots also provide 30 percent of",NNS,[],provide,VBP,subject,provide,provide,,,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,plural,[],unknown,unknown
"And carrots are highly valued today for their health benefits -- especially , beta carotene content .","And/CC carrots/NNS are/VBP highly/RB valued/VBN today/NN for/IN their/PRP$ health/NN benefits/NNS --/: especially/RB ,/, beta/NN carotene/JJ content/JJ ./."," cc(valued-5, And-1) nsubjpass(valued-5, carrots-2) auxpass(valued-5, are-3) advmod(valued-5, highly-4) root(ROOT-0, valued-5) nmod:tmod(valued-5, today-6) case(benefits-10, for-7) nmod:poss(benefits-10, their-8) compound(benefits-10, health-9) nmod:for(valued-5, benefits-10) advmod(valued-5, especially-12) dobj(valued-5, beta-14) amod(content-16, carotene-15) amod(beta-14, content-16)  ",carrots,2,"nsubjpass(valued-5, carrots-2) ",And carrots are highly valued today for,NNS,[],valued,VBN,subject,valued,value,,,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"<p> Thirty years ago , when an ARS plant breeder , the late Clinton E. Peterson , began improving carrots , they contained only about 70 parts per million ( ppm ) carotene .","<p>/CD Thirty/JJ years/NNS ago/RB ,/, when/WRB an/DT ARS/NNP plant/NN breeder/NN ,/, the/DT late/JJ Clinton/NNP E./NNP Peterson/NNP ,/, began/VBD improving/VBG carrots/NNS ,/, they/PRP contained/VBD only/RB about/RB 70/CD parts/NNS per/IN million/CD -LRB-/-LRB- ppm/NN -RRB-/-RRB- carotene/JJ ./."," nummod(years-3, <p>-1) amod(years-3, Thirty-2) nmod:npmod(ago-4, years-3) advmod(contained-23, ago-4) advmod(began-18, when-6) det(breeder-10, an-7) compound(breeder-10, ARS-8) compound(breeder-10, plant-9) nsubj(began-18, breeder-10) det(Peterson-16, the-12) amod(Peterson-16, late-13) compound(Peterson-16, Clinton-14) compound(Peterson-16, E.-15) appos(breeder-10, Peterson-16) advcl(contained-23, began-18) xcomp(began-18, improving-19) dobj(improving-19, carrots-20) nsubj(contained-23, they-22) root(ROOT-0, contained-23) advmod(70-26, only-24) advmod(70-26, about-25) nummod(parts-27, 70-26) nsubj(carotene-33, parts-27) case(million-29, per-28) nmod:per(parts-27, million-29) appos(parts-27, ppm-31) xcomp(contained-23, carotene-33)  ",carrots,20,"dobj(improving-19, carrots-20) ","E. Peterson , began improving carrots , they contained only about",NNS,[],improving,VBG,object,,,improving,improve,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"Today , most commercially grown carrots typically contain 120 to 160 ppm carotene , thanks to the work of Peterson and Simon .","Today/NN ,/, most/RBS commercially/RB grown/JJ carrots/NNS typically/RB contain/VBP 120/CD to/TO 160/CD ppm/NN carotene/NN ,/, thanks/NNS to/TO the/DT work/NN of/IN Peterson/NNP and/CC Simon/NNP ./."," nmod:tmod(contain-8, Today-1) advmod(grown-5, most-3) advmod(grown-5, commercially-4) amod(carrots-6, grown-5) nsubj(contain-8, carrots-6) advmod(contain-8, typically-7) root(ROOT-0, contain-8) compound(160-11, 120-9) dep(160-11, to-10) nummod(carotene-13, 160-11) compound(carotene-13, ppm-12) dobj(contain-8, carotene-13) advmod(contain-8, thanks-15) case(work-18, to-16) det(work-18, the-17) nmod:to(thanks-15, work-18) case(Peterson-20, of-19) nmod:of(work-18, Peterson-20) cc(Peterson-20, and-21) nmod:of(work-18, Simon-22) conj:and(Peterson-20, Simon-22)  ",carrots,6,"amod(carrots-6, grown-5) nsubj(contain-8, carrots-6) ","Today , most commercially grown carrots typically contain 120 to 160",NNS,[],contain,VBP,subject,contain,contain,,,[],[],[],[],[],[],,[],[],[],[],['grown'],[0.14933333333333332],[0.03916666666666667],[0.025],[0.06416666666666666],[0.064],[0.0325],[0.13770833333333335],[0.0625],[0.17812499999999998],[0.07],[0.0775],[0.0625],[0.0375],[],[],[],[],[],[],[],[],[],[],,,plural,linked,plural,[],unknown,unknown
"<p> Getting people to eat more carrots may be a bit of a challenge , but one that ARS has already tackled .","<p>/NN Getting/VBG people/NNS to/TO eat/VB more/JJR carrots/NNS may/MD be/VB a/DT bit/NN of/IN a/DT challenge/NN ,/, but/CC one/CD that/IN ARS/NNP has/VBZ already/RB tackled/VBN ./."," nsubj(bit-11, <p>-1) acl(<p>-1, Getting-2) dobj(Getting-2, people-3) mark(eat-5, to-4) advcl(Getting-2, eat-5) amod(carrots-7, more-6) dobj(eat-5, carrots-7) aux(bit-11, may-8) cop(bit-11, be-9) det(bit-11, a-10) root(ROOT-0, bit-11) case(challenge-14, of-12) det(challenge-14, a-13) nmod:of(bit-11, challenge-14) cc(bit-11, but-16) conj:but(bit-11, one-17) mark(tackled-22, that-18) nsubj(tackled-22, ARS-19) aux(tackled-22, has-20) advmod(tackled-22, already-21) dep(one-17, tackled-22)  ",carrots,7,"amod(carrots-7, more-6) dobj(eat-5, carrots-7) ",Getting people to eat more carrots may be a bit of,NNS,[],eat,VB,object,,,eat,eat,[],[],[],[],[],[],,[],[],[],[],['more'],[0.053125],[0.12375],[0.01375],[0.09625],[0.133125],[0.011875],[0.086],[0.0475],[0.10337500000000001],[0.025],[0.04875],[0.0225],[0.235],[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
Scientists have produced varieties with potential for the processed carrot market .,Scientists/NNS have/VBP produced/VBN varieties/NNS with/IN potential/NN for/IN the/DT processed/VBN carrot/NN market/NN ./.," nsubj(produced-3, Scientists-1) aux(produced-3, have-2) root(ROOT-0, produced-3) dobj(produced-3, varieties-4) case(potential-6, with-5) nmod:with(produced-3, potential-6) case(market-11, for-7) det(market-11, the-8) amod(market-11, processed-9) compound(market-11, carrot-10) nmod:for(potential-6, market-11)  ",carrot,10,"compound(market-11, carrot-10) ",with potential for the processed carrot market .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['market'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Basic Vegetable Products , a supplier of dehydrated ingredients for dried foods in Modesto , California , is considering several of them for new raw carrot snack products .","Basic/NNP Vegetable/NNP Products/NNPS ,/, a/DT supplier/NN of/IN dehydrated/JJ ingredients/NNS for/IN dried/JJ foods/NNS in/IN Modesto/NNP ,/, California/NNP ,/, is/VBZ considering/VBG several/JJ of/IN them/PRP for/IN new/JJ raw/JJ carrot/NN snack/NN products/NNS ./."," compound(Products-3, Basic-1) compound(Products-3, Vegetable-2) nsubj(considering-19, Products-3) det(supplier-6, a-5) appos(Products-3, supplier-6) case(ingredients-9, of-7) amod(ingredients-9, dehydrated-8) nmod:of(supplier-6, ingredients-9) case(foods-12, for-10) amod(foods-12, dried-11) nmod:for(ingredients-9, foods-12) case(California-16, in-13) compound(California-16, Modesto-14) nmod:in(foods-12, California-16) aux(considering-19, is-18) root(ROOT-0, considering-19) dobj(considering-19, several-20) case(them-22, of-21) nmod:of(several-20, them-22) case(products-28, for-23) amod(products-28, new-24) amod(products-28, raw-25) compound(products-28, carrot-26) compound(products-28, snack-27) nmod:for(considering-19, products-28)  ",carrot,26,"compound(products-28, carrot-26) ",of them for new raw carrot snack products .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['products'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> Orlando Gold , released by ARS in 1982 , now appears in the peeled baby carrot market in California .","<p>/NNP Orlando/NNP Gold/NNP ,/, released/VBN by/IN ARS/NNP in/IN 1982/CD ,/, now/RB appears/VBZ in/IN the/DT peeled/VBN baby/NN carrot/NN market/NN in/IN California/NNP ./."," compound(Gold-3, <p>-1) compound(Gold-3, Orlando-2) nsubj(appears-12, Gold-3) acl(Gold-3, released-5) case(ARS-7, by-6) nmod:by(released-5, ARS-7) case(1982-9, in-8) nmod:in(released-5, 1982-9) advmod(appears-12, now-11) root(ROOT-0, appears-12) case(market-18, in-13) det(market-18, the-14) amod(market-18, peeled-15) compound(market-18, baby-16) compound(market-18, carrot-17) nmod:in(appears-12, market-18) case(California-20, in-19) nmod:in(market-18, California-20)  ",carrot,17,"compound(market-18, carrot-17) ",appears in the peeled baby carrot market in California .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['market'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
For several years it has accounted for over two-thirds of Florida 's carrot acreage .,For/IN several/JJ years/NNS it/PRP has/VBZ accounted/VBN for/IN over/IN two-thirds/NNS of/IN Florida/NNP 's/POS carrot/NN acreage/NN ./.," case(years-3, For-1) amod(years-3, several-2) nmod:for(accounted-6, years-3) nsubj(accounted-6, it-4) aux(accounted-6, has-5) root(ROOT-0, accounted-6) case(two-thirds-9, for-7) case(two-thirds-9, over-8) nmod:over(accounted-6, two-thirds-9) case(acreage-14, of-10) nmod:poss(acreage-14, Florida-11) case(Florida-11, 's-12) compound(acreage-14, carrot-13) nmod:of(two-thirds-9, acreage-14)  ",carrot,13,"compound(acreage-14, carrot-13) ",over two-thirds of Florida 's carrot acreage .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['acreage'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
<p> Simon estimates that at least 80 percent of all carrots grown in the United States today contain at least one genetic component of USDA-ARS germplasm .,<p>/NNP Simon/NNP estimates/VBZ that/IN at/IN least/JJS 80/CD percent/NN of/IN all/DT carrots/NNS grown/VBN in/IN the/DT United/NNP States/NNPS today/NN contain/VBP at/IN least/JJS one/CD genetic/JJ component/NN of/IN USDA-ARS/NNP germplasm/NNP ./.," compound(Simon-2, <p>-1) nsubj(estimates-3, Simon-2) root(ROOT-0, estimates-3) mark(contain-18, that-4) case(least-6, at-5) nmod:npmod(80-7, least-6) nummod(percent-8, 80-7) nsubj(contain-18, percent-8) case(carrots-11, of-9) det(carrots-11, all-10) nmod:of(percent-8, carrots-11) acl(carrots-11, grown-12) case(States-16, in-13) det(States-16, the-14) compound(States-16, United-15) nmod:in(grown-12, States-16) nmod:tmod(grown-12, today-17) ccomp(estimates-3, contain-18) case(least-20, at-19) nmod:npmod(one-21, least-20) nummod(component-23, one-21) amod(component-23, genetic-22) dobj(contain-18, component-23) case(germplasm-26, of-24) compound(germplasm-26, USDA-ARS-25) nmod:of(component-23, germplasm-26)  ",carrots,11,"case(carrots-11, of-9) det(carrots-11, all-10) acl(carrots-11, grown-12) nmod:of(percent-8, carrots-11) ",least 80 percent of all carrots grown in the United States,NNS,[],,,,,,,,,"[('of', 'percent')]",['of'],['percent'],[],['all'],quantifier,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,plural,linked,,[],unknown,unknown
"With continued work on genetic plant selection and biotechnological methods , the carrots our grandchildren and great-grandchildren eat will be sweeter , contain even higher carotene levels , resist diseases and insects , and require fewer chemical inputs .","With/IN continued/VBN work/NN on/IN genetic/JJ plant/NN selection/NN and/CC biotechnological/NN methods/NNS ,/, the/DT carrots/NNS our/PRP$ grandchildren/NNS and/CC great-grandchildren/NNS eat/VBP will/MD be/VB sweeter/JJ ,/, contain/VB even/RB higher/JJR carotene/JJ levels/NNS ,/, resist/VB diseases/NNS and/CC insects/NNS ,/, and/CC require/VB fewer/JJR chemical/NN inputs/NNS ./."," case(work-3, With-1) amod(work-3, continued-2) nmod:with(sweeter-21, work-3) case(selection-7, on-4) amod(selection-7, genetic-5) compound(selection-7, plant-6) nmod:on(work-3, selection-7) cc(selection-7, and-8) compound(methods-10, biotechnological-9) nmod:on(work-3, methods-10) conj:and(selection-7, methods-10) det(carrots-13, the-12) nsubj(sweeter-21, carrots-13) nsubj(contain-23, carrots-13) nsubj(resist-29, carrots-13) nsubj(require-35, carrots-13) nmod:poss(grandchildren-15, our-14) nsubj(eat-18, grandchildren-15) cc(grandchildren-15, and-16) conj:and(grandchildren-15, great-grandchildren-17) nsubj(eat-18, great-grandchildren-17) acl:relcl(carrots-13, eat-18) aux(sweeter-21, will-19) cop(sweeter-21, be-20) root(ROOT-0, sweeter-21) conj:and(sweeter-21, contain-23) advmod(levels-27, even-24) amod(levels-27, higher-25) amod(levels-27, carotene-26) dobj(contain-23, levels-27) conj:and(sweeter-21, resist-29) dobj(resist-29, diseases-30) cc(diseases-30, and-31) dobj(resist-29, insects-32) conj:and(diseases-30, insects-32) cc(sweeter-21, and-34) conj:and(sweeter-21, require-35) amod(inputs-38, fewer-36) compound(inputs-38, chemical-37) dobj(require-35, inputs-38)  ",carrots,13,"det(carrots-13, the-12) acl:relcl(carrots-13, eat-18) nsubj(sweeter-21, carrots-13) nsubj(contain-23, carrots-13) nsubj(resist-29, carrots-13) nsubj(require-35, carrots-13) ","and biotechnological methods , the carrots our grandchildren and great-grandchildren eat",NNS,[],be,VB,subject,be,be,,,[],[],[],[],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
( K5609-1 ) <p> PHOTO : Geneticist Philipp Simon prepares carrot flowers for pollination .,-LRB-/-LRB- K5609-1/NNP -RRB-/-RRB- <p>/NNP PHOTO/NNP :/: Geneticist/NNP Philipp/NNP Simon/NNP prepares/VBZ carrot/NN flowers/NNS for/IN pollination/NN ./.," appos(PHOTO-5, K5609-1-2) compound(PHOTO-5, <p>-4) root(ROOT-0, PHOTO-5) compound(Simon-9, Geneticist-7) compound(Simon-9, Philipp-8) dep(PHOTO-5, Simon-9) dep(Simon-9, prepares-10) compound(flowers-12, carrot-11) dobj(prepares-10, flowers-12) case(pollination-14, for-13) nmod:for(prepares-10, pollination-14)  ",carrot,11,"compound(flowers-12, carrot-11) ",: Geneticist Philipp Simon prepares carrot flowers for pollination .,NN,[],prepares,VBZ,object,,,prepares,prepare,[],[],[],[],[],[],,[],[],[],['flowers'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,singular,[],unknown,unknown
"Bred for commercial production , the harvested carrots ( with tops ) contain genes from wild and unimproved relatives such as those displayed at bottom center .","Bred/VBN for/IN commercial/JJ production/NN ,/, the/DT harvested/JJ carrots/NNS -LRB-/-LRB- with/IN tops/NNS -RRB-/-RRB- contain/VBP genes/NNS from/IN wild/JJ and/CC unimproved/JJ relatives/NNS such/JJ as/IN those/DT displayed/VBN at/IN bottom/JJ center/NN ./."," advcl(contain-13, Bred-1) case(production-4, for-2) amod(production-4, commercial-3) nmod:for(Bred-1, production-4) det(carrots-8, the-6) amod(carrots-8, harvested-7) nsubj(contain-13, carrots-8) case(tops-11, with-10) nmod:with(carrots-8, tops-11) root(ROOT-0, contain-13) dobj(contain-13, genes-14) case(relatives-19, from-15) amod(relatives-19, wild-16) cc(wild-16, and-17) conj:and(wild-16, unimproved-18) amod(relatives-19, unimproved-18) nmod:from(contain-13, relatives-19) case(those-22, such-20) mwe(such-20, as-21) nmod:such_as(relatives-19, those-22) acl(those-22, displayed-23) case(center-26, at-24) amod(center-26, bottom-25) nmod:at(displayed-23, center-26)  ",carrots,8,"det(carrots-8, the-6) amod(carrots-8, harvested-7) nmod:with(carrots-8, tops-11) nsubj(contain-13, carrots-8) ","commercial production , the harvested carrots ( with tops ) contain",NNS,[],contain,VBP,subject,contain,contain,,,[],"[('with', 'tops')]",['with'],[],['tops'],['the'],definite article,[],[],[],[],['harvested'],[0.06875],[0.1625],[0.00975],[0.055],[0.0375],[0.0175],[0.02],[0.03625],[0.4515],[0.0325],[0.025],[0.0575],[0.02625],[],[],[],[],[],[],[],[],[],[],,,plural,linked,plural,[],unknown,unknown
Commercialization adds to the stick of necessity the carrot of incentive for investment in new technologies .,Commercialization/NNP adds/VBZ to/TO the/DT stick/NN of/IN necessity/NN the/DT carrot/NN of/IN incentive/NN for/IN investment/NN in/IN new/JJ technologies/NNS ./.," nsubj(adds-2, Commercialization-1) root(ROOT-0, adds-2) case(stick-5, to-3) det(stick-5, the-4) nmod:to(adds-2, stick-5) case(necessity-7, of-6) nmod:of(stick-5, necessity-7) det(carrot-9, the-8) dobj(adds-2, carrot-9) case(incentive-11, of-10) nmod:of(carrot-9, incentive-11) case(investment-13, for-12) nmod:for(incentive-11, investment-13) case(technologies-16, in-14) amod(technologies-16, new-15) nmod:in(investment-13, technologies-16)  ",carrot,9,"det(carrot-9, the-8) nmod:of(carrot-9, incentive-11) dobj(adds-2, carrot-9) ",the stick of necessity the carrot of incentive for investment in,NN,[],adds,VBZ,object,,,adds,add,[],"[('of', 'incentive')]",['of'],[],['incentive'],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,linked,singular,[],unknown,unknown
"It 's a really grand version of carrot and stick , for suppressing your cravings for evidence .","It/PRP 's/VBZ a/DT really/RB grand/JJ version/NN of/IN carrot/NN and/CC stick/NN ,/, for/IN suppressing/VBG your/PRP$ cravings/NNS for/IN evidence/NN ./."," nsubj(version-6, It-1) cop(version-6, 's-2) det(version-6, a-3) advmod(version-6, really-4) amod(version-6, grand-5) root(ROOT-0, version-6) case(carrot-8, of-7) nmod:of(version-6, carrot-8) cc(carrot-8, and-9) nmod:of(version-6, stick-10) conj:and(carrot-8, stick-10) mark(suppressing-13, for-12) advcl(version-6, suppressing-13) nmod:poss(cravings-15, your-14) dobj(suppressing-13, cravings-15) case(evidence-17, for-16) nmod:for(suppressing-13, evidence-17)  ",carrot,8,"case(carrot-8, of-7) cc(carrot-8, and-9) conj:and(carrot-8, stick-10) nmod:of(version-6, carrot-8) ","a really grand version of carrot and stick , for suppressing",NN,[],,,,,,,,,"[('of', 'version')]",['of'],['version'],[],[],,"[('and', 'stick')]",['and'],['stick'],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
