sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
""" I had your brother in class last year , he would never have dreamed of doing that ! ""","''/'' I/PRP had/VBD your/PRP$ brother/NN in/IN class/NN last/JJ year/NN ,/, he/PRP would/MD never/RB have/VB dreamed/VBN of/IN doing/VBG that/DT !/. ''/''","nsubj(had-3, I-2) ccomp(dreamed-15, had-3) nmod:poss(brother-5, your-4) dobj(had-3, brother-5) case(class-7, in-6) nmod:in(brother-5, class-7) amod(year-9, last-8) nmod:tmod(had-3, year-9) nsubj(dreamed-15, he-11) aux(dreamed-15, would-12) neg(dreamed-15, never-13) aux(dreamed-15, have-14) root(ROOT-0, dreamed-15) mark(doing-17, of-16) advcl(dreamed-15, doing-17) dobj(doing-17, that-18)  ",brother,5,"nmod:poss(brother-5, your-4) nmod:in(brother-5, class-7) dobj(had-3, brother-5) ",""" I had your brother in class last year ,",NN,[],had,VBD,object,[],"[('in', 'class')]",['in'],[],['class'],[],[],[],[],[],['your'],[],[],[],[],,,singular,ambiguous,,unknown
"I have two brothers and we used to play hockey , and we used to play football .","I/PRP have/VBP two/CD brothers/NNS and/CC we/PRP used/VBD to/TO play/VB hockey/NN ,/, and/CC we/PRP used/VBD to/TO play/VB football/NN ./.","nsubj(have-2, I-1) root(ROOT-0, have-2) nummod(brothers-4, two-3) dobj(have-2, brothers-4) cc(have-2, and-5) nsubj(used-7, we-6) nsubj(play-9, we-6) conj:and(have-2, used-7) mark(play-9, to-8) xcomp(used-7, play-9) dobj(play-9, hockey-10) cc(have-2, and-12) nsubj(used-14, we-13) nsubj(play-16, we-13) conj:and(have-2, used-14) mark(play-16, to-15) xcomp(used-14, play-16) dobj(play-16, football-17)  ",brothers,4,"nummod(brothers-4, two-3) dobj(have-2, brothers-4) ",I have two brothers and we used to play,NNS,[],have,VBP,object,[],[],[],[],[],[],[],[],[],[],[],['two'],[],[],[],two,other,plural,plural,O-DEN,countable
"One participant in these meetings described the atmosphere around 1920 as follows : <p> There was a Club at 14 Parsibagan , the Calcutta residence of the Bose brothers , an Adda in Bengali would be a more fitting term , for it was bound by no formal rules and regulations .","One/CD participant/NN in/IN these/DT meetings/NNS described/VBD the/DT atmosphere/NN around/IN 1920/CD as/IN follows/VBZ :/: <p>/NN There/EX was/VBD a/DT Club/NNP at/IN 14/CD Parsibagan/NN ,/, the/DT Calcutta/JJ residence/NN of/IN the/DT Bose/NNP brothers/NNS ,/, an/DT Adda/NNP in/IN Bengali/NNP would/MD be/VB a/DT more/RBR fitting/JJ term/NN ,/, for/IN it/PRP was/VBD bound/VBN by/IN no/DT formal/JJ rules/NNS and/CC regulations/NNS ./.","nummod(participant-2, One-1) nsubj(described-6, participant-2) case(meetings-5, in-3) det(meetings-5, these-4) nmod:in(participant-2, meetings-5) root(ROOT-0, described-6) det(atmosphere-8, the-7) dobj(described-6, atmosphere-8) case(1920-10, around-9) nmod:around(described-6, 1920-10) mark(follows-12, as-11) advcl(described-6, follows-12) nsubj(term-40, <p>-14) expl(was-16, There-15) acl:relcl(<p>-14, was-16) det(Club-18, a-17) nsubj(was-16, Club-18) case(Parsibagan-21, at-19) nummod(Parsibagan-21, 14-20) nmod:at(Club-18, Parsibagan-21) det(residence-25, the-23) amod(residence-25, Calcutta-24) appos(Club-18, residence-25) case(brothers-29, of-26) det(brothers-29, the-27) compound(brothers-29, Bose-28) nmod:of(residence-25, brothers-29) det(Adda-32, an-31) appos(Club-18, Adda-32) case(Bengali-34, in-33) nmod:in(Adda-32, Bengali-34) aux(term-40, would-35) cop(term-40, be-36) det(term-40, a-37) advmod(fitting-39, more-38) amod(term-40, fitting-39) parataxis(described-6, term-40) mark(bound-45, for-42) nsubjpass(bound-45, it-43) auxpass(bound-45, was-44) advcl(term-40, bound-45) case(rules-49, by-46) neg(rules-49, no-47) amod(rules-49, formal-48) nmod:by(bound-45, rules-49) cc(rules-49, and-50) nmod:by(bound-45, regulations-51) conj:and(rules-49, regulations-51)  ",brothers,29,"case(brothers-29, of-26) det(brothers-29, the-27) compound(brothers-29, Bose-28) nmod:of(residence-25, brothers-29) ","Calcutta residence of the Bose brothers , an Adda in Bengali",NNS,[],,,,,"[('of', 'residence')]",['of'],['residence'],[],['the'],[],['Bose'],[],[],[],[],['of'],[],[],,,plural,,,unknown
"From 1933 onward , the Indian Psychoanalytical Society was in charge of an outpatient clinic at the Carmichael ( now R. G. Kar ) Medical College and Hospital , and in 1940 , one of Bose 's brothers donated a small mental-health facility with a few beds , the Lumbini Park Mental Hospital , to the society.","From/IN 1933/CD onward/NN ,/, the/DT Indian/NNP Psychoanalytical/NNP Society/NNP was/VBD in/IN charge/NN of/IN an/DT outpatient/NN clinic/NN at/IN the/DT Carmichael/NNP -LRB-/-LRB- now/RB R./NNP G./NNP Kar/NNP -RRB-/-RRB- Medical/NNP College/NNP and/CC Hospital/NNP ,/, and/CC in/IN 1940/CD ,/, one/CD of/IN Bose/NNP 's/POS brothers/NNS donated/VBD a/DT small/JJ mental-health/NN facility/NN with/IN a/DT few/JJ beds/NNS ,/, the/DT Lumbini/NNP Park/NNP Mental/NNP Hospital/NNP ,/, to/TO the/DT society/NN ./.","case(onward-3, From-1) nummod(onward-3, 1933-2) nmod:from(College-26, onward-3) det(Society-8, the-5) compound(Society-8, Indian-6) compound(Society-8, Psychoanalytical-7) nsubj(College-26, Society-8) cop(College-26, was-9) case(charge-11, in-10) nmod:in(College-26, charge-11) case(clinic-15, of-12) det(clinic-15, an-13) compound(clinic-15, outpatient-14) nmod:of(charge-11, clinic-15) case(Medical-25, at-16) det(Medical-25, the-17) compound(Medical-25, Carmichael-18) dep(Kar-23, now-20) compound(Kar-23, R.-21) compound(Kar-23, G.-22) appos(Medical-25, Kar-23) nmod:at(clinic-15, Medical-25) root(ROOT-0, College-26) cc(College-26, and-27) conj:and(College-26, Hospital-28) cc(College-26, and-30) case(1940-32, in-31) nmod:in(donated-39, 1940-32) nsubj(donated-39, one-34) case(brothers-38, of-35) nmod:poss(brothers-38, Bose-36) case(Bose-36, 's-37) nmod:of(one-34, brothers-38) conj:and(College-26, donated-39) det(facility-43, a-40) amod(facility-43, small-41) compound(facility-43, mental-health-42) dobj(donated-39, facility-43) case(beds-47, with-44) det(beds-47, a-45) amod(beds-47, few-46) nmod:with(donated-39, beds-47) det(Hospital-53, the-49) compound(Hospital-53, Lumbini-50) compound(Hospital-53, Park-51) compound(Hospital-53, Mental-52) appos(beds-47, Hospital-53) case(society-57, to-55) det(society-57, the-56) nmod:to(donated-39, society-57)  ",brothers,38,"case(brothers-38, of-35) nmod:poss(brothers-38, Bose-36) nmod:of(one-34, brothers-38) ",", one of Bose 's brothers donated a small mental-health facility",NNS,[],,,,,"[('of', 'one')]",['of'],['one'],[],[],[],[],[],[],['Bose'],[],['of'],[],[],,,plural,,,unknown
"I joined the Jew , my brother , in misery . ""","I/PRP joined/VBD the/DT Jew/NN ,/, my/PRP$ brother/NN ,/, in/IN misery/NN ./. ''/''","nsubj(joined-2, I-1) root(ROOT-0, joined-2) det(Jew-4, the-3) dobj(joined-2, Jew-4) nmod:poss(brother-7, my-6) appos(Jew-4, brother-7) case(misery-10, in-9) nmod:in(Jew-4, misery-10)  ",brother,7,"nmod:poss(brother-7, my-6) appos(Jew-4, brother-7) ","joined the Jew , my brother , in misery . """,NN,[],,,,,[],[],[],[],[],[],[],[],[],['my'],[],[],[],"['modifier', 'Jew']",,,singular,,,unknown
This role was most often assumed by sisters rather than brothers .,This/DT role/NN was/VBD most/RBS often/RB assumed/VBN by/IN sisters/NNS rather/RB than/IN brothers/NNS ./.,"det(role-2, This-1) nsubjpass(assumed-6, role-2) auxpass(assumed-6, was-3) advmod(often-5, most-4) advmod(assumed-6, often-5) root(ROOT-0, assumed-6) case(sisters-8, by-7) nmod:by(assumed-6, sisters-8) cc(sisters-8, rather-9) mwe(rather-9, than-10) nmod:by(assumed-6, brothers-11) conj:negcc(sisters-8, brothers-11)  ",brothers,11,"nmod:by(assumed-6, brothers-11) conj:negcc(sisters-8, brothers-11) ",assumed by sisters rather than brothers .,NNS,[],,,,,"[('by', 'assumed')]",['by'],['assumed'],[],[],"[('negcc', 'sisters')]",[],[],[],[],[],[],[],[],,,plural,,,unknown
"A tendency to become sexually aroused merely on the basis of cosmetic , visually detected qualities , or a taste for sexual variety for its own sake , surely would have promoted random copulations , undermined female choice of partners and the circumstances of on<.eption , reduced the likelihood of acquiring male parental investment increased the likelihood of being beaten , abandoned , or killed by a jealous husband ( and also by angry brothers ) , and drastically impaired female fitness .","A/DT tendency/NN to/TO become/VB sexually/RB aroused/VBN merely/RB on/IN the/DT basis/NN of/IN cosmetic/JJ ,/, visually/RB detected/JJ qualities/NNS ,/, or/CC a/DT taste/NN for/IN sexual/JJ variety/NN for/IN its/PRP$ own/JJ sake/NN ,/, surely/RB would/MD have/VB promoted/VBN random/JJ copulations/NNS ,/, undermined/VBN female/JJ choice/NN of/IN partners/NNS and/CC the/DT circumstances/NNS of/IN on/IN </NNP ./.eption/NN ,/, reduced/VBN the/DT likelihood/NN of/IN acquiring/VBG male/JJ parental/JJ investment/NN increased/VBD the/DT likelihood/NN of/IN being/VBG beaten/VBN ,/, abandoned/VBN ,/, or/CC killed/VBN by/IN a/DT jealous/JJ husband/NN -LRB-/-LRB- and/CC also/RB by/IN angry/JJ brothers/NNS -RRB-/-RRB- ,/, and/CC drastically/RB impaired/VBN female/JJ fitness/NN ./.","det(tendency-2, A-1) nsubj(promoted-32, tendency-2) mark(become-4, to-3) acl(tendency-2, become-4) advmod(become-4, sexually-5) xcomp(become-4, aroused-6) advmod(aroused-6, merely-7) case(basis-10, on-8) det(basis-10, the-9) nmod:on(aroused-6, basis-10) case(qualities-16, of-11) amod(detected-15, cosmetic-12) advmod(detected-15, visually-14) amod(qualities-16, detected-15) nmod:of(basis-10, qualities-16) cc(qualities-16, or-18) det(taste-20, a-19) nmod:of(basis-10, taste-20) conj:or(qualities-16, taste-20) case(variety-23, for-21) amod(variety-23, sexual-22) nmod:for(taste-20, variety-23) case(sake-27, for-24) nmod:poss(sake-27, its-25) amod(sake-27, own-26) nmod:for(variety-23, sake-27) advmod(promoted-32, surely-29) aux(promoted-32, would-30) aux(promoted-32, have-31) root(ROOT-0, promoted-32) amod(copulations-34, random-33) dobj(promoted-32, copulations-34) acl(copulations-34, undermined-36) amod(choice-38, female-37) dobj(undermined-36, choice-38) case(partners-40, of-39) nmod:of(choice-38, partners-40) cc(choice-38, and-41) det(circumstances-43, the-42) dobj(undermined-36, circumstances-43) conj:and(choice-38, circumstances-43) case(<-46, of-44) case(<-46, on-45) nmod:on(circumstances-43, <-46)  nsubj(increased-11, eption-1) acl(eption-1, reduced-3) det(likelihood-5, the-4) dobj(reduced-3, likelihood-5) mark(acquiring-7, of-6) acl(likelihood-5, acquiring-7) amod(investment-10, male-8) amod(investment-10, parental-9) dobj(acquiring-7, investment-10) root(ROOT-0, increased-11) det(likelihood-13, the-12) dobj(increased-11, likelihood-13) mark(beaten-16, of-14) auxpass(beaten-16, being-15) acl(likelihood-13, beaten-16) acl(likelihood-13, abandoned-18) conj:and(beaten-16, abandoned-18) cc(beaten-16, or-20) acl(likelihood-13, killed-21) conj:or(beaten-16, killed-21) case(husband-25, by-22) det(husband-25, a-23) amod(husband-25, jealous-24) nmod:by(killed-21, husband-25) dep(killed-21, and-27) dep(and-27, also-28) case(brothers-31, by-29) amod(brothers-31, angry-30) nmod:by(also-28, brothers-31) cc(beaten-16, and-34) advmod(impaired-36, drastically-35) acl(likelihood-13, impaired-36) conj:or(beaten-16, impaired-36) amod(fitness-38, female-37) dobj(impaired-36, fitness-38)  ",brothers,77,,"also by angry brothers ) , and drastically impaired female fitness",NNS,[],,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,,,unknown
"My brothers , both older than I , acknowledged looking back over the sibling quarrels we had experienced and wondering if they had treated me too harshly .","My/PRP$ brothers/NNS ,/, both/DT older/JJR than/IN I/PRP ,/, acknowledged/VBD looking/VBG back/RB over/IN the/DT sibling/VBG quarrels/NNS we/PRP had/VBD experienced/VBN and/CC wondering/VBG if/IN they/PRP had/VBD treated/VBN me/PRP too/RB harshly/RB ./.","nmod:poss(brothers-2, My-1) nsubj(acknowledged-9, brothers-2) det(older-5, both-4) appos(brothers-2, older-5) case(I-7, than-6) nmod:than(older-5, I-7) root(ROOT-0, acknowledged-9) ccomp(acknowledged-9, looking-10) advmod(looking-10, back-11) case(quarrels-15, over-12) det(quarrels-15, the-13) amod(quarrels-15, sibling-14) nmod:over(looking-10, quarrels-15) nsubj(experienced-18, we-16) aux(experienced-18, had-17) acl:relcl(quarrels-15, experienced-18) cc(looking-10, and-19) ccomp(acknowledged-9, wondering-20) conj:and(looking-10, wondering-20) mark(treated-24, if-21) nsubj(treated-24, they-22) aux(treated-24, had-23) advcl(wondering-20, treated-24) xcomp(treated-24, me-25) advmod(me-25, too-26) advmod(treated-24, harshly-27)  ",brothers,2,"nmod:poss(brothers-2, My-1) appos(brothers-2, older-5) nsubj(acknowledged-9, brothers-2) ","My brothers , both older than I",NNS,[],acknowledged,VBD,subject,[],[],[],[],[],[],[],[],[],[],['My'],[],[],[],"['modified', 'older']",,,plural,ambiguous,,unknown
"<p> <p> While watching an episode of the television show "" Quincy "" about an adolescent with repetitive motor movements and verbal outbursts , a viewer noted similarities between the main character and her 12-year-old brother .","<p>/NN <p>/NN While/IN watching/VBG an/DT episode/NN of/IN the/DT television/NN show/VBP ''/'' Quincy/NNP ''/'' about/IN an/DT adolescent/NN with/IN repetitive/JJ motor/NN movements/NNS and/CC verbal/JJ outbursts/NNS ,/, a/DT viewer/NN noted/VBD similarities/NNS between/IN the/DT main/JJ character/NN and/CC her/PRP$ 12-year-old/JJ brother/NN ./.","compound(<p>-2, <p>-1) dep(show-10, <p>-2) mark(show-10, While-3) csubj(show-10, watching-4) det(episode-6, an-5) dobj(watching-4, episode-6) case(television-9, of-7) det(television-9, the-8) nmod:of(episode-6, television-9) advcl(noted-27, show-10) dobj(show-10, Quincy-12) case(adolescent-16, about-14) det(adolescent-16, an-15) nmod:about(show-10, adolescent-16) case(movements-20, with-17) amod(movements-20, repetitive-18) compound(movements-20, motor-19) nmod:with(adolescent-16, movements-20) cc(movements-20, and-21) amod(outbursts-23, verbal-22) nmod:with(adolescent-16, outbursts-23) conj:and(movements-20, outbursts-23) det(viewer-26, a-25) nsubj(noted-27, viewer-26) root(ROOT-0, noted-27) dobj(noted-27, similarities-28) case(character-32, between-29) det(character-32, the-30) amod(character-32, main-31) nmod:between(similarities-28, character-32) cc(character-32, and-33) nmod:poss(brother-36, her-34) amod(brother-36, 12-year-old-35) nmod:between(similarities-28, brother-36) conj:and(character-32, brother-36)  ",brother,36,"nmod:poss(brother-36, her-34) amod(brother-36, 12-year-old-35) nmod:between(similarities-28, brother-36) conj:and(character-32, brother-36) ",main character and her 12-year-old brother .,NN,[],,,,,"[('between', 'similarities')]",['between'],['similarities'],[],[],"[('and', 'character')]",[],[],[],['her'],[],[],[],[],,,singular,,,unknown
"Subsequently , she convinced her parents to take the brother to a neurologist who confirmed the same diagnosis as that of the TV character -- Tourette syndrome ( TS ) , a disorder manifested by motor and verbal tics .","Subsequently/RB ,/, she/PRP convinced/VBD her/PRP$ parents/NNS to/TO take/VB the/DT brother/NN to/TO a/DT neurologist/NN who/WP confirmed/VBD the/DT same/JJ diagnosis/NN as/IN that/DT of/IN the/DT TV/NN character/NN --/: Tourette/JJ syndrome/NN -LRB-/-LRB- TS/NNP -RRB-/-RRB- ,/, a/DT disorder/NN manifested/VBN by/IN motor/NN and/CC verbal/JJ tics/NNS ./.","advmod(convinced-4, Subsequently-1) nsubj(convinced-4, she-3) root(ROOT-0, convinced-4) nmod:poss(parents-6, her-5) dobj(convinced-4, parents-6) nsubj(take-8, parents-6) mark(take-8, to-7) xcomp(convinced-4, take-8) det(brother-10, the-9) dobj(take-8, brother-10) case(neurologist-13, to-11) det(neurologist-13, a-12) nmod:to(take-8, neurologist-13) nsubj(confirmed-15, neurologist-13) ref(neurologist-13, who-14) acl:relcl(neurologist-13, confirmed-15) det(diagnosis-18, the-16) amod(diagnosis-18, same-17) dobj(confirmed-15, diagnosis-18) case(that-20, as-19) nmod:as(confirmed-15, that-20) case(character-24, of-21) det(character-24, the-22) compound(character-24, TV-23) nmod:of(that-20, character-24) amod(syndrome-27, Tourette-26) dep(neurologist-13, syndrome-27) appos(syndrome-27, TS-29) det(disorder-33, a-32) dep(neurologist-13, disorder-33) conj:and(syndrome-27, disorder-33) acl(disorder-33, manifested-34) case(motor-36, by-35) nmod:by(manifested-34, motor-36) cc(syndrome-27, and-37) amod(tics-39, verbal-38) dep(neurologist-13, tics-39) conj:and(syndrome-27, tics-39)  ",brother,10,"det(brother-10, the-9) dobj(take-8, brother-10) ",her parents to take the brother to a neurologist who confirmed,NN,[],take,VB,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
He was diagnosed with TS at age 9 immediately after his then 15-year-old brother Tom was assessed to have TS and their mother to have Chronic Motor Tic Disorder .,He/PRP was/VBD diagnosed/VBN with/IN TS/NNP at/IN age/NN 9/CD immediately/RB after/IN his/PRP$ then/RB 15-year-old/JJ brother/NN Tom/NNP was/VBD assessed/VBN to/TO have/VB TS/NNP and/CC their/PRP$ mother/NN to/TO have/VB Chronic/NNP Motor/NNP Tic/NNP Disorder/NNP ./.,"nsubjpass(diagnosed-3, He-1) auxpass(diagnosed-3, was-2) root(ROOT-0, diagnosed-3) case(TS-5, with-4) nmod:with(diagnosed-3, TS-5) case(age-7, at-6) nmod:at(diagnosed-3, age-7) nummod(age-7, 9-8) advmod(assessed-17, immediately-9) mark(assessed-17, after-10) nmod:poss(Tom-15, his-11) advmod(15-year-old-13, then-12) amod(Tom-15, 15-year-old-13) compound(Tom-15, brother-14) nsubjpass(assessed-17, Tom-15) nsubj(have-19, Tom-15) auxpass(assessed-17, was-16) advcl(diagnosed-3, assessed-17) mark(have-19, to-18) xcomp(assessed-17, have-19) dobj(have-19, TS-20) cc(TS-20, and-21) nmod:poss(mother-23, their-22) dobj(have-19, mother-23) conj:and(TS-20, mother-23) mark(have-25, to-24) ccomp(have-19, have-25) compound(Disorder-29, Chronic-26) compound(Disorder-29, Motor-27) compound(Disorder-29, Tic-28) dobj(have-25, Disorder-29)  ",brother,14,"compound(Tom-15, brother-14) ",immediately after his then 15-year-old brother Tom was assessed to have,NN,[],have,VB,subject,[],[],[],[],[],[],[],['Tom'],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
His mother feels a strong alliance with Gary 's need to unwind after school and runs interference between Gary and the older brothers when they complain about his noises .,His/PRP$ mother/NN feels/VBZ a/DT strong/JJ alliance/NN with/IN Gary/NNP 's/POS need/NN to/TO unwind/VB after/IN school/NN and/CC runs/VBZ interference/NN between/IN Gary/NNP and/CC the/DT older/JJR brothers/NNS when/WRB they/PRP complain/VBP about/IN his/PRP$ noises/NNS ./.,"nmod:poss(mother-2, His-1) nsubj(feels-3, mother-2) nsubj(runs-16, mother-2) root(ROOT-0, feels-3) det(alliance-6, a-4) amod(alliance-6, strong-5) dobj(feels-3, alliance-6) case(need-10, with-7) nmod:poss(need-10, Gary-8) case(Gary-8, 's-9) nmod:with(feels-3, need-10) mark(unwind-12, to-11) acl(need-10, unwind-12) case(school-14, after-13) nmod:after(unwind-12, school-14) cc(feels-3, and-15) conj:and(feels-3, runs-16) dobj(runs-16, interference-17) case(Gary-19, between-18) nmod:between(interference-17, Gary-19) cc(interference-17, and-20) det(brothers-23, the-21) amod(brothers-23, older-22) dobj(runs-16, brothers-23) conj:and(interference-17, brothers-23) advmod(complain-26, when-24) nsubj(complain-26, they-25) acl:relcl(brothers-23, complain-26) case(noises-29, about-27) nmod:poss(noises-29, his-28) nmod:about(complain-26, noises-29)  ",brothers,23,"det(brothers-23, the-21) amod(brothers-23, older-22) acl:relcl(brothers-23, complain-26) dobj(runs-16, brothers-23) conj:and(interference-17, brothers-23) ",between Gary and the older brothers when they complain about his,NNS,[],runs,VBZ,object,[],[],[],[],[],['the'],"[('and', 'interference')]",[],['older'],[],[],[],[],[],[],,,plural,singular,,unknown
"Initial Service Phase : Understanding and Accepting the Diagnosis of TS <p> Like the "" Quincy "" viewer who initiated the referral for her brother , many families with a child who has TS arrive at a clinic because someone , frequently a teacher , suggested that the child 's movements were not normal .","Initial/JJ Service/NN Phase/NN :/: Understanding/VBG and/CC Accepting/VBG the/DT Diagnosis/NN of/IN TS/NNP <p>/NNP Like/IN the/DT ''/'' Quincy/VBG ''/'' viewer/NN who/WP initiated/VBD the/DT referral/NN for/IN her/PRP$ brother/NN ,/, many/JJ families/NNS with/IN a/DT child/NN who/WP has/VBZ TS/NNP arrive/VBP at/IN a/DT clinic/NN because/IN someone/NN ,/, frequently/RB a/DT teacher/NN ,/, suggested/VBD that/IN the/DT child/NN 's/POS movements/NNS were/VBD not/RB normal/JJ ./.","amod(Phase-3, Initial-1) compound(Phase-3, Service-2) root(ROOT-0, Phase-3) advcl(arrive-35, Understanding-5) cc(Understanding-5, and-6) conj:and(Understanding-5, Accepting-7) advcl(arrive-35, Accepting-7) det(Diagnosis-9, the-8) dobj(Understanding-5, Diagnosis-9) case(<p>-12, of-10) compound(<p>-12, TS-11) nmod:of(Diagnosis-9, <p>-12) case(the-14, Like-13) nmod:like(<p>-12, the-14) advcl(Understanding-5, Quincy-16) dobj(Quincy-16, viewer-18) nsubj(initiated-20, viewer-18) ref(viewer-18, who-19) acl:relcl(viewer-18, initiated-20) det(referral-22, the-21) dobj(initiated-20, referral-22) case(brother-25, for-23) nmod:poss(brother-25, her-24) nmod:for(initiated-20, brother-25) amod(families-28, many-27) nsubj(arrive-35, families-28) case(child-31, with-29) det(child-31, a-30) nmod:with(families-28, child-31) nsubj(has-33, child-31) ref(child-31, who-32) acl:relcl(child-31, has-33) dobj(has-33, TS-34) parataxis(Phase-3, arrive-35) case(clinic-38, at-36) det(clinic-38, a-37) nmod:at(arrive-35, clinic-38) mark(suggested-46, because-39) nsubj(suggested-46, someone-40) advmod(teacher-44, frequently-42) det(teacher-44, a-43) appos(someone-40, teacher-44) advcl(arrive-35, suggested-46) mark(normal-54, that-47) det(child-49, the-48) nmod:poss(movements-51, child-49) case(child-49, 's-50) nsubj(normal-54, movements-51) cop(normal-54, were-52) neg(normal-54, not-53) ccomp(suggested-46, normal-54)  ",brother,25,"case(brother-25, for-23) nmod:poss(brother-25, her-24) nmod:for(initiated-20, brother-25) ","initiated the referral for her brother , many families with a",NN,[],,,,,"[('for', 'initiated')]",['for'],['initiated'],[],[],[],[],[],[],['her'],[],['for'],[],[],,,singular,,,unknown
"When verbal items do receive emphasis ( in Algebra ) our students face contrived problems such as "" Mary is three times as old as brother Sam .",When/WRB verbal/JJ items/NNS do/VBP receive/VB emphasis/NN -LRB-/-LRB- in/IN Algebra/NNP -RRB-/-RRB- our/PRP$ students/NNS face/VBP contrived/JJ problems/NNS such/JJ as/IN ''/'' Mary/NNP is/VBZ three/CD times/NNS as/RB old/JJ as/IN brother/NNP Sam/NNP ./.,"advmod(receive-5, When-1) amod(items-3, verbal-2) nsubj(receive-5, items-3) aux(receive-5, do-4) advcl(face-13, receive-5) dobj(receive-5, emphasis-6) case(Algebra-9, in-8) dep(receive-5, Algebra-9) nmod:poss(students-12, our-11) nsubj(face-13, students-12) root(ROOT-0, face-13) amod(problems-15, contrived-14) nsubj(such-16, problems-15) xcomp(face-13, such-16) case(Mary-19, as-17) nmod:as(such-16, Mary-19) cop(old-24, is-20) nummod(times-22, three-21) dep(old-24, times-22) advmod(old-24, as-23) acl:relcl(Mary-19, old-24) case(Sam-27, as-25) compound(Sam-27, brother-26) nmod:as(old-24, Sam-27)  ",brother,26,"compound(Sam-27, brother-26) ",three times as old as brother Sam .,NNP,[],,,,,[],[],[],[],[],[],['Sam'],[],[],[],[],[],[],[],,,singular,,,unknown
", the father 's brother and the brother 's father ) or solves figural matrices .",",/, the/DT father/NN 's/VBZ brother/NN and/CC the/DT brother/NN 's/VBZ father/NN -RRB-/-RRB- or/CC solves/VBZ figural/NN matrices/VBZ ./.","det(father-3, the-2) nsubj('s-4, father-3) nsubj(solves-13, father-3) root(ROOT-0, 's-4) nsubj(father-10, brother-5) cc(brother-5, and-6) det(brother-8, the-7) conj:and(brother-5, brother-8) nsubj(father-10, brother-8) cop(father-10, 's-9) parataxis('s-4, father-10) cc('s-4, or-12) conj:or('s-4, solves-13) nsubj(matrices-15, figural-14) ccomp(solves-13, matrices-15)  ",brother,5,"cc(brother-5, and-6) conj:and(brother-5, brother-8) nsubj(father-10, brother-5) ",", the father 's brother and the brother 's father",NN,[],,,subject,[],[],[],[],[],[],"[('and', 'brother')]",[],[],[],[],[],[],[],[],,,singular,,,unknown
", the father 's brother and the brother 's father ) or solves figural matrices .",",/, the/DT father/NN 's/VBZ brother/NN and/CC the/DT brother/NN 's/VBZ father/NN -RRB-/-RRB- or/CC solves/VBZ figural/NN matrices/VBZ ./.","det(father-3, the-2) nsubj('s-4, father-3) nsubj(solves-13, father-3) root(ROOT-0, 's-4) nsubj(father-10, brother-5) cc(brother-5, and-6) det(brother-8, the-7) conj:and(brother-5, brother-8) nsubj(father-10, brother-8) cop(father-10, 's-9) parataxis('s-4, father-10) cc('s-4, or-12) conj:or('s-4, solves-13) nsubj(matrices-15, figural-14) ccomp(solves-13, matrices-15)  ",brother,8,"det(brother-8, the-7) conj:and(brother-5, brother-8) nsubj(father-10, brother-8) ",father 's brother and the brother 's father ) or solves,NN,[],,,subject,[],[],[],[],[],['the'],"[('and', 'brother')]",[],[],[],[],[],[],[],[],,,singular,,,unknown
The prison again made headlines when the Briley brothers engineered the largest death-row escape in the history of American corrections .,The/DT prison/NN again/RB made/VBD headlines/NNS when/WRB the/DT Briley/NNP brothers/NNS engineered/VBN the/DT largest/JJS death-row/NN escape/NN in/IN the/DT history/NN of/IN American/JJ corrections/NNS ./.,"det(prison-2, The-1) nsubj(made-4, prison-2) advmod(made-4, again-3) root(ROOT-0, made-4) dobj(made-4, headlines-5) advmod(engineered-10, when-6) det(brothers-9, the-7) compound(brothers-9, Briley-8) nsubj(engineered-10, brothers-9) advcl(made-4, engineered-10) det(escape-14, the-11) amod(escape-14, largest-12) compound(escape-14, death-row-13) dobj(engineered-10, escape-14) case(history-17, in-15) det(history-17, the-16) nmod:in(escape-14, history-17) case(corrections-20, of-18) amod(corrections-20, American-19) nmod:of(history-17, corrections-20)  ",brothers,9,"det(brothers-9, the-7) compound(brothers-9, Briley-8) nsubj(engineered-10, brothers-9) ",made headlines when the Briley brothers engineered the largest death-row escape,NNS,[],engineered,VBN,subject,[],[],[],[],[],['the'],[],['Briley'],[],[],[],[],[],[],[],,,plural,ambiguous,,unknown
