sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Adjective Types,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
She provided one of the boys with cattle for a wife .,She/PRP provided/VBD one/CD of/IN the/DT boys/NNS with/IN cattle/NNS for/IN a/DT wife/NN ./.," nsubj(provided-2, She-1) root(ROOT-0, provided-2) dobj(provided-2, one-3) case(boys-6, of-4) det(boys-6, the-5) nmod:of(one-3, boys-6) case(cattle-8, with-7) nmod:with(provided-2, cattle-8) case(wife-11, for-9) det(wife-11, a-10) nmod:for(cattle-8, wife-11)  ",cattle,8,"case(cattle-8, with-7) nmod:for(cattle-8, wife-11) nmod:with(provided-2, cattle-8) ",one of the boys with cattle for a wife .,NNS,[],,,,,,,,,"[('for', 'wife'), ('with', 'provided')]","['for', 'with']",['provided'],['wife'],[],,[],[],[],[],[],[],[],[],[],['with'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"( Levi-Strauss 1966:204 ) <p> In contrast , dogs and cattle "" do not form an independent society "" but "" as domestic ' animals they are part of human society "" ( Levi-Strauss 1966:205 ) .","-LRB-/-LRB- Levi-Strauss/NNP 1966:204/CD -RRB-/-RRB- <p>/VBP In/IN contrast/NN ,/, dogs/NNS and/CC cattle/NNS ''/'' do/VBP not/RB form/VB an/DT independent/JJ society/NN ''/'' but/CC ''/'' as/IN domestic/JJ '/'' animals/NNS they/PRP are/VBP part/NN of/IN human/JJ society/NN ''/'' -LRB-/-LRB- Levi-Strauss/NNP 1966:205/CD -RRB-/-RRB- ./."," nsubj(<p>-5, Levi-Strauss-2) nummod(Levi-Strauss-2, 1966:204-3) root(ROOT-0, <p>-5) case(contrast-7, In-6) nmod:in(form-15, contrast-7) nsubj(form-15, dogs-9) cc(dogs-9, and-10) conj:and(dogs-9, cattle-11) nsubj(form-15, cattle-11) aux(form-15, do-13) neg(form-15, not-14) ccomp(<p>-5, form-15) det(society-18, an-16) amod(society-18, independent-17) dobj(form-15, society-18) advmod(form-15, but-20) case(animals-25, as-22) amod(animals-25, domestic-23) nmod:as(form-15, animals-25) nsubj(part-28, they-26) cop(part-28, are-27) acl:relcl(animals-25, part-28) case(society-31, of-29) amod(society-31, human-30) nmod:of(part-28, society-31) appos(society-31, Levi-Strauss-34) nummod(Levi-Strauss-34, 1966:205-35)  ",cattle,11,"conj:and(dogs-9, cattle-11) nsubj(form-15, cattle-11) ","In contrast , dogs and cattle "" do not form an",NNS,[],form,VB,subject,form,form,,,['not'],[],[],[],[],[],,"[('and', 'dogs')]",['and'],['dogs'],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,verdical
"Levi-Strauss ( 1966:208 ) concludes that the names given to both birds and cattle are formed by "" metonymical appropriation "" ; cattle names since they are drawn from the actual context of speech , speech presumably standing in a "" contiguous "" relation to the animal itself .","Levi-Strauss/NNS -LRB-/-LRB- 1966:208/CD -RRB-/-RRB- concludes/VBZ that/IN the/DT names/NNS given/VBN to/TO both/DT birds/NNS and/CC cattle/NNS are/VBP formed/VBN by/IN ''/'' metonymical/JJ appropriation/NN ''/'' ;/: cattle/NNS names/NNS since/IN they/PRP are/VBP drawn/VBN from/IN the/DT actual/JJ context/NN of/IN speech/NN ,/, speech/NN presumably/RB standing/VBG in/IN a/SYM ''/'' contiguous/VBG ''/'' relation/NN to/TO the/DT animal/NN itself/PRP ./."," nsubj(concludes-5, Levi-Strauss-1) appos(Levi-Strauss-1, 1966:208-3) root(ROOT-0, concludes-5) mark(formed-16, that-6) det(names-8, the-7) nsubjpass(formed-16, names-8) case(birds-12, given-9) case(birds-12, to-10) cc:preconj(birds-12, both-11) acl:to(names-8, birds-12) cc(birds-12, and-13) acl:to(names-8, cattle-14) conj:and(birds-12, cattle-14) auxpass(formed-16, are-15) ccomp(concludes-5, formed-16) case(appropriation-20, by-17) amod(appropriation-20, metonymical-19) nmod:by(formed-16, appropriation-20) compound(names-24, cattle-23) dep(appropriation-20, names-24) mark(drawn-28, since-25) nsubjpass(drawn-28, they-26) auxpass(drawn-28, are-27) acl(names-24, drawn-28) case(context-32, from-29) det(context-32, the-30) amod(context-32, actual-31) nmod:from(drawn-28, context-32) case(speech-34, of-33) nmod:of(context-32, speech-34) appos(appropriation-20, speech-36) advmod(standing-38, presumably-37) acl(speech-36, standing-38) case(a-40, in-39) nmod:in(standing-38, a-40) acl(a-40, contiguous-42) dobj(contiguous-42, relation-44) case(animal-47, to-45) det(animal-47, the-46) nmod:to(contiguous-42, animal-47) advmod(animal-47, itself-48)  ",cattle,14,"acl:to(names-8, cattle-14) conj:and(birds-12, cattle-14) ","given to both birds and cattle are formed by "" metonymical",NNS,[],,,,,,,,,[],[],[],[],[],,"[('and', 'birds')]",['and'],['birds'],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Levi-Strauss ( 1966:208 ) concludes that the names given to both birds and cattle are formed by "" metonymical appropriation "" ; cattle names since they are drawn from the actual context of speech , speech presumably standing in a "" contiguous "" relation to the animal itself .","Levi-Strauss/NNS -LRB-/-LRB- 1966:208/CD -RRB-/-RRB- concludes/VBZ that/IN the/DT names/NNS given/VBN to/TO both/DT birds/NNS and/CC cattle/NNS are/VBP formed/VBN by/IN ''/'' metonymical/JJ appropriation/NN ''/'' ;/: cattle/NNS names/NNS since/IN they/PRP are/VBP drawn/VBN from/IN the/DT actual/JJ context/NN of/IN speech/NN ,/, speech/NN presumably/RB standing/VBG in/IN a/SYM ''/'' contiguous/VBG ''/'' relation/NN to/TO the/DT animal/NN itself/PRP ./."," nsubj(concludes-5, Levi-Strauss-1) appos(Levi-Strauss-1, 1966:208-3) root(ROOT-0, concludes-5) mark(formed-16, that-6) det(names-8, the-7) nsubjpass(formed-16, names-8) case(birds-12, given-9) case(birds-12, to-10) cc:preconj(birds-12, both-11) acl:to(names-8, birds-12) cc(birds-12, and-13) acl:to(names-8, cattle-14) conj:and(birds-12, cattle-14) auxpass(formed-16, are-15) ccomp(concludes-5, formed-16) case(appropriation-20, by-17) amod(appropriation-20, metonymical-19) nmod:by(formed-16, appropriation-20) compound(names-24, cattle-23) dep(appropriation-20, names-24) mark(drawn-28, since-25) nsubjpass(drawn-28, they-26) auxpass(drawn-28, are-27) acl(names-24, drawn-28) case(context-32, from-29) det(context-32, the-30) amod(context-32, actual-31) nmod:from(drawn-28, context-32) case(speech-34, of-33) nmod:of(context-32, speech-34) appos(appropriation-20, speech-36) advmod(standing-38, presumably-37) acl(speech-36, standing-38) case(a-40, in-39) nmod:in(standing-38, a-40) acl(a-40, contiguous-42) dobj(contiguous-42, relation-44) case(animal-47, to-45) det(animal-47, the-46) nmod:to(contiguous-42, animal-47) advmod(animal-47, itself-48)  ",cattle,23,"compound(names-24, cattle-23) ",""" metonymical appropriation "" ; cattle names since they are drawn",NNS,[],,,,,,,,,[],[],[],[],[],,[],[],[],['names'],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"This scheme conveys two different ways that human society can be perceived through the lens of nonhuman creatures : first , through the similarity of the human world to the different yet parallel world of game and wild beasts ; second , through its direct involvement with animals that inhabit the same world , in which space , time , and causation are shared ; that is , livestock ( and most especially for the pastoral Maasai , cattle ) and birds .","This/DT scheme/NN conveys/VBZ two/CD different/JJ ways/NNS that/IN human/JJ society/NN can/MD be/VB perceived/VBN through/IN the/DT lens/NN of/IN nonhuman/NN creatures/NNS :/: first/RB ,/, through/IN the/DT similarity/NN of/IN the/DT human/JJ world/NN to/TO the/DT different/JJ yet/CC parallel/JJ world/NN of/IN game/NN and/CC wild/JJ beasts/NNS ;/: second/JJ ,/, through/IN its/PRP$ direct/JJ involvement/NN with/IN animals/NNS that/WDT inhabit/VBP the/DT same/JJ world/NN ,/, in/IN which/WDT space/NN ,/, time/NN ,/, and/CC causation/NN are/VBP shared/VBN ;/: that/WDT is/VBZ ,/, livestock/NN -LRB-/-LRB- and/CC most/RBS especially/RB for/IN the/DT pastoral/NN Maasai/NNP ,/, cattle/NNS -RRB-/-RRB- and/CC birds/NNS ./."," det(scheme-2, This-1) nsubj(conveys-3, scheme-2) root(ROOT-0, conveys-3) nummod(ways-6, two-4) amod(ways-6, different-5) dobj(conveys-3, ways-6) mark(perceived-12, that-7) amod(society-9, human-8) nsubjpass(perceived-12, society-9) aux(perceived-12, can-10) auxpass(perceived-12, be-11) ccomp(conveys-3, perceived-12) case(lens-15, through-13) det(lens-15, the-14) nmod:through(perceived-12, lens-15) case(creatures-18, of-16) compound(creatures-18, nonhuman-17) nmod:of(lens-15, creatures-18) advmod(perceived-12, first-20) case(similarity-24, through-22) det(similarity-24, the-23) nmod:through(perceived-12, similarity-24) case(world-28, of-25) det(world-28, the-26) amod(world-28, human-27) nmod:of(similarity-24, world-28) case(world-34, to-29) det(world-34, the-30) amod(world-34, different-31) cc(different-31, yet-32) conj:yet(different-31, parallel-33) amod(world-34, parallel-33) nmod:to(world-28, world-34) case(game-36, of-35) nmod:of(world-34, game-36) cc(world-34, and-37) amod(beasts-39, wild-38) nmod:to(world-28, beasts-39) conj:and(world-34, beasts-39) nsubj(livestock-69, beasts-39) dep(beasts-39, second-41) nmod:in(shared-64, second-41) case(involvement-46, through-43) nmod:poss(involvement-46, its-44) amod(involvement-46, direct-45) nmod:through(second-41, involvement-46) case(animals-48, with-47) nmod:with(involvement-46, animals-48) nsubj(inhabit-50, animals-48) ref(animals-48, that-49) acl:relcl(animals-48, inhabit-50) det(world-53, the-51) amod(world-53, same-52) dobj(inhabit-50, world-53) case(which-56, in-55) ref(second-41, which-56) nsubjpass(shared-64, space-57) conj:and(space-57, time-59) nsubjpass(shared-64, time-59) cc(space-57, and-61) conj:and(space-57, causation-62) nsubjpass(shared-64, causation-62) auxpass(shared-64, are-63) acl:relcl(second-41, shared-64) ref(beasts-39, that-66) cop(livestock-69, is-67) acl:relcl(beasts-39, livestock-69) cc(Maasai-77, and-71) advmod(especially-73, most-72) dep(Maasai-77, especially-73) case(pastoral-76, for-74) det(pastoral-76, the-75) nmod:for(especially-73, pastoral-76) dep(livestock-69, Maasai-77) appos(Maasai-77, cattle-79) cc(livestock-69, and-81) acl:relcl(beasts-39, birds-82) conj:and(livestock-69, birds-82)  ",cattle,79,"appos(Maasai-77, cattle-79) ","for the pastoral Maasai , cattle ) and birds .",NNS,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],"['modifier', 'Maasai']",['Maasai'],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Is it by chance that cattle and birds both partake of divinity , and so are used as images , signs , and conveyors of divine qualities for people ; the former in myth and ritual , the latter through spatial association and metaphor ?","Is/VBZ it/PRP by/IN chance/NN that/IN cattle/NNS and/CC birds/NNS both/DT partake/JJ of/IN divinity/NN ,/, and/CC so/RB are/VBP used/VBN as/IN images/NNS ,/, signs/NNS ,/, and/CC conveyors/NNS of/IN divine/JJ qualities/NNS for/IN people/NNS ;/: the/DT former/JJ in/IN myth/NN and/CC ritual/NN ,/, the/DT latter/NN through/IN spatial/JJ association/NN and/CC metaphor/NN ?/."," root(ROOT-0, Is-1) nsubj(Is-1, it-2) nsubjpass(used-17, it-2) case(chance-4, by-3) nmod:by(Is-1, chance-4) mark(cattle-6, that-5) dep(chance-4, cattle-6) cc(cattle-6, and-7) dep(chance-4, birds-8) conj:and(cattle-6, birds-8) det(partake-10, both-9) amod(cattle-6, partake-10) case(divinity-12, of-11) nmod:of(cattle-6, divinity-12) cc(Is-1, and-14) advmod(used-17, so-15) auxpass(used-17, are-16) conj:and(Is-1, used-17) case(images-19, as-18) nmod:as(used-17, images-19) nmod:as(used-17, signs-21) conj:and(images-19, signs-21) cc(images-19, and-23) nmod:as(used-17, conveyors-24) conj:and(images-19, conveyors-24) case(qualities-27, of-25) amod(qualities-27, divine-26) nmod:of(conveyors-24, qualities-27) case(people-29, for-28) nmod:for(qualities-27, people-29) det(former-32, the-31) nmod:as(used-17, former-32) conj:and(images-19, former-32) case(myth-34, in-33) nmod:in(former-32, myth-34) cc(myth-34, and-35) nmod:in(former-32, ritual-36) conj:and(myth-34, ritual-36) det(latter-39, the-38) nmod:as(used-17, latter-39) conj:and(images-19, latter-39) case(association-42, through-40) amod(association-42, spatial-41) nmod:through(latter-39, association-42) cc(association-42, and-43) nmod:through(latter-39, metaphor-44) conj:and(association-42, metaphor-44)  ",cattle,6,"mark(cattle-6, that-5) cc(cattle-6, and-7) conj:and(cattle-6, birds-8) amod(cattle-6, partake-10) nmod:of(cattle-6, divinity-12) dep(chance-4, cattle-6) ",Is it by chance that cattle and birds both partake of,NNS,[],,,,,,,,,"[('of', 'divinity')]",['of'],[],['divinity'],[],,"[('and', 'birds')]",['and'],['birds'],[],['partake'],[],[],[],[],[],[],[],[],[],[],['that'],,,ambiguous,linked,,[],unknown,nonverdical
Regional exchange of cattle and exotic goods interacted with other social processes to create political change in societies with incipient political centralization .,Regional/NNP exchange/NN of/IN cattle/NNS and/CC exotic/JJ goods/NNS interacted/VBD with/IN other/JJ social/JJ processes/NNS to/TO create/VB political/JJ change/NN in/IN societies/NNS with/IN incipient/JJ political/JJ centralization/NN ./.," compound(exchange-2, Regional-1) nsubj(interacted-8, exchange-2) nsubj(create-14, exchange-2) case(cattle-4, of-3) nmod:of(exchange-2, cattle-4) cc(cattle-4, and-5) amod(goods-7, exotic-6) nmod:of(exchange-2, goods-7) conj:and(cattle-4, goods-7) root(ROOT-0, interacted-8) case(processes-12, with-9) amod(processes-12, other-10) amod(processes-12, social-11) nmod:with(interacted-8, processes-12) mark(create-14, to-13) xcomp(interacted-8, create-14) amod(change-16, political-15) dobj(create-14, change-16) case(societies-18, in-17) nmod:in(create-14, societies-18) case(centralization-22, with-19) amod(centralization-22, incipient-20) amod(centralization-22, political-21) nmod:with(societies-18, centralization-22)  ",cattle,4,"case(cattle-4, of-3) cc(cattle-4, and-5) conj:and(cattle-4, goods-7) nmod:of(exchange-2, cattle-4) ",Regional exchange of cattle and exotic goods interacted with,NNS,[],,,,,,,,,"[('of', 'exchange')]",['of'],['exchange'],[],[],,"[('and', 'goods')]",['and'],['goods'],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
This led to an increase in raids to capture cattle with which to build political and ritual control.3 SOURCES <p> The outline of Pare social institutions is primarily based on ethnographic observations made by German missionaries and geographers between 1880 and 1910 .,This/DT led/VBN to/TO an/DT increase/NN in/IN raids/NNS to/TO capture/VB cattle/NNS with/IN which/WDT to/TO build/VB political/JJ and/CC ritual/NN control/NN .3/CD SOURCES/NNS <p>/NN The/DT outline/NN of/IN Pare/JJ social/JJ institutions/NNS is/VBZ primarily/RB based/VBN on/IN ethnographic/JJ observations/NNS made/VBN by/IN German/JJ missionaries/NNS and/CC geographers/NNS between/IN 1880/CD and/CC 1910/CD ./.," nsubjpass(based-30, This-1) acl(This-1, led-2) case(increase-5, to-3) det(increase-5, an-4) nmod:to(led-2, increase-5) case(raids-7, in-6) nmod:in(increase-5, raids-7) mark(capture-9, to-8) xcomp(led-2, capture-9) dobj(capture-9, cattle-10) mark(build-14, with-11) nsubj(build-14, which-12) mark(build-14, to-13) advcl(capture-9, build-14) amod(<p>-21, political-15) cc(political-15, and-16) conj:and(political-15, ritual-17) amod(<p>-21, ritual-17) compound(<p>-21, control-18) nummod(<p>-21, .3-19) compound(<p>-21, SOURCES-20) iobj(build-14, <p>-21) det(outline-23, The-22) dobj(build-14, outline-23) case(institutions-27, of-24) amod(institutions-27, Pare-25) amod(institutions-27, social-26) nmod:of(outline-23, institutions-27) auxpass(based-30, is-28) advmod(based-30, primarily-29) root(ROOT-0, based-30) case(observations-33, on-31) amod(observations-33, ethnographic-32) nmod:on(based-30, observations-33) acl(observations-33, made-34) case(missionaries-37, by-35) amod(missionaries-37, German-36) nmod:by(made-34, missionaries-37) cc(missionaries-37, and-38) nmod:by(made-34, geographers-39) conj:and(missionaries-37, geographers-39) case(1880-41, between-40) nmod:between(missionaries-37, 1880-41) cc(1880-41, and-42) nmod:between(missionaries-37, 1910-43) conj:and(1880-41, 1910-43)  ",cattle,10,"dobj(capture-9, cattle-10) ",increase in raids to capture cattle with which to build political,NNS,[],capture,VB,object,,,capture,capture,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
<p> The local markets organized the exchange of low-volume products and were not involved in bulk exchange of crops and cattle .,<p>/RB The/DT local/JJ markets/NNS organized/VBD the/DT exchange/NN of/IN low-volume/JJ products/NNS and/CC were/VBD not/RB involved/VBN in/IN bulk/JJ exchange/NN of/IN crops/NNS and/CC cattle/NNS ./.," advmod(organized-5, <p>-1) det(markets-4, The-2) amod(markets-4, local-3) nsubj(organized-5, markets-4) nsubjpass(involved-14, markets-4) root(ROOT-0, organized-5) det(exchange-7, the-6) dobj(organized-5, exchange-7) case(products-10, of-8) amod(products-10, low-volume-9) nmod:of(exchange-7, products-10) cc(organized-5, and-11) auxpass(involved-14, were-12) neg(involved-14, not-13) conj:and(organized-5, involved-14) case(exchange-17, in-15) amod(exchange-17, bulk-16) nmod:in(involved-14, exchange-17) case(crops-19, of-18) nmod:of(exchange-17, crops-19) cc(crops-19, and-20) nmod:of(exchange-17, cattle-21) conj:and(crops-19, cattle-21)  ",cattle,21,"nmod:of(exchange-17, cattle-21) conj:and(crops-19, cattle-21) ",bulk exchange of crops and cattle .,NNS,[],,,,,,,,,"[('of', 'exchange')]",['of'],['exchange'],[],[],,"[('and', 'crops')]",['and'],['crops'],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"There was regular barter between the dry pastoral regions of Vudee and Mwembe , from which people brought cattle to Mbaga and Gonja and carried food crops back .","There/EX was/VBD regular/JJ barter/NN between/IN the/DT dry/JJ pastoral/JJ regions/NNS of/IN Vudee/NNP and/CC Mwembe/NNP ,/, from/IN which/WDT people/NNS brought/VBD cattle/NNS to/TO Mbaga/NNP and/CC Gonja/NNP and/CC carried/VBD food/NN crops/NNS back/RB ./."," expl(was-2, There-1) root(ROOT-0, was-2) amod(barter-4, regular-3) nsubj(was-2, barter-4) case(regions-9, between-5) det(regions-9, the-6) amod(regions-9, dry-7) amod(regions-9, pastoral-8) nmod:between(barter-4, regions-9) case(Vudee-11, of-10) nmod:of(regions-9, Vudee-11) cc(Vudee-11, and-12) nmod:of(regions-9, Mwembe-13) conj:and(Vudee-11, Mwembe-13) mark(brought-18, from-15) dobj(brought-18, which-16) nsubj(brought-18, people-17) nsubj(carried-25, people-17) advcl(was-2, brought-18) dobj(brought-18, cattle-19) case(Mbaga-21, to-20) nmod:to(brought-18, Mbaga-21) cc(Mbaga-21, and-22) nmod:to(brought-18, Gonja-23) conj:and(Mbaga-21, Gonja-23) cc(brought-18, and-24) advcl(was-2, carried-25) conj:and(brought-18, carried-25) compound(crops-27, food-26) dobj(carried-25, crops-27) advmod(carried-25, back-28)  ",cattle,19,"dobj(brought-18, cattle-19) ",", from which people brought cattle to Mbaga and Gonja and",NNS,[],brought,VBD,object,,,brought,bring,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"Consequently , it is reasonable to assume that the demand for crops from South Pare by the populations on the plain increased together with a corresponding increase in the flow of cattle to the cultivators .","Consequently/RB ,/, it/PRP is/VBZ reasonable/JJ to/TO assume/VB that/IN the/DT demand/NN for/IN crops/NNS from/IN South/NNP Pare/NNP by/IN the/DT populations/NNS on/IN the/DT plain/NN increased/VBD together/RB with/IN a/DT corresponding/JJ increase/NN in/IN the/DT flow/NN of/IN cattle/NNS to/TO the/DT cultivators/NNS ./."," advmod(reasonable-5, Consequently-1) nsubj(reasonable-5, it-3) nsubj(assume-7, it-3) cop(reasonable-5, is-4) root(ROOT-0, reasonable-5) mark(assume-7, to-6) xcomp(reasonable-5, assume-7) mark(increased-22, that-8) det(demand-10, the-9) nsubj(increased-22, demand-10) case(crops-12, for-11) nmod:for(demand-10, crops-12) case(Pare-15, from-13) compound(Pare-15, South-14) nmod:from(crops-12, Pare-15) case(populations-18, by-16) det(populations-18, the-17) nmod:by(Pare-15, populations-18) case(plain-21, on-19) det(plain-21, the-20) nmod:on(populations-18, plain-21) ccomp(assume-7, increased-22) advmod(increased-22, together-23) case(increase-27, with-24) det(increase-27, a-25) amod(increase-27, corresponding-26) nmod:with(increased-22, increase-27) case(flow-30, in-28) det(flow-30, the-29) nmod:in(increase-27, flow-30) case(cattle-32, of-31) nmod:of(flow-30, cattle-32) case(cultivators-35, to-33) det(cultivators-35, the-34) nmod:to(increased-22, cultivators-35)  ",cattle,32,"case(cattle-32, of-31) nmod:of(flow-30, cattle-32) ",increase in the flow of cattle to the cultivators .,NNS,[],,,,,,,,,"[('of', 'flow')]",['of'],['flow'],[],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Before the cattle and human epidemics , droughts , and warfare of the period between 1888 and 1891 , the people of South Pare kept large numbers of cattle ( Farley 1882 ; Baumann 1891:245 ) .","Before/IN the/DT cattle/NNS and/CC human/JJ epidemics/NNS ,/, droughts/NNS ,/, and/CC warfare/NN of/IN the/DT period/NN between/IN 1888/CD and/CC 1891/CD ,/, the/DT people/NNS of/IN South/NNP Pare/NNP kept/VBD large/JJ numbers/NNS of/IN cattle/NNS -LRB-/-LRB- Farley/NNP 1882/CD ;/: Baumann/NNP 1891:245/CD -RRB-/-RRB- ./."," case(cattle-3, Before-1) det(cattle-3, the-2) nmod:before(kept-25, cattle-3) cc(cattle-3, and-4) amod(epidemics-6, human-5) conj:and(cattle-3, epidemics-6) nmod:before(kept-25, epidemics-6) conj:and(cattle-3, droughts-8) nmod:before(kept-25, droughts-8) cc(cattle-3, and-10) conj:and(cattle-3, warfare-11) nmod:before(kept-25, warfare-11) case(period-14, of-12) det(period-14, the-13) nmod:of(warfare-11, period-14) case(1888-16, between-15) nmod:between(period-14, 1888-16) cc(1888-16, and-17) nmod:between(period-14, 1891-18) conj:and(1888-16, 1891-18) det(people-21, the-20) nsubj(kept-25, people-21) case(Pare-24, of-22) compound(Pare-24, South-23) nmod:of(people-21, Pare-24) root(ROOT-0, kept-25) amod(numbers-27, large-26) dobj(kept-25, numbers-27) case(cattle-29, of-28) nmod:of(numbers-27, cattle-29) dep(cattle-29, Farley-31) nummod(Farley-31, 1882-32) dep(Farley-31, Baumann-34) nummod(Baumann-34, 1891:245-35)  ",cattle,3,"case(cattle-3, Before-1) det(cattle-3, the-2) cc(cattle-3, and-4) conj:and(cattle-3, epidemics-6) conj:and(cattle-3, droughts-8) cc(cattle-3, and-10) conj:and(cattle-3, warfare-11) nmod:before(kept-25, cattle-3) ","Before the cattle and human epidemics , droughts",NNS,[],,,,,,,,,"[('before', 'kept')]",['before'],['kept'],[],['the'],definite article,"[('and', 'epidemics'), ('and', 'droughts'), ('and', 'warfare')]","['and', 'and', 'and']","['epidemics', 'droughts', 'warfare']",[],[],[],[],[],[],['Before'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Before the cattle and human epidemics , droughts , and warfare of the period between 1888 and 1891 , the people of South Pare kept large numbers of cattle ( Farley 1882 ; Baumann 1891:245 ) .","Before/IN the/DT cattle/NNS and/CC human/JJ epidemics/NNS ,/, droughts/NNS ,/, and/CC warfare/NN of/IN the/DT period/NN between/IN 1888/CD and/CC 1891/CD ,/, the/DT people/NNS of/IN South/NNP Pare/NNP kept/VBD large/JJ numbers/NNS of/IN cattle/NNS -LRB-/-LRB- Farley/NNP 1882/CD ;/: Baumann/NNP 1891:245/CD -RRB-/-RRB- ./."," case(cattle-3, Before-1) det(cattle-3, the-2) nmod:before(kept-25, cattle-3) cc(cattle-3, and-4) amod(epidemics-6, human-5) conj:and(cattle-3, epidemics-6) nmod:before(kept-25, epidemics-6) conj:and(cattle-3, droughts-8) nmod:before(kept-25, droughts-8) cc(cattle-3, and-10) conj:and(cattle-3, warfare-11) nmod:before(kept-25, warfare-11) case(period-14, of-12) det(period-14, the-13) nmod:of(warfare-11, period-14) case(1888-16, between-15) nmod:between(period-14, 1888-16) cc(1888-16, and-17) nmod:between(period-14, 1891-18) conj:and(1888-16, 1891-18) det(people-21, the-20) nsubj(kept-25, people-21) case(Pare-24, of-22) compound(Pare-24, South-23) nmod:of(people-21, Pare-24) root(ROOT-0, kept-25) amod(numbers-27, large-26) dobj(kept-25, numbers-27) case(cattle-29, of-28) nmod:of(numbers-27, cattle-29) dep(cattle-29, Farley-31) nummod(Farley-31, 1882-32) dep(Farley-31, Baumann-34) nummod(Baumann-34, 1891:245-35)  ",cattle,29,"case(cattle-29, of-28) dep(cattle-29, Farley-31) nmod:of(numbers-27, cattle-29) ",Pare kept large numbers of cattle ( Farley 1882 ; Baumann,NNS,[],,,,,,,,,"[('of', 'numbers')]",['of'],['numbers'],[],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
The relative emphasis on cattle husbandry for subsistence and the size of herds followed the ecoclimatological zones of the mountain .,The/DT relative/JJ emphasis/NN on/IN cattle/NNS husbandry/NN for/IN subsistence/NN and/CC the/DT size/NN of/IN herds/NNS followed/VBD the/DT ecoclimatological/JJ zones/NNS of/IN the/DT mountain/NN ./.," det(emphasis-3, The-1) amod(emphasis-3, relative-2) nsubj(followed-14, emphasis-3) case(husbandry-6, on-4) compound(husbandry-6, cattle-5) nmod:on(emphasis-3, husbandry-6) case(subsistence-8, for-7) nmod:for(husbandry-6, subsistence-8) cc(husbandry-6, and-9) det(size-11, the-10) nmod:on(emphasis-3, size-11) conj:and(husbandry-6, size-11) case(herds-13, of-12) nmod:of(size-11, herds-13) root(ROOT-0, followed-14) det(zones-17, the-15) amod(zones-17, ecoclimatological-16) dobj(followed-14, zones-17) case(mountain-20, of-18) det(mountain-20, the-19) nmod:of(zones-17, mountain-20)  ",cattle,5,"compound(husbandry-6, cattle-5) ",The relative emphasis on cattle husbandry for subsistence and the,NNS,[],,,,,,,,,[],[],[],[],[],,[],[],[],['husbandry'],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
