sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"129 The court explained that "" volumetric contributions provide a reasonable basis for apportioning liability only if it can be reasonably assumed , or it has been demonstrated , that independent factors had no substantial effect on the harm to the environment . ""","129/RB The/DT court/NN explained/VBD that/DT ''/'' volumetric/JJ contributions/NNS provide/VB a/DT reasonable/JJ basis/NN for/IN apportioning/VBG liability/NN only/RB if/IN it/PRP can/MD be/VB reasonably/RB assumed/VBN ,/, or/CC it/PRP has/VBZ been/VBN demonstrated/VBN ,/, that/IN independent/JJ factors/NNS had/VBD no/DT substantial/JJ effect/NN on/IN the/DT harm/NN to/TO the/DT environment/NN ./. ''/''","advmod(explained-4, 129-1) det(court-3, The-2) nsubj(explained-4, court-3) root(ROOT-0, explained-4) dobj(explained-4, that-5) amod(contributions-8, volumetric-7) nsubj(provide-9, contributions-8) acl:relcl(that-5, provide-9) det(basis-12, a-10) amod(basis-12, reasonable-11) dobj(provide-9, basis-12) mark(apportioning-14, for-13) advcl(provide-9, apportioning-14) dobj(apportioning-14, liability-15) advmod(assumed-22, only-16) mark(assumed-22, if-17) nsubjpass(assumed-22, it-18) aux(assumed-22, can-19) auxpass(assumed-22, be-20) advmod(assumed-22, reasonably-21) advcl(provide-9, assumed-22) cc(explained-4, or-24) nsubjpass(demonstrated-28, it-25) aux(demonstrated-28, has-26) auxpass(demonstrated-28, been-27) conj:or(explained-4, demonstrated-28) mark(had-33, that-30) amod(factors-32, independent-31) nsubj(had-33, factors-32) ccomp(demonstrated-28, had-33) neg(effect-36, no-34) amod(effect-36, substantial-35) dobj(had-33, effect-36) case(harm-39, on-37) det(harm-39, the-38) nmod:on(effect-36, harm-39) case(environment-42, to-40) det(environment-42, the-41) nmod:to(had-33, environment-42)  ",harm,39,"case(harm-39, on-37) det(harm-39, the-38) nmod:on(effect-36, harm-39) ","no substantial effect on the harm to the environment . """,NN,[],,,,,"[('on', 'effect')]",['on'],['effect'],[],['the'],[],[],[],[],[],[],['on'],[],[],,,singular,,,unknown
"As to liability , the government viewed SARA as clarifying and confirming the standard of strict , joint and several , retroactive liability without proof of causation , no matter how minimal a defendant 's contribution to the harm .","As/IN to/TO liability/NN ,/, the/DT government/NN viewed/VBD SARA/NNP as/IN clarifying/VBG and/CC confirming/VBG the/DT standard/NN of/IN strict/JJ ,/, joint/JJ and/CC several/JJ ,/, retroactive/JJ liability/NNS without/IN proof/NN of/IN causation/NN ,/, no/DT matter/NN how/WRB minimal/JJ a/DT defendant/NN 's/VBZ contribution/NN to/TO the/DT harm/NN ./.","case(liability-3, As-1) mwe(As-1, to-2) nmod:as_to(viewed-7, liability-3) det(government-6, the-5) nsubj(viewed-7, government-6) root(ROOT-0, viewed-7) dobj(viewed-7, SARA-8) mark(clarifying-10, as-9) advcl(viewed-7, clarifying-10) cc(clarifying-10, and-11) advcl(viewed-7, confirming-12) conj:and(clarifying-10, confirming-12) det(standard-14, the-13) dobj(confirming-12, standard-14) case(liability-23, of-15) amod(liability-23, strict-16) conj:and(strict-16, joint-18) amod(liability-23, joint-18) cc(strict-16, and-19) conj:and(strict-16, several-20) amod(liability-23, several-20) amod(liability-23, retroactive-22) nmod:of(standard-14, liability-23) case(proof-25, without-24) nmod:without(confirming-12, proof-25) case(causation-27, of-26) nmod:of(proof-25, causation-27) neg(matter-30, no-29) advmod(viewed-7, matter-30) advmod(contribution-36, how-31) amod(defendant-34, minimal-32) det(defendant-34, a-33) nsubj(contribution-36, defendant-34) cop(contribution-36, 's-35) dep(matter-30, contribution-36) case(harm-39, to-37) det(harm-39, the-38) nmod:to(contribution-36, harm-39)  ",harm,39,"case(harm-39, to-37) det(harm-39, the-38) nmod:to(contribution-36, harm-39) ",defendant 's contribution to the harm .,NN,[],,,,,"[('to', 'contribution')]",['to'],['contribution'],[],['the'],[],[],[],[],[],[],['to'],[],[],,,singular,,,unknown
"Now , joint and several liability must be applied except when a defendant can prove that the harm and threat of harm caused by that particular defendant was clearly separate from the harm caused by other defendants .","Now/RB ,/, joint/JJ and/CC several/JJ liability/NN must/MD be/VB applied/VBN except/IN when/WRB a/DT defendant/NN can/MD prove/VB that/IN the/DT harm/NN and/CC threat/NN of/IN harm/NN caused/VBN by/IN that/DT particular/JJ defendant/NN was/VBD clearly/RB separate/JJ from/IN the/DT harm/NN caused/VBN by/IN other/JJ defendants/NNS ./.","advmod(applied-9, Now-1) nsubjpass(applied-9, joint-3) cc(joint-3, and-4) amod(liability-6, several-5) conj:and(joint-3, liability-6) nsubjpass(applied-9, liability-6) aux(applied-9, must-7) auxpass(applied-9, be-8) root(ROOT-0, applied-9) mark(prove-15, except-10) advmod(prove-15, when-11) det(defendant-13, a-12) nsubj(prove-15, defendant-13) aux(prove-15, can-14) advcl(applied-9, prove-15) mark(separate-30, that-16) det(harm-18, the-17) nsubj(separate-30, harm-18) cc(harm-18, and-19) conj:and(harm-18, threat-20) nsubj(separate-30, threat-20) case(harm-22, of-21) nmod:of(harm-18, harm-22) acl(harm-22, caused-23) case(defendant-27, by-24) det(defendant-27, that-25) amod(defendant-27, particular-26) nmod:by(caused-23, defendant-27) cop(separate-30, was-28) advmod(separate-30, clearly-29) ccomp(prove-15, separate-30) case(harm-33, from-31) det(harm-33, the-32) nmod:from(separate-30, harm-33) acl(harm-33, caused-34) case(defendants-37, by-35) amod(defendants-37, other-36) nmod:by(caused-34, defendants-37)  ",harm,18,"det(harm-18, the-17) cc(harm-18, and-19) conj:and(harm-18, threat-20) nmod:of(harm-18, harm-22) nsubj(separate-30, harm-18) ",defendant can prove that the harm and threat of harm caused,NN,[],was,VBD,subject,[],"[('of', 'harm')]",['of'],[],['harm'],['the'],"[('and', 'threat')]",[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"Now , joint and several liability must be applied except when a defendant can prove that the harm and threat of harm caused by that particular defendant was clearly separate from the harm caused by other defendants .","Now/RB ,/, joint/JJ and/CC several/JJ liability/NN must/MD be/VB applied/VBN except/IN when/WRB a/DT defendant/NN can/MD prove/VB that/IN the/DT harm/NN and/CC threat/NN of/IN harm/NN caused/VBN by/IN that/DT particular/JJ defendant/NN was/VBD clearly/RB separate/JJ from/IN the/DT harm/NN caused/VBN by/IN other/JJ defendants/NNS ./.","advmod(applied-9, Now-1) nsubjpass(applied-9, joint-3) cc(joint-3, and-4) amod(liability-6, several-5) conj:and(joint-3, liability-6) nsubjpass(applied-9, liability-6) aux(applied-9, must-7) auxpass(applied-9, be-8) root(ROOT-0, applied-9) mark(prove-15, except-10) advmod(prove-15, when-11) det(defendant-13, a-12) nsubj(prove-15, defendant-13) aux(prove-15, can-14) advcl(applied-9, prove-15) mark(separate-30, that-16) det(harm-18, the-17) nsubj(separate-30, harm-18) cc(harm-18, and-19) conj:and(harm-18, threat-20) nsubj(separate-30, threat-20) case(harm-22, of-21) nmod:of(harm-18, harm-22) acl(harm-22, caused-23) case(defendant-27, by-24) det(defendant-27, that-25) amod(defendant-27, particular-26) nmod:by(caused-23, defendant-27) cop(separate-30, was-28) advmod(separate-30, clearly-29) ccomp(prove-15, separate-30) case(harm-33, from-31) det(harm-33, the-32) nmod:from(separate-30, harm-33) acl(harm-33, caused-34) case(defendants-37, by-35) amod(defendants-37, other-36) nmod:by(caused-34, defendants-37)  ",harm,22,"case(harm-22, of-21) acl(harm-22, caused-23) nmod:of(harm-18, harm-22) ",the harm and threat of harm caused by that particular defendant,NN,[],,,,,"[('of', 'harm')]",['of'],['harm'],[],[],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
"Now , joint and several liability must be applied except when a defendant can prove that the harm and threat of harm caused by that particular defendant was clearly separate from the harm caused by other defendants .","Now/RB ,/, joint/JJ and/CC several/JJ liability/NN must/MD be/VB applied/VBN except/IN when/WRB a/DT defendant/NN can/MD prove/VB that/IN the/DT harm/NN and/CC threat/NN of/IN harm/NN caused/VBN by/IN that/DT particular/JJ defendant/NN was/VBD clearly/RB separate/JJ from/IN the/DT harm/NN caused/VBN by/IN other/JJ defendants/NNS ./.","advmod(applied-9, Now-1) nsubjpass(applied-9, joint-3) cc(joint-3, and-4) amod(liability-6, several-5) conj:and(joint-3, liability-6) nsubjpass(applied-9, liability-6) aux(applied-9, must-7) auxpass(applied-9, be-8) root(ROOT-0, applied-9) mark(prove-15, except-10) advmod(prove-15, when-11) det(defendant-13, a-12) nsubj(prove-15, defendant-13) aux(prove-15, can-14) advcl(applied-9, prove-15) mark(separate-30, that-16) det(harm-18, the-17) nsubj(separate-30, harm-18) cc(harm-18, and-19) conj:and(harm-18, threat-20) nsubj(separate-30, threat-20) case(harm-22, of-21) nmod:of(harm-18, harm-22) acl(harm-22, caused-23) case(defendant-27, by-24) det(defendant-27, that-25) amod(defendant-27, particular-26) nmod:by(caused-23, defendant-27) cop(separate-30, was-28) advmod(separate-30, clearly-29) ccomp(prove-15, separate-30) case(harm-33, from-31) det(harm-33, the-32) nmod:from(separate-30, harm-33) acl(harm-33, caused-34) case(defendants-37, by-35) amod(defendants-37, other-36) nmod:by(caused-34, defendants-37)  ",harm,33,"case(harm-33, from-31) det(harm-33, the-32) acl(harm-33, caused-34) nmod:from(separate-30, harm-33) ",was clearly separate from the harm caused by other defendants .,NN,[],,,,,"[('from', 'separate')]",['from'],['separate'],[],['the'],[],[],[],[],[],[],['from'],[],[],,,singular,,,unknown
"In the South Carolina Recycling district court opinion drafted by the government , the court misread Restatement ( Second ) of Torts section 443A to state that joint and several liability may be avoided only "" if the harm is divisible and there is a reasonable basis for apportionment . ""","In/IN the/DT South/NNP Carolina/NNP Recycling/NNP district/NN court/NN opinion/NN drafted/VBN by/IN the/DT government/NN ,/, the/DT court/NN misread/VBD Restatement/NNP -LRB-/-LRB- Second/NNP -RRB-/-RRB- of/IN Torts/NNP section/NN 443A/CD to/TO state/NN that/IN joint/JJ and/CC several/JJ liability/NN may/MD be/VB avoided/VBN only/RB ''/'' if/IN the/DT harm/NN is/VBZ divisible/JJ and/CC there/EX is/VBZ a/DT reasonable/JJ basis/NN for/IN apportionment/NN ./. ''/''","case(opinion-8, In-1) det(opinion-8, the-2) compound(opinion-8, South-3) compound(opinion-8, Carolina-4) compound(opinion-8, Recycling-5) compound(opinion-8, district-6) compound(opinion-8, court-7) nmod:in(misread-16, opinion-8) acl(opinion-8, drafted-9) case(government-12, by-10) det(government-12, the-11) nmod:by(drafted-9, government-12) det(court-15, the-14) nsubj(misread-16, court-15) root(ROOT-0, misread-16) dobj(misread-16, Restatement-17) appos(Restatement-17, Second-19) case(section-23, of-21) compound(section-23, Torts-22) nmod:of(Restatement-17, section-23) nummod(section-23, 443A-24) case(state-26, to-25) nmod:to(section-23, state-26) mark(avoided-34, that-27) nsubjpass(avoided-34, joint-28) cc(joint-28, and-29) amod(liability-31, several-30) conj:and(joint-28, liability-31) nsubjpass(avoided-34, liability-31) aux(avoided-34, may-32) auxpass(avoided-34, be-33) ccomp(misread-16, avoided-34) advmod(avoided-34, only-35) mark(divisible-41, if-37) det(harm-39, the-38) nsubj(divisible-41, harm-39) cop(divisible-41, is-40) advcl(avoided-34, divisible-41) cc(avoided-34, and-42) expl(is-44, there-43) ccomp(misread-16, is-44) conj:and(avoided-34, is-44) det(basis-47, a-45) amod(basis-47, reasonable-46) nsubj(is-44, basis-47) case(apportionment-49, for-48) nmod:for(basis-47, apportionment-49)  ",harm,39,"det(harm-39, the-38) nsubj(divisible-41, harm-39) ","avoided only "" if the harm is divisible and there is",NN,[],is,VBZ,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"181 The Restatement section uses the disjunctive "" or , "" not the conjunctive "" and , "" which negates joint and several liability where the harm is not "" single "" or where there is a "" reasonable basis for apportionment of a single harm . ""","181/RB The/DT Restatement/NNP section/NN uses/VBZ the/DT disjunctive/NN ''/'' or/CC ,/, ''/'' not/RB the/DT conjunctive/VBD ''/'' and/NNP ,/, ''/'' which/WDT negates/VBZ joint/JJ and/CC several/JJ liability/NN where/WRB the/DT harm/NN is/VBZ not/RB ''/'' single/JJ ''/'' or/CC where/WRB there/EX is/VBZ a/NNP ''/'' reasonable/JJ basis/NN for/IN apportionment/NN of/IN a/DT single/JJ harm/NN ./. ''/''","advmod(uses-5, 181-1) det(section-4, The-2) compound(section-4, Restatement-3) nsubj(uses-5, section-4) root(ROOT-0, uses-5) det(disjunctive-7, the-6) dobj(uses-5, disjunctive-7) cc(disjunctive-7, or-9) neg(the-13, not-12) nsubj(conjunctive-14, the-13) dep(disjunctive-7, conjunctive-14) dobj(conjunctive-14, and-16) nsubj(negates-20, which-19) dep(conjunctive-14, negates-20) amod(liability-24, joint-21) cc(joint-21, and-22) conj:and(joint-21, several-23) amod(liability-24, several-23) dobj(negates-20, liability-24) advmod(single-31, where-25) det(harm-27, the-26) nsubj(single-31, harm-27) cop(single-31, is-28) neg(single-31, not-29) acl:relcl(liability-24, single-31) cc(negates-20, or-33) advmod(is-36, where-34) expl(is-36, there-35) dep(conjunctive-14, is-36) conj:or(negates-20, is-36) nsubj(is-36, a-37) amod(basis-40, reasonable-39) dobj(uses-5, basis-40) conj:or(disjunctive-7, basis-40) case(apportionment-42, for-41) nmod:for(basis-40, apportionment-42) case(harm-46, of-43) det(harm-46, a-44) amod(harm-46, single-45) nmod:of(apportionment-42, harm-46)  ",harm,27,"det(harm-27, the-26) nsubj(single-31, harm-27) ","and several liability where the harm is not "" single """,NN,[],is,VBZ,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"181 The Restatement section uses the disjunctive "" or , "" not the conjunctive "" and , "" which negates joint and several liability where the harm is not "" single "" or where there is a "" reasonable basis for apportionment of a single harm . ""","181/RB The/DT Restatement/NNP section/NN uses/VBZ the/DT disjunctive/NN ''/'' or/CC ,/, ''/'' not/RB the/DT conjunctive/VBD ''/'' and/NNP ,/, ''/'' which/WDT negates/VBZ joint/JJ and/CC several/JJ liability/NN where/WRB the/DT harm/NN is/VBZ not/RB ''/'' single/JJ ''/'' or/CC where/WRB there/EX is/VBZ a/NNP ''/'' reasonable/JJ basis/NN for/IN apportionment/NN of/IN a/DT single/JJ harm/NN ./. ''/''","advmod(uses-5, 181-1) det(section-4, The-2) compound(section-4, Restatement-3) nsubj(uses-5, section-4) root(ROOT-0, uses-5) det(disjunctive-7, the-6) dobj(uses-5, disjunctive-7) cc(disjunctive-7, or-9) neg(the-13, not-12) nsubj(conjunctive-14, the-13) dep(disjunctive-7, conjunctive-14) dobj(conjunctive-14, and-16) nsubj(negates-20, which-19) dep(conjunctive-14, negates-20) amod(liability-24, joint-21) cc(joint-21, and-22) conj:and(joint-21, several-23) amod(liability-24, several-23) dobj(negates-20, liability-24) advmod(single-31, where-25) det(harm-27, the-26) nsubj(single-31, harm-27) cop(single-31, is-28) neg(single-31, not-29) acl:relcl(liability-24, single-31) cc(negates-20, or-33) advmod(is-36, where-34) expl(is-36, there-35) dep(conjunctive-14, is-36) conj:or(negates-20, is-36) nsubj(is-36, a-37) amod(basis-40, reasonable-39) dobj(uses-5, basis-40) conj:or(disjunctive-7, basis-40) case(apportionment-42, for-41) nmod:for(basis-40, apportionment-42) case(harm-46, of-43) det(harm-46, a-44) amod(harm-46, single-45) nmod:of(apportionment-42, harm-46)  ",harm,46,"case(harm-46, of-43) det(harm-46, a-44) amod(harm-46, single-45) nmod:of(apportionment-42, harm-46) ","for apportionment of a single harm . """,NN,[],,,,,"[('of', 'apportionment')]",['of'],['apportionment'],[],['a'],[],[],['single'],[],[],[],['of'],[],[],a,unit,singular,,A+N,countable
"182 <p> Only when pressed on the point in the South Carolina Recycling appeal did the government abandon its prior position that Chem-Dyne required both physically separate harms and a "" reasonable basis "" to avoid joint and several liability in any context .",182/NNP <p>/VBP Only/RB when/WRB pressed/VBN on/IN the/DT point/NN in/IN the/DT South/NNP Carolina/NNP Recycling/NNP appeal/NN did/VBD the/DT government/NN abandon/VB its/PRP$ prior/JJ position/NN that/IN Chem-Dyne/NNP required/VBD both/DT physically/RB separate/JJ harms/NNS and/CC a/SYM ''/'' reasonable/JJ basis/NN ''/'' to/TO avoid/VB joint/JJ and/CC several/JJ liability/NN in/IN any/DT context/NN ./.,"nsubj(<p>-2, 182-1) root(ROOT-0, <p>-2) advmod(when-4, Only-3) advmod(abandon-18, when-4) csubj(abandon-18, pressed-5) case(point-8, on-6) det(point-8, the-7) nmod:on(pressed-5, point-8) case(appeal-14, in-9) det(appeal-14, the-10) compound(appeal-14, South-11) compound(appeal-14, Carolina-12) compound(appeal-14, Recycling-13) nmod:in(point-8, appeal-14) aux(abandon-18, did-15) det(government-17, the-16) dobj(abandon-18, government-17) advcl(<p>-2, abandon-18) nmod:poss(position-21, its-19) amod(position-21, prior-20) dobj(abandon-18, position-21) mark(required-24, that-22) nsubj(required-24, Chem-Dyne-23) ccomp(abandon-18, required-24) det(harms-28, both-25) advmod(harms-28, physically-26) amod(harms-28, separate-27) dobj(required-24, harms-28) cc(harms-28, and-29) dobj(required-24, a-30) conj:and(harms-28, a-30) amod(basis-33, reasonable-32) dobj(abandon-18, basis-33) mark(avoid-36, to-35) acl(basis-33, avoid-36) amod(liability-40, joint-37) cc(joint-37, and-38) conj:and(joint-37, several-39) amod(liability-40, several-39) dobj(avoid-36, liability-40) case(context-43, in-41) det(context-43, any-42) nmod:in(liability-40, context-43)  ",harms,28,"det(harms-28, both-25) advmod(harms-28, physically-26) amod(harms-28, separate-27) cc(harms-28, and-29) conj:and(harms-28, a-30) dobj(required-24, harms-28) ","Chem-Dyne required both physically separate harms and a "" reasonable basis",NNS,[],required,VBD,object,[],[],[],[],[],['both'],"[('and', 'a')]",[],['separate'],[],[],[],[],['physically'],[],both,other,plural,ambiguous,O-DEN,countable
"183 <p> Again , as demonstrated in the Fourth Circuit 's and First Circuit 's affirmances of their respective district courts ' grants of partial summary judgment on liability , 184 such strained construction of the Restatement was unnecessary because of the difficulty of any defendant 's showing that a simple indicator such as volume can serve as a reasonable basis for apportionment of a single harm .","183/CD <p>/NN Again/RB ,/, as/IN demonstrated/VBD in/IN the/DT Fourth/JJ Circuit/NN 's/POS and/CC First/NNP Circuit/NNP 's/POS affirmances/NNS of/IN their/PRP$ respective/JJ district/NN courts/NNS '/'' grants/NNS of/IN partial/JJ summary/NN judgment/NN on/IN liability/NN ,/, 184/CD such/JJ strained/JJ construction/NN of/IN the/DT Restatement/NNP was/VBD unnecessary/JJ because/RB of/IN the/DT difficulty/NN of/IN any/DT defendant/NN 's/POS showing/NN that/IN a/DT simple/JJ indicator/NN such/JJ as/IN volume/NN can/MD serve/VB as/IN a/DT reasonable/JJ basis/NN for/IN apportionment/NN of/IN a/DT single/JJ harm/NN ./.","nummod(<p>-2, 183-1) nmod:npmod(Again-3, <p>-2) advmod(unnecessary-39, Again-3) mark(demonstrated-6, as-5) advcl(unnecessary-39, demonstrated-6) case(Circuit-10, in-7) det(Circuit-10, the-8) amod(Circuit-10, Fourth-9) nmod:'s(demonstrated-6, Circuit-10) case(Circuit-10, 's-11) cc(Circuit-10, and-12) compound(Circuit-14, First-13) nmod:poss(affirmances-16, Circuit-14) case(Circuit-14, 's-15) nmod:'s(demonstrated-6, affirmances-16) conj:and(Circuit-10, affirmances-16) case(grants-23, of-17) nmod:poss(grants-23, their-18) amod(grants-23, respective-19) compound(grants-23, district-20) compound(grants-23, courts-21) nmod:of(affirmances-16, grants-23) case(judgment-27, of-24) amod(judgment-27, partial-25) compound(judgment-27, summary-26) nmod:of(affirmances-16, judgment-27) case(liability-29, on-28) nmod:on(demonstrated-6, liability-29) nummod(construction-34, 184-31) amod(construction-34, such-32) amod(construction-34, strained-33) nsubj(unnecessary-39, construction-34) case(Restatement-37, of-35) det(Restatement-37, the-36) nmod:of(construction-34, Restatement-37) cop(unnecessary-39, was-38) root(ROOT-0, unnecessary-39) case(difficulty-43, because-40) mwe(because-40, of-41) det(difficulty-43, the-42) nmod:because_of(unnecessary-39, difficulty-43) case(showing-48, of-44) det(defendant-46, any-45) nmod:poss(showing-48, defendant-46) case(defendant-46, 's-47) nmod:of(difficulty-43, showing-48) mark(serve-57, that-49) det(indicator-52, a-50) amod(indicator-52, simple-51) nsubj(serve-57, indicator-52) case(volume-55, such-53) mwe(such-53, as-54) nmod:such_as(indicator-52, volume-55) aux(serve-57, can-56) ccomp(unnecessary-39, serve-57) case(basis-61, as-58) det(basis-61, a-59) amod(basis-61, reasonable-60) nmod:as(serve-57, basis-61) case(apportionment-63, for-62) nmod:for(basis-61, apportionment-63) case(harm-67, of-64) det(harm-67, a-65) amod(harm-67, single-66) nmod:of(apportionment-63, harm-67)  ",harm,67,"case(harm-67, of-64) det(harm-67, a-65) amod(harm-67, single-66) nmod:of(apportionment-63, harm-67) ",for apportionment of a single harm .,NN,[],,,,,"[('of', 'apportionment')]",['of'],['apportionment'],[],['a'],[],[],['single'],[],[],[],['of'],[],[],a,unit,singular,,A+N,countable
"In Monsanto , generator defendants had not even attempted a showing that their advocated volumetric apportionment was a reasonable basis for apportionment of the harm.","In/IN Monsanto/NNP ,/, generator/NN defendants/NNS had/VBD not/RB even/RB attempted/VBN a/DT showing/NN that/IN their/PRP$ advocated/JJ volumetric/JJ apportionment/NN was/VBD a/DT reasonable/JJ basis/NN for/IN apportionment/NN of/IN the/DT harm/NN ./.","case(Monsanto-2, In-1) nmod:in(attempted-9, Monsanto-2) compound(defendants-5, generator-4) nsubj(attempted-9, defendants-5) aux(attempted-9, had-6) neg(attempted-9, not-7) advmod(attempted-9, even-8) root(ROOT-0, attempted-9) det(showing-11, a-10) dobj(attempted-9, showing-11) mark(basis-20, that-12) nmod:poss(apportionment-16, their-13) amod(apportionment-16, advocated-14) amod(apportionment-16, volumetric-15) nsubj(basis-20, apportionment-16) cop(basis-20, was-17) det(basis-20, a-18) amod(basis-20, reasonable-19) ccomp(attempted-9, basis-20) case(apportionment-22, for-21) nmod:for(basis-20, apportionment-22) case(harm-25, of-23) det(harm-25, the-24) nmod:of(apportionment-22, harm-25)  ",harm,25,"case(harm-25, of-23) det(harm-25, the-24) nmod:of(apportionment-22, harm-25) ",basis for apportionment of the harm.,NN,[],,,,,"[('of', 'apportionment')]",['of'],['apportionment'],[],['the'],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
128 It held that the defendant railway possessed knowledge of the risk of harm in its activities sufficient to impose a duty of due care to avoid causing economic damages to those it knew might be injured.,128/CD It/PRP held/VBD that/IN the/DT defendant/NN railway/NN possessed/VBD knowledge/NN of/IN the/DT risk/NN of/IN harm/NN in/IN its/PRP$ activities/NNS sufficient/JJ to/TO impose/VB a/DT duty/NN of/IN due/JJ care/NN to/TO avoid/VB causing/VBG economic/JJ damages/NNS to/TO those/DT it/PRP knew/VBD might/MD be/VB injured/VBN ./.,"mark(possessed-8, 128-1) nsubjpass(injured-37, 128-1) nsubj(held-3, It-2) acl:relcl(128-1, held-3) ref(128-1, that-4) det(railway-7, the-5) compound(railway-7, defendant-6) nsubj(possessed-8, railway-7) ccomp(held-3, possessed-8) dobj(possessed-8, knowledge-9) case(risk-12, of-10) det(risk-12, the-11) nmod:of(knowledge-9, risk-12) case(harm-14, of-13) nmod:of(risk-12, harm-14) case(activities-17, in-15) nmod:poss(activities-17, its-16) nmod:in(possessed-8, activities-17) amod(activities-17, sufficient-18) mark(impose-20, to-19) xcomp(sufficient-18, impose-20) det(duty-22, a-21) dobj(impose-20, duty-22) case(care-25, of-23) amod(care-25, due-24) nmod:of(duty-22, care-25) mark(avoid-27, to-26) advcl(impose-20, avoid-27) xcomp(avoid-27, causing-28) amod(damages-30, economic-29) dobj(causing-28, damages-30) case(those-32, to-31) nmod:to(causing-28, those-32) nsubj(knew-34, it-33) acl:relcl(those-32, knew-34) aux(injured-37, might-35) auxpass(injured-37, be-36) root(ROOT-0, injured-37)  ",harm,14,"case(harm-14, of-13) nmod:of(risk-12, harm-14) ",knowledge of the risk of harm in its activities sufficient to,NN,[],,,,,"[('of', 'risk')]",['of'],['risk'],[],[],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
129 The court noted that general or simple foreseeability of some harm from the defendant 's act would be insufficient to create liability.,129/CD The/DT court/NN noted/VBD that/DT general/JJ or/CC simple/JJ foreseeability/NN of/IN some/DT harm/NN from/IN the/DT defendant/NN 's/POS act/NN would/MD be/VB insufficient/JJ to/TO create/VB liability/NN ./.,"det(foreseeability-9, 129-1) nsubj(insufficient-20, 129-1) nsubj(create-22, 129-1) det(court-3, The-2) nsubj(noted-4, court-3) acl:relcl(129-1, noted-4) ref(129-1, that-5) amod(foreseeability-9, general-6) cc(general-6, or-7) conj:or(general-6, simple-8) amod(foreseeability-9, simple-8) dobj(noted-4, foreseeability-9) case(harm-12, of-10) det(harm-12, some-11) nmod:of(foreseeability-9, harm-12) case(act-17, from-13) det(defendant-15, the-14) nmod:poss(act-17, defendant-15) case(defendant-15, 's-16) nmod:from(noted-4, act-17) aux(insufficient-20, would-18) cop(insufficient-20, be-19) root(ROOT-0, insufficient-20) mark(create-22, to-21) xcomp(insufficient-20, create-22) dobj(create-22, liability-23)  ",harm,12,"case(harm-12, of-10) det(harm-12, some-11) nmod:of(foreseeability-9, harm-12) ",or simple foreseeability of some harm from the defendant 's act,NN,[],,,,,"[('of', 'foreseeability')]",['of'],['foreseeability'],[],['some'],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
130 Both the specific risk of harm and the specific plaintiff or class of plaintiffs had to be foreseeable.,130/CD Both/CC the/DT specific/JJ risk/NN of/IN harm/NN and/CC the/DT specific/JJ plaintiff/NN or/CC class/NN of/IN plaintiffs/NNS had/VBD to/TO be/VB foreseeable/JJ ./.,"nsubj(had-16, 130-1) nsubj(foreseeable-19, 130-1) dep(130-1, Both-2) det(risk-5, the-3) amod(risk-5, specific-4) conj:and(130-1, risk-5) nsubj(had-16, risk-5) nsubj(foreseeable-19, risk-5) case(harm-7, of-6) nmod:of(risk-5, harm-7) cc(130-1, and-8) det(plaintiff-11, the-9) amod(plaintiff-11, specific-10) conj:and(130-1, plaintiff-11) nsubj(had-16, plaintiff-11) nsubj(foreseeable-19, plaintiff-11) cc(plaintiff-11, or-12) conj:and(130-1, class-13) conj:or(plaintiff-11, class-13) case(plaintiffs-15, of-14) nmod:of(plaintiff-11, plaintiffs-15) root(ROOT-0, had-16) mark(foreseeable-19, to-17) cop(foreseeable-19, be-18) xcomp(had-16, foreseeable-19)  ",harm,7,"case(harm-7, of-6) nmod:of(risk-5, harm-7) ",Both the specific risk of harm and the specific plaintiff or,NN,[],,,,,"[('of', 'risk')]",['of'],['risk'],[],[],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
