sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"His enemies reviled his name , but after a series of storms destroyed parts of the capital city , his loyal followers declared him a deity whose power over the thunder and lightning was the source of the city 's disasters ( Pemberton 1982:90 ; Johnson 1921:150-55 ) .","His/PRP$ enemies/NNS reviled/VBD his/PRP$ name/NN ,/, but/CC after/IN a/DT series/NN of/IN storms/NNS destroyed/VBD parts/NNS of/IN the/DT capital/NN city/NN ,/, his/PRP$ loyal/JJ followers/NNS declared/VBD him/PRP a/DT deity/NN whose/WP$ power/NN over/IN the/DT thunder/NN and/CC lightning/NN was/VBD the/DT source/NN of/IN the/DT city/NN 's/POS disasters/NNS -LRB-/-LRB- Pemberton/NNP 1982:90/CD ;/: Johnson/NNP 1921:150/CD -55/NN -RRB-/-RRB- ./."," nmod:poss(enemies-2, His-1) nsubj(reviled-3, enemies-2) root(ROOT-0, reviled-3) nmod:poss(name-5, his-4) dobj(reviled-3, name-5) cc(reviled-3, but-7) mark(destroyed-13, after-8) det(series-10, a-9) nsubj(destroyed-13, series-10) case(storms-12, of-11) nmod:of(series-10, storms-12) advcl(declared-23, destroyed-13) dobj(destroyed-13, parts-14) case(city-18, of-15) det(city-18, the-16) compound(city-18, capital-17) nmod:of(parts-14, city-18) nmod:poss(followers-22, his-20) amod(followers-22, loyal-21) nsubj(declared-23, followers-22) conj:but(reviled-3, declared-23) nsubj(deity-26, him-24) det(deity-26, a-25) ccomp(declared-23, deity-26) nmod:poss(power-28, deity-26) ref(deity-26, whose-27) nsubj(source-36, power-28) case(thunder-31, over-29) det(thunder-31, the-30) nmod:over(power-28, thunder-31) cc(thunder-31, and-32) nmod:over(power-28, lightning-33) conj:and(thunder-31, lightning-33) cop(source-36, was-34) det(source-36, the-35) acl:relcl(deity-26, source-36) case(disasters-41, of-37) det(city-39, the-38) nmod:poss(disasters-41, city-39) case(city-39, 's-40) nmod:of(source-36, disasters-41) dep(deity-26, Pemberton-43) nummod(Pemberton-43, 1982:90-44) compound(-55-48, Johnson-46) nummod(-55-48, 1921:150-47) dep(Pemberton-43, -55-48)  ",lightning,33,"nmod:over(power-28, lightning-33) conj:and(thunder-31, lightning-33) ",power over the thunder and lightning was the source of the,NN,[],,,,,,,,,"[('over', 'power')]",['over'],['power'],[],[],,"[('and', 'thunder')]",['and'],['thunder'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"Diamonds , triangles , and chevrons suggest the destructive power of lightning and are important design elements in the decoration of the laba Shango , the ritually important leather carrying bag of Shango priests .","Diamonds/NNS ,/, triangles/NNS ,/, and/CC chevrons/NNS suggest/VBP the/DT destructive/JJ power/NN of/IN lightning/NN and/CC are/VBP important/JJ design/NN elements/NNS in/IN the/DT decoration/NN of/IN the/DT laba/NNP Shango/NNP ,/, the/DT ritually/RB important/JJ leather/NN carrying/VBG bag/NN of/IN Shango/NNP priests/NNS ./."," nsubj(suggest-7, Diamonds-1) nsubj(important-15, Diamonds-1) conj:and(Diamonds-1, triangles-3) nsubj(suggest-7, triangles-3) cc(Diamonds-1, and-5) conj:and(Diamonds-1, chevrons-6) nsubj(suggest-7, chevrons-6) root(ROOT-0, suggest-7) det(power-10, the-8) amod(power-10, destructive-9) dobj(suggest-7, power-10) case(lightning-12, of-11) nmod:of(power-10, lightning-12) cc(suggest-7, and-13) cop(important-15, are-14) conj:and(suggest-7, important-15) compound(elements-17, design-16) dep(important-15, elements-17) case(decoration-20, in-18) det(decoration-20, the-19) nmod:in(elements-17, decoration-20) case(Shango-24, of-21) det(Shango-24, the-22) compound(Shango-24, laba-23) nmod:of(decoration-20, Shango-24) det(bag-31, the-26) advmod(important-28, ritually-27) amod(bag-31, important-28) compound(bag-31, leather-29) amod(bag-31, carrying-30) appos(elements-17, bag-31) case(priests-34, of-32) compound(priests-34, Shango-33) nmod:of(bag-31, priests-34)  ",lightning,12,"case(lightning-12, of-11) nmod:of(power-10, lightning-12) ",suggest the destructive power of lightning and are important design elements,NN,[],,,,,,,,,"[('of', 'power')]",['of'],['power'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
It is at the altar that Shango is called forth by his priests to release the lightning which he uses as punishment .,It/PRP is/VBZ at/IN the/DT altar/NN that/IN Shango/NNP is/VBZ called/VBN forth/RP by/IN his/PRP$ priests/NNS to/TO release/VB the/DT lightning/NN which/WDT he/PRP uses/VBZ as/IN punishment/NN ./.," nsubj(altar-5, It-1) cop(altar-5, is-2) case(altar-5, at-3) det(altar-5, the-4) root(ROOT-0, altar-5) mark(called-9, that-6) nsubjpass(called-9, Shango-7) auxpass(called-9, is-8) ccomp(altar-5, called-9) compound:prt(called-9, forth-10) case(priests-13, by-11) nmod:poss(priests-13, his-12) nmod:by(called-9, priests-13) mark(release-15, to-14) acl(priests-13, release-15) det(lightning-17, the-16) dobj(release-15, lightning-17) dobj(uses-20, lightning-17) ref(lightning-17, which-18) nsubj(uses-20, he-19) acl:relcl(lightning-17, uses-20) case(punishment-22, as-21) nmod:as(uses-20, punishment-22)  ",lightning,17,"det(lightning-17, the-16) ref(lightning-17, which-18) acl:relcl(lightning-17, uses-20) dobj(release-15, lightning-17) dobj(uses-20, lightning-17) ",his priests to release the lightning which he uses as punishment,NN,[],release,VB,object,,,release,release,[],[],[],[],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"This is the story of the intellectual rivalry between two theologians , Aureliano and Juan de Pannonia , at the end of which Aureliano is hit by lightning and dies in a way similar to the death of his rival , who had earlier been accused of heresy and burned alive .","This/DT is/VBZ the/DT story/NN of/IN the/DT intellectual/JJ rivalry/NN between/IN two/CD theologians/NNS ,/, Aureliano/NNP and/CC Juan/NNP de/IN Pannonia/NNP ,/, at/IN the/DT end/NN of/IN which/WDT Aureliano/NNP is/VBZ hit/VBN by/IN lightning/NN and/CC dies/VBZ in/IN a/DT way/NN similar/JJ to/TO the/DT death/NN of/IN his/PRP$ rival/NN ,/, who/WP had/VBD earlier/RBR been/VBN accused/VBN of/IN heresy/NN and/CC burned/VBN alive/JJ ./."," nsubj(story-4, This-1) cop(story-4, is-2) det(story-4, the-3) root(ROOT-0, story-4) case(rivalry-8, of-5) det(rivalry-8, the-6) amod(rivalry-8, intellectual-7) nmod:of(story-4, rivalry-8) case(theologians-11, between-9) nummod(theologians-11, two-10) nmod:between(rivalry-8, theologians-11) nmod:between(rivalry-8, Aureliano-13) conj:and(theologians-11, Aureliano-13) cc(theologians-11, and-14) compound(Pannonia-17, Juan-15) amod(Pannonia-17, de-16) nmod:between(rivalry-8, Pannonia-17) conj:and(theologians-11, Pannonia-17) case(end-21, at-19) det(end-21, the-20) nmod:at(story-4, end-21) nmod:of(hit-26, end-21) case(which-23, of-22) ref(end-21, which-23) nsubjpass(hit-26, Aureliano-24) nsubj(dies-30, Aureliano-24) auxpass(hit-26, is-25) acl:relcl(end-21, hit-26) case(lightning-28, by-27) nmod:by(hit-26, lightning-28) cc(hit-26, and-29) acl:relcl(end-21, dies-30) conj:and(hit-26, dies-30) case(way-33, in-31) det(way-33, a-32) nmod:in(dies-30, way-33) nsubjpass(accused-46, way-33) nsubjpass(burned-50, way-33) amod(way-33, similar-34) case(death-37, to-35) det(death-37, the-36) nmod:to(similar-34, death-37) case(rival-40, of-38) nmod:poss(rival-40, his-39) nmod:of(death-37, rival-40) ref(way-33, who-42) aux(accused-46, had-43) advmod(accused-46, earlier-44) auxpass(accused-46, been-45) acl:relcl(way-33, accused-46) case(heresy-48, of-47) nmod:of(accused-46, heresy-48) cc(accused-46, and-49) acl:relcl(way-33, burned-50) conj:and(accused-46, burned-50) xcomp(burned-50, alive-51)  ",lightning,28,"case(lightning-28, by-27) nmod:by(hit-26, lightning-28) ",which Aureliano is hit by lightning and dies in a way,NN,[],,,,,,,,,"[('by', 'hit')]",['by'],['hit'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['by'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> 
##4014458 An electric current totaling one kiloamp worldwide flows from thunderstorms in the troposphere into the ionosphere and magnetosphere , eventually returning tothe ground through the fair-weather atmosphere and closing via lightning .","<p>/NN ##/NNS 4014458/VBD An/DT electric/JJ current/NN totaling/VBG one/CD kiloamp/JJ worldwide/JJ flows/NNS from/IN thunderstorms/NNS in/IN the/DT troposphere/NNP into/IN the/DT ionosphere/NN and/CC magnetosphere/NN ,/, eventually/RB returning/VBG tothe/JJ ground/NN through/IN the/DT fair-weather/JJ atmosphere/NN and/CC closing/VBG via/IN lightning/NN ./."," compound(##-2, <p>-1) nsubj(4014458-3, ##-2) root(ROOT-0, 4014458-3) det(current-6, An-4) amod(current-6, electric-5) dobj(4014458-3, current-6) dep(4014458-3, totaling-7) nummod(flows-11, one-8) amod(flows-11, kiloamp-9) amod(flows-11, worldwide-10) dobj(totaling-7, flows-11) case(thunderstorms-13, from-12) nmod:from(totaling-7, thunderstorms-13) case(troposphere-16, in-14) det(troposphere-16, the-15) nmod:in(thunderstorms-13, troposphere-16) case(ionosphere-19, into-17) det(ionosphere-19, the-18) nmod:into(totaling-7, ionosphere-19) cc(ionosphere-19, and-20) nmod:into(totaling-7, magnetosphere-21) conj:and(ionosphere-19, magnetosphere-21) advmod(returning-24, eventually-23) dep(4014458-3, returning-24) conj:and(totaling-7, returning-24) amod(ground-26, tothe-25) dobj(returning-24, ground-26) case(atmosphere-30, through-27) det(atmosphere-30, the-28) amod(atmosphere-30, fair-weather-29) nmod:through(returning-24, atmosphere-30) cc(totaling-7, and-31) dep(4014458-3, closing-32) conj:and(totaling-7, closing-32) case(lightning-34, via-33) nmod:via(closing-32, lightning-34)  ",lightning,34,"case(lightning-34, via-33) nmod:via(closing-32, lightning-34) ",atmosphere and closing via lightning .,NN,[],,,,,,,,,"[('via', 'closing')]",['via'],['closing'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['via'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
These resonances are excited by electromagnetic emissions from lightning strokes and can be regarded as excitations of an AC global circuit .,These/DT resonances/NNS are/VBP excited/JJ by/IN electromagnetic/JJ emissions/NNS from/IN lightning/NN strokes/NNS and/CC can/MD be/VB regarded/VBN as/IN excitations/NNS of/IN an/DT AC/NNP global/JJ circuit/NN ./.," det(resonances-2, These-1) nsubj(excited-4, resonances-2) nsubjpass(regarded-14, resonances-2) cop(excited-4, are-3) root(ROOT-0, excited-4) case(emissions-7, by-5) amod(emissions-7, electromagnetic-6) nmod:by(excited-4, emissions-7) case(strokes-10, from-8) compound(strokes-10, lightning-9) nmod:from(excited-4, strokes-10) cc(excited-4, and-11) aux(regarded-14, can-12) auxpass(regarded-14, be-13) conj:and(excited-4, regarded-14) case(excitations-16, as-15) nmod:as(regarded-14, excitations-16) case(circuit-21, of-17) det(circuit-21, an-18) compound(circuit-21, AC-19) amod(circuit-21, global-20) nmod:of(excitations-16, circuit-21)  ",lightning,9,"compound(strokes-10, lightning-9) ",excited by electromagnetic emissions from lightning strokes and can be regarded,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['strokes'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> When a lightning flash occurs from the bottom of the cloud to the ground , it is completing the global circuit .","<p>/RB When/WRB a/DT lightning/NN flash/NN occurs/VBZ from/IN the/DT bottom/NN of/IN the/DT cloud/NN to/TO the/DT ground/NN ,/, it/PRP is/VBZ completing/VBG the/DT global/JJ circuit/NN ./."," advmod(occurs-6, <p>-1) advmod(occurs-6, When-2) det(flash-5, a-3) compound(flash-5, lightning-4) nsubj(occurs-6, flash-5) advcl(completing-19, occurs-6) case(bottom-9, from-7) det(bottom-9, the-8) nmod:from(occurs-6, bottom-9) case(cloud-12, of-10) det(cloud-12, the-11) nmod:of(bottom-9, cloud-12) case(ground-15, to-13) det(ground-15, the-14) nmod:to(occurs-6, ground-15) nsubj(completing-19, it-17) aux(completing-19, is-18) root(ROOT-0, completing-19) det(circuit-22, the-20) amod(circuit-22, global-21) dobj(completing-19, circuit-22)  ",lightning,4,"compound(flash-5, lightning-4) ",<p> When a lightning flash occurs from the bottom,NN,[],occurs,VBZ,subject,occurs,occur,,,[],[],[],[],[],[],,[],[],[],['flash'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,singular,[],unknown,unknown
<p> Thunderstorms deliver negative charge to Earth in several ways : negative cloud-to-ground lightning flashes ; quasi-DC point discharge currents such as St. Elmo 's fire ; conduction current ; and negatively charged precipitation .,<p>/NNP Thunderstorms/NNP deliver/VBP negative/JJ charge/NN to/TO Earth/NNP in/IN several/JJ ways/NNS :/: negative/JJ cloud-to-ground/JJ lightning/NN flashes/NNS ;/: quasi-DC/JJ point/NN discharge/NN currents/NNS such/JJ as/IN St./NNP Elmo/NNP 's/POS fire/NN ;/: conduction/NN current/JJ ;/: and/CC negatively/RB charged/VBN precipitation/NN ./.," compound(Thunderstorms-2, <p>-1) nsubj(deliver-3, Thunderstorms-2) root(ROOT-0, deliver-3) amod(charge-5, negative-4) dobj(deliver-3, charge-5) case(Earth-7, to-6) nmod:to(charge-5, Earth-7) case(ways-10, in-8) amod(ways-10, several-9) nmod:in(Earth-7, ways-10) amod(lightning-14, negative-12) amod(lightning-14, cloud-to-ground-13) dep(charge-5, lightning-14) dep(lightning-14, flashes-15) amod(currents-20, quasi-DC-17) compound(currents-20, point-18) compound(currents-20, discharge-19) dep(charge-5, currents-20) case(fire-26, such-21) mwe(such-21, as-22) compound(Elmo-24, St.-23) nmod:poss(fire-26, Elmo-24) case(Elmo-24, 's-25) nmod:such_as(currents-20, fire-26) dep(charge-5, conduction-28) dep(conduction-28, current-29) cc(charge-5, and-31) advmod(charged-33, negatively-32) amod(precipitation-34, charged-33) dobj(deliver-3, precipitation-34) conj:and(charge-5, precipitation-34)  ",lightning,14,"amod(lightning-14, negative-12) amod(lightning-14, cloud-to-ground-13) dep(lightning-14, flashes-15) dep(charge-5, lightning-14) ",several ways : negative cloud-to-ground lightning flashes ; quasi-DC point discharge,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],['negative'],[0.0575],[0.07833333333333334],[0.0025],[0.11520833333333334],[0.05333333333333334],[0.066],[0.16024999999999998],[0.045],[0.09104166666666666],[0.0975],[0.05],[0.13583333333333333],[0.0475],[],[],[],[],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"The most frequent form of lightning is the intracloud discharge , which connects the cloud 's upper and lower charged regions , temporarily short-circuiting the charging mechanism .","The/DT most/RBS frequent/JJ form/NN of/IN lightning/NN is/VBZ the/DT intracloud/JJ discharge/NN ,/, which/WDT connects/VBZ the/DT cloud/NN 's/POS upper/JJ and/CC lower/JJR charged/VBN regions/NNS ,/, temporarily/RB short-circuiting/VBG the/DT charging/NN mechanism/NN ./."," det(form-4, The-1) advmod(frequent-3, most-2) amod(form-4, frequent-3) nsubj(discharge-10, form-4) case(lightning-6, of-5) nmod:of(form-4, lightning-6) cop(discharge-10, is-7) det(discharge-10, the-8) amod(discharge-10, intracloud-9) root(ROOT-0, discharge-10) nsubj(connects-13, discharge-10) ref(discharge-10, which-12) acl:relcl(discharge-10, connects-13) det(cloud-15, the-14) dobj(connects-13, cloud-15) case(cloud-15, 's-16) amod(cloud-15, upper-17) cc(cloud-15, and-18) dobj(connects-13, lower-19) conj:and(cloud-15, lower-19) acl(lower-19, charged-20) dobj(charged-20, regions-21) advmod(short-circuiting-24, temporarily-23) advcl(charged-20, short-circuiting-24) det(mechanism-27, the-25) compound(mechanism-27, charging-26) dobj(short-circuiting-24, mechanism-27)  ",lightning,6,"case(lightning-6, of-5) nmod:of(form-4, lightning-6) ","The most frequent form of lightning is the intracloud discharge ,",NN,[],,,,,,,,,"[('of', 'form')]",['of'],['form'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"The usual negative cloud-to-ground lightning discharge occurs between the lower negative charge and the surface , and is a primary participant in the global circuit .","The/DT usual/JJ negative/JJ cloud-to-ground/JJ lightning/NN discharge/NN occurs/VBZ between/IN the/DT lower/JJR negative/JJ charge/NN and/CC the/DT surface/NN ,/, and/CC is/VBZ a/DT primary/JJ participant/NN in/IN the/DT global/JJ circuit/NN ./."," det(discharge-6, The-1) amod(discharge-6, usual-2) amod(discharge-6, negative-3) amod(discharge-6, cloud-to-ground-4) compound(discharge-6, lightning-5) nsubj(occurs-7, discharge-6) root(ROOT-0, occurs-7) case(charge-12, between-8) det(charge-12, the-9) amod(charge-12, lower-10) amod(charge-12, negative-11) nmod:between(occurs-7, charge-12) cc(charge-12, and-13) det(surface-15, the-14) nmod:between(occurs-7, surface-15) conj:and(charge-12, surface-15) cc(occurs-7, and-17) cop(participant-21, is-18) det(participant-21, a-19) amod(participant-21, primary-20) conj:and(occurs-7, participant-21) case(circuit-25, in-22) det(circuit-25, the-23) amod(circuit-25, global-24) nmod:in(participant-21, circuit-25)  ",lightning,5,"compound(discharge-6, lightning-5) ",The usual negative cloud-to-ground lightning discharge occurs between the lower,NN,[],occurs,VBZ,subject,occurs,occur,,,[],[],[],[],[],[],,[],[],[],['discharge'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,singular,[],unknown,unknown
"<p> In a controversial 1993 paper , Earle Williams and Stan Heckman of MIT constructed a model by adding the global sum of point discharge currents from St. Elmo 's fire and corona produced by electrified rain clouds to the current from lightning activity and produced a curve with a modulation amplitude that is in better agreement with the Carnegie curve.","<p>/RB In/IN a/DT controversial/JJ 1993/CD paper/NN ,/, Earle/NNP Williams/NNP and/CC Stan/NNP Heckman/NNP of/IN MIT/NNP constructed/VBN a/DT model/NN by/IN adding/VBG the/DT global/JJ sum/NN of/IN point/NN discharge/NN currents/NNS from/IN St./NNP Elmo/NNP 's/POS fire/NN and/CC corona/NN produced/VBD by/IN electrified/JJ rain/NN clouds/NNS to/TO the/DT current/JJ from/IN lightning/NN activity/NN and/CC produced/VBD a/DT curve/NN with/IN a/DT modulation/NN amplitude/NN that/WDT is/VBZ in/IN better/JJR agreement/NN with/IN the/DT Carnegie/NNP curve/NN ./."," advmod(paper-6, <p>-1) case(paper-6, In-2) det(paper-6, a-3) amod(paper-6, controversial-4) nummod(paper-6, 1993-5) nmod:in(produced-34, paper-6) compound(Williams-9, Earle-8) nsubj(produced-34, Williams-9) nsubj(produced-46, Williams-9) cc(Williams-9, and-10) compound(Heckman-12, Stan-11) conj:and(Williams-9, Heckman-12) nsubj(produced-34, Heckman-12) case(MIT-14, of-13) nmod:of(Williams-9, MIT-14) acl(MIT-14, constructed-15) det(model-17, a-16) dobj(constructed-15, model-17) mark(adding-19, by-18) advcl(constructed-15, adding-19) det(sum-22, the-20) amod(sum-22, global-21) dobj(adding-19, sum-22) case(currents-26, of-23) compound(currents-26, point-24) compound(currents-26, discharge-25) nmod:of(sum-22, currents-26) case(fire-31, from-27) compound(Elmo-29, St.-28) nmod:poss(fire-31, Elmo-29) case(Elmo-29, 's-30) nmod:from(adding-19, fire-31) cc(fire-31, and-32) nmod:from(adding-19, corona-33) conj:and(fire-31, corona-33) root(ROOT-0, produced-34) case(clouds-38, by-35) amod(clouds-38, electrified-36) compound(clouds-38, rain-37) nmod:by(produced-34, clouds-38) case(current-41, to-39) det(current-41, the-40) nmod:to(produced-34, current-41) case(activity-44, from-42) compound(activity-44, lightning-43) nmod:from(produced-34, activity-44) cc(produced-34, and-45) conj:and(produced-34, produced-46) det(curve-48, a-47) dobj(produced-46, curve-48) case(amplitude-52, with-49) det(amplitude-52, a-50) compound(amplitude-52, modulation-51) nmod:with(produced-46, amplitude-52) nsubj(agreement-57, amplitude-52) ref(amplitude-52, that-53) cop(agreement-57, is-54) case(agreement-57, in-55) amod(agreement-57, better-56) acl:relcl(amplitude-52, agreement-57) case(curve-61, with-58) det(curve-61, the-59) compound(curve-61, Carnegie-60) nmod:with(agreement-57, curve-61)  ",lightning,43,"compound(activity-44, lightning-43) ",clouds to the current from lightning activity and produced a curve,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['activity'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"This article follows that train of thought while noting that regulatory reform will increasingly call for more economic analysis in decisions about environmental health policy For deeply felt policies , the difficulties of economic analysis will no doubt be a lightning rod for much heated controversy .","This/DT article/NN follows/VBZ that/DT train/NN of/IN thought/NN while/IN noting/VBG that/IN regulatory/JJ reform/NN will/MD increasingly/RB call/VB for/IN more/JJR economic/JJ analysis/NN in/IN decisions/NNS about/IN environmental/JJ health/NN policy/NN For/IN deeply/RB felt/VBD policies/NNS ,/, the/DT difficulties/NNS of/IN economic/JJ analysis/NN will/MD no/DT doubt/NN be/VB a/DT lightning/NN rod/NN for/IN much/RB heated/JJ controversy/NN ./."," det(article-2, This-1) nsubj(follows-3, article-2) root(ROOT-0, follows-3) det(train-5, that-4) dobj(follows-3, train-5) case(thought-7, of-6) nmod:of(train-5, thought-7) mark(felt-28, while-8) csubj(felt-28, noting-9) mark(call-15, that-10) amod(reform-12, regulatory-11) nsubj(call-15, reform-12) aux(call-15, will-13) advmod(call-15, increasingly-14) ccomp(noting-9, call-15) case(analysis-19, for-16) amod(analysis-19, more-17) amod(analysis-19, economic-18) nmod:for(call-15, analysis-19) case(decisions-21, in-20) nmod:in(analysis-19, decisions-21) case(policy-25, about-22) amod(policy-25, environmental-23) compound(policy-25, health-24) nmod:about(decisions-21, policy-25) case(deeply-27, For-26) advmod(felt-28, deeply-27) advcl(follows-3, felt-28) nsubj(rod-42, policies-29) det(difficulties-32, the-31) appos(policies-29, difficulties-32) case(analysis-35, of-33) amod(analysis-35, economic-34) nmod:of(difficulties-32, analysis-35) aux(rod-42, will-36) neg(doubt-38, no-37) advmod(rod-42, doubt-38) cop(rod-42, be-39) det(rod-42, a-40) compound(rod-42, lightning-41) ccomp(felt-28, rod-42) case(controversy-46, for-43) advmod(heated-45, much-44) amod(controversy-46, heated-45) nmod:for(rod-42, controversy-46)  ",lightning,41,"compound(rod-42, lightning-41) ",will no doubt be a lightning rod for much heated controversy,NN,[],be,VB,object,,,be,be,[],[],[],[],[],[],,[],[],[],['rod'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"The lightning rod for this charge is the Presidential Prayer Breakfast ( an annual ecumenical gathering of over 100 religious leaders ) that on September 11 , 1998 , featured a public display of contrition by the President for his recently revealed misconduct .","The/DT lightning/NN rod/NN for/IN this/DT charge/NN is/VBZ the/DT Presidential/NNP Prayer/NNP Breakfast/NNP -LRB-/-LRB- an/DT annual/JJ ecumenical/JJ gathering/NN of/IN over/IN 100/CD religious/JJ leaders/NNS -RRB-/-RRB- that/WDT on/IN September/NNP 11/CD ,/, 1998/CD ,/, featured/VBD a/DT public/JJ display/NN of/IN contrition/NN by/IN the/DT President/NNP for/IN his/PRP$ recently/RB revealed/VBN misconduct/NN ./."," det(rod-3, The-1) compound(rod-3, lightning-2) nsubj(Breakfast-11, rod-3) case(charge-6, for-4) det(charge-6, this-5) nmod:for(rod-3, charge-6) cop(Breakfast-11, is-7) det(Breakfast-11, the-8) compound(Breakfast-11, Presidential-9) compound(Breakfast-11, Prayer-10) root(ROOT-0, Breakfast-11) nsubj(featured-30, Breakfast-11) det(gathering-16, an-13) amod(gathering-16, annual-14) amod(gathering-16, ecumenical-15) dep(Breakfast-11, gathering-16) case(leaders-21, of-17) advmod(100-19, over-18) nummod(leaders-21, 100-19) amod(leaders-21, religious-20) nmod:of(gathering-16, leaders-21) ref(Breakfast-11, that-23) case(September-25, on-24) nmod:on(featured-30, September-25) nummod(September-25, 11-26) nummod(September-25, 1998-28) acl:relcl(Breakfast-11, featured-30) det(display-33, a-31) amod(display-33, public-32) dobj(featured-30, display-33) case(contrition-35, of-34) nmod:of(display-33, contrition-35) case(President-38, by-36) det(President-38, the-37) nmod:by(featured-30, President-38) case(misconduct-43, for-39) nmod:poss(misconduct-43, his-40) advmod(revealed-42, recently-41) amod(misconduct-43, revealed-42) nmod:for(President-38, misconduct-43)  ",lightning,2,"compound(rod-3, lightning-2) ",The lightning rod for this charge is,NN,[],is,DT,subject,is,be,,,[],[],[],[],[],[],,[],[],[],['rod'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
And Max Blue 's faith in the benevolence of the landscape fails him when he is struck by lightning .,And/CC Max/NNP Blue/NNP 's/POS faith/NN in/IN the/DT benevolence/NN of/IN the/DT landscape/NN fails/VBZ him/PRP when/WRB he/PRP is/VBZ struck/VBN by/IN lightning/NN ./.," cc(fails-12, And-1) compound(Blue-3, Max-2) nmod:poss(faith-5, Blue-3) case(Blue-3, 's-4) nsubj(fails-12, faith-5) case(benevolence-8, in-6) det(benevolence-8, the-7) nmod:in(faith-5, benevolence-8) case(landscape-11, of-9) det(landscape-11, the-10) nmod:of(benevolence-8, landscape-11) root(ROOT-0, fails-12) dobj(fails-12, him-13) advmod(struck-17, when-14) nsubjpass(struck-17, he-15) auxpass(struck-17, is-16) advcl(fails-12, struck-17) case(lightning-19, by-18) nmod:by(struck-17, lightning-19)  ",lightning,19,"case(lightning-19, by-18) nmod:by(struck-17, lightning-19) ",when he is struck by lightning .,NN,[],,,,,,,,,"[('by', 'struck')]",['by'],['struck'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['by'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
