sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"<p> Although this line of argument may seem counterintuitive with regard to injustice , it gains some plausibility from the greater certainty we usually accord to our judgments about what constitutes the wrong , as opposed to the right , way to act .","<p>/RB Although/IN this/DT line/NN of/IN argument/NN may/MD seem/VB counterintuitive/NN with/IN regard/NN to/TO injustice/NN ,/, it/PRP gains/VBZ some/DT plausibility/NN from/IN the/DT greater/JJR certainty/NN we/PRP usually/RB accord/VBD to/TO our/PRP$ judgments/NNS about/IN what/WP constitutes/VBZ the/DT wrong/JJ ,/, as/RB opposed/JJ to/TO the/DT right/NN ,/, way/NN to/TO act/VB ./."," advmod(seem-8, <p>-1) mark(seem-8, Although-2) det(line-4, this-3) nsubj(seem-8, line-4) case(argument-6, of-5) nmod:of(line-4, argument-6) aux(seem-8, may-7) advcl(gains-16, seem-8) xcomp(seem-8, counterintuitive-9) case(regard-11, with-10) nmod:with(seem-8, regard-11) case(injustice-13, to-12) nmod:to(seem-8, injustice-13) nsubj(gains-16, it-15) root(ROOT-0, gains-16) det(plausibility-18, some-17) dobj(gains-16, plausibility-18) case(certainty-22, from-19) det(certainty-22, the-20) amod(certainty-22, greater-21) nmod:from(gains-16, certainty-22) nsubj(constitutes-31, certainty-22) nsubj(accord-25, we-23) advmod(accord-25, usually-24) acl:relcl(certainty-22, accord-25) case(judgments-28, to-26) nmod:poss(judgments-28, our-27) nmod:to(accord-25, judgments-28) mark(constitutes-31, about-29) ref(certainty-22, what-30) advcl(accord-25, constitutes-31) det(way-41, the-32) amod(opposed-36, wrong-33) advmod(opposed-36, as-35) amod(way-41, opposed-36) case(right-39, to-37) det(right-39, the-38) nmod:to(opposed-36, right-39) dobj(constitutes-31, way-41) mark(act-43, to-42) advcl(constitutes-31, act-43)  ",injustice,13,"case(injustice-13, to-12) nmod:to(seem-8, injustice-13) ","seem counterintuitive with regard to injustice , it gains some plausibility",NN,[],,,,,,,,,"[('to', 'seem')]",['to'],['seem'],[],[],[],[],[],[],[],[],[],[],['to'],[],[],[],[],[],[],,,singular,,[],countable,unknown
( n5 ) <p> Shklar herself does not develop this view of the relationship between justice and injustice .,-LRB-/-LRB- n5/NNP -RRB-/-RRB- <p>/VBP Shklar/NNP herself/PRP does/VBZ not/RB develop/VB this/DT view/NN of/IN the/DT relationship/NN between/IN justice/NN and/CC injustice/NN ./.," nsubj(<p>-4, n5-2) root(ROOT-0, <p>-4) dobj(<p>-4, Shklar-5) nsubj(develop-9, herself-6) aux(develop-9, does-7) neg(develop-9, not-8) acl:relcl(Shklar-5, develop-9) det(view-11, this-10) dobj(develop-9, view-11) case(relationship-14, of-12) det(relationship-14, the-13) nmod:of(view-11, relationship-14) case(justice-16, between-15) nmod:between(relationship-14, justice-16) cc(justice-16, and-17) nmod:between(relationship-14, injustice-18) conj:and(justice-16, injustice-18)  ",injustice,18,"nmod:between(relationship-14, injustice-18) conj:and(justice-16, injustice-18) ",the relationship between justice and injustice .,NN,[],,,,,,,,,"[('between', 'relationship')]",['between'],['relationship'],[],[],"[('and', 'justice')]",['and'],['justice'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Wohlgast suggests that when we treat injustice as the mere violation or absence of justice , we are assuming that there must be , at least in the imagination , a just order of things that is disturbed by the acts we call unjust .","Wohlgast/NNP suggests/VBZ that/IN when/WRB we/PRP treat/VBP injustice/NN as/IN the/DT mere/JJ violation/NN or/CC absence/NN of/IN justice/NN ,/, we/PRP are/VBP assuming/VBG that/IN there/EX must/MD be/VB ,/, at/IN least/JJS in/IN the/DT imagination/NN ,/, a/DT just/JJ order/NN of/IN things/NNS that/IN is/VBZ disturbed/VBN by/IN the/DT acts/NNS we/PRP call/VBP unjust/JJ ./."," nsubj(suggests-2, Wohlgast-1) root(ROOT-0, suggests-2) mark(assuming-19, that-3) advmod(treat-6, when-4) nsubj(treat-6, we-5) advcl(assuming-19, treat-6) dobj(treat-6, injustice-7) case(violation-11, as-8) det(violation-11, the-9) amod(violation-11, mere-10) nmod:as(treat-6, violation-11) cc(violation-11, or-12) nmod:as(treat-6, absence-13) conj:or(violation-11, absence-13) case(justice-15, of-14) nmod:of(violation-11, justice-15) nsubj(assuming-19, we-17) aux(assuming-19, are-18) ccomp(suggests-2, assuming-19) mark(imagination-29, that-20) expl(imagination-29, there-21) aux(imagination-29, must-22) cop(imagination-29, be-23) advmod(imagination-29, at-25) mwe(at-25, least-26) case(imagination-29, in-27) det(imagination-29, the-28) ccomp(assuming-19, imagination-29) det(order-33, a-31) amod(order-33, just-32) appos(imagination-29, order-33) case(things-35, of-34) nmod:of(order-33, things-35) mark(disturbed-38, that-36) auxpass(disturbed-38, is-37) ccomp(imagination-29, disturbed-38) case(acts-41, by-39) det(acts-41, the-40) nmod:by(disturbed-38, acts-41) nsubj(call-43, we-42) acl:relcl(acts-41, call-43) dobj(call-43, unjust-44)  ",injustice,7,"dobj(treat-6, injustice-7) ",suggests that when we treat injustice as the mere violation or,NN,[],treat,VBP,object,,,treat,treat,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,plural,['EX-PL'],countable,unknown
"Acts of injustice , from this point of view , upset the proper balance of things and must be rectified so that the original harmony and order can be restored ( Wohlgast , 1987 : 46-47 ) .","Acts/NNS of/IN injustice/NN ,/, from/IN this/DT point/NN of/IN view/NN ,/, upset/JJ the/DT proper/JJ balance/NN of/IN things/NNS and/CC must/MD be/VB rectified/VBN so/RB that/IN the/DT original/JJ harmony/NN and/CC order/NN can/MD be/VB restored/VBN -LRB-/-LRB- Wohlgast/NNP ,/, 1987/CD :/: 46-47/CD -RRB-/-RRB- ./."," nsubj(upset-11, Acts-1) nsubjpass(rectified-20, Acts-1) case(injustice-3, of-2) nmod:of(Acts-1, injustice-3) case(point-7, from-5) det(point-7, this-6) nmod:from(injustice-3, point-7) case(view-9, of-8) nmod:of(point-7, view-9) root(ROOT-0, upset-11) det(balance-14, the-12) amod(balance-14, proper-13) dobj(upset-11, balance-14) case(things-16, of-15) nmod:of(balance-14, things-16) cc(upset-11, and-17) aux(rectified-20, must-18) auxpass(rectified-20, be-19) conj:and(upset-11, rectified-20) mark(restored-30, so-21) mwe(so-21, that-22) det(harmony-25, the-23) amod(harmony-25, original-24) nsubjpass(restored-30, harmony-25) cc(harmony-25, and-26) conj:and(harmony-25, order-27) nsubjpass(restored-30, order-27) aux(restored-30, can-28) auxpass(restored-30, be-29) advcl(rectified-20, restored-30) dep(restored-30, Wohlgast-32) nummod(46-47-36, 1987-34) appos(Wohlgast-32, 46-47-36)  ",injustice,3,"case(injustice-3, of-2) nmod:from(injustice-3, point-7) nmod:of(Acts-1, injustice-3) ","Acts of injustice , from this point of",NN,[],,,,,,,,,"[('from', 'point'), ('of', 'Acts')]","['from', 'of']",['Acts'],['point'],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"<p> The weakness of this way of looking at justice and injustice , Wohlgast argues , becomes especially striking when we think about our attempts to restore this antecedent just order by means of punishing acts of injustice .","<p>/RB The/DT weakness/NN of/IN this/DT way/NN of/IN looking/VBG at/IN justice/NN and/CC injustice/NN ,/, Wohlgast/NNP argues/VBZ ,/, becomes/VBZ especially/RB striking/JJ when/WRB we/PRP think/VBP about/IN our/PRP$ attempts/NNS to/TO restore/VB this/DT antecedent/JJ just/JJ order/NN by/IN means/NNS of/IN punishing/VBG acts/NNS of/IN injustice/NN ./."," advmod(becomes-17, <p>-1) det(weakness-3, The-2) nsubj(becomes-17, weakness-3) case(way-6, of-4) det(way-6, this-5) nmod:of(weakness-3, way-6) mark(looking-8, of-7) acl(way-6, looking-8) case(justice-10, at-9) nmod:at(looking-8, justice-10) cc(justice-10, and-11) nmod:at(looking-8, injustice-12) conj:and(justice-10, injustice-12) nsubj(argues-15, Wohlgast-14) parataxis(becomes-17, argues-15) root(ROOT-0, becomes-17) advmod(striking-19, especially-18) xcomp(becomes-17, striking-19) advmod(think-22, when-20) nsubj(think-22, we-21) advcl(becomes-17, think-22) case(attempts-25, about-23) nmod:poss(attempts-25, our-24) nmod:about(think-22, attempts-25) mark(restore-27, to-26) acl(attempts-25, restore-27) det(order-31, this-28) amod(order-31, antecedent-29) amod(order-31, just-30) dobj(restore-27, order-31) mark(punishing-35, by-32) mwe(by-32, means-33) mwe(by-32, of-34) acl(restore-27, punishing-35) dobj(punishing-35, acts-36) case(injustice-38, of-37) nmod:of(acts-36, injustice-38)  ",injustice,12,"nmod:at(looking-8, injustice-12) conj:and(justice-10, injustice-12) ","of looking at justice and injustice , Wohlgast argues , becomes",NN,[],,,,,,,,,"[('at', 'looking')]",['at'],['looking'],[],[],"[('and', 'justice')]",['and'],['justice'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"<p> The weakness of this way of looking at justice and injustice , Wohlgast argues , becomes especially striking when we think about our attempts to restore this antecedent just order by means of punishing acts of injustice .","<p>/RB The/DT weakness/NN of/IN this/DT way/NN of/IN looking/VBG at/IN justice/NN and/CC injustice/NN ,/, Wohlgast/NNP argues/VBZ ,/, becomes/VBZ especially/RB striking/JJ when/WRB we/PRP think/VBP about/IN our/PRP$ attempts/NNS to/TO restore/VB this/DT antecedent/JJ just/JJ order/NN by/IN means/NNS of/IN punishing/VBG acts/NNS of/IN injustice/NN ./."," advmod(becomes-17, <p>-1) det(weakness-3, The-2) nsubj(becomes-17, weakness-3) case(way-6, of-4) det(way-6, this-5) nmod:of(weakness-3, way-6) mark(looking-8, of-7) acl(way-6, looking-8) case(justice-10, at-9) nmod:at(looking-8, justice-10) cc(justice-10, and-11) nmod:at(looking-8, injustice-12) conj:and(justice-10, injustice-12) nsubj(argues-15, Wohlgast-14) parataxis(becomes-17, argues-15) root(ROOT-0, becomes-17) advmod(striking-19, especially-18) xcomp(becomes-17, striking-19) advmod(think-22, when-20) nsubj(think-22, we-21) advcl(becomes-17, think-22) case(attempts-25, about-23) nmod:poss(attempts-25, our-24) nmod:about(think-22, attempts-25) mark(restore-27, to-26) acl(attempts-25, restore-27) det(order-31, this-28) amod(order-31, antecedent-29) amod(order-31, just-30) dobj(restore-27, order-31) mark(punishing-35, by-32) mwe(by-32, means-33) mwe(by-32, of-34) acl(restore-27, punishing-35) dobj(punishing-35, acts-36) case(injustice-38, of-37) nmod:of(acts-36, injustice-38)  ",injustice,38,"case(injustice-38, of-37) nmod:of(acts-36, injustice-38) ",means of punishing acts of injustice .,NN,[],,,,,,,,,"[('of', 'acts')]",['of'],['acts'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Since the innocent life taken can not be restored , the idea of restoring the balance of things before the act of injustice is an illusion .","Since/IN the/DT innocent/JJ life/NN taken/VBN can/MD not/RB be/VB restored/VBN ,/, the/DT idea/NN of/IN restoring/VBG the/DT balance/NN of/IN things/NNS before/IN the/DT act/NN of/IN injustice/NN is/VBZ an/DT illusion/NN ./."," mark(restored-9, Since-1) det(life-4, the-2) amod(life-4, innocent-3) nsubjpass(restored-9, life-4) acl(life-4, taken-5) aux(restored-9, can-6) neg(restored-9, not-7) auxpass(restored-9, be-8) advcl(illusion-26, restored-9) det(idea-12, the-11) nsubj(illusion-26, idea-12) mark(restoring-14, of-13) acl(idea-12, restoring-14) det(balance-16, the-15) dobj(restoring-14, balance-16) case(things-18, of-17) nmod:of(balance-16, things-18) case(act-21, before-19) det(act-21, the-20) nmod:before(restoring-14, act-21) case(injustice-23, of-22) nmod:of(act-21, injustice-23) cop(illusion-26, is-24) det(illusion-26, an-25) root(ROOT-0, illusion-26)  ",injustice,23,"case(injustice-23, of-22) nmod:of(act-21, injustice-23) ",things before the act of injustice is an illusion .,NN,[],,,,,,,,,"[('of', 'act')]",['of'],['act'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"No compensation , no matter how appropriate and valuable can restore the balance of things prior to the act of injustice .","No/DT compensation/NN ,/, no/DT matter/NN how/WRB appropriate/JJ and/CC valuable/JJ can/MD restore/VB the/DT balance/NN of/IN things/NNS prior/RB to/TO the/DT act/NN of/IN injustice/NN ./."," neg(compensation-2, No-1) nsubj(restore-11, compensation-2) neg(matter-5, no-4) advmod(how-6, matter-5) dep(appropriate-7, how-6) dep(compensation-2, appropriate-7) cc(appropriate-7, and-8) dep(compensation-2, valuable-9) conj:and(appropriate-7, valuable-9) aux(restore-11, can-10) root(ROOT-0, restore-11) det(balance-13, the-12) dobj(restore-11, balance-13) case(things-15, of-14) nmod:of(balance-13, things-15) advmod(act-19, prior-16) case(act-19, to-17) det(act-19, the-18) advcl:to(restore-11, act-19) case(injustice-21, of-20) nmod:of(act-19, injustice-21)  ",injustice,21,"case(injustice-21, of-20) nmod:of(act-19, injustice-21) ",prior to the act of injustice .,NN,[],,,,,,,,,"[('of', 'act')]",['of'],['act'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"<p> Justice , Wohlgast argues , should be thought of as one way of reacting to and dealing with acts of injustice ( 1987,129-130 ) .","<p>/NNP Justice/NNP ,/, Wohlgast/NNP argues/VBZ ,/, should/MD be/VB thought/VBN of/IN as/IN one/CD way/NN of/IN reacting/VBG to/TO and/CC dealing/VBG with/IN acts/NNS of/IN injustice/NN -LRB-/-LRB- 1987,129-130/CD -RRB-/-RRB- ./."," compound(Justice-2, <p>-1) nsubjpass(thought-9, Justice-2) nsubj(argues-5, Wohlgast-4) parataxis(thought-9, argues-5) aux(thought-9, should-7) auxpass(thought-9, be-8) root(ROOT-0, thought-9) case(way-13, of-10) case(way-13, as-11) nummod(way-13, one-12) nmod:as(thought-9, way-13) mark(reacting-15, of-14) acl(way-13, reacting-15) nmod(reacting-15, to-16) cc(reacting-15, and-17) acl(way-13, dealing-18) conj:and(reacting-15, dealing-18) case(acts-20, with-19) nmod:with(dealing-18, acts-20) case(injustice-22, of-21) nmod:of(acts-20, injustice-22) appos(injustice-22, 1987,129-130-24)  ",injustice,22,"case(injustice-22, of-21) appos(injustice-22, 1987,129-130-24) nmod:of(acts-20, injustice-22) ","and dealing with acts of injustice ( 1987,129-130 ) .",NN,[],,,,,,,,,"[('of', 'acts')]",['of'],['acts'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Prior to acts of injustice , there is only innocence , not justice ( Wohlgast , 1987 : 132 ) .","Prior/RB to/TO acts/NNS of/IN injustice/NN ,/, there/EX is/VBZ only/RB innocence/NN ,/, not/RB justice/NN -LRB-/-LRB- Wohlgast/NNP ,/, 1987/CD :/: 132/CD -RRB-/-RRB- ./."," case(acts-3, Prior-1) mwe(Prior-1, to-2) nmod:prior_to(is-8, acts-3) case(injustice-5, of-4) nmod:of(acts-3, injustice-5) expl(is-8, there-7) root(ROOT-0, is-8) advmod(is-8, only-9) nsubj(is-8, innocence-10) neg(justice-13, not-12) appos(innocence-10, justice-13) dep(innocence-10, Wohlgast-15) nummod(132-19, 1987-17) appos(Wohlgast-15, 132-19)  ",injustice,5,"case(injustice-5, of-4) nmod:of(acts-3, injustice-5) ","Prior to acts of injustice , there is only innocence",NN,[],,,,,,,,,"[('of', 'acts')]",['of'],['acts'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Once we establish rules and principles to deal with acts of wrongdoing , we project them backward in both a logical and temporal sense , as if we had to be dimly aware of them in some way to recognize acts of injustice as such .","Once/IN we/PRP establish/VB rules/NNS and/CC principles/NNS to/TO deal/VB with/IN acts/NNS of/IN wrongdoing/NN ,/, we/PRP project/VBP them/PRP backward/RB in/IN both/PDT a/DT logical/JJ and/CC temporal/JJ sense/NN ,/, as/RB if/IN we/PRP had/VBD to/TO be/VB dimly/RB aware/JJ of/IN them/PRP in/IN some/DT way/NN to/TO recognize/VB acts/NNS of/IN injustice/NN as/IN such/JJ ./."," mark(establish-3, Once-1) nsubj(establish-3, we-2) advcl(project-15, establish-3) dobj(establish-3, rules-4) nsubj(deal-8, rules-4) cc(rules-4, and-5) dobj(establish-3, principles-6) conj:and(rules-4, principles-6) nsubj(deal-8, principles-6) mark(deal-8, to-7) xcomp(establish-3, deal-8) case(acts-10, with-9) nmod:with(deal-8, acts-10) case(wrongdoing-12, of-11) nmod:of(acts-10, wrongdoing-12) nsubj(project-15, we-14) root(ROOT-0, project-15) dobj(project-15, them-16) advmod(logical-21, backward-17) case(logical-21, in-18) cc:preconj(logical-21, both-19) det(logical-21, a-20) nmod:in(project-15, logical-21) cc(logical-21, and-22) amod(sense-24, temporal-23) nmod:in(project-15, sense-24) conj:and(logical-21, sense-24) mark(had-29, as-26) mwe(as-26, if-27) nsubj(had-29, we-28) nsubj(aware-33, we-28) nsubj(recognize-40, we-28) advcl(project-15, had-29) mark(aware-33, to-30) cop(aware-33, be-31) advmod(aware-33, dimly-32) xcomp(had-29, aware-33) case(them-35, of-34) nmod:of(aware-33, them-35) case(way-38, in-36) det(way-38, some-37) nmod:in(aware-33, way-38) mark(recognize-40, to-39) xcomp(had-29, recognize-40) dobj(recognize-40, acts-41) case(injustice-43, of-42) nmod:of(acts-41, injustice-43) case(such-45, as-44) nmod:as(recognize-40, such-45)  ",injustice,43,"case(injustice-43, of-42) nmod:of(acts-41, injustice-43) ",way to recognize acts of injustice as such .,NN,[],,,,,,,,,"[('of', 'acts')]",['of'],['acts'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"This backward projection fools us into thinking that injustice is derived from the negation of our standards of justice when in fact , Wohlgast insists , our sense of injustice is primary and underivable from anything else .","This/DT backward/VBZ projection/NN fools/NNS us/PRP into/IN thinking/VBG that/IN injustice/NN is/VBZ derived/VBN from/IN the/DT negation/NN of/IN our/PRP$ standards/NNS of/IN justice/NN when/WRB in/IN fact/NN ,/, Wohlgast/NNP insists/VBZ ,/, our/PRP$ sense/NN of/IN injustice/NN is/VBZ primary/JJ and/CC underivable/JJ from/IN anything/NN else/RB ./."," nsubj(backward-2, This-1) ccomp(primary-32, backward-2) compound(fools-4, projection-3) iobj(backward-2, fools-4) dobj(backward-2, us-5) mark(thinking-7, into-6) advcl(backward-2, thinking-7) mark(derived-11, that-8) nsubjpass(derived-11, injustice-9) auxpass(derived-11, is-10) ccomp(thinking-7, derived-11) case(negation-14, from-12) det(negation-14, the-13) nmod:from(derived-11, negation-14) case(standards-17, of-15) nmod:poss(standards-17, our-16) nmod:of(negation-14, standards-17) case(justice-19, of-18) nmod:of(standards-17, justice-19) advmod(insists-25, when-20) case(fact-22, in-21) nmod:in(insists-25, fact-22) nsubj(insists-25, Wohlgast-24) advcl(derived-11, insists-25) nmod:poss(sense-28, our-27) nsubj(primary-32, sense-28) nsubj(underivable-34, sense-28) case(injustice-30, of-29) nmod:of(sense-28, injustice-30) cop(primary-32, is-31) root(ROOT-0, primary-32) cc(primary-32, and-33) conj:and(primary-32, underivable-34) case(anything-36, from-35) nmod:from(primary-32, anything-36) advmod(anything-36, else-37)  ",injustice,9,"nsubjpass(derived-11, injustice-9) ",fools us into thinking that injustice is derived from the negation,NN,[],derived,VBN,subject,derived,derive,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"This backward projection fools us into thinking that injustice is derived from the negation of our standards of justice when in fact , Wohlgast insists , our sense of injustice is primary and underivable from anything else .","This/DT backward/VBZ projection/NN fools/NNS us/PRP into/IN thinking/VBG that/IN injustice/NN is/VBZ derived/VBN from/IN the/DT negation/NN of/IN our/PRP$ standards/NNS of/IN justice/NN when/WRB in/IN fact/NN ,/, Wohlgast/NNP insists/VBZ ,/, our/PRP$ sense/NN of/IN injustice/NN is/VBZ primary/JJ and/CC underivable/JJ from/IN anything/NN else/RB ./."," nsubj(backward-2, This-1) ccomp(primary-32, backward-2) compound(fools-4, projection-3) iobj(backward-2, fools-4) dobj(backward-2, us-5) mark(thinking-7, into-6) advcl(backward-2, thinking-7) mark(derived-11, that-8) nsubjpass(derived-11, injustice-9) auxpass(derived-11, is-10) ccomp(thinking-7, derived-11) case(negation-14, from-12) det(negation-14, the-13) nmod:from(derived-11, negation-14) case(standards-17, of-15) nmod:poss(standards-17, our-16) nmod:of(negation-14, standards-17) case(justice-19, of-18) nmod:of(standards-17, justice-19) advmod(insists-25, when-20) case(fact-22, in-21) nmod:in(insists-25, fact-22) nsubj(insists-25, Wohlgast-24) advcl(derived-11, insists-25) nmod:poss(sense-28, our-27) nsubj(primary-32, sense-28) nsubj(underivable-34, sense-28) case(injustice-30, of-29) nmod:of(sense-28, injustice-30) cop(primary-32, is-31) root(ROOT-0, primary-32) cc(primary-32, and-33) conj:and(primary-32, underivable-34) case(anything-36, from-35) nmod:from(primary-32, anything-36) advmod(anything-36, else-37)  ",injustice,30,"case(injustice-30, of-29) nmod:of(sense-28, injustice-30) ","insists , our sense of injustice is primary and underivable from",NN,[],,,,,,,,,"[('of', 'sense')]",['of'],['sense'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"In thinking about justice and injustice , she argues , we start with our sense that acts like murder and theft are wrong , and then construct rules and principles of justice by imagining justifications for our passionate response to these acts ( Wohlgast , 1987 : 46-47 ) .","In/IN thinking/VBG about/IN justice/NN and/CC injustice/NN ,/, she/PRP argues/VBZ ,/, we/PRP start/VB with/IN our/PRP$ sense/NN that/IN acts/NNS like/IN murder/NN and/CC theft/NN are/VBP wrong/JJ ,/, and/CC then/RB construct/VB rules/NNS and/CC principles/NNS of/IN justice/NN by/IN imagining/VBG justifications/NNS for/IN our/PRP$ passionate/JJ response/NN to/TO these/DT acts/NNS -LRB-/-LRB- Wohlgast/NNP ,/, 1987/CD :/: 46-47/CD -RRB-/-RRB- ./."," mark(thinking-2, In-1) advcl(argues-9, thinking-2) case(justice-4, about-3) nmod:about(thinking-2, justice-4) cc(justice-4, and-5) nmod:about(thinking-2, injustice-6) conj:and(justice-4, injustice-6) nsubj(argues-9, she-8) root(ROOT-0, argues-9) nsubj(start-12, we-11) nsubj(construct-27, we-11) ccomp(argues-9, start-12) case(sense-15, with-13) nmod:poss(sense-15, our-14) nmod:with(start-12, sense-15) mark(wrong-23, that-16) nsubj(wrong-23, acts-17) case(murder-19, like-18) nmod:like(acts-17, murder-19) cc(murder-19, and-20) nmod:like(acts-17, theft-21) conj:and(murder-19, theft-21) cop(wrong-23, are-22) ccomp(start-12, wrong-23) cc(start-12, and-25) advmod(construct-27, then-26) ccomp(argues-9, construct-27) conj:and(start-12, construct-27) dobj(construct-27, rules-28) cc(rules-28, and-29) dobj(construct-27, principles-30) conj:and(rules-28, principles-30) case(justice-32, of-31) nmod:of(rules-28, justice-32) mark(imagining-34, by-33) advcl(construct-27, imagining-34) dobj(imagining-34, justifications-35) case(response-39, for-36) nmod:poss(response-39, our-37) amod(response-39, passionate-38) nmod:for(justifications-35, response-39) case(acts-42, to-40) det(acts-42, these-41) nmod:to(imagining-34, acts-42) dep(acts-42, Wohlgast-44) nummod(46-47-48, 1987-46) appos(Wohlgast-44, 46-47-48)  ",injustice,6,"nmod:about(thinking-2, injustice-6) conj:and(justice-4, injustice-6) ","In thinking about justice and injustice , she argues , we",NN,[],,,,,,,,,"[('about', 'thinking')]",['about'],['thinking'],[],[],"[('and', 'justice')]",['and'],['justice'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
That might be persuasive if we could identify harms as injustices without invoking any expectations about appropriate behavior from others .,That/DT might/MD be/VB persuasive/JJ if/IN we/PRP could/MD identify/VB harms/NNS as/IN injustices/NNS without/IN invoking/VBG any/DT expectations/NNS about/IN appropriate/JJ behavior/NN from/IN others/NNS ./.," nsubj(persuasive-4, That-1) aux(persuasive-4, might-2) cop(persuasive-4, be-3) root(ROOT-0, persuasive-4) mark(identify-8, if-5) nsubj(identify-8, we-6) aux(identify-8, could-7) advcl(persuasive-4, identify-8) dobj(identify-8, harms-9) case(injustices-11, as-10) nmod:as(identify-8, injustices-11) mark(invoking-13, without-12) advcl(identify-8, invoking-13) det(expectations-15, any-14) dobj(invoking-13, expectations-15) case(behavior-18, about-16) amod(behavior-18, appropriate-17) nmod:about(invoking-13, behavior-18) case(others-20, from-19) nmod:from(invoking-13, others-20)  ",injustices,11,"case(injustices-11, as-10) nmod:as(identify-8, injustices-11) ",we could identify harms as injustices without invoking any expectations about,NNS,[],,,,,,,,,"[('as', 'identify')]",['as'],['identify'],[],[],[],[],[],[],[],[],[],[],['as'],[],[],[],[],[],[],,,plural,,[],countable,unknown
"<p> In the end , I do not think that you can entirely get rid of the "" in , "" the negating element , in injustice .","<p>/RB In/IN the/DT end/NN ,/, I/PRP do/VBP not/RB think/VB that/IN you/PRP can/MD entirely/RB get/VB rid/JJ of/IN the/DT ''/'' in/IN ,/, ''/'' the/DT negating/VBG element/NN ,/, in/IN injustice/NN ./."," advmod(end-4, <p>-1) case(end-4, In-2) det(end-4, the-3) nmod:in(think-9, end-4) nsubj(think-9, I-6) aux(think-9, do-7) neg(think-9, not-8) root(ROOT-0, think-9) mark(get-14, that-10) nsubj(get-14, you-11) aux(get-14, can-12) advmod(get-14, entirely-13) ccomp(think-9, get-14) xcomp(get-14, rid-15) case(the-17, of-16) advmod(get-14, the-17) nmod(get-14, in-19) det(element-24, the-22) amod(element-24, negating-23) dobj(think-9, element-24) case(injustice-27, in-26) nmod:in(element-24, injustice-27)  ",injustice,27,"case(injustice-27, in-26) nmod:in(element-24, injustice-27) ","the negating element , in injustice .",NN,[],,,,,,,,,"[('in', 'element')]",['in'],['element'],[],[],[],[],[],[],[],[],[],[],['in'],[],[],[],[],[],[],,,singular,,[],countable,unknown
We may not need a full-blown sense of a just order of things in order to recognize injustice .,We/PRP may/MD not/RB need/VB a/DT full-blown/JJ sense/NN of/IN a/DT just/JJ order/NN of/IN things/NNS in/IN order/NN to/TO recognize/VB injustice/NN ./.," nsubj(need-4, We-1) aux(need-4, may-2) neg(need-4, not-3) root(ROOT-0, need-4) det(sense-7, a-5) amod(sense-7, full-blown-6) dobj(need-4, sense-7) case(order-11, of-8) det(order-11, a-9) amod(order-11, just-10) nmod:of(sense-7, order-11) case(things-13, of-12) nmod:of(order-11, things-13) mark(recognize-17, in-14) mwe(in-14, order-15) mark(recognize-17, to-16) advcl(need-4, recognize-17) dobj(recognize-17, injustice-18)  ",injustice,18,"dobj(recognize-17, injustice-18) ",things in order to recognize injustice .,NN,[],recognize,VB,object,,,recognize,recognize,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
