sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
The explanatory screen could be accessed from the results screen by pressing a key after viewing the recommendation of the expert system .,key,"det(key-14, a-13) dobj(pressing-12, key-14) ",NN,,VBG,,,pressing,press,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
11 BRG housing ; 12=handwheel ; 13=screw ; 14=handle ; 15=shaft ; 16=locking pin ; 17=bevel gear ; 18=heel compression stirrup ; 19=link ; 20=spring balance ; 21=ring ; 22=dorsiflexion stirrup with goniometer on the side-arm ; 23=bracket ; 24=key ; 25=external circlip .,key,"dep(key-66, =-65) acl:relcl(24-64, key-66) ",NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"1=base ; 2=flap ; 3=pin ; 4=internal circlip ; 5=ball bearing 115 PP ; 6=thread shaft , 7=column ; 8=sliding bracket ; 9=bracket ; 10=handwheel ; 11-nut ; 12=washer ; 13=support bracket ; 14=BRG housing ; 15=pulley ; 16=shaft ; 17=key ; 18=nut ; 19=end cover ; 20=end cover ; 21=spacer sleeve ; 22=spacer sleeve ; 23=cam ; 24=ball bearing ; 25=V belt ; 26=shaft ; 27=pin 30x30 LG ; 28=bevel gear ; 29=base plate ; 30=gearbox ; 31=pulley .",key,"dep(key-73, =-72) acl:relcl(17-71, key-73) ",NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The key here is the link between threatened and endangered species and their native ecosystems ; the link may be jeopardized if either component ( the species or the ecosystem ) is emphasized to the exclusion of the other .,key,"det(key-2, The-1) nsubj(link-6, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Again , the key is the link between a "" species "" and its native habitat , and this link is broken when fish are moved from one ecosystem to another .",key,"det(key-4, the-3) nsubj(link-7, key-4) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> Fifth , if Kisrawan and Jubayl ( northernmost part of the eastern enclave ) were predictably the strong points of the LF , and the Metn ( the next section to the south ) that of the LAF , the key to any battle between the two was clearly now to be East Beirut itself , particularly Ashrafiyyeh , which had many LF offices and the Karantina district where LF headquarters were .",key,"det(key-42, the-41) nmod:to(key-42, battle-45) nsubj(was-49, key-42) ",NN,,VBD,was,be,,,,to battle,to,,battle,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"But if East Beirut was the key , then the fighting would be of an urban warfare nature .",key,"mark(key-7, if-2) nsubj(key-7, Beirut-4) cop(key-7, was-5) det(key-7, the-6) advmod(key-7, then-9) advcl(nature-18, key-7) ",NN,,VBD,,,was,be,,,,,,the,,,,,,,,then,,,,,if,,,singular,ambiguous,[],unknown,nonverdical
"Clearly , the key to coordinated land and water management must be found .",key,"det(key-4, the-3) nmod:to(key-4, land-7) nmod:to(key-4, management-10) nsubjpass(found-13, key-4) ",NN,,VBN,found,find,,,,"to land, to management","to, to",,"land, management",the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Mathematics courses in high school have been identified as a key to success and act as gatekeepers to college work in science , mathematics , and engineering .",key,"case(key-11, as-9) det(key-11, a-10) nmod:to(key-11, success-13) nmod:to(key-11, act-15) nmod:as(identified-8, key-11) ",NN,,,,,,,,"to success, to act, as identified","to, to, as",identified,"success, act",a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"We stopped in front of a tall building on the edge of the airport , and I was led to a guarded door that only opened with a key .",key,"case(key-29, with-27) det(key-29, a-28) nmod:with(opened-26, key-29) ",NN,,,,,,,,with opened,with,opened,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"I rap on that turtle 's shell and feel the ink and 25 percent cotton bond of its construction ; I hear , in my rapping , the sound of the clacking typewriter keys that gave the turtle its life , as though the Johnsonian proof of the thing 's existence were but an ineluctable reference to the fact that , but for a Smith Corona , it would not exist at all .",keys,"case(keys-34, of-30) det(keys-34, the-31) amod(keys-34, clacking-32) compound(keys-34, typewriter-33) ref(keys-34, that-35) acl:relcl(keys-34, gave-36) nmod:of(sound-29, keys-34) nsubj(gave-36, keys-34) ",NNS,,VBD,gave,give,,,,of sound,of,sound,,the,,,typewriter,clacking,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
That is the key .,key,"nsubj(key-4, That-1) cop(key-4, is-2) det(key-4, the-3) root(ROOT-0, key-4) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The key to this is the recovery of ritual , or the performative tradition of ritual itself , as the dimension in which human beings have al ways negotiated problematic relationships such as those with nature or their gods .",key,"det(key-2, The-1) nmod:to(key-2, this-4) nsubj(recovery-7, key-2) ",NN,,DT,is,be,,,,to this,to,,this,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Attunement to it is the key to a balanced and happy life .,key,"nsubj(key-6, Attunement-1) cop(key-6, is-4) det(key-6, the-5) nmod:to(key-6, life-12) root(ROOT-0, key-6) ",NN,,VBZ,,,is,be,,to life,to,,life,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> The prefix "" trans "" in transpersonal psychology is the key to defining the field : it means "" beyond . """,key,"csubj(key-12, <p>-1) cop(key-12, is-10) det(key-12, the-11) advcl(key-12, defining-14) nmod(key-12, beyond-21) root(ROOT-0, key-12) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Why not throw everyone out of Heaven , close the gates , and hide the key ?",key,"det(key-16, the-15) dobj(hide-14, key-16) ",NN,,VB,,,hide,hide,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"But where should we hide the key to Heaven ? """,key,"det(key-7, the-6) dobj(hide-5, key-7) ",NN,,VB,,,hide,hide,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
I know one place that humans will never look for the key to heaven .,key,"case(key-12, for-10) det(key-12, the-11) nmod:for(look-9, key-12) ",NN,,,,,,,,for look,for,look,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> According to this story , we are all involved in a wonderful divine play , a long and complex treasure hunt for the key that will unlock our divine nature .",key,"case(key-25, for-23) det(key-25, the-24) ref(key-25, that-26) acl:relcl(key-25, unlock-28) nmod:for(hunt-22, key-25) nsubj(unlock-28, key-25) ",NN,,VB,unlock,unlock,,,,for hunt,for,hunt,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The contrasexual element is also the key to the journey through the world of the archetypes , where one finds the transpersonal meaning of one 's life and story : both the myth that one has been leading and the myth that is one 's own to lead .",key,"nsubj(key-7, element-3) cop(key-7, is-4) advmod(key-7, also-5) det(key-7, the-6) nmod:to(key-7, journey-10) nmod:through(key-7, world-13) root(ROOT-0, key-7) ",NN,,VBZ,,,is,be,,"to journey, through world","to, through",,"journey, world",the,,,,,,,,also,,,,,,,,singular,singular,[],unknown,unknown
"In both cases we dwell together with others in a world that is self-evidently named , intelligible , and utterable , and for both publics language is the key to and medium of that common world .",key,"mark(key-29, for-23) nsubj(key-29, language-26) cop(key-29, is-27) det(key-29, the-28) acl(key-29, and-31) advcl(dwell-5, key-29) conj:and(self-evidently-14, key-29) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,for,,,singular,singular,[],unknown,nonverdical
Is this the key ?,key,"cop(key-4, Is-1) nsubj(key-4, this-2) det(key-4, the-3) root(ROOT-0, key-4) ",NN,,VBZ,,,Is,is,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"This expansion of awareness provides a key to Merton 's poetics , as well as to his ongoing appeal : the writer stopped worrying about his image and reputation , and came instead to celebrate others .",key,"det(key-7, a-6) nmod:to(key-7, poetics-11) cc(key-7, as-13) dobj(provides-5, key-7) ",NN,,VBZ,,,provides,provide,,to poetics,to,,poetics,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
"38 <p> Experience as such , taken as "" raw experience , "" the mere participation in this or that phenomenon , is , however , not the key .",key,"det(key-29, the-28) dep(not-27, key-29) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
21 <p> The key to the transition here is that Spinoza takes the idea of human beatitude and makes it the center of philosophical investigation .,key,"nummod(key-4, <p>-2) det(key-4, The-3) nmod:to(key-4, transition-7) nsubj(is-9, key-4) ",NN,,VBZ,is,be,,,,to transition,to,,transition,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"66 <p> The key to this critique is in its immanence . """,key,"det(key-4, The-3) nmod:to(key-4, critique-7) nsubj(immanence-11, key-4) ",NN,,DT,is,be,,,,to critique,to,,critique,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"75 THE PHILOSOPHY OF ACTION <p> At this point the philosophy of action appears , for the key to discerning the infinite within the phenomenal is for Blondel a turn to the study of action .",key,"case(key-18, for-16) det(key-18, the-17) nmod:for(appears-14, key-18) ",NN,,,,,,,,for appears,for,appears,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The key in both cases is for philosophy to recognize its limits .,key,"det(key-2, The-1) nmod:in(key-2, cases-5) nsubj(philosophy-8, key-2) nsubj(recognize-10, key-2) ",NN,,VBZ,is,be,,,,in cases,in,,cases,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The key to accomplishing this is putting the student at the center of instruction , with the teacher serving as mentor , guide , and coach , as opposed to supplying students with answers through lectures .",key,"det(key-2, The-1) acl(key-2, accomplishing-4) nsubj(putting-7, key-2) ",NN,,DT,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Meeting the Challenges <p> Constant vigilance and a talented and dedicated staff are the keys to our success in satisfying our criteria .,keys,"csubj(keys-15, Meeting-1) cop(keys-15, are-13) det(keys-15, the-14) nmod:to(keys-15, success-18) root(ROOT-0, keys-15) ",NNS,,,,,,,,to success,to,,success,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
The key for us is to make sure that we are not giving more weight to one point of view than to another or unintentionally slanting the issue by omitting important details or using words that have an emotional impact .,key,"det(key-2, The-1) nmod:for(key-2, us-4) nsubj(is-5, key-2) nsubj(make-7, key-2) ",NN,,VBZ,is,be,,,,for us,for,,us,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
It also acknowledges that foreign investment is the key to recovery .,key,"mark(key-9, that-4) nsubj(key-9, investment-6) cop(key-9, is-7) det(key-9, the-8) nmod:to(key-9, recovery-11) ccomp(acknowledges-3, key-9) ",NN,,VBZ,,,is,be,,to recovery,to,,recovery,the,,,,,,,,,,,,,that,,,singular,singular,[],unknown,nonverdical
<p> Alliance between the United States and a democratic Japan has been seen as the key to security in the Asia/Pacific region and to a healthy global economic order .,key,"case(key-16, as-14) det(key-16, the-15) nmod:to(key-16, security-18) cc(key-16, and-23) nmod:as(seen-13, key-16) ",NN,,,,,,,,"to security, as seen","to, as",seen,security,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The key to resolving the mystery is found in the insight of former Harvard professor of government Louis Hartz : that all Americans are liberals , united in their commitment to freedom and the belief that the future of their freedom depends on freedom flourishing everywhere.",key,"det(key-2, The-1) acl(key-2, resolving-4) nsubjpass(found-8, key-2) ",NN,,VBN,found,find,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"( As in the drug trade , controlling demand is the real key . )",key,"nmod:in(key-13, trade-6) nsubj(key-13, demand-9) cop(key-13, is-10) det(key-13, the-11) amod(key-13, real-12) root(ROOT-0, key-13) ",NN,,VBZ,,,is,be,,in trade,in,,trade,the,,,,real,,,,,,,,,,,,singular,singular,[],unknown,unknown
Clearly the United States and Japan provide the key -- both as heavy resource consumers and also as capital rich societies -- to future global environmental policies .,key,"det(key-9, the-8) dobj(provide-7, key-9) ",NN,,VBP,,,provide,provide,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"The "" struggle for control over the land , regarded as the national patrimony of the Palestinian people and the key to their sumud , or steadfastness .",key,"det(key-21, the-20) nmod:of(patrimony-14, key-21) conj:and(people-18, key-21) ",NN,,,,,,,,of patrimony,of,patrimony,,the,and,people,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Regardless of whether political democracy is persistent or consolidated , the key is that it be habituated .",key,"det(key-13, the-12) nsubj(is-14, key-13) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"So the key to AIDS prevention is AIDS education17 using a wide variety of channels -- community organizations and women 's groups ; the mass media and the health services ; appropriate religious organizations and social clubs ; schools and colleges ; and also entertainers , artists and politicians .",key,"det(key-3, the-2) nmod:npmod(So-1, key-3) ",NN,,,,,,,,npmod So,npmod,so,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"New Actors : The Influence of Elders , Women and Intellectuals <p> Negotiating with those who carry guns and claim political prominence is crucial for immediate concerns of cease fires and food delivery but is not exclusive nor ultimately the key to long-term peace .",key,"advmod(key-41, ultimately-39) det(key-41, the-40) nmod:to(key-41, peace-44) parataxis(Actors-2, key-41) conj:nor(<p>-12, key-41) ",NN,,,,,,,,to peace,to,,peace,the,,,,,,,,ultimately,,,,,,,,singular,,[],unknown,unknown
"In the end , MERCOSUR 's key to success , as either common market or FTA , will depend on the ability of its respective national governments to deal effectively with the problem of relative gains , whenever and however it arises .",key,"nmod:poss(key-7, MERCOSUR-5) nmod:to(key-7, success-9) nmod:as(key-7, market-14) nmod:as(key-7, FTA-16) nsubj(depend-19, key-7) nsubj(deal-29, key-7) ",NN,,VB,depend,depend,,,,"to success, as market, as FTA","to, as, as",,"success, market, fta",,,,,,,mercosur,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The key to all this was , and is , the Panama Canal .",key,"det(key-2, The-1) nmod:to(key-2, this-5) nsubj(was-6, key-2) nsubj(is-9, key-2) ",NN,,VBD,was,be,,,,to this,to,,this,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"It is this shift from the visual to the vocal that is the key to fieldwork , not only because the anthropological endeavor is based on a two-sided , or multi-sided dialogue ( Bakhtin 1981 ; Tedlock 1979 ) rather than a one-sided gaze , but its anti-positivist theories turn on sophisticated analyses of the sign , its changing form and an appreciation of the complexity of the play of meaning .",key,"nsubj(key-14, vocal-10) cop(key-14, is-12) det(key-14, the-13) acl(key-14, fieldwork-16) acl:relcl(vocal-10, key-14) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
The ability to control the sea routes through the possession of islands was the key to both its military and commercial power in the Mediterranean .,key,"nsubj(key-15, ability-2) cop(key-15, was-13) det(key-15, the-14) nmod:to(key-15, power-22) nmod:in(key-15, Mediterranean-25) root(ROOT-0, key-15) ",NN,,VBD,,,was,be,,"to power, in Mediterranean","to, in",,"power, mediterranean",the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The first area , on the right hand side of the touchpad , consisted of a series of "" event keys "" ( see Table 1 ) .",keys,"case(keys-21, of-18) compound(keys-21, event-20) nmod:of(series-17, keys-21) ",NNS,,,,,,,,of series,of,series,,,,,event,,,,,,,,,,,,,plural,,[],unknown,unknown
"suggests that ultimately the perceptions his emphasis formulated about physical activity provide the key to future motivation and participation . """,key,"det(key-14, the-13) dobj(provide-12, key-14) ",NN,,VBP,,,provide,provide,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
The philosophical and logistical concerns that formed the underlying structure of SUPPORT-PE were based on the key aims for the collaboration established by the TDT ( See table 3 ) .,key,"case(key-17, on-15) det(key-17, the-16) nmod:on(based-14, key-17) ",NN,,,,,,,,on based,on,based,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"One male player put it succinctly , "" The men are even , but the women are the key to winning games . """,key,"nsubj(key-19, women-16) cop(key-19, are-17) det(key-19, the-18) nmod:to(key-19, games-22) conj:but(put-4, key-19) ",NN,,VBP,,,are,be,,to games,to,,games,the,but,put,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"With the heightened political and ideological competition of the Cold War , land reform became the key to popular legitimacy .",key,"det(key-17, the-16) xcomp(became-15, key-17) ",NN,,VBD,,,became,become,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"He concludes that the key for high home ownership rates seem to be low land prices , an advanced mortgage finance system , and an efficient home building industry .",key,"det(key-5, the-4) nmod:for(key-5, rates-10) nsubj(seem-11, key-5) nsubj(prices-16, key-5) ",NN,,VBP,seem,seem,,,,for rates,for,,rates,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
Women 's reactions to their detention provide us with a key to the patterns of life within the institution and to the varied relationship between the prison and the community whose varied interests it served .,key,"case(key-11, with-9) det(key-11, a-10) nmod:to(key-11, patterns-14) cc(key-11, and-20) nmod:with(provide-7, key-11) ",NN,,,,,,,,"to patterns, with provide","to, with",provide,patterns,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
She then left him her hotel key .,key,"nsubj(key-7, him-4) nmod:poss(key-7, her-5) compound(key-7, hotel-6) xcomp(left-3, key-7) ",NN,,,,,,,,,,,,,,,hotel,,,her,,,,,,,,,,singular,,[],unknown,unknown
"EXTENDED COVERAGE FOR ALL : THE STANDARD BENEFITS PACKAGE <p> One key to the salability of the Clinton plan is the standardization of a benefit package that is a bit richer , more comprehensive , and more secure than the one many Americans have today .",key,"det(key-12, THE-6) compound(key-12, STANDARD-7) compound(key-12, BENEFITS-8) compound(key-12, PACKAGE-9) compound(key-12, <p>-10) nummod(key-12, One-11) nmod:to(key-12, salability-15) dep(ALL-4, key-12) ",NN,,,,,,,,to salability,to,,salability,the,,,"standard, benefits, package",,,,one,,,,,,,one,other,singular,,['O-DEN'],countable,unknown
The key to Hamilton 's scheme was to ennoble the commercial enterprise by making its goals lofty .,key,"det(key-2, The-1) nmod:to(key-2, scheme-6) nsubj(was-7, key-2) nsubj(ennoble-9, key-2) ",NN,,VBD,was,be,,,,to scheme,to,,scheme,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> Second , gradualism was the key to Taiwan 's stability during change .",key,"advmod(key-7, <p>-1) advmod(key-7, Second-2) nsubj(key-7, gradualism-4) cop(key-7, was-5) det(key-7, the-6) nmod:to(key-7, stability-11) nmod:during(key-7, change-13) root(ROOT-0, key-7) ",NN,,VBD,,,was,be,,"to stability, during change","to, during",,"stability, change",the,,,,,,,,second,,,,,,,,singular,ambiguous,[],unknown,unknown
By 6 a.m. his room key was in the key repository .,key,"nmod:poss(key-6, his-4) compound(key-6, room-5) nsubj(repository-11, key-6) ",NN,,VBD,was,be,,,,,,,,,,,room,,,his,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> The keys to this benefit are group scheduling software and a network .,keys,"det(keys-3, The-2) nmod:to(keys-3, benefit-6) nsubj(software-10, keys-3) ",NNS,,VBP,are,be,,,,to benefit,to,,benefit,the,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"A must for using Windows without a mouse , the program gives you instant task switching and launching of applications using hot keys .",keys,"amod(keys-23, hot-22) dobj(using-21, keys-23) ",NNS,,VBG,,,using,use,,,,,,,,,,hot,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> ( n51 ) "" Just as high savings and investment and high R &D; are the key to the dynamic evolution of comparative advantage at the macroeconomic level , the key to such an evolution at the microeconomic level is competition among private enterprises to sort out extremely risky undertakings in new technologies . """,key,"nsubj(key-20, n51-3) cop(key-20, are-18) det(key-20, the-19) nmod:to(key-20, evolution-24) ccomp(competition-44, key-20) ",NN,,VBP,,,are,be,,to evolution,to,,evolution,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"<p> ( n51 ) "" Just as high savings and investment and high R &D; are the key to the dynamic evolution of comparative advantage at the macroeconomic level , the key to such an evolution at the microeconomic level is competition among private enterprises to sort out extremely risky undertakings in new technologies . """,key,"det(key-34, the-33) nmod:to(key-34, evolution-38) nsubj(competition-44, key-34) ",NN,,VBZ,is,be,,,,to evolution,to,,evolution,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Moreover , most industry analysts believe that the key to the future of the computer industry is with software , which American companies continue to dominate despite yeb another targeting by MITI .",key,"det(key-9, the-8) nmod:to(key-9, future-12) nsubj(software-19, key-9) ",NN,,VBZ,is,be,,,,to future,to,,future,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The key is to ensure that we utilize an integrated program of source reduction , recycling , incineration , and landfills using state-of-the-art technology .",key,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(ensure-5, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
The key is to discover the type of motivation which develops and builds personal interest .,key,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(discover-5, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
<p> On-going self-efficacy assessment is the key for establishing accurate efficacy profiles .,key,"nsubj(key-7, assessment-4) cop(key-7, is-5) det(key-7, the-6) acl(key-7, establishing-9) root(ROOT-0, key-7) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Table 1 S-Shaped Data Set PREFORMATTED TABLE Table 2 Values of Y1 based on LSR and LAD PREFORMATTED TABLE <p> GRAPHS : Graph 1 : S-Shaped Data with and without Outliers <p> 
##4009175 Relationship may be the key we have been searching for to dramatically change education .",key,"nsubj(key-39, Values-10) aux(key-39, may-36) cop(key-39, be-37) det(key-39, the-38) acl:relcl(key-39, searching-43) root(ROOT-0, key-39) ",NN,,VB,,,be,be,,,,,,the,,,,,,,,,,,,may,,,,singular,ambiguous,[],unknown,nonverdical
"Future teachers realize that flexibility is the key in making a lesson presentation , organization of the topic strengthens confidence , and not overwhelming the students with too many mathematical concepts makes a lesson clearer .",key,"mark(key-8, that-4) nsubj(key-8, flexibility-5) cop(key-8, is-6) det(key-8, the-7) acl(key-8, making-10) ccomp(key-8, strengthens-19) cc(key-8, and-22) conj:and(key-8, makes-32) ccomp(realize-3, key-8) ",NN,,VBZ,,,is,be,,,,,,the,and,makes,,,,,,,,,,,that,,,singular,singular,[],unknown,nonverdical
The key to making a lecture work as an instructional tool is for the teacher to employ some of the things that we know about human information processing while he or she is lecturing .,key,"det(key-2, The-1) acl(key-2, making-4) nsubj(teacher-15, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Hard Work <p> A successful administrator volunteered that the "" willingness to work the long , long hours required in a senior high principalship "" was a key to success .",key,"ccomp(key-28, <p>-3) cop(key-28, was-26) det(key-28, a-27) nmod:to(key-28, success-30) root(ROOT-0, key-28) ",NN,,,,,,,,to success,to,,success,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"All the programs provide an answer key , and some programs automatically list page numbers on which the information is discussed in the textbook .",key,"det(key-7, an-5) compound(key-7, answer-6) dobj(provide-4, key-7) ",NN,,VBP,,,provide,provide,,,,,,an,,,answer,,,,,,,,,,,an,unit,singular,plural,"['A+N', 'EX-PL']",countable,unknown
"The computer will automatically generate answer sheets and an answer key , with appropriate cross-references to pages from the textbook .",key,"det(key-11, an-9) compound(key-11, answer-10) dobj(generate-5, key-11) conj:and(sheets-7, key-11) ",NN,,VB,,,generate,generate,,,,,,an,and,sheets,answer,,,,,,,,,,,an,unit,singular,ambiguous,['A+N'],countable,unknown
Individual ability is n't the key as much as the effort the student puts in .,key,"nsubj(key-6, ability-2) cop(key-6, is-3) neg(key-6, n't-4) det(key-6, the-5) advmod(key-6, much-8) dep(key-6, puts-14) root(ROOT-0, key-6) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,much,,,,,,,,singular,singular,[],unknown,unknown
The key to using tests to maximum benefit is knowing how and when to administer/hem .,key,"det(key-2, The-1) acl(key-2, using-4) nsubj(knowing-10, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
It appears that one of the most important keys to maintaining a child 's interest is to help these children read books and to ensure that he/she is being challenged .,keys,"case(keys-9, of-5) det(keys-9, the-6) amod(keys-9, important-8) acl(keys-9, maintaining-11) nmod:of(one-4, keys-9) ",NNS,,,,,,,,of one,of,one,,the,,,,important,,,,,,,,,,,,plural,,[],unknown,unknown
"She feels strongly that teachers ( and parents ) hold the key to her success because they "" give you an education . """,key,"det(key-12, the-11) dobj(hold-10, key-12) ",NN,,VBP,,,hold,hold,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
I hold the key to my success .,key,"det(key-4, the-3) dobj(hold-2, key-4) ",NN,,VBP,,,hold,hold,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
The ability to look at a given charting problem from many different perspectives is likely the key to finding the best solution .,key,"nsubj(key-17, ability-2) cop(key-17, is-14) advmod(key-17, likely-15) det(key-17, the-16) acl(key-17, finding-19) root(ROOT-0, key-17) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,likely,,,,,,,,singular,singular,[],unknown,unknown
"Others can sing songs recognizably when they choose the pitch level and the key themselves , but they have trouble adjusting their voices to sing pitches , patterns , or songs in unison with other voices or instruments .",key,"det(key-14, the-13) conj:and(level-11, key-14) nsubj(themselves-15, key-14) ",NN,,,,,,,,,,,,the,and,level,,,,,,,,,,,,,,singular,,[],unknown,unknown
"We would do well today to play the primary chords of the key , sing and echo the tonic and the initial pitch , or sing and echo the do-mi-so pattern and the first pitch .",key,"case(key-13, of-11) det(key-13, the-12) nmod:of(chords-10, key-13) ",NN,,,,,,,,of chords,of,chords,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Both have value and can coexist ; the key is balance .,key,"det(key-9, the-8) nsubj(balance-11, key-9) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"5 <p> Unity is recognized as whatever holds the work together : melodic emphasis , programmatic interests , orchestration , key , and form .",key,"dobj(holds-8, key-21) conj:and(work-10, key-21) ",NN,,VBZ,,,holds,hold,,,,,,,and,work,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Since a singer can not depress a valve , strike a key , or physically manipulate any part of the vocal musculature to produce a given pitch or quality of tone , he or she must rely on the use of mental images .",key,"det(key-12, a-11) dobj(strike-10, key-12) ",NN,,VB,,,strike,strike,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"<p> The power of suggestion , or the "" think system "" as espoused by the famous ( or infamous ) Professor Harold Hill in The Music Man , does not work for students who must manipulate the keys or valves of an instrument .",keys,"det(keys-39, the-38) cc(keys-39, or-40) conj:or(keys-39, valves-41) nmod:of(keys-39, instrument-44) dobj(manipulate-37, keys-39) ",NNS,,VB,,,manipulate,manipulate,,of instrument,of,,instrument,the,or,valves,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
