sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
At moments of crisis verses of scripture or the words of a sermon could give her courage and peace of mind.,peace,"dobj(give-15, peace-19) conj:and(courage-17, peace-19) ",NN,,VB,,,give,give,,,,,,,and,courage,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Months before her engagement she wrote , "" Women may seek for peace and joy and happiness but after all the most blissfully peaceful and restful moments of a woman 's life are those in the arms of him who loves her , "" and she later described love as "" the one great thing of life , however great the sacrifice . """,peace,"case(peace-13, for-12) cc(peace-13, and-14) conj:and(peace-13, joy-15) cc(peace-13, and-16) conj:and(peace-13, happiness-17) nmod:for(seek-11, peace-13) ",NN,,,,,,,,for seek,for,seek,,,"and, and","joy, happiness",,,,,,,,,,,,,,singular,,[],unknown,unknown
"Consequently , all states would be reluctant to initiate conflict -- in theory , balance , order , and peace would be preserved .",peace,"nmod:in(reluctant-7, peace-20) conj:and(theory-13, peace-20) ",NN,,,,,,,,in reluctant,in,reluctant,,,and,theory,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Frankly , Morgenthau focused the majority of his analysis and discussion on creating and maintaining a theoretical framework to preserve peace .",peace,"dobj(preserve-20, peace-21) ",NN,,VB,,,preserve,preserve,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> Given the realist premise that war is the primary mechanism for change in the international system , Morgenthau , nevertheless , emphasized the need to preserve peace rather than promote peaceful change .",peace,"dobj(preserve-27, peace-28) ",NN,,VB,,,preserve,preserve,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> War is certainly a circumstance to be avoided , but how , then , might change be instituted under conditions of prolonged and sustained peace ?",peace,"case(peace-26, of-22) amod(peace-26, prolonged-23) amod(peace-26, sustained-25) nmod:of(conditions-21, peace-26) ",NN,,,,,,,,of conditions,of,conditions,,,,,,"prolonged, sustained",,,,,,,,,,,,singular,,[],unknown,unknown
"In his writings , peace was equated not with change , but with policies that cultivated stability and enhanced a geopolitical status quo .",peace,"nsubjpass(equated-7, peace-5) nsubjpass(enhanced-19, peace-5) ",NN,,VBN,equated,equate,,,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Once a status quo was in place , the "" preconditions for permanent peace "" could be established ( 519 ) .",peace,"case(peace-14, for-12) amod(peace-14, permanent-13) nmod:for(preconditions-11, peace-14) ",NN,,,,,,,,for preconditions,for,preconditions,,,,,,permanent,,,,,,,,,,,,singular,,[],unknown,unknown
"It is this balance , according to Waltz , that acts as the determining factor of war or peace .",peace,"nmod:of(factor-15, peace-19) conj:or(war-17, peace-19) ",NN,,,,,,,,of factor,of,factor,,,or,war,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Unlike Morgenthau , who believed that the continuity of this balance -- and , therefore , peace -- could be maintained by skilled statesmen , for Waltz "" the balance of power is not so much imposed by statesmen on events as it is imposed by events on statesmen "" ( Waltz 1959 , 209 ) .",peace,"cc(peace-17, and-13) dep(peace-17, therefore-15) dep(balance-11, peace-17) ",NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Although he recognizes that the United States has a significant role to play in the world , like other supporters of autarky , Perot would sooner use the so-called peace dividend to shore-up the U.S. economy than for sending American troops to far-off lands of little consequence to U.S. security , such as Somalia and Bosnia .",peace,"compound(dividend-31, peace-30) ",NN,,VB,,,use,use,,,,,,,,,dividend,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"If not , then will U.S. policy resort to isolationism and write-off those parts of the world that are not democratic or , as some scholars have already suggested , divide the world into zones of conflict and zones of peace ( Singer and Wildavsky 1993 ) , or will policy dedicate itself to creating a totally democratic world ?",peace,"case(peace-41, of-40) nmod:of(zones-39, peace-41) ",NN,,,,,,,,of zones,of,zones,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Although this is partly true , the mere fact that they share values is no guarantee of peace .",peace,"case(peace-18, of-17) nmod:of(guarantee-16, peace-18) ",NN,,,,,,,,of guarantee,of,guarantee,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
13 The quiet of customary life is to be guarded as the keeper of a more far-reaching peace -- that of society itself .,peace,"case(peace-18, of-14) det(peace-18, a-15) amod(peace-18, far-reaching-17) dep(peace-18, itself-23) nmod:of(keeper-13, peace-18) ",NN,,,,,,,,of keeper,of,keeper,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
Larvatus prodeo -- masked I go forward -- was the first and last rule of Descartes in trying to work in peace.,peace,"case(peace-22, in-21) nmod:in(work-20, peace-22) ",NN,,,,,,,,in work,in,work,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Some of its highest functionaries-civilian and military-either headed for exile in the United States or sought to make their peace with Castro 's rebels .,peace,"nmod:poss(peace-20, their-19) dobj(make-18, peace-20) ",NN,,VB,,,make,make,,,,,,,,,,,,their,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Such theories tend to view relationships between polarity or lateralism and other variables ( for example , stability , peace or openness ) as timeless .",peace,"nmod:for(variables-13, peace-20) conj:or(example-16, peace-20) ",NN,,,,,,,,for variables,for,variables,,,or,example,,,,,,,,,,,,,,singular,,[],unknown,unknown
"It assumes that polarity or lateralism is a matter of choice , implying that scholars and policy makers must recognize and choose the correct polarity or lateralism to achieve peace or openness .",peace,"cc(peace-30, or-31) conj:or(peace-30, openness-32) dobj(achieve-29, peace-30) ",NN,,VB,,,achieve,achieve,,,,,,,or,openness,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"6 For example , the postwar emphasis on multilateralism often is attributed to deliberate U.S. choice , based on American policy makers ' disillusionment with prewar non-multilateral institutions ' failure to preserve the peace or an open world economy .",peace,"det(peace-34, the-33) cc(peace-34, or-35) conj:or(peace-34, economy-39) dobj(preserve-32, peace-34) ",NN,,VB,,,preserve,preserve,,,,,,the,or,economy,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Thus , proposals for economic cooperation should be judged primarily by their promotion of peace , rather than simply by their direct economic effect .",peace,"case(peace-15, of-14) nmod:of(promotion-13, peace-15) ",NN,,,,,,,,of promotion,of,promotion,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The strategy of achieving peace through incremental cooperation in areas of mutual advantage , such as trade , is problematic .",peace,"dobj(achieving-5, peace-6) ",NN,,VBG,,,achieving,achieve,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"1 <p> Despite objections from such radicals , most in the region view economic cooperation as a step towards peace .",peace,"case(peace-20, towards-19) nmod:towards(step-18, peace-20) ",NN,,,,,,,,towards step,towards,step,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"That is , prosperity and peace through cooperation or poverty and war.",peace,"conj:and(prosperity-4, peace-6) ",NN,,,,,,,,,,,,,and,prosperity,,,,,,,,,,,,,,singular,,[],unknown,unknown
Such resistance could continue for decades after a comprehensive peace treaty .,peace,"compound(treaty-11, peace-10) ",NN,,,,,,,,,,,,,,,treaty,,,,,,,,,,,,,singular,,[],unknown,unknown
They have been at peace for 70 years ; their troops serve under common North Atlantic Treaty Organization ( NATO ) command .,peace,"nsubj(peace-5, They-1) aux(peace-5, have-2) cop(peace-5, been-3) case(peace-5, at-4) nmod:for(peace-5, years-8) parataxis(peace-5, serve-12) root(ROOT-0, peace-5) ",NN,,VBN,,,been,be,,for years,for,,years,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Each can contribute to peace through its political impact , but the economic impact is not likely to be large beyond Palestinian territories .",peace,"case(peace-5, to-4) nmod:to(contribute-3, peace-5) ",NN,,,,,,,,to contribute,to,contribute,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Such projects will not cement the recent peace accord .,peace,"compound(accord-9, peace-8) ",NN,,VB,,,cement,cement,not,,,,,,,,accord,,,,,,,,,,,,,singular,ambiguous,[],unknown,verdical
"Besides , they take years to reach maturity , at which point opinions about the peace accord will have solidified ; therefore , the projects themselves will not have much impact on how the peace accord is viewed .",peace,"compound(accord-17, peace-16) ",NN,,,,,,,,,,,,,,,accord,,,,,,,,,,,,,singular,,[],unknown,unknown
"Besides , they take years to reach maturity , at which point opinions about the peace accord will have solidified ; therefore , the projects themselves will not have much impact on how the peace accord is viewed .",peace,"compound(accord-36, peace-35) ",NN,,VBN,viewed,view,,,,,,,,,,,accord,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Money spent on salaries does n't create development , but it creates survival , it creates momentum for peace and for the agreement.",peace,"case(peace-19, for-18) nmod:for(creates-16, peace-19) ",NN,,,,,,,,for creates,for,creates,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The fact is that in some cases , autonomous Palestinian institutions -- operating on a smaller scale at higher cost than their Israeli counterparts -- may be a better way to promote peace between the two peoples .",peace,"nmod:between(peace-33, peoples-37) dobj(promote-32, peace-33) ",NN,,VB,,,promote,promote,,between peoples,between,,peoples,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> In sum , aid could play a role in promoting Arab-Israeli economic and political cooperation and in increasing support for the peace process , especially by showing impoverished Palestinians that peace can bring prosperity .",peace,"compound(process-24, peace-23) ",NN,,,,,,,,,,,,,,,process,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> In sum , aid could play a role in promoting Arab-Israeli economic and political cooperation and in increasing support for the peace process , especially by showing impoverished Palestinians that peace can bring prosperity .",peace,"nsubj(bring-34, peace-32) ",NN,,VB,bring,bring,,,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
23 Tourism offers promising opportunities for demonstrating the material reward from Arab-Israeli peace .,peace,"case(peace-13, from-11) amod(peace-13, Arab-Israeli-12) nmod:from(demonstrating-7, peace-13) ",NN,,,,,,,,from demonstrating,from,demonstrating,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Tourists -- vacationers and business travelers -- would rather visit a country with a government which promotes peace and upholdes justice .,peace,"cc(peace-18, and-19) conj:and(peace-18, upholdes-20) compound(justice-21, peace-18) ",NN,,VBZ,,,promotes,promote,,,,,,,and,upholdes,justice,,,,,,,,,,,,,singular,singular,[],unknown,unknown
<p> A word of caution is in order about whether economic cooperation in fact contributes to peace .,peace,"case(peace-17, to-16) nmod:to(contributes-15, peace-17) ",NN,,,,,,,,to contributes,to,contributes,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
This fact should be considered carefully by all those who expect economic cooperation to bring peace to the region .,peace,"dobj(bring-15, peace-16) ",NN,,VB,,,bring,bring,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
28 The peace accord has the best chances for securing the approval of skeptical Palestinian public opinion if it can deliver higher incomes -- especially if incomes increase quickly before public attitudes gel .,peace,"compound(accord-4, peace-3) ",NN,,,,,,,,,,,,,,,accord,,,,,,,,,,,,,singular,,[],unknown,unknown
"Current donor and Israeli policies are laying the foundation for sustainable rapid growth in the medium-term if peace flowers , but the donor and Israeli economic policies are doing little to help peace take root .",peace,"case(peace-18, if-17) nmod:if(medium-term-16, peace-18) ",NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Current donor and Israeli policies are laying the foundation for sustainable rapid growth in the medium-term if peace flowers , but the donor and Israeli economic policies are doing little to help peace take root .",peace,"nsubj(take-34, peace-33) ",NN,,VB,take,take,,,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> In "" Justice Lewis F. Powell , Jr. : A Biography "" ( New York City : Charles Scribner 's Sons , 1994 ) , Jeffries offers this insight into the impact of that education : "" After fifteen years of capital cases , Powell knew firsthand their deadly hold on the judge 's peace of mind .",peace,"case(peace-56, on-52) nmod:poss(peace-56, judge-54) nmod:of(peace-56, mind-58) nmod:on(knew-47, peace-56) ",NN,,,,,,,,"of mind, on knew","of, on",knew,mind,,,,,,,judge,,,,,,,,,,singular,,[],unknown,unknown
"<p> For a more secure and peaceful world to become a reality , there needs to be a structure for peace in the world .",peace,"case(peace-21, for-20) nmod:in(peace-21, world-24) nmod:for(structure-19, peace-21) ",NN,,,,,,,,"in world, for structure","in, for",structure,world,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"With the end of the cold war and recent experience of the Gulf crisis , an apparent increased willingness to pursue through collective action and international institutions an increasing range of **28;320;TOOLONG international community interests -- such as the maintenance of international peace and security , human rights , and environmental preservation , even where this may to some extent intrude on matters traditionally considered as reserved to the sovereignty or "" domestic jurisdiction "" of states .",peace,"case(peace-48, of-46) amod(peace-48, international-47) cc(peace-48, and-49) conj:and(peace-48, security-50) conj:and(peace-48, rights-53) cc(peace-48, and-55) conj:and(peace-48, preservation-57) nmod:of(maintenance-45, peace-48) ",NN,,,,,,,,of maintenance,of,maintenance,,,"and, and, and","security, rights, preservation",,international,,,,,,,,,,,,singular,,[],unknown,unknown
"In those peace treaties , the German territorial princes were recognized as being absolute sovereigns over the defined limits of their territory .",peace,"compound(treaties-4, peace-3) ",NN,,,,,,,,,,,,,,,treaties,,,,,,,,,,,,,singular,,[],unknown,unknown
"They stated that , because of their special responsibility for the maintenance of international peace and security , the special voting power was an essential condition for the creation of the Organization .",peace,"case(peace-15, of-13) amod(peace-15, international-14) cc(peace-15, and-16) conj:and(peace-15, security-17) nmod:of(maintenance-12, peace-15) ",NN,,,,,,,,of maintenance,of,maintenance,,,and,security,,international,,,,,,,,,,,,singular,,[],unknown,unknown
"itself , a police action for humanitarian reasons may be justified , even in a case of a non-international conflict , if the situation is considered serious enough to constitute a threat to international peace and security and thus within the purview of Chapter VII of the Charter .",peace,"case(peace-35, to-33) amod(peace-35, international-34) conj(peace-35, security-37) nmod:to(constitute-30, peace-35) ",NN,,,,,,,,to constitute,to,constitute,,,,security,,international,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> On April 5 of 1991 , the Security Council adopted Resolution 688 in which it referred specifically to its responsibility for the maintenance of international peace and security and insisted "" that Iraq allow immediate access by international humanitarian organizations to all those in need of assistance in all parts of Iraq and to make available all necessary facilities for their operations . """,peace,"case(peace-27, of-25) amod(peace-27, international-26) cc(peace-27, and-28) conj:and(peace-27, security-29) nmod:of(maintenance-24, peace-27) ",NN,,,,,,,,of maintenance,of,maintenance,,,and,security,,international,,,,,,,,,,,,singular,,[],unknown,unknown
<p> The fact remains that there is a need in the international community for the system of sovereign states to evolve in such a way that a greater degree of peace and security in the world becomes possible .,peace,"case(peace-31, of-30) cc(peace-31, and-32) conj:and(peace-31, security-33) nmod:in(peace-31, world-36) nmod:of(degree-29, peace-31) ",NN,,,,,,,,"in world, of degree","in, of",degree,world,,and,security,,,,,,,,,,,,,,singular,,[],unknown,unknown
"This is clearly consistent with what my church has been doing since Vatican II , namely preaching the linking of peace in justice and faith in justice .",peace,"case(peace-21, of-20) nmod:in(peace-21, justice-23) nmod:in(peace-21, faith-25) nmod:of(linking-19, peace-21) ",NN,,,,,,,,"in justice, in faith, of linking","in, in, of",linking,"justice, faith",,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"These were ; 1 ) crimes against peace , i.e.",peace,"case(peace-8, against-7) appos(peace-8, i.e.-10) nmod:against(crimes-6, peace-8) ",NN,,,,,,,,against crimes,against,crimes,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
s International Law Commission which has endeavored to develop a code of crimes against the peace and security of mankind and to draft provisions for an international criminal court .,peace,"case(peace-16, against-14) det(peace-16, the-15) cc(peace-16, and-17) conj:and(peace-16, security-18) nmod:of(peace-16, mankind-20) nmod:against(crimes-13, peace-16) ",NN,,,,,,,,"of mankind, against crimes","of, against",crimes,mankind,the,and,security,,,,,,,,,,,,,,singular,,[],unknown,unknown
"As evidence of some progress in this area , I do want to note that in 1991 the International Law Commission did come up with a first draft of a code of crimes against the peace and security of mankind .",peace,"case(peace-36, against-34) det(peace-36, the-35) cc(peace-36, and-37) conj:and(peace-36, security-38) nmod:of(peace-36, mankind-40) nmod:against(crimes-33, peace-36) ",NN,,,,,,,,"of mankind, against crimes","of, against",crimes,mankind,the,and,security,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> In retrospect , it seems to me that a golden moment was lost in which a blow for peace and security could have been taken to secure a better world .",peace,"case(peace-20, for-19) cc(peace-20, and-21) conj:and(peace-20, security-22) nmod:for(blow-18, peace-20) ",NN,,,,,,,,for blow,for,blow,,,and,security,,,,,,,,,,,,,,singular,,[],unknown,unknown
in the drive to establish an international criminal court which would apply a code of crimes against the peace and security of mankind .,peace,"case(peace-19, against-17) det(peace-19, the-18) cc(peace-19, and-20) conj:and(peace-19, security-21) nmod:of(peace-19, mankind-23) nmod:against(crimes-16, peace-19) ",NN,,,,,,,,"of mankind, against crimes","of, against",crimes,mankind,the,and,security,,,,,,,,,,,,,,singular,,[],unknown,unknown
It did not relate to crimes committed in times of peace .,peace,"case(peace-11, of-10) nmod:of(times-9, peace-11) ",NN,,,,,,,,of times,of,times,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Dr. Jahreiss , German defense counsel for Alfred Jodl , summed up very succinctly what was happening when he said , "" What the prosecution is doing when in the name of the world community as an entity it desires to have individuals legally sentenced for their decisions regarding war and peace , is destroying the spirit of the state . """,peace,"nmod:regarding(decisions-49, peace-53) conj:and(war-51, peace-53) ",NN,,,,,,,,regarding decisions,regarding,decisions,,,and,war,,,,,,,,,,,,,,singular,,[],unknown,unknown
"We , and future generations , should never be permitted to forget that Adolf Hitler 's massive aggressions carried out for the purpose of extending the sovereignty of the German state finally resulted in the near obliteration of Germany from the face of the earth , and that the post war agreements made by Germany to limit its sovereignty to make the European Community a workable reality have brought peace , prosperity and security to the German people to a degree never achieved before .",peace,"conj:and(peace-70, prosperity-72) cc(peace-70, and-73) conj:and(peace-70, security-74) dobj(brought-69, peace-70) ",NN,,VBN,,,brought,bring,,,,,,,"and, and","prosperity, security",,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
If there is a negotiated peace -- and I have talked with the New York Times reporter who covered the war -- they are more likely to insist being forgiven for their sins .,peace,"det(peace-6, a-4) amod(peace-6, negotiated-5) nsubj(is-3, peace-6) ",NN,,VBZ,is,be,,,,,,,,a,,,,negotiated,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
"<p> In other words , the terms of the negotiated peace might include at the Serb 's demand , some exemption from punishment .",peace,"case(peace-11, of-8) det(peace-11, the-9) amod(peace-11, negotiated-10) nmod:of(terms-7, peace-11) ",NN,,,,,,,,of terms,of,terms,,the,,,,negotiated,,,,,,,,,,,,singular,,[],unknown,unknown
"What you have to worry about for this Tribunal is the possibility of peace terms , under which if there are concessions made by the Serbs , there might be concessions on trying Serbian war criminals .",peace,"compound(terms-15, peace-14) ",NN,,,,,,,,,,,,,,,terms,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> And a related issue is , it seems that the resolution that has been passed with respect to Bosnia turns Nuremberg on its head , because it specifically avoids trying the Serbs for crimes against peace , and yet , as I understand it , it is the very crime against peace which was the lynch pin of the Nuremberg prosecution .",peace,"case(peace-37, against-36) nmod:against(crimes-35, peace-37) ",NN,,,,,,,,against crimes,against,crimes,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> And a related issue is , it seems that the resolution that has been passed with respect to Bosnia turns Nuremberg on its head , because it specifically avoids trying the Serbs for crimes against peace , and yet , as I understand it , it is the very crime against peace which was the lynch pin of the Nuremberg prosecution .",peace,"case(peace-53, against-52) nmod:against(crime-51, peace-53) ",NN,,,,,,,,against crime,against,crime,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Now , with Saddam , there were crimes against peace , because the tanks rolled into Kuwait and the armies were marching ; you had televised evidence there , So there was a perfect opportunity to charge Sad-dam with crimes against peace .",peace,"case(peace-11, against-10) nmod:against(crimes-9, peace-11) ",NN,,,,,,,,against crimes,against,crimes,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Now , with Saddam , there were crimes against peace , because the tanks rolled into Kuwait and the armies were marching ; you had televised evidence there , So there was a perfect opportunity to charge Sad-dam with crimes against peace .",peace,"case(peace-43, against-42) nmod:against(crimes-41, peace-43) ",NN,,,,,,,,against crimes,against,crimes,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
This theme was one side of his continuing struggle for recognition of the arts as powerful tools for world peace .,peace,"case(peace-20, for-18) compound(peace-20, world-19) nmod:for(tools-17, peace-20) ",NN,,,,,,,,for tools,for,tools,,,,,world,,,,,,,,,,,,,singular,,[],unknown,unknown
"Perhaps it is not surprising that a man whose life was marked by two world wars , the worst depression in history , and the threat of nuclear annihilation should be so committed to world peace .",peace,"case(peace-36, to-34) compound(peace-36, world-35) nmod:to(committed-33, peace-36) ",NN,,,,,,,,to committed,to,committed,,,,,world,,,,,,,,,,,,,singular,,[],unknown,unknown
Conclusion <p> The immediate post-war period promised peace at the same time as it ushered in massive social change .,peace,"dobj(promised-7, peace-8) ",NN,,VBD,,,promised,promise,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"It is at work in couples who fight and make up , in political parties that contest and compromise , in nations that wage war and engage in peace talks .",peace,"compound(talks-30, peace-29) ",NN,,,,,,,,,,,,,,,talks,,,,,,,,,,,,,singular,,[],unknown,unknown
"Muley Abbas had been the commander of the Moroccan forces during the 1859-60 "" Guerra de Africa "" ; then he negociated the peace treaty , and subsequently worked for Moroccan-Span-ish friendship .",peace,"compound(treaty-25, peace-24) ",NN,,VBD,,,negociated,negociate,,,,,,,,,treaty,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Unfortunately the stag went out to the forest with four wild deer on ... that morning .... "" ) 8 For Heinric , the moment is fraught with ominous foreboding : this is the animal whose life is coterminous with primitive peace in Italy , whose death will signal the start of hostilities between the indigenous Rutulians and the invading Trojans .",peace,"case(peace-42, with-40) amod(peace-42, primitive-41) nmod:in(peace-42, Italy-44) ref(peace-42, whose-46) acl:relcl(peace-42, signal-49) nmod:with(coterminous-39, peace-42) nmod:poss(death-47, peace-42) ",NN,,,,,,,,"in Italy, with coterminous","in, with",coterminous,italy,,,,,primitive,death,,,,,,,,,,,singular,,[],unknown,unknown
"If so , the candies burning in the animal 's antlers become a harbinger not of impending disaster but of eventual order and peace .",peace,"conj:and(order-22, peace-24) ",NN,,,,,,,,,,,,,and,order,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Sylvia 's pet stag is turned into a marvelous animal , evocative of the legendary unicorn , adumbrating the ordo novus of the 1160s ; or else , for Heinric , the scene forebodes ill and the stag 's death announces the end of peace in Latium .",peace,"case(peace-45, of-44) nmod:in(peace-45, Latium-47) nmod:of(end-43, peace-45) ",NN,,,,,,,,"in Latium, of end","in, of",end,latium,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Although the need to make peace with one 's past has been widely commercialized and trivialized -- a segment of the United States public now pays admission to be instructed as to how to "" reclaim an inner child "" in a weekend workshop -- that need can be both legitimate and pressing . """,peace,"dobj(make-5, peace-6) ",NN,,VB,,,make,make,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Roboan 's subjects live in peace and harmony , without "" bollicio malo , "" enjoying a "" vida folgada e muy asosegada . """,peace,"case(peace-6, in-5) cc(peace-6, and-7) conj:and(peace-6, harmony-8) nmod:in(live-4, peace-6) ",NN,,,,,,,,in live,in,live,,,and,harmony,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Justice and peace reign , so that the empire is the envy of surrounding lands ( much as Zifar 's Menton ) .",peace,"conj:and(Justice-1, peace-3) nsubj(reign-4, peace-3) ",NN,,VBZ,reign,reign,,,,,,,,,and,justice,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The maidens take comfort in Oedipus ' passing as he had wished , away from Theseus and lamented by friends in peace .",peace,"case(peace-22, in-21) nmod:in(friends-20, peace-22) ",NN,,,,,,,,in friends,in,friends,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Yet , because of the pettiness of the Spanish State , Max must summarily go to jail for disturbing the peace .",peace,"det(peace-21, the-20) dobj(disturbing-19, peace-21) ",NN,,VBG,,,disturbing,disturb,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> The final two speakers in Sophocles ' drama , Theseus and the chorus , convey an impression of peace .",peace,"case(peace-20, of-19) nmod:of(impression-18, peace-20) ",NN,,,,,,,,of impression,of,impression,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"As far as she is concerned , her paradise will be in Lipari4 where , besides finding the peace reported to have run away to the islands , she will also be free from the past , the present , and the future .",peace,"det(peace-19, the-18) nsubj(reported-20, peace-19) nsubj(run-23, peace-19) ",NN,,VBD,reported,report,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Should she find peace in that same heaven , she will send it to him tied with a Solomonic knot .",peace,"dobj(find-3, peace-4) ",NN,,VB,,,find,find,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Consequently , the peace that she might encounter in a nonexistent heaven that she is not about to seek is no more real than that heaven .",peace,"det(peace-4, the-3) dep(peace-4, encounter-8) nsubj(real-23, peace-4) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> As far as matranos were concerned , peace was not to be found anywhere .",peace,"nsubj(was-10, peace-9) nsubjpass(found-14, peace-9) ",NN,,VBD,was,be,,,not,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,verdical
", schools might develop programs on conflict resolution , peace education , arms control , and international relations ) .",peace,"compound(education-11, peace-10) ",NN,,,,,,,,,,,,,,,education,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The United Nations Educational , Scientific and Cultural Organization ( UNESCO ) was created on December 14 , 1945 , to serve the cause of world peace and humankind by means of cooperation in the fields of education , science , and culture .",peace,"case(peace-28, of-26) compound(peace-28, world-27) nmod:of(cause-25, peace-28) ",NN,,,,,,,,of cause,of,cause,,,,,world,,,,,,,,,,,,,singular,,[],unknown,unknown
"In the preamble of UNESCO 's statutes , the signatories declared <p> that the bulwarks of peace have to be created in the spirit of man since wars originate in the spirit of man .",peace,"case(peace-17, of-16) nmod:of(bulwarks-15, peace-17) ",NN,,,,,,,,of bulwarks,of,bulwarks,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> that the proliferation of culture and the education of man for justice , freedom and peace are indispensable for the dignity of man .",peace,"nmod:for(man-11, peace-17) conj:and(justice-13, peace-17) ",NN,,,,,,,,for man,for,man,,,and,justice,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Against this historical and ideological background we can understand Julian Huxley ( 1966 , p. 74 ) , one of the founding fathers and first secretary general of UNESCO , who called on all scientific disciplines to make their respective contributions to achieving and safeguarding peace and well-being for all people .",peace,"cc(peace-47, and-48) conj:and(peace-47, well-being-49) dobj(achieving-44, peace-47) ",NN,,VBG,,,achieving,achieve,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
