sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
The practice of pasturing cattle in recently harvested and fallowed fields both avoids damage on adjacent crop parcels and encourages landusers to coordinate informally the production of plots in close proximity .,cattle,"dobj(pasturing-4, cattle-5) ",NNS,,VBG,,,pasturing,pasture,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"Quite apart from such crop-specific factors , the large number of cattle in the lower valley requires that grazing be coordinated closely with potato production .",cattle,"case(cattle-12, of-11) nmod:in(cattle-12, valley-16) nmod:of(number-10, cattle-12) ",NNS,,,,,,,,"in valley, of number","in, of",number,valley,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
Marauding cattle so damaged crops in the remaining fields that production was undermined among households that might have been less affected by a labor shortage .,cattle,"amod(cattle-2, Marauding-1) nsubj(damaged-4, cattle-2) ",NNS,,VBD,damaged,damage,,,,,,,,,,,,marauding,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"Trade evidence is circumstantial , because no port records exist , but it is likely that cattle , sheep , leather , and cereals from the Vale of Glamorgan were exported to the West Country .",cattle,"conj:and(cattle-17, sheep-19) conj:and(cattle-17, leather-21) cc(cattle-17, and-23) conj:and(cattle-17, cereals-24) nsubjpass(exported-31, cattle-17) ",NNS,,VBN,exported,export,,,,,,,,,"and, and, and","sheep, leather, cereals",,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
Imported pasture grasses fed to purebred dairy cattle ended the practice of grazing barnyard livestock on spontaneous roadside vegetation .,cattle,"case(cattle-8, to-5) amod(cattle-8, purebred-6) compound(cattle-8, dairy-7) nmod:to(fed-4, cattle-8) ",NNS,,,,,,,,to fed,to,fed,,,,,dairy,purebred,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Nutrients washed into the lake from dairy farms in the basin especially contribute to the problem ; harvesting the unwanted biomass and feeding it to cattle would be a stopgap measure , until a biological solution for each aggressive species can be found .",cattle,"case(cattle-26, to-25) nmod:to(feeding-23, cattle-26) ",NNS,,,,,,,,to feeding,to,feeding,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
When they visited Moline we took them to visit a farm of a thousand acres run by a man and his son and one hired hand ; they had 250 head of cattle and they raised corn and soy beans .,cattle,"case(cattle-33, of-32) nmod:of(head-31, cattle-33) ",NNS,,,,,,,,of head,of,head,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"<p> It seems likely that the Mikea have been foragers since soon after the establishment of agricultural villages , though cattle were once of more importance to them ( Birkeli 1926 ) .",cattle,"nsubj(importance-26, cattle-21) ",NNS,,VBD,were,be,,,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"<p> The inkosi controlled the major economic resources of the kingdom , including not only the immense royal cattle herds , but also the thousands of warriors and women residing at the royal homesteads.",cattle,"cc:preconj(cattle-19, only-15) det(cattle-19, the-16) amod(cattle-19, immense-17) amod(cattle-19, royal-18) dep(cattle-19, herds-20) cc(cattle-19, but-22) conj:and(cattle-19, thousands-25) dobj(including-13, cattle-19) ",NNS,,VBG,,,including,include,,,,,,the,", and","only, thousands",,"immense, royal",,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"3:317 ) , typically in cattle , but the gift was never referred to as payment .",cattle,"nmod(cattle-6, in-5) advmod(cattle-6, but-8) dobj(3:317-1, cattle-6) ",NNS,,,,,,,,,,,,,,,,,,,,but,,,,,,,,ambiguous,,[],unknown,unknown
"At the same time he might occasionally present the makers with gifts of cattle on account of their services "" ( Webb &; Wright 1982 , vol.",cattle,"case(cattle-14, of-13) nmod:on_account_of(cattle-14, services-19) nmod:of(gifts-12, cattle-14) ",NNS,,,,,,,,"on_account_of services, of gifts","on_account_of, of",gifts,services,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"In describing copper working at Mpande 's principal homesteads , Baleni ka Silwana similarly noted that smiths "" used to be rewarded with cattle for their pains "" ( Webb &; Wright 1976 , vol.",cattle,"case(cattle-24, with-23) nmod:for(cattle-24, pains-27) dep(cattle-24, &-31) advmod(cattle-24, vol-36) nmod:with(rewarded-22, cattle-24) ",NNS,,,,,,,,"for pains, with rewarded","for, with",rewarded,pains,,,,,,,,,vol,,,,,,,,ambiguous,,[],unknown,unknown
"Because cattle were highly prized possessions and an indicator of wealth , such gifts attest to the importance of copper and brass among the Zulu in the nineteenth century .",cattle,"nsubj(possessions-6, cattle-2) ",NNS,,VBD,were,be,,,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"Like the Zulu , the early.Nguni-speaking peoples12 were cattle keepers who practiced limited agriculture.",cattle,"compound(keepers-10, cattle-9) ",NNS,,VBD,practiced,practice,,,,,,,,,,,keepers,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"In this way they obtained an important trade commodity that could be exchanged for provisions , including cattle and agricultural products ( Anonymous 1898:135 ; do Couto 1898:197 , 294 ; Vaz d'Almada 1902:76 , 90 ) .",cattle,"case(cattle-18, including-17) cc(cattle-18, and-19) conj:and(cattle-18, products-21) dep(cattle-18, Anonymous-23) nmod:including(provisions-15, cattle-18) ",NNS,,,,,,,,including provisions,including,provisions,,,and,products,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"<p> Madagascar 's rapidly growing human population , which doubled over the last 25 years ago , has cut , burned , slashed , and sawed down most trees to clear land for crops and cattle .",cattle,"nmod:for(clear-31, cattle-36) conj:and(crops-34, cattle-36) ",NNS,,,,,,,,for clear,for,clear,,,and,crops,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"But , while he had found an adequate plastic glove , there was no getting around the fact that good softballs are covered with the skin of cattle and horses .",cattle,"case(cattle-28, of-27) cc(cattle-28, and-29) conj:and(cattle-28, horses-30) nmod:of(skin-26, cattle-28) ",NNS,,,,,,,,of skin,of,skin,,,and,horses,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"The staff , including the doctors , did not speak East European languages and migrants were being prodded along like "" cattle . """,cattle,"case(cattle-22, like-20) nmod:like(prodded-18, cattle-22) ",NNS,,,,,,,,like prodded,like,prodded,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"But already in 1890 , the city authorities , like some of the new migrants , considered the conditions to be intolerable and noted that in one warehouse people had to sleep on the floor like cattle with no furniture or toilet facilities .",cattle,"case(cattle-37, like-36) nmod:with(cattle-37, facilities-43) nmod:like(floor-35, cattle-37) ",NNS,,,,,,,,"with facilities, like floor","with, like",floor,facilities,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
<p> By 1886 the Apaches were confined to San Carlos Reservation without a substitute for their old lifestyle of raiding for cattle and horses .,cattle,"case(cattle-22, for-21) cc(cattle-22, and-23) conj:and(cattle-22, horses-24) nmod:for(raiding-20, cattle-22) ",NNS,,,,,,,,for raiding,for,raiding,,,and,horses,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"In the case of Panama , these are the producers of goods and services : starting with agricultural products and those derived from raising cattle , to manufactured goods ( food-processing , construction , and the like ) , and , finally , those who deliver commercial and financial services .",cattle,"dobj(raising-24, cattle-25) ",NNS,,VBG,,,raising,raise,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"<p> At the present time , 90% of the land formerly covered by forests is now devoted to the raising of cattle .",cattle,"case(cattle-23, of-22) nmod:of(raising-21, cattle-23) ",NNS,,,,,,,,of raising,of,raising,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Almost 98% of the farm loans granted by the state development bank have gone to the cattle industry in the Canal basin ( Garcia , 1986 ) .",cattle,"compound(industry-19, cattle-18) ",NNS,,,,,,,,,,,,,,,industry,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
<p> This support for the cattle industry is essentially a response to the demand for meat in the urban markets of the metropolitan areas .,cattle,"compound(industry-7, cattle-6) ",NNS,,,,,,,,,,,,,,,industry,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"However , the cattle industry is technologically unsophisticated ; as a result , it not only causes serious damage to the environment but its overall productivity is quite low .",cattle,"compound(industry-5, cattle-4) ",NNS,,VBZ,is,be,,,,,,,,,,,industry,,,,,,,,,,,,,ambiguous,singular,[],unknown,unknown
Another detrimental practice is that of maintaining more cattle than the pasturage can support .,cattle,"amod(cattle-9, more-8) dobj(maintaining-7, cattle-9) ",NNS,,VBG,,,maintaining,maintain,,,,,,,,,,more,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"<p> Although , in the beginning , it took one hectare of grass to support one head of cattle , eventually two hectares were required , then three , up til four hectares per head .",cattle,"case(cattle-19, of-18) nmod:of(head-17, cattle-19) ",NNS,,,,,,,,of head,of,head,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"The cattle industry , on a small or medium scale , is barely profitable .",cattle,"compound(industry-3, cattle-2) ",NNS,,VBZ,is,be,,,,,,,,,,,industry,,,,,,,,,,,,,ambiguous,singular,[],unknown,unknown
"Khumbu land use focuses on production of a few varieties of crops and livestock suited for high altitudes ; in the twentieth century it has been based especially on the cultivation of potatoes and buckwheat and on the herding of yak , cattle , and yak-cattle crossbreeds ( Furer-Haimendorf 1975 ; Brower 1991b ; Stevens 1993 ) .",cattle,"nmod:of(herding-39, cattle-43) conj:and(yak-41, cattle-43) ",NNS,,,,,,,,of herding,of,herding,,,and,yak,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Previously only a relatively small percentage of Sherpa households kept cattle , and yak -- especially nak , or female yak -- were by far the most important stock ( Furer-Haimendorf 1975 ) .",cattle,"dobj(kept-10, cattle-11) ",NNS,,VBD,,,kept,keep,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"Although in 1984 the total number of cattle in the region was nearly equal to that of 1957 , nak had declined from 77 percent of regional cattle to only 43 percent ; urang zopkio and yak had increased from 7 percent , not including zopkio that were only briefly herded in Khumbu before being exported to Tibet , to 34 percent ; and zhum and cows had risen from 13 percent to 21 percent ( Furer-Haimendorf 1975 , 1984 ; Bjonness 1980a ; Brower 1991b ; Stevens 1993 ) .",cattle,"case(cattle-8, of-7) nmod:in(cattle-8, region-11) nmod:of(number-6, cattle-8) ",NNS,,,,,,,,"in region, of number","in, of",number,region,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Although in 1984 the total number of cattle in the region was nearly equal to that of 1957 , nak had declined from 77 percent of regional cattle to only 43 percent ; urang zopkio and yak had increased from 7 percent , not including zopkio that were only briefly herded in Khumbu before being exported to Tibet , to 34 percent ; and zhum and cows had risen from 13 percent to 21 percent ( Furer-Haimendorf 1975 , 1984 ; Bjonness 1980a ; Brower 1991b ; Stevens 1993 ) .",cattle,"case(cattle-28, of-26) amod(cattle-28, regional-27) nmod:of(percent-25, cattle-28) ",NNS,,,,,,,,of percent,of,percent,,,,,,regional,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Contrary to earlier reports ( Bjonness 1980a , 67 ) , Khumbu families are not keeping dairy cattle for commercial purposes despite the market demand for milk and cheese created by tourism .",cattle,"compound(cattle-18, dairy-17) nmod:for(cattle-18, purposes-21) dobj(keeping-16, cattle-18) ",NNS,,VBG,,,keeping,keep,not,for purposes,for,,purposes,,,,dairy,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,verdical
"Popular films by themselves can not alter the outcome of current struggles in favor of Indians under siege by developers , miners , cattle ranchers , colonists , and others .",cattle,"compound(ranchers-25, cattle-24) ",NNS,,,,,,,,,,,,,,,ranchers,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
Villagers were prohibited from owning more than five head of cattle and fifty sheep .,cattle,"case(cattle-11, of-10) cc(cattle-11, and-12) conj:and(cattle-11, sheep-14) nmod:of(head-9, cattle-11) ",NNS,,,,,,,,of head,of,head,,,and,sheep,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"As it did elsewhere , the Shining Path initiated a moralization campaign , in which it executed several cattle thieves and ordered local merchants to treat peasants fairly .",cattle,"compound(thieves-20, cattle-19) ",NNS,,VBD,,,executed,execute,,,,,,,,,thieves,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"Ragusans exported large quantities of wool , skins , cattle , and honey from Turkey to Italy , and from Macedonian and Greek ports they exported wheat .",cattle,"nmod:of(quantities-4, cattle-10) conj:and(wool-6, cattle-10) ",NNS,,,,,,,,of quantities,of,quantities,,,and,wool,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"While their husbands seek to provide staple food for the house along with some funds from the sale of their crops , many skillful rural women provide the bulk of the basic necessities for household maintenance , or invest the proceeds in land or cattle ( Hill 1969 ) .",cattle,"nmod:in(proceeds-41, cattle-45) conj:or(land-43, cattle-45) ",NNS,,,,,,,,in proceeds,in,proceeds,,,or,land,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
", receive food , so that cattle should be healthy , and goats .",cattle,"nsubj(healthy-10, cattle-7) ",NNS,,VB,be,be,,,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"<p> Zone V ( 1,065-1,675 meters ) , subtropical hill savannah , is characterized by tall grasses , blackwood , button tree , emblic myrobalam , Wendlandia , wild olive , sal tree , Adina cordifolia , Lagerstroemia parviflora , wild date , teak , and shrubby and spiny genera which cattle avoid such as jujubes , conessi , and Ehretia ( Puri 1960:259-60 ) .",cattle,"nsubj(avoid-54, cattle-53) ",NNS,,VB,avoid,avoid,,,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
They are among the herders who care for the cattle of plainsmen here during the dry summer months when grazing is difficult in the plains .,cattle,"case(cattle-10, for-8) det(cattle-10, the-9) nmod:of(cattle-10, plainsmen-12) nmod:for(care-7, cattle-10) ",NNS,,,,,,,,"of plainsmen, for care","of, for",care,plainsmen,the,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
The usual Tamil would rather deal with forestry officials and graze his cattle in naturally safe but governmentally restricted areas than cope with an environment in which the obstacles are not easily overcome .,cattle,"nmod:poss(cattle-13, his-12) dobj(graze-11, cattle-13) ",NNS,,VB,,,graze,graze,,,,,,,,,,,,his,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
Them are odd cases of them herding cattle for outsiders seasonally .,cattle,"nmod:for(cattle-8, outsiders-10) dobj(herding-7, cattle-8) ",NNS,,VBG,,,herding,herd,,for outsiders,for,,outsiders,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"But unfortunately , the soldiers came anyway , and when the town could not pay , they took all the horses and cattle as ransom .",cattle,"dobj(took-18, cattle-23) conj:and(horses-21, cattle-23) ",NNS,,VBD,,,took,take,,,,,,,and,horses,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"To underscore the seriousness of the situation , Stuckrodt explained that he could "" vow with God and pure truth that there is no way that we can collect this contribution without the few horses and cattle "" and requested that the Landgrave do something to retrieve the animals .",cattle,"nmod:without(collect-29, cattle-37) conj:and(horses-35, cattle-37) ",NNS,,,,,,,,without collect,without,collect,,,and,horses,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Children were particularly useful in attending sheep and cattle , but many of the autobiographies also account for several other tasks entrusted to young children.",cattle,"dobj(attending-6, cattle-9) conj:and(sheep-7, cattle-9) ",NNS,,VBG,,,attending,attend,,,,,,,and,sheep,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"2 65% of the Greenfield heads of household owned horses , 57% ownedoxen , 76% owned cows or cattle , 64% owned goats or sheep , and 57% ownedsome swine ( see Table 1 ) .",cattle,"conj:and(ownedoxen-15, cattle-22) conj:or(cows-20, cattle-22) ",NNS,,,,,,,,,,,,,"and, or","ownedoxen, cows",,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"-- On the outskirts of this town of 39,000 sits a mammoth slaughterhouse where each day , 4,500 head of cattle meet fate , in the form of Monfort Inc. , a subsidiary of agribusiness giant ConAgra .",cattle,"case(cattle-21, of-20) nmod:of(head-19, cattle-21) ",NNS,,,,,,,,of head,of,head,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"<p> PHOTO ( COLOR ) : Sanctions are turning employers into "" involuntary deputies of the INS , "" says Monfort corporate counsel Kay Norton ( here , at the company 's cattle pens in Greeley , Colo . )",cattle,"compound(pens-34, cattle-33) ",NNS,,,,,,,,,,,,,,,pens,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"We included a geologist , a cattle rancher , a partner in a management consulting firm , a casino owner , an educational psychologist , an insurance salesman , and an auto mechanic .",cattle,"compound(rancher-8, cattle-7) ",NNS,,VBD,,,included,include,,,,,,,,,rancher,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"The main characters in the songs are either the cowboys , or the animals with whom the cowboys deal in their everyday life : cattle , mules , birds , etc . """,cattle,"appos(cattle-25, mules-27) dep(animals-14, cattle-25) ",NNS,,,,,,,,,,,,,,,,,,,,,"modified, mules",,mules,,,,,ambiguous,,[],unknown,unknown
"Chico Mineiro , "" a classic musica caipira song , tells the story of a cattle owner and his cowboy ( Chico Mineiro ) who turns out to be his brother .",cattle,"compound(owner-17, cattle-16) ",NNS,,,,,,,,,,,,,,,owner,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
The sertanejo hinterland or backcountry man who used to drive cattle on horseback now drives a truck .,cattle,"dobj(drive-10, cattle-11) ",NNS,,VB,,,drive,drive,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
The boy opens the gate in exchange for listening to the cowboy blow his berrante an ox horn turned into a trumpet used to call cattle .,cattle,"dobj(call-25, cattle-26) ",NNS,,VB,,,call,call,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"Now cattle are not herded on horseback , guided by the berrante 's sound .",cattle,"nsubjpass(herded-5, cattle-2) ",NNS,,VBN,herded,herd,,,not,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,verdical
"With the government impulse to modernization , through the opening of new roads , and the incentive to the national automobile industry in the 1970s , cattle began being transported in trucks .",cattle,"nsubj(began-28, cattle-27) ",NNS,,VBD,began,begin,,,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"If , however , this disclosure is discovered , both parties to the affair are punished severely , regardless of gender ( though probably not to the extent of death ) , and they are required to surrender substantial numbers of cattle .",cattle,"case(cattle-42, of-41) nmod:of(numbers-40, cattle-42) ",NNS,,,,,,,,of numbers,of,numbers,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Nyau yolemba , which are said to portray only wild animals , include representations of cattle , automobiles , and sorcerers ; and nyau , which are said to portray the dead , include representations of sorcerers and Europeans .",cattle,"case(cattle-16, of-15) conj:and(cattle-16, automobiles-18) cc(cattle-16, and-20) conj:and(cattle-16, sorcerers-21) nmod:of(representations-14, cattle-16) ",NNS,,,,,,,,of representations,of,representations,,,"and, and","automobiles, sorcerers",,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Association members themselves say that cattle and cars are "" things which originally did not exist in the Chewa village . """,cattle,"cc(cattle-6, and-7) conj:and(cattle-6, cars-8) nsubj(are-9, cattle-6) ",NNS,,VBP,are,be,,,,,,,,,and,cars,,,,,,,,,,,,,,ambiguous,plural,['EX-PL'],countable,unknown
"Indeed , cattle were not introduced until the end of the nineteenth century , when the Chewa were conquered by the pastoralist Ngoni .",cattle,"nsubjpass(introduced-6, cattle-3) ",NNS,,VBN,introduced,introduce,,,not,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,verdical
"<p> Therefore cattle and cars are seen as being n.ot of the village , but rather of the bush , and thus , belong to the same category as wild animals .",cattle,"compound(cattle-3, <p>-1) compound(cattle-3, Therefore-2) cc(cattle-3, and-4) conj:and(cattle-3, cars-5) nsubjpass(seen-7, cattle-3) nsubj(belong-24, cattle-3) ",NNS,,VBP,belong,belong,,,,,,,,,and,cars,therefore,,,,,,,,,,,,,ambiguous,plural,['EX-PL'],countable,unknown
"In Home the cattle , which form a border around the central image , are simple line drawings decidedly reminiscent of the creatures in neolithic cave paintings ?",cattle,"det(cattle-4, the-3) ref(cattle-4, which-6) acl:relcl(cattle-4, form-7) nsubj(form-7, cattle-4) nsubj(drawings-18, cattle-4) ",NNS,,VBP,form,form,,,,,,,,the,,,,,,,,,,,,,,,,ambiguous,plural,['EX-PL'],countable,unknown
In the 1980 version the cattle have all the decorative power and whimsy of Muafangejo 's developed personal style .,cattle,"det(cattle-6, the-5) nsubj(have-7, cattle-6) ",NNS,,VBP,have,have,,,,,,,,the,,,,,,,,,,,,,,,,ambiguous,plural,['EX-PL'],countable,unknown
"<p> The border of cattle , however , is not simply a decorative device but underlines the dominant role these animals played in Kwanyama life ?",cattle,"case(cattle-5, of-4) nmod:of(border-3, cattle-5) ",NNS,,,,,,,,of border,of,border,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
He had 200 herd of cattle .,cattle,"case(cattle-6, of-5) nmod:of(herd-4, cattle-6) ",NNS,,,,,,,,of herd,of,herd,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"The Senufo transform all surplus , if plentiful enough , into cattle and luxury items .",cattle,"case(cattle-12, into-11) cc(cattle-12, and-13) conj:and(cattle-12, items-15) nmod:into(transform-3, cattle-12) ",NNS,,,,,,,,into transform,into,transform,,,and,items,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Both textiles and cattle can be exchanged back into other commodities in times of need , and if necessary , any member of a lineage can draw from them .",cattle,"conj:and(textiles-2, cattle-4) nsubjpass(exchanged-7, cattle-4) ",NNS,,VBN,exchanged,exchange,,,,,,,,,and,textiles,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
An example of the first is an almost parenthetical comment made by Santos in response to Antonio 's objection to cross-breeding of cattle : <p> Sofismas -- replico Santos -- Justificaciones de la indolencia del indio que llevamos en la sangre.,cattle,"case(cattle-23, of-22) dep(cattle-23, Sofismas-26) dep(cattle-23, Santos-29) dep(cattle-23, indio-36) nmod:of(cross-breeding-21, cattle-23) ",NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Researchers in Denmark who identified and named the animal are excited about is prospects for explaining the early development of the bovid family , which includes goats , cattle , and antelopes .",cattle,"dobj(includes-26, cattle-29) conj:and(goats-27, cattle-29) ",NNS,,VBZ,,,includes,include,,,,,,,and,goats,,,,,,,,,,,,,,ambiguous,singular,[],unknown,unknown
"However , to analyze the processes one must be aware of the deficiencies of many of the current explanations of deforestation into pasture and put into context the role of cattle in contemporary lowland tropical development .",cattle,"case(cattle-31, of-30) nmod:in(cattle-31, development-36) nmod:of(role-29, cattle-31) ",NNS,,,,,,,,"in development, of role","in, of",role,development,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Most of the literature on cattle production in Amazonia has focused on the eastern Amazon ( Browder 1988 , Gasques and Yokomizo 1986 , c.f.",cattle,"compound(production-7, cattle-6) ",NNS,,,,,,,,,,,,,,,production,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"The ensemble of benefits directly tied to the clearing of forest ostensibly for cattle ranching made this activity enormously attractive , and indeed the benefits were designed to lure investors and capital into the region .",cattle,"advmod(cattle-14, ostensibly-12) case(cattle-14, for-13) acl(cattle-14, ranching-15) nmod:for(tied-6, cattle-14) ",NNS,,,,,,,,for tied,for,tied,,,,,,,,,,ostensibly,,,,,,,,ambiguous,,[],unknown,unknown
<p> The subsidy for deforestation has its roots in a long history of gentlemen 's agreements between the cattle sector and government policy makers ( c.f.,cattle,"compound(sector-20, cattle-19) ",NNS,,,,,,,,,,,,,,,sector,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
But state subsidies do not explain the dynamics of deforestation for other cattle operators in Amazonia .,cattle,"compound(operators-14, cattle-13) ",NNS,,,,,,,,,,,,,,,operators,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"Browder ( 1988 ) suggests that cattle repay approximately 25% of their production costs based on a 15% take-off rate , based on SUDAM ranches .",cattle,"nsubj(repay-8, cattle-7) ",NNS,,VB,repay,repay,,,,,,,,,,,,,,,,,,,,,,,,ambiguous,ambiguous,[],unknown,unknown
"( 1988 ) showed that the economic returns to cattle production alone ( no credits , overgrazing , or land appreciation ) were only economically viable under specific conditions ( Table 1 ) in the cattle cycle .",cattle,"compound(production-11, cattle-10) ",NNS,,,,,,,,,,,,,,,production,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"( 1988 ) showed that the economic returns to cattle production alone ( no credits , overgrazing , or land appreciation ) were only economically viable under specific conditions ( Table 1 ) in the cattle cycle .",cattle,"compound(cycle-37, cattle-36) ",NNS,,,,,,,,,,,,,,,cycle,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"This is not to say that the revenue derived from the sale of cattle is unimportant , only to point out that in certain economic scenarios the largest portion of the revenue associated with livestock will not be generated by returns to production but rather through financial or directly unproductive profit-seeking machinations .",cattle,"case(cattle-14, of-13) nmod:of(sale-12, cattle-14) ",NNS,,,,,,,,of sale,of,sale,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"The fusion of all three forms of accumulation through a given land use is not limited to cattle ranching , but it does have special appeal : the low cost of pasture compared to developing agriculture or perennial crops like cacao , its low labor demands , and , most important , rapid and extensive occupation of land .",cattle,"case(cattle-18, to-17) acl(cattle-18, ranching-19) nmod:to(limited-16, cattle-18) ",NNS,,,,,,,,to limited,to,limited,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"The logic of livestock for peasants <p> The discussion of large-scale livestock operations has dominated the analysis of cattle and deforestation , and indeed the impact of big operators is probably more important for deforestation patterns in the basin as a whole .",cattle,"case(cattle-19, of-18) cc(cattle-19, and-20) conj:and(cattle-19, deforestation-21) nmod:of(analysis-17, cattle-19) ",NNS,,,,,,,,of analysis,of,analysis,,,and,deforestation,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"As part of a household income portfolio , they provide an income supplement in the form of milk or calves ; if there are agricultural disasters , as is often the case in the Brazilian Amazon , cattle provide a large lump of income when sold .",cattle,"nsubj(provide-39, cattle-38) ",NNS,,VBP,provide,provide,,,,,,,,,,,,,,,,,,,,,,,,ambiguous,plural,['EX-PL'],countable,unknown
<p> Colonization projects have frequently produced credit lines for small-scale producers of cattle .,cattle,"case(cattle-13, of-12) nmod:of(producers-11, cattle-13) ",NNS,,,,,,,,of producers,of,producers,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
<p> The role of cattle as a means of claiming land is well developed for small-scale holders and follows roughly the same logic as that of large-scale owners .,cattle,"case(cattle-5, of-4) nmod:of(role-3, cattle-5) ",NNS,,,,,,,,of role,of,role,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
"In this case , one of the few means of diversification in the regional economy involves investing in land with cattle .",cattle,"case(cattle-21, with-20) nmod:with(investing-17, cattle-21) ",NNS,,,,,,,,with investing,with,investing,,,,,,,,,,,,,,,,,,ambiguous,,[],unknown,unknown
