sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
I told my own brother he had no chance here .,brother,"nmod:poss(brother-5, my-3) amod(brother-5, own-4) dobj(told-2, brother-5) ",NN,,VBD,,,told,tell,,,,,,,,,,,own,[0.05920833333333333],[0.025],[0.0],[0.16104166666666667],[0.06079166666666666],[0.0175],[0.13383333333333333],[0.0225],[0.091375],[0.055],[0.14125],[0.06],[0.1725],,my,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"<p> No doubt that brother was disappointed , since another sibling in their family had been among the ten who received a farm in 1974 .",brother,"nsubj(disappointed-7, brother-5) ",NN,,VBD,was,be,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
The chairman went on to tell me he had suggested to that younger brother that he should look for a farm in one of the new villages planned for young settlers in the nearby Gaza Strip or move away to the West Bank .,brother,"case(brother-14, to-11) det(brother-14, that-12) amod(brother-14, younger-13) nmod:to(suggested-10, brother-14) ",NN,,,,,,,,to suggested,to,suggested,,that,demonstrative,,,,younger,[0.11899999999999998],[0.06125],[0.008333333333333333],[0.13291666666666668],[0.09875],[0.03],[0.12708333333333333],[0.04],[0.17516666666666666],[0.065],[0.0375],[0.05],[0.055],,,,,,,,,,,,singular,linked,,,unknown,unknown
"He dismissed his brother 's reluctance to part from his family and friends , assuming that he would find in the new villages the company of youth who might better suit his own education ( he was then completing his studies in social work and was employed as a youth instructor ) .",brother,"nmod:poss(brother-4, his-3) case(brother-4, 's-5) nmod:poss(reluctance-6, brother-4) ",NN,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],reluctance,his,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> A few days later , during a meeting of the village committee , Joseph clashed on that matter with his own older brother , Daniel , father of several young children .",brother,"amod(brother-24, older-23) dep(brother-24, Daniel-26) dep(father-28, brother-24) ",NN,,,,,,,,,,,,,,,,,older,[0.0625],[0.015625],[0.0],[0.648125],[0.023125],[0.02375],[0.05],[0.015],[0.025],[0.031875],[0.03],[0.015],[0.06],,,,,,,,,,,,singular,linked,,,unknown,unknown
Her two younger brothers had left for the nearby towns and her own first maturing son had recently gone on a trip to the United States where he could stay with relatives .,brothers,"nmod:poss(brothers-4, Her-1) nummod(brothers-4, two-2) amod(brothers-4, younger-3) acl:relcl(brothers-4, left-6) nsubj(gone-19, brothers-4) ",NNS,,VBN,gone,go,,,,,,,,,,,,,younger,[0.11899999999999998],[0.06125],[0.008333333333333333],[0.13291666666666668],[0.09875],[0.03],[0.12708333333333333],[0.04],[0.17516666666666666],[0.065],[0.0375],[0.05],[0.055],,her,two,,,,,,,two,other,plural,linked,ambiguous,O-DEN,countable,unknown
"He had not yet given up his farm , where his younger brother was temporarily residing .",brother,"nmod:poss(brother-13, his-11) amod(brother-13, younger-12) nsubj(residing-16, brother-13) ",NN,,VBD,was,be,,,,,,,,,,,,,younger,[0.11899999999999998],[0.06125],[0.008333333333333333],[0.13291666666666668],[0.09875],[0.03],[0.12708333333333333],[0.04],[0.17516666666666666],[0.065],[0.0375],[0.05],[0.055],,his,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"After he moved out to Beer Sheba he maintained strong ties with his parents and brothers , three of whom have already been employed in his expanding business .",brothers,"nmod:with(maintained-9, brothers-16) conj:and(parents-14, brothers-16) nmod:of(three-18, brothers-16) ",NNS,,,,,,,,"with maintained, of three","with, of","maintained, three",,,,and,parents,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,,,unknown,unknown
He also supported another brother ( a mechanic ) to start his own shop in Netivot .,brother,"det(brother-5, another-4) appos(brother-5, mechanic-8) dobj(supported-3, brother-5) ",NN,,VBD,,,supported,support,,,,,,another,other,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,"modified, mechanic",,mechanic,,,,,singular,linked,ambiguous,,unknown,unknown
"( n17 ) But farmers of Moroccan extraction , who had been raised in extended families and in Morocco had submitted to their fathers ' or elder brothers ' authority , nevertheless did not induce their youth to settle with them , and did not accommodate them with a father-son farm partnership which to many observers seemed an easy and "" natural "" arrangement .",brothers,"case(brothers-28, '-29) nmod:poss(authority-30, brothers-28) ",NNS,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],authority,,,,,,,,,,,plural,linked,,,unknown,unknown
John said our brothers are in America .,brothers,"nmod:poss(brothers-4, our-3) nsubj(America-7, brothers-4) ",NNS,,VBP,are,be,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,our,,,,,,,,,,plural,bare plural,plural,,unknown,unknown
"They brought my father and three younger brothers , ranging between seven and eleven years of age .",brothers,"nummod(brothers-8, three-6) amod(brothers-8, younger-7) dobj(brought-2, brothers-8) conj:and(father-4, brothers-8) ",NNS,,VBD,,,brought,bring,,,,,,,,and,father,,younger,[0.11899999999999998],[0.06125],[0.008333333333333333],[0.13291666666666668],[0.09875],[0.03],[0.12708333333333333],[0.04],[0.17516666666666666],[0.065],[0.0375],[0.05],[0.055],,,three,,,,,,,three,other,plural,linked,ambiguous,O-DEN,countable,unknown
My father and brothers joined my uncles under the protection of Sirhan Ali Al-Hassan at Tal Assamn village .,brothers,"conj:and(father-2, brothers-4) nsubj(joined-5, brothers-4) ",NNS,,VBD,joined,join,,,,,,,,,,and,father,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,ambiguous,,unknown,unknown
"Seven years after our settlement , notable shaikhs of the Afadla tribe were invited to accompany us in the mesyar to the home of the victim 's brother .",brother,"case(brother-28, of-24) nmod:poss(brother-28, victim-26) nmod:of(home-23, brother-28) ",NN,,,,,,,,of home,of,home,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,victim,,,,,,,,,,singular,bare singular,,,unknown,unknown
"My father 's younger brother was put in prison while the injured kinsman was recovering , but about nine months later the kinsman suffered a relapse and died .",brother,"nmod:poss(brother-5, father-2) amod(brother-5, younger-4) nsubjpass(put-7, brother-5) ",NN,,VBN,put,put,,,,,,,,,,,,,younger,[0.11899999999999998],[0.06125],[0.008333333333333333],[0.13291666666666668],[0.09875],[0.03],[0.12708333333333333],[0.04],[0.17516666666666666],[0.065],[0.0375],[0.05],[0.055],,father,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"The reaction is based on the pervasive knowledge that a Bedouin tribesman 's political ideology in general and the identification of his loyalties in situations of conflict in particular follow the old proverb : "" I and my brother against my cousin .",brother,"nmod:poss(brother-39, my-38) dobj(and-37, brother-39) ",NN,,CC,,,and,and,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,my,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"<p> The victim 's three brothers and first cousin lived in the village of Hawi Al-Hawa , twenty kilometers east of our 's .",brothers,"nmod:poss(brothers-6, victim-3) nummod(brothers-6, three-5) cc(brothers-6, and-7) conj:and(brothers-6, cousin-9) nsubj(lived-10, brothers-6) ",NNS,,VBD,lived,live,,,,,,,,,,and,cousin,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,victim,three,,,,,,,three,other,plural,linked,ambiguous,O-DEN,countable,unknown
"My father labored hard through relentless mediation to obtain a special concession from the victim 's family to make them accept Shaikh Mahmoud Al-Hadi , of our ashira ( clan ) , as a dakhal giving protection to me and my two brothers .",brothers,"nmod:poss(brothers-43, my-41) nummod(brothers-43, two-42) nmod:to(giving-36, brothers-43) conj:and(me-39, brothers-43) ",NNS,,,,,,,,to giving,to,giving,,,,and,me,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,my,two,,,,,,,two,other,plural,linked,,O-DEN,countable,unknown
"two uncles , and older brother were targets for revenge , they constantly had to be on guard .",brother,"amod(brother-6, older-5) conj:and(uncles-2, brother-6) nsubj(targets-8, brother-6) ",NN,,VBD,were,be,,,,,,,,,,and,uncles,,older,[0.0625],[0.015625],[0.0],[0.648125],[0.023125],[0.02375],[0.05],[0.015],[0.025],[0.031875],[0.03],[0.015],[0.06],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
<p> My father mobilized all possible efforts towards making a zoura to the brothers of the victim with the hope of having an early peaceful settlement .,brothers,"case(brothers-14, to-12) det(brothers-14, the-13) nmod:of(brothers-14, victim-17) nmod:to(making-9, brothers-14) ",NNS,,,,,,,,"of victim, to making","of, to",making,victim,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,,,unknown,unknown
The shaikhs sat on the ground under the sun in front of the victim 's brothers ' house .,brothers,"nmod:poss(brothers-16, victim-14) case(brothers-16, '-17) nmod:poss(house-18, brothers-16) ",NNS,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],house,victim,,,,,,,,,,plural,linked,,,unknown,unknown
"They staged a type of sit-in protest , challenging , so to speak , the victim 's brothers and the village community at large to respond .",brothers,"nmod:poss(brothers-18, victim-16) cc(brothers-18, and-19) conj:and(brothers-18, community-22) dobj(challenging-9, brothers-18) nsubj(respond-26, brothers-18) ",NNS,,VB,respond,respond,,,,,,,,,,and,community,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,victim,,,,,,,,,,plural,linked,ambiguous,,unknown,unknown
"Local headmen , neighbors , and relatives in the village were stirred by the forceful behavior of the shaikhs and the inappropriate response of the victim 's brothers .",brothers,"case(brothers-28, of-24) nmod:poss(brothers-28, victim-26) nmod:of(response-23, brothers-28) ",NNS,,,,,,,,of response,of,response,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,victim,,,,,,,,,,plural,bare plural,,,unknown,unknown
"A tent was pitched in front of the house of the victim 's senior brother , and about fifteen sheep , provided by our kinsmen in the village , were slaughtered for the shaikhs .",brother,"case(brother-15, of-10) nmod:poss(brother-15, victim-12) amod(brother-15, senior-14) nmod:of(house-9, brother-15) ",NN,,,,,,,,of house,of,house,,,,,,,senior,[0.026666666666666665],[0.030625],[0.0],[0.7041666666666667],[0.04791666666666666],[0.00875],[0.028541666666666667],[0.0225],[0.04083333333333334],[0.0075],[0.04],[0.005],[0.0375],,victim,,,,,,,,,,singular,linked,,,unknown,unknown
At the same time he asked for a dakhal for my family until the final ritual visit was made to Jasim 's brothers and his son .,brothers,"case(brothers-23, to-20) nmod:poss(brothers-23, Jasim-21) cc(brothers-23, and-24) conj:and(brothers-23, son-26) nmod:to(made-19, brothers-23) ",NNS,,,,,,,,to made,to,made,,,,and,son,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,jasim,,,,,,,,,,plural,bare plural,,,unknown,unknown
"In 1948 , for example , during the zoura settlement of the first case in which my family was involved , the mediator selected a cousin of the victim , and hence of his brothers .",brothers,"nmod:poss(brothers-35, his-34) dep(victim-29, brothers-35) ",NNS,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,his,,,,,,,,,,plural,bare plural,,,unknown,unknown
"Khalaf 's family is from the same ashira as the victim 's brothers and my family and also was the wealthiest in the village of Hawi Al-Hawa , owning all the land which was farmed by about 70 share-cropping fallahin ( peasants ) , including the victim 's brothers themselves .",brothers,"case(brothers-13, as-9) nmod:poss(brothers-13, victim-11) nmod:as(ashira-8, brothers-13) ",NNS,,,,,,,,as ashira,as,ashira,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,victim,,,,,,,,,,plural,bare plural,,,unknown,unknown
"Khalaf 's family is from the same ashira as the victim 's brothers and my family and also was the wealthiest in the village of Hawi Al-Hawa , owning all the land which was farmed by about 70 share-cropping fallahin ( peasants ) , including the victim 's brothers themselves .",brothers,"case(brothers-49, including-45) nmod:poss(brothers-49, victim-47) advmod(brothers-49, themselves-50) nmod:including(farmed-35, brothers-49) ",NNS,,,,,,,,including farmed,including,farmed,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,victim,,themselves,,,,,,,,plural,bare plural,,,unknown,unknown
"IRAKAU AS TANEPOA LABALABA <p> Although Irakau was a tanepoa but not a member of the ruling lineage in Baliau , and although only a younger brother in a famiJy that occupied a junior lineage position within the elite clan , he became the village chief because of his demonstrated success in bringing wealth and new material prosperity to the village .",brother,"det(brother-27, a-25) amod(brother-27, younger-26) nmod:in(brother-27, famiJy-30) nsubj(occupied-32, brother-27) ",NN,,VBD,occupied,occupy,,,,in famiJy,in,,famijy,a,indefinite article,,,,younger,[0.11899999999999998],[0.06125],[0.008333333333333333],[0.13291666666666668],[0.09875],[0.03],[0.12708333333333333],[0.04],[0.17516666666666666],[0.065],[0.0375],[0.05],[0.055],,,,,,,,,,a,unit,singular,linked,ambiguous,A+N,countable,unknown
A typical room will house two or three brothers and their sons who have taken up selling .,brothers,"nummod(brothers-9, three-8) dobj(house-5, brothers-9) conj:or(two-6, brothers-9) ",NNS,,VB,,,house,house,,,,,,,,or,two,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,three,,,,,,,three,other,plural,linked,ambiguous,O-DEN,countable,unknown
A similar statement was made some years ago to Anton Ploeg by Kondom 's brother .,brother,"case(brother-15, by-12) nmod:poss(brother-15, Kondom-13) nmod:by(made-5, brother-15) ",NN,,,,,,,,by made,by,made,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,kondom,,,,,,,,,,singular,bare singular,,,unknown,unknown
""" I had your brother in class last year , he would never have dreamed of doing that ! """,brother,"nmod:poss(brother-5, your-4) nmod:in(brother-5, class-7) dobj(had-3, brother-5) ",NN,,VBD,,,had,have,,in class,in,,class,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,your,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"I have two brothers and we used to play hockey , and we used to play football .",brothers,"nummod(brothers-4, two-3) dobj(have-2, brothers-4) ",NNS,,VBP,,,have,have,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,two,,,,,,,two,other,plural,linked,plural,O-DEN,countable,unknown
"One participant in these meetings described the atmosphere around 1920 as follows : <p> There was a Club at 14 Parsibagan , the Calcutta residence of the Bose brothers , an Adda in Bengali would be a more fitting term , for it was bound by no formal rules and regulations .",brothers,"case(brothers-29, of-26) det(brothers-29, the-27) compound(brothers-29, Bose-28) nmod:of(residence-25, brothers-29) ",NNS,,,,,,,,of residence,of,residence,,the,definite article,,,bose,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,,,unknown,unknown
"From 1933 onward , the Indian Psychoanalytical Society was in charge of an outpatient clinic at the Carmichael ( now R. G. Kar ) Medical College and Hospital , and in 1940 , one of Bose 's brothers donated a small mental-health facility with a few beds , the Lumbini Park Mental Hospital , to the society.",brothers,"case(brothers-38, of-35) nmod:poss(brothers-38, Bose-36) nmod:of(one-34, brothers-38) ",NNS,,,,,,,,of one,of,one,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,bose,,,,,,,,,,plural,bare plural,,,unknown,unknown
"I joined the Jew , my brother , in misery . """,brother,"nmod:poss(brother-7, my-6) appos(Jew-4, brother-7) ",NN,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,my,,,"modifier, jew",jew,,,,,,singular,bare singular,,,unknown,unknown
This role was most often assumed by sisters rather than brothers .,brothers,"nmod:by(assumed-6, brothers-11) conj:negcc(sisters-8, brothers-11) ",NNS,,,,,,,,by assumed,by,assumed,,,,negcc,sisters,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,,,unknown,unknown
"A tendency to become sexually aroused merely on the basis of cosmetic , visually detected qualities , or a taste for sexual variety for its own sake , surely would have promoted random copulations , undermined female choice of partners and the circumstances of on<.eption , reduced the likelihood of acquiring male parental investment increased the likelihood of being beaten , abandoned , or killed by a jealous husband ( and also by angry brothers ) , and drastically impaired female fitness .",brothers,,NNS,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,,,unknown,unknown
"My brothers , both older than I , acknowledged looking back over the sibling quarrels we had experienced and wondering if they had treated me too harshly .",brothers,"nmod:poss(brothers-2, My-1) appos(brothers-2, older-5) nsubj(acknowledged-9, brothers-2) ",NNS,,VBD,acknowledged,acknowledge,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,my,,,"modified, older",,older,,,,,plural,bare plural,ambiguous,,unknown,unknown
"<p> <p> While watching an episode of the television show "" Quincy "" about an adolescent with repetitive motor movements and verbal outbursts , a viewer noted similarities between the main character and her 12-year-old brother .",brother,"nmod:poss(brother-36, her-34) amod(brother-36, 12-year-old-35) nmod:between(similarities-28, brother-36) conj:and(character-32, brother-36) ",NN,,,,,,,,between similarities,between,similarities,,,,and,character,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,her,,,,,,,,,,singular,linked,,,unknown,unknown
"Subsequently , she convinced her parents to take the brother to a neurologist who confirmed the same diagnosis as that of the TV character -- Tourette syndrome ( TS ) , a disorder manifested by motor and verbal tics .",brother,"det(brother-10, the-9) dobj(take-8, brother-10) ",NN,,VB,,,take,take,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
He was diagnosed with TS at age 9 immediately after his then 15-year-old brother Tom was assessed to have TS and their mother to have Chronic Motor Tic Disorder .,brother,"compound(Tom-15, brother-14) ",NN,,VB,have,have,,,,,,,,,,,,tom,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
His mother feels a strong alliance with Gary 's need to unwind after school and runs interference between Gary and the older brothers when they complain about his noises .,brothers,"det(brothers-23, the-21) amod(brothers-23, older-22) acl:relcl(brothers-23, complain-26) dobj(runs-16, brothers-23) conj:and(interference-17, brothers-23) ",NNS,,VBZ,,,runs,run,,,,,,the,definite article,and,interference,,older,[0.0625],[0.015625],[0.0],[0.648125],[0.023125],[0.02375],[0.05],[0.015],[0.025],[0.031875],[0.03],[0.015],[0.06],,,,,,,,,,,,plural,linked,singular,,unknown,unknown
"Initial Service Phase : Understanding and Accepting the Diagnosis of TS <p> Like the "" Quincy "" viewer who initiated the referral for her brother , many families with a child who has TS arrive at a clinic because someone , frequently a teacher , suggested that the child 's movements were not normal .",brother,"case(brother-25, for-23) nmod:poss(brother-25, her-24) nmod:for(initiated-20, brother-25) ",NN,,,,,,,,for initiated,for,initiated,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,her,,,,,,,,,,singular,bare singular,,,unknown,unknown
"When verbal items do receive emphasis ( in Algebra ) our students face contrived problems such as "" Mary is three times as old as brother Sam .",brother,"compound(Sam-27, brother-26) ",NNP,,,,,,,,,,,,,,,,sam,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
", the father 's brother and the brother 's father ) or solves figural matrices .",brother,"cc(brother-5, and-6) conj:and(brother-5, brother-8) nsubj(father-10, brother-5) ",NN,,,,,,,,,,,,,,and,brother,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
", the father 's brother and the brother 's father ) or solves figural matrices .",brother,"det(brother-8, the-7) conj:and(brother-5, brother-8) nsubj(father-10, brother-8) ",NN,,,,,,,,,,,,the,definite article,and,brother,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
The prison again made headlines when the Briley brothers engineered the largest death-row escape in the history of American corrections .,brothers,"det(brothers-9, the-7) compound(brothers-9, Briley-8) nsubj(engineered-10, brothers-9) ",NNS,,VBN,engineered,engineer,,,,,,,,the,definite article,,,briley,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,ambiguous,,unknown,unknown
"<p> Johnny and his brothers , Jake and Henry , owned meat markets , ranches , and saloons .",brothers,"nmod:poss(brothers-5, his-4) conj:and(Johnny-2, brothers-5) nsubj(owned-11, brothers-5) ",NNS,,VBD,owned,own,,,,,,,,,,and,johnny,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,his,,,,,,,,,,plural,bare plural,ambiguous,,unknown,unknown
"<p> According to Harry Hollingworth , <p> "" Johnny was in fact always a boy , and never came to feel the burden of the world , as did his daughter Leta , after him .... John G. was more restless than his brothers .",brothers,,NNS,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,,,unknown,unknown
"Initiate a "" big sister/ brother "" program for new students ( both freshmen and transfer ) .",brother,"compound(program-9, brother-7) ",NN,,VB,,,Initiate,initiate,,,,,,,,,,program,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"95 <p> This letter drew several responses : "" This magazine is not dragging anyone down but opening people 's eyes into uniting with one another as brothers "" ; "" Chicanos .",brothers,"case(brothers-28, as-27) nmod:as(another-26, brothers-28) ",NNS,,,,,,,,as another,as,another,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,,,unknown,unknown
"99 <p> The following issue brought an equally strong pinto response : <p> We , the Carnales "" brothers "" and righteous Low Riders of the California Men 's Colony .",brothers,"det(brothers-19, the-16) amod(brothers-19, Carnales-17) appos(We-14, brothers-19) ",NNS,,,,,,,,,,,,the,definite article,,,,carnales,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,"modifier, we",we,,,,,,plural,linked,,,unknown,unknown
"She looks at her father , but does not converse with him -- her little brother does so -- though she does talk with her mother and grandmother .",brother,"nmod:poss(brother-16, her-14) amod(brother-16, little-15) nsubj(does-17, brother-16) ",NN,,VBZ,does,do,,,,,,,,,,,,,little,[0.0125],[0.03507738095238094],[0.002],[0.0475],[0.08833333333333333],[0.0],[0.025],[0.0125],[0.03250595238095237],[0.025],[0.034583333333333334],[0.0125],[0.6725],,her,,,,,,,,,,singular,linked,singular,,unknown,unknown
"Like her little brother , she is sexless , even if her section is used to give counsel to mothers who have to face their children 's problems at puberty .",brother,"case(brother-4, Like-1) nmod:poss(brother-4, her-2) amod(brother-4, little-3) nmod:like(sexless-8, brother-4) ",NN,,,,,,,,like sexless,like,sexless,,,,,,,little,[0.0125],[0.03507738095238094],[0.002],[0.0475],[0.08833333333333333],[0.0],[0.025],[0.0125],[0.03250595238095237],[0.025],[0.034583333333333334],[0.0125],[0.6725],,her,,,,,,,,,,singular,linked,,,unknown,unknown
Mujeres ' girls have brothers but not boyfriends .,brothers,"cc(brothers-5, not-7) conj:negcc(brothers-5, boyfriends-8) dobj(have-4, brothers-5) ",NNS,,VBP,,,have,have,,,,,,,,negcc,boyfriends,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,plural,,unknown,unknown
The secondary or parallel themes were equally fascinating : brothers who steal each others ' fiances and then discard them ; a father-in-law who ruins the economic future of his son-in-law ; the stealing of documents for greed ; and a nanny who implicates her brother as an accomplice in her marriage schemes .,brothers,"ref(brothers-10, who-11) acl:relcl(brothers-10, steal-12) acl:relcl(brothers-10, discard-19) conj:and(brothers-10, father-in-law-23) cc(brothers-10, and-40) conj:and(brothers-10, nanny-42) dobj(fascinating-8, brothers-10) nsubj(steal-12, brothers-10) nsubj(discard-19, brothers-10) ",NNS,,VB,steal,steal,,,,,,,,,,and,nanny,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,ambiguous,,unknown,unknown
The secondary or parallel themes were equally fascinating : brothers who steal each others ' fiances and then discard them ; a father-in-law who ruins the economic future of his son-in-law ; the stealing of documents for greed ; and a nanny who implicates her brother as an accomplice in her marriage schemes .,brother,"nmod:poss(brother-46, her-45) dobj(implicates-44, brother-46) ",NN,,VBZ,,,implicates,implicate,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,her,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"Other important characters were Nice 's parents Augustin and Alzira and her brother Luis ; the Alvarez family which included Estela , her husband Amadeo , and her brothers Ricardo and Roberto ; and finally there was Lia , Nice 's aristocratic rival for Roberto 's affections.",brother,"compound(Luis-14, brother-13) ",NN,,,,,,,,,,,,,,,,luis,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Other important characters were Nice 's parents Augustin and Alzira and her brother Luis ; the Alvarez family which included Estela , her husband Amadeo , and her brothers Ricardo and Roberto ; and finally there was Lia , Nice 's aristocratic rival for Roberto 's affections.",brothers,"nmod:poss(brothers-29, her-28) dep(brothers-29, Ricardo-30) dep(brothers-29, Roberto-32) dobj(included-20, brothers-29) conj:and(Estela-21, brothers-29) ",NNS,,VBD,,,included,include,,,,,,,,and,estela,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,her,,,,,,,,,,plural,bare plural,ambiguous,,unknown,unknown
"14 When her brother , Luis , asks her why she wants to marry Roberto , she answers , "" I want luxury , money , marriage .",brother,"nmod:poss(brother-4, her-3) appos(brother-4, Luis-6) nsubj(asks-8, brother-4) ",NN,,VBZ,asks,ask,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,her,,,"modified, luis",,luis,,,,,singular,bare singular,singular,,unknown,unknown
"As she tells her brother Luis , "" the rich are easy to control because they are self-absorbed and underestimate us the poor .",brother,"nmod:poss(brother-5, her-4) dep(tells-3, brother-5) ",NN,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,her,,,,,,,,,,singular,bare singular,,,unknown,unknown
"But Paula jilts him for his brother , Ricardo .",brother,"case(brother-7, for-5) nmod:poss(brother-7, his-6) appos(brother-7, Ricardo-9) nmod:for(jilts-3, brother-7) ",NN,,,,,,,,for jilts,for,jilts,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,his,,,"modified, ricardo",,ricardo,,,,,singular,bare singular,,,unknown,unknown
"<p> A parallel story in "" Angel Malo "" is the romance between Lia and Luis , Nice 's brother .",brother,"nmod:poss(brother-20, Nice-18) dobj(<p>-1, brother-20) ",NN,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,nice,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Amador Molina and his mother , Bernarda , use his sisters to entrap Agustin Encina , Leonor 's brother , into marriage .",brother,"nmod:poss(brother-19, Leonor-17) appos(Encina-15, brother-19) ",NN,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,leonor,,,"modifier, encina",encina,,,,,,singular,bare singular,,,unknown,unknown
