sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
A civil war between the EPLF and the ELF followed .,war,"det(war-3, A-1) amod(war-3, civil-2) nmod:between(war-3, EPLF-6) nmod:between(war-3, ELF-9) nsubj(followed-10, war-3) ",NN,,VBD,followed,follow,,,,"between EPLF, between ELF","between, between",,"eplf, elf",a,other,,,,civil,[0.08],[0.035208333333333335],[0.015],[0.11433333333333334],[0.0725],[0.07125],[0.09875],[0.045],[0.1279583333333333],[0.07041666666666667],[0.105],[0.10208333333333335],[0.0625],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"11 Conscripts were told that Arab Muslim aggressors , who want to dismantle the Ethiopian state , were waging war in northern Ethiopia .",war,"nmod:in(war-20, Ethiopia-23) dobj(waging-19, war-20) ",NN,,VBG,,,waging,wag,,in Ethiopia,in,,ethiopia,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Throughout the Eritrean war , some Arab countries have given financial support for the various Eritrean liberation fronts .",war,"case(war-4, Throughout-1) det(war-4, the-2) amod(war-4, Eritrean-3) nmod:throughout(given-10, war-4) ",NN,,,,,,,,throughout given,throughout,given,,the,definite article,,,,eritrean,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Unable to find another major source of military support to continue its expensive war , its empire has now collapsed .",war,"nmod:poss(war-14, its-12) amod(war-14, expensive-13) dobj(continue-11, war-14) ",NN,,VB,,,continue,continue,,,,,,,,,,,expensive,[0.0375],[0.02],[0.005],[0.01725],[0.015],[0.0175],[0.06],[0.015],[0.00775],[0.0325],[0.065],[0.0325],[0.675],,its,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
Many believe that Eritrea can be forced to be part of Ethiopia ; they have been unable to see that the continuance of the war virtually guarantees the destruction of the Ethiopian empire .,war,"case(war-25, of-23) det(war-25, the-24) nmod:of(continuance-22, war-25) ",NN,,,,,,,,of continuance,of,continuance,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
<p> The Eritrean war has devastated the Ethiopian economy and condemned future generations of Ethiopians to a lifetime of deprivation .,war,"det(war-4, The-2) amod(war-4, Eritrean-3) nsubj(devastated-6, war-4) nsubj(condemned-11, war-4) ",NN,,VBN,devastated,devastate,,,,,,,,the,other,,,,eritrean,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"The recent history of Lebanon , Liberia and other nations racked by civil and religious wars has taught us that , usually , whoever is in effective control of the capital ( in this case Addis Ababa ) will be recognized by world powers and the United Nations as the legitimate government .",wars,"case(wars-16, by-12) amod(wars-16, civil-13) amod(wars-16, religious-15) nmod:by(racked-11, wars-16) ",NNS,,,,,,,,by racked,by,racked,,,,,,,"civil, religious","[0.08, 0.0375]","[0.035208333333333335, 0.0075]","[0.015, 0.0025]","[0.11433333333333334, 0.0225]","[0.0725, 0.0075]","[0.07125, 0.02]","[0.09875, 0.0675]","[0.045, 0.015]","[0.1279583333333333, 0.02]","[0.07041666666666667, 0.0225]","[0.105, 0.7075]","[0.10208333333333335, 0.0475]","[0.0625, 0.0225]",,,,,,,,,,,,plural,linked,,,unknown,unknown
Sudan has been in the process of entangling itself with Libya from March 1990 and has also supported Iraq in the Persian Gulf war .,war,"case(war-24, in-20) det(war-24, the-21) compound(war-24, Persian-22) compound(war-24, Gulf-23) nmod:in(Iraq-19, war-24) ",NN,,,,,,,,in Iraq,in,iraq,,the,definite article,,,"persian, gulf",,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"30 <p> Even though President Barre has been driven from office , Somalia still presents a very sorry picture of a country at war with its own people ; internal conflict has destroyed the most homogenous nation state in Africa .",war,"case(war-24, at-23) nmod:at(country-22, war-24) ",NN,,,,,,,,at country,at,country,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
Nowhere are these questions more visible than in Eritrea where thirty years of war also have wreaked environmental havoc .,war,"case(war-14, of-13) nmod:of(years-12, war-14) ",NN,,,,,,,,of years,of,years,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
But the indirect environmental costs of the war were even greater .,war,"case(war-8, of-6) det(war-8, the-7) nmod:of(costs-5, war-8) ",NN,,,,,,,,of costs,of,costs,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"4 The influx of several thousand people displaced by war imposed additional demands , not the least of which was their need for housing and fuelwood .",war,"case(war-10, by-9) nmod:by(displaced-8, war-10) ",NN,,,,,,,,by displaced,by,displaced,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
It seems tragic that war has prevented similar developments coming to fruition over the whole of Eritrea and Ethiopia .,war,"nsubj(prevented-7, war-5) ",NN,,VBN,prevented,prevent,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"We should add that development also is arduous or impossible in other African war zones : southern Sudan , Angola , Mozambique , Somalia , Western Sahara , parts of South Africa , parts of Chad .",war,"compound(zones-15, war-14) ",NN,,,,,,,,,,,,,,,,zones,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Now that the war appears to be over , their achievements bode well for Eritrea 's environment and development <p> 
##4003241 Section : Africa Rights Monitor <p> I spent a full four weeks in South Africa from February 7 to March 7 , 1991 , the length of the visa granted me by the South African government .",war,"det(war-4, the-3) nsubj(appears-5, war-4) nsubj(over-8, war-4) ",NN,,VBZ,appears,appear,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"The outbreak of civil war , exacerbated by the cold war and large scale international intervention , destroyed the possibility of peace .",war,"case(war-5, of-3) amod(war-5, civil-4) nmod:of(outbreak-2, war-5) ",NN,,,,,,,,of outbreak,of,outbreak,,,,,,,civil,[0.08],[0.035208333333333335],[0.015],[0.11433333333333334],[0.0725],[0.07125],[0.09875],[0.045],[0.1279583333333333],[0.07041666666666667],[0.105],[0.10208333333333335],[0.0625],,,,,,,,,,,,singular,linked,,,unknown,unknown
"The outbreak of civil war , exacerbated by the cold war and large scale international intervention , destroyed the possibility of peace .",war,"case(war-11, by-8) det(war-11, the-9) amod(war-11, cold-10) cc(war-11, and-12) conj:and(war-11, intervention-16) nmod:by(exacerbated-7, war-11) ",NN,,,,,,,,by exacerbated,by,exacerbated,,the,definite article,and,intervention,,cold,[0.010041666666666666],[0.4495089285714288],[0.4600327380952379],[0.010208333333333333],[0.00875],[0.0],[0.005833333333333333],[0.005],[0.033125],[0.0],[0.005],[0.005],[0.0075],,,,,,,,,,,,singular,linked,,,unknown,unknown
"The right is itself divided among the Rambo types who talk of guerrilla war , the theoreticians who unrealistically hope for a peaceful partition of the country , and the frightened ones who arm themselves because they know not what else to do .",war,"case(war-14, of-12) compound(war-14, guerrilla-13) nmod:of(talk-11, war-14) ",NN,,,,,,,,of talk,of,talk,,,,,,guerrilla,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"He has made a most intensive analysis of the violence in Natal and reported in one of his studies that the "" big war "" began in September 1987 , when Inkatha instituted forced recruitment into its ranks and young residents of the area resisted , particularly those affiliated with the UDF .",war,"det(war-24, that-20) amod(war-24, the-21) amod(war-24, big-23) dobj(made-3, war-24) ",NN,,VBN,,,made,make,,,,,,that,demonstrative,,,,"the, big","[0.08166666666666667, 0.0525]","[0.0675, 0.07175]","[0.0025, 0.019166666666666665]","[0.09, 0.22333333333333333]","[0.03, 0.07]","[0.0325, 0.03]","[0.105, 0.04125]","[0.01, 0.0325]","[0.1383333333333333, 0.15449999999999997]","[0.14666666666666667, 0.06]","[0.16, 0.085]","[0.09333333333333332, 0.0575]","[0.0425, 0.1025]",,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Over 40,000 refugees from the long war have returned to Namibia with high hopes for a new life , only to face the impossibility of finding a job .",war,"case(war-7, from-4) det(war-7, the-5) amod(war-7, long-6) nmod:from(refugees-3, war-7) ",NN,,,,,,,,from refugees,from,refugees,,the,definite article,,,,long,[0.008125],[0.015833333333333335],[0.0025],[0.0575],[0.706875],[0.0075],[0.04595833333333333],[0.025],[0.04154166666666667],[0.005],[0.034166666666666665],[0.005],[0.045],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Events in Namibia during its first year have opened the SWAPO-dominated government to <p> some well-deserved criticism , but , allowing for "" growing pains "" that must accompany the birth of a nation , particularly when that nation is emerging from 23 years of war , one can conclude that Namibia is off to a good start .",war,"case(war-46, of-45) nmod:of(years-44, war-46) ",NN,,,,,,,,of years,of,years,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Modernization <p> With the war at an end , the last half of the nineteenth century represented tremendous growth in industrial capability within the United States .",war,"case(war-6, With-4) det(war-6, the-5) nmod:at(war-6, end-9) nmod:with(represented-18, war-6) ",NN,,,,,,,,"at end, with represented","at, with",represented,end,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
Schwarzlose documents the war between journalism and telegraphy and the history of wire services as newsbrokers .,war,"det(war-4, the-3) nmod:between(war-4, journalism-6) nmod:between(war-4, telegraphy-8) cc(war-4, and-9) conj:and(war-4, history-11) dobj(documents-2, war-4) ",NN,,VBZ,,,documents,document,,"between journalism, between telegraphy","between, between",,"journalism, telegraphy",the,definite article,and,history,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"Ronald Steel 's biography of Walter Lippmann , Walter Lippmann and the American Century ( New York : Vintage Books , 1981 ) also provides understanding of the war period .",war,"compound(period-30, war-29) ",NN,,,,,,,,,,,,,,,,period,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Liebovich analyzes the contributions to cold war rhetoric of Time magazine , the New York Herald Tribune , the Chicago Tribune and the San Francisco Chronicle , concluding that the news orientations fluctuated between anti-communist ideology and what one reviewer called an "" almost utopian notion of cooperation with the Soviet Union . """,war,"compound(rhetoric-8, war-7) ",NN,,,,,,,,,,,,,,,,rhetoric,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"As an establishment institution , Hallin contends , television reported the lack of consensus about the war as it moved from the sphere of the illegitimate to the sphere of legitimate controversy .",war,"case(war-17, about-15) det(war-17, the-16) nmod:about(reported-10, war-17) ",NN,,,,,,,,about reported,about,reported,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"When only antiwar activists protested the war , television responded gingerly , but when authority figures such as congressmen and businessmen joined the protest , television increasingly covered oppositional viewpoints that reflected the breakdown of consensus .",war,"det(war-7, the-6) dobj(protested-5, war-7) ",NN,,VBD,,,protested,protest,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
Society recognized bravery especially in war and success in trade or agriculture as important individual virtues that could be nurtured within it .,war,"case(war-6, in-5) cc(war-6, and-7) conj:and(war-6, success-8) nmod:in(recognized-2, war-6) ",NN,,,,,,,,in recognized,in,recognized,,,,and,success,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Even in the extreme situation of the threat of war with their country of origin , "" the Germans had not voted solidly as a bloc even though they had generally displayed a moderate preference for the Republican Hughes and favored Wilson less than they had in 1912. """,war,"case(war-10, of-9) nmod:with(war-10, country-13) nmod:of(threat-8, war-10) ",NN,,,,,,,,"with country, of threat","with, of",threat,country,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
An arms embargo would stop the war and reopen European markets to American cotton .,war,"det(war-7, the-6) dobj(stop-5, war-7) ",NN,,VB,,,stop,stop,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"The war caused so sharp a division among our people , "" Bartholdt claimed in his autobiography , "" that , as I saw it , a man of German blood would have had about as much chance as a grasshopper in a coop of hungry turkeys .",war,"det(war-2, The-1) nsubj(caused-3, war-2) ",NN,,VBD,caused,cause,,,,,,,,the,other,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"( n21 ) In reality , the end of Bartholdt 's political career was not determined by ethnic strife but had run its course even before the war started .",war,"det(war-28, the-27) nsubj(started-29, war-28) ",NN,,VBD,started,start,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
( n23 ) <p> The war led Bartholdt 's fellow Republican Julius Kahn to the greatest achievements in his congressional career .,war,"det(war-6, The-5) nsubj(led-7, war-6) ",NN,,VBD,led,lead,,,,,,,,the,other,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
""" There must be no language open to similar doubtful construction inserted in the proposed treaty of peace at the end of this war , "" Kahn warned.",war,"case(war-24, of-22) det(war-24, this-23) nmod:of(end-21, war-24) ",NN,,,,,,,,of end,of,end,,this,demonstrative,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"( n30 ) <p> During the war , Kahn 's patriotic ardor , anti-hyphenism and preparedness campaign rivalled that of Theodore Roosevelt .",war,"case(war-7, During-5) det(war-7, the-6) nmod:during(rivalled-18, war-7) ",NN,,,,,,,,during rivalled,during,rivalled,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Maybe we should accept the journalist 's instant interpretation : "" The fact that Goethe was still there in these war days in this room of an American statesman who was born in Germany , symbolized a patriotism that had no pettiness about it . """,war,"compound(days-22, war-21) ",NN,,VBD,,,was,be,,,,,,,,,,days,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
You ask about the psychology of a man born in Germany who is doing what he can to defeat Germany in this war .,war,"case(war-23, in-21) det(war-23, this-22) nmod:in(Germany-20, war-23) ",NN,,,,,,,,in Germany,in,germany,,this,demonstrative,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"In 1916 he actively supported Wilson 's "" he kept us out of war "" campaign .",war,"compound(campaign-16, war-14) ",NN,,,,,,,,,,,,,,,,campaign,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"But as an American citizen I can not possibly support a policy which would bring the terrors of war to our own country . """,war,"case(war-19, of-18) nmod:of(terrors-17, war-19) ",NN,,,,,,,,of terrors,of,terrors,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Voigt played down the prospects of war and draft in 1916 ; his votes against the Prohibition Amendment and legislation were probably motivated as much by a lawyer 's skeptical , practical common sense as by his constituency 's preference Presumably , this was also the case with Julius Kahn who , it is true , saw after the interests of California grape growers but also rightly reminded his colleagues in the House of Representatives that "" prohibition .",war,"case(war-7, of-6) cc(war-7, and-8) conj:and(war-7, draft-9) nmod:of(prospects-5, war-7) ",NN,,,,,,,,of prospects,of,prospects,,,,and,draft,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
( n41 ) <p> The careers and behavior of the four German-born Congressmen who served during the war reflected the proverbial heterogeneity of the German immigrants .,war,"case(war-18, during-16) det(war-18, the-17) nmod:during(served-15, war-18) ",NN,,,,,,,,during served,during,served,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Voigt , elected and reelected during the war , could afford not to be a crusading or defensive ethnic because he blended effortlessly with his heavily German constituency that , in Eastern Wisconsin , was no struggling minority but itself the mainstream .",war,"case(war-8, during-6) det(war-8, the-7) nmod:during(elected-3, war-8) ",NN,,,,,,,,during elected,during,elected,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
There was equally strong motivation in a subsequent era of cold war and consensus to minimize immigrant dissent from mainstream America .,war,"case(war-12, of-10) amod(war-12, cold-11) cc(war-12, and-13) conj:and(war-12, consensus-14) nmod:of(era-9, war-12) ",NN,,,,,,,,of era,of,era,,,,and,consensus,,cold,[0.010041666666666666],[0.4495089285714288],[0.4600327380952379],[0.010208333333333333],[0.00875],[0.0],[0.005833333333333333],[0.005],[0.033125],[0.0],[0.005],[0.005],[0.0075],,,,,,,,,,,,singular,linked,,,unknown,unknown
"If the war tapped generalized anxieties about a modernizing , pluralistic society , it also had a specific impact on anti-Catholic sentiment by underscoring Catholics ' growing respectability and influence .",war,"det(war-3, the-2) nsubj(tapped-4, war-3) ",NN,,VBD,tapped,tap,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"As Supreme Knight James H. Flaherty explained , "" The war provided us with an opportunity to put ourselves before the public in a most favorable light . """,war,"det(war-11, The-10) nsubj(provided-12, war-11) ",NN,,VBD,provided,provide,,,,,,,,the,other,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"5 In addition , such men as Father John Burke and Cardinal James Gibbons saw the war crisis as an opportunity to give American Catholics a national voice .",war,"compound(crisis-18, war-17) ",NN,,VBD,,,saw,saw,,,,,,,,,,crisis,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
8 <p> The war provided the catalyst for still further expressions of Catholic unity and strength and influenced Catholic consciousness in a number of ways .,war,"nummod(war-4, <p>-2) det(war-4, The-3) nsubj(provided-5, war-4) nsubj(influenced-18, war-4) ",NN,,VBD,provided,provide,,,,,,,,the,other,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Prompted in part by a need to coordinate the Catholic war effort and demonstrate patriotism , the hierarchy decreed an end to new national parishes and made a commitment to use the Church to promote Americanization and to bring unity and national direction to American Catholicism .",war,"compound(effort-12, war-11) ",NN,,VB,,,coordinate,coordinate,,,,,,,,,,effort,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Indeed , during the war years and the decade following , Catholic leadership , both clerical and lay , echoed the fervent nationalism usually associated with the nativists ' 100 percent Americanism.",war,"compound(years-6, war-5) ",NN,,,,,,,,,,,,,,,,years,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"9 <p> While the war helped mute the trend toward ethnic separatism among American Catholics , it also encouraged their militancy and activism .",war,"det(war-5, the-4) nsubj(helped-6, war-5) ",NN,,VBD,helped,help,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"The sense that the war had "" earned "" Catholics a place of influence and recognition in the society pervades a film put out by the National Catholic War Council in 1919 and widely screened in parishes throughout the nation . """,war,"det(war-5, the-4) nsubj(had-6, war-5) ",NN,,VBD,had,have,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"10 <p> These attacks , surfacing before the war 's end and persisting throughout the decade , made Catholics acutely aware of a revitalized anti-Catholicism .",war,"det(war-9, the-8) case(war-9, 's-10) nmod:poss(end-11, war-9) ",NN,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],end,,,,,,,,,,,singular,linked,,,unknown,unknown
"22 Anonymous Catholics came in for praise in press and pulpit , with repeated statements about Catholic military contributions in time of war .",war,"case(war-23, of-22) nmod:of(time-21, war-23) ",NN,,,,,,,,of time,of,time,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
Did the thousands of Catholics throughout the country who contributed heavily to all the war loans do so through selfish motives absolutely uninspired by patriotic ideals ?,war,"compound(loans-16, war-15) ",NN,,,,,,,,,,,,,,,,loans,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
They were in effect at war over the right to define what it meant to be American.,war,"case(war-6, at-5) nmod:over(war-6, right-9) nmod:at(effect-4, war-6) ",NN,,,,,,,,"over right, at effect","over, at",effect,right,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Bishop Joseph Schrembs of Toledo , addressing the Slovak Catholic Federation in 1921 , provided an emotional answer when he described the war service of American immigrants . """,war,"compound(service-24, war-23) ",NN,,VBD,,,described,describe,,,,,,,,,,service,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"As I have so often told my people , during the war many a man who could not speak English well , spilled his blood for American ideals .",war,"case(war-12, during-10) det(war-12, the-11) nmod:during(spilled-23, war-12) ",NN,,,,,,,,during spilled,during,spilled,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"As already noted , the war years had given the hierarchy a clear sense of the value of national organization ; they relished the influence and potential power their war activities had provided .",war,"compound(years-7, war-6) ",NN,,VBN,given,give,,,,,,,,,,,,years,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"As already noted , the war years had given the hierarchy a clear sense of the value of national organization ; they relished the influence and potential power their war activities had provided .",war,"compound(activities-31, war-30) ",NN,,VBN,provided,provide,,,,,,,,,,,,activities,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"In late 1918 , at the request of Cardinal Gibbons , Bishop William T. Russell of Charleston , South Carolina sent out a confidential letter to the hierarchy in which he argued for the continuation of a peacetime version of the war council , citing the long-felt need for "" an authorized Catholic agency at Washington , whose purpose will be to safeguard Catholic principles from being undermined , and Catholic interests from being disregarded through Federal legislation , that is inspired either by irreligion or open antagonism to the Church . """,war,"compound(council-43, war-42) ",NN,,,,,,,,,,,,,,,,council,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Several factors account for this policy , not least of them the decided lack of enthusiasm for immigration that prevailed throughout Canada immediately following the war .",war,"case(war-26, following-24) det(war-26, the-25) nmod:following(prevailed-20, war-26) ",NN,,,,,,,,following prevailed,following,prevailed,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Pro-refugee groups desperate to find homes for relatives displaced by the war , and prominent politicians joined the rising chorus of pro-immigration voices .",war,"case(war-12, by-10) det(war-12, the-11) nmod:by(displaced-9, war-12) ",NN,,,,,,,,by displaced,by,displaced,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> In the aftermath of the war , there were available pools of prospective European immigrants who could fill Canada 's labor needs while at the same time not seriously antagonize the nativist constituencies in Canada .",war,"case(war-7, of-5) det(war-7, the-6) nmod:of(aftermath-4, war-7) ",NN,,,,,,,,of aftermath,of,aftermath,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"The first recruits were a group of four thousand Polish war veterans , former allies refusing repatriation to Soviet-occupied Poland .",war,"compound(veterans-12, war-11) ",NN,,,,,,,,,,,,,,,,veterans,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"A company manager with the Van Roi Mines at Nelson , British Columbia reported having fired an Italian employee -- a Sicilian man whose wife and children were still overseas -- for repeatedly refusing to go underground on account of a weak knee he claimed to have injured while in a Siberian war camp.",war,"compound(camp-54, war-53) ",NN,,,,,,,,,,,,,,,,camp,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"The groups were forced to immigrate because of well-known factors , such as persecution , destitution , and war .",war,"nmod:such_as(factors-10, war-19) conj:and(persecution-14, war-19) ",NN,,,,,,,,such_as factors,such_as,factors,,,,and,persecution,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"By the mid-1960s , the intensifying civil rights movement , urban unrest , and the escalation of the war in Vietnam all served to push the immigration issue out of the political spotlight .",war,"case(war-19, of-17) det(war-19, the-18) nmod:in(war-19, Vietnam-21) nmod:of(escalation-16, war-19) ",NN,,,,,,,,"in Vietnam, of escalation","in, of",escalation,vietnam,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
4 <p> The outbreak of the war produced a number of proposals in the American immigrant population to mobilize in support of the various countries of origin .,war,"case(war-7, of-5) det(war-7, the-6) acl(war-7, produced-8) nmod:of(outbreak-4, war-7) ",NN,,,,,,,,of outbreak,of,outbreak,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Reporting to the French President Raymond Poincare on June 4 , the day before registration in the United States , he and Alexander Ribot , the President of the Council of Ministers as well as the Minister of Foreign Affairs , adverted to the presence of Poles in the French Army since the start of the war and the Allied intention to restore a Polish state .",war,"case(war-57, of-55) det(war-57, the-56) cc(war-57, and-58) conj:and(war-57, intention-61) nmod:of(start-54, war-57) ",NN,,,,,,,,of start,of,start,,the,definite article,and,intention,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
