sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
A frequently stated objection is that fighting crime puts the army at the center of societal conflicts without granting its leaders broader policy-making authority over social issues .,crime,"compound(crime-8, fighting-7) nsubj(puts-9, crime-8) ",NN,,VBZ,puts,put,,,,,,,,,,,fighting,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"6 These assessors were charged with resolving minor disputes locally and referring more serious problems ( generally , statutory crimes ) to the local French District Agent ( F.D.A. )",crimes,"dep(crimes-20, generally-17) amod(crimes-20, statutory-19) appos(problems-15, crimes-20) ",NNS,,,,,,,,,,,,,,,,statutory,,,,,"modifier, problems",problems,,,,,,plural,,[],unknown,unknown
"Fear of crime and the likelihood of victimization were perceived as serious social problems by both Hispanics and Blacks , but Hispanics and women reported higher levels of fear of crime and felt more likely to be victimized than Blacks and men did .",crime,"case(crime-3, of-2) nmod:of(Fear-1, crime-3) ",NN,,,,,,,,of Fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Fear of crime and the likelihood of victimization were perceived as serious social problems by both Hispanics and Blacks , but Hispanics and women reported higher levels of fear of crime and felt more likely to be victimized than Blacks and men did .",crime,"case(crime-31, of-30) nmod:of(fear-29, crime-31) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> THE RELATIONSHIP BETWEEN fear of crime and a variety of demographic characteristics in a cross section of the American population has been examined extensively .,crime,"case(crime-7, of-6) nmod:of(fear-5, crime-7) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"As Warr ( 1984 p. 681 ) observed , "" The phrase ' fear of crime ' has acquired so many divergent meanings in the literature that it is in danger of losing any specificity whatsoever . """,crime,"case(crime-16, of-15) nmod:of(fear-14, crime-16) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Although innumerable studies have focused on fear of crime and victimization , none have studied the differences between the two largest ethnic minority groups in the United States , Hispanics and Blacks .",crime,"case(crime-10, of-9) cc(crime-10, and-11) conj:and(crime-10, victimization-12) nmod:of(fear-8, crime-10) ",NN,,,,,,,,of fear,of,fear,,,and,victimization,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> The Fear-Victimization Paradox <p> Many studies have found that women and the elderly report higher levels of fear of crime than men and younger persons do although they are much less likely to be victimized by crime ( Antunes et al.,crime,"case(crime-21, of-20) nmod:than(crime-21, men-23) nmod:than(crime-21, persons-26) nmod:of(fear-19, crime-21) ",NN,,,,,,,,"than men, than persons, of fear","than, than, of",fear,"men, persons",,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> The Fear-Victimization Paradox <p> Many studies have found that women and the elderly report higher levels of fear of crime than men and younger persons do although they are much less likely to be victimized by crime ( Antunes et al.,crime,"case(crime-38, by-37) nmod:by(victimized-36, crime-38) ",NN,,,,,,,,by victimized,by,victimized,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> At least three studies have demonstrated that there is a strong relationship between previous victimization and fear of crime ( Garofalo , 1979 ; Lee , 1983 ; Skogan &; Maxfield , 1981 ) .",crime,"case(crime-20, of-19) dep(crime-20, Garofalo-22) nmod:of(fear-18, crime-20) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In addition , some studies have reported that individuals with a knowledge of crime in their community or persons who have witnessed crime tend to disclose high levels of fear of crime ( Belyea &; Zingraff , 1988 ; Lawton &; Yaffe , 1980 ; Lee , 1983 ; Rao &; Rao , 1988 ; Skogan &; Maxfield , 1981 ; Stafford &; Galle , 1984 ) .",crime,"case(crime-14, of-13) nmod:in(crime-14, community-17) nmod:in(crime-14, persons-19) nmod:of(knowledge-12, crime-14) ",NN,,,,,,,,"in community, in persons, of knowledge","in, in, of",knowledge,"community, persons",,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In addition , some studies have reported that individuals with a knowledge of crime in their community or persons who have witnessed crime tend to disclose high levels of fear of crime ( Belyea &; Zingraff , 1988 ; Lawton &; Yaffe , 1980 ; Lee , 1983 ; Rao &; Rao , 1988 ; Skogan &; Maxfield , 1981 ; Stafford &; Galle , 1984 ) .",crime,"dobj(witnessed-22, crime-23) ",NN,,VBN,,,witnessed,witness,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"In addition , some studies have reported that individuals with a knowledge of crime in their community or persons who have witnessed crime tend to disclose high levels of fear of crime ( Belyea &; Zingraff , 1988 ; Lawton &; Yaffe , 1980 ; Lee , 1983 ; Rao &; Rao , 1988 ; Skogan &; Maxfield , 1981 ; Stafford &; Galle , 1984 ) .",crime,"case(crime-32, of-31) dep(crime-32, Belyea-34) nmod:of(fear-30, crime-32) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> Only limited attention has been devoted to ethnic differences in fear of crime .,crime,"case(crime-14, of-13) nmod:of(fear-12, crime-14) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The available literature on such differences in fear indicates that most of the studies have focused on samples of Black and White respondents and that , in general , there were higher levels of fear of crime among Black than White respondents ( Braungart et al.",crime,"case(crime-37, of-36) nmod:among(crime-37, Black-39) nmod:of(fear-35, crime-37) ",NN,,,,,,,,"among Black, of fear","among, of",fear,black,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> In the present study we examined fear of crime and the likelihood of victimization between samples of Hispanic and Black respondents .,crime,"case(crime-10, of-9) nmod:of(fear-8, crime-10) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"More specifically , we assessed fear of crime and victimization to replicate the findings of previous studies , using samples of Hispanic and Black respondents , and to extend the literature by providing a more detailed view of fear and victimization .",crime,"case(crime-8, of-7) cc(crime-8, and-9) conj:and(crime-8, victimization-10) nmod:of(fear-6, crime-8) ",NN,,,,,,,,of fear,of,fear,,,and,victimization,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In contrast to past researchers , we analyzed fear of crime and victimization between two minorities , Hispanics and Blacks .",crime,"case(crime-11, of-10) cc(crime-11, and-12) conj:and(crime-11, victimization-13) nmod:of(fear-9, crime-11) ",NN,,,,,,,,of fear,of,fear,,,and,victimization,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Method <p> Data were obtained from an ecological study of crime in selected sections of New York City : Queens , Manhattan , the Bronx , and Brooklyn ( Kenney , 1987 ) .",crime,"case(crime-11, of-10) nmod:of(study-9, crime-11) ",NN,,,,,,,,of study,of,study,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The original study focused on New York City subway riders ' attitudes toward crime and the ability of the Guardian Angels to reduce the amount of crime and the level of the fear of crime in selected sections of the subway system .,crime,"case(crime-14, toward-13) nmod:toward(attitudes-12, crime-14) ",NN,,,,,,,,toward attitudes,toward,attitudes,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The original study focused on New York City subway riders ' attitudes toward crime and the ability of the Guardian Angels to reduce the amount of crime and the level of the fear of crime in selected sections of the subway system .,crime,"case(crime-27, of-26) nmod:of(amount-25, crime-27) ",NN,,,,,,,,of amount,of,amount,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The original study focused on New York City subway riders ' attitudes toward crime and the ability of the Guardian Angels to reduce the amount of crime and the level of the fear of crime in selected sections of the subway system .,crime,"case(crime-35, of-34) nmod:of(fear-33, crime-35) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The interviews assessed subway riders ' perceptions of crime on the subways after dark , attitudes toward the Guardian Angels and their methods , and the ability of the Guardian Angels to reduce crime and the fear of crime .",crime,"case(crime-10, of-9) nmod:of(perceptions-8, crime-10) ",NN,,,,,,,,of perceptions,of,perceptions,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The interviews assessed subway riders ' perceptions of crime on the subways after dark , attitudes toward the Guardian Angels and their methods , and the ability of the Guardian Angels to reduce crime and the fear of crime .",crime,"cc(crime-35, and-36) conj:and(crime-35, fear-38) dobj(reduce-34, crime-35) ",NN,,VB,,,reduce,reduce,,,,,,,and,fear,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> The interviews assessed subway riders ' perceptions of crime on the subways after dark , attitudes toward the Guardian Angels and their methods , and the ability of the Guardian Angels to reduce crime and the fear of crime .",crime,"case(crime-40, of-39) nmod:of(fear-38, crime-40) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Results <p> The correlations between the independent variables , fear of crime and victimization are presented in Table 1 .",crime,"case(crime-12, of-11) cc(crime-12, and-13) conj:and(crime-12, victimization-14) nmod:of(fear-10, crime-12) ",NN,,,,,,,,of fear,of,fear,,,and,victimization,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Ethnicity ( r = .060 , p < .01 ) , sex ( r = .330 , p < .01 ) , and victimization ( r = -.467 , p < .01 ) were strongly related to fear of crime in the pooled sample .",crime,"case(crime-40, of-39) nmod:in(crime-40, sample-44) nmod:of(fear-38, crime-40) ",NN,,,,,,,,"in sample, of fear","in, of",fear,sample,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Ethnicity ( r = -.071 , p < .01 ) , sex ( r = -.196 , p < .01 ) , and fear of crime ( r = -.467 , p < .01 ) were strongly related to victimization .",crime,"case(crime-26, of-25) nmod:of(fear-24, crime-26) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Age and residence were not related to fear of crime or to victimization , perhaps because there was little variation in the respondents ' age and residence .",crime,"case(crime-10, of-9) nmod:of(fear-8, crime-10) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The correlations between the independent variables of fear of crime , and victimization for Black respondents are also presented in Table 1 .",crime,"case(crime-11, of-10) nmod:of(fear-9, crime-11) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Sex ( r = -.201 , p < .01 ) and fear of crime ( r = .459 , p < .01 ) were related to victimization .",crime,"case(crime-14, of-13) nmod:of(fear-12, crime-14) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> For the Hispanic sample , sex ( r = .037 , p < .01 ) and victimization ( r = -.483 , p < .01 ) correlated with fear of crime .",crime,"case(crime-32, of-31) nmod:of(fear-30, crime-32) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Sex ( r = -.203 , p < .01 ) and fear of crime ( r = -.483 , p < .01 ) were associated with victimization .",crime,"case(crime-14, of-13) nmod:of(fear-12, crime-14) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Two overall findings emerged from the correlational analysis : ( a ) Sex and victimization were strong correlates of fear of crime for the pooled sample and for Black and Hispanic respondents , and ( b ) sex and fear of crime were strongly associated with victimization for the pooled sample and for Black and Hispanic participants .",crime,"case(crime-23, of-22) nmod:for(crime-23, sample-27) cc(crime-23, and-28) nmod:of(correlates-19, crime-23) ",NN,,,,,,,,"for sample, of correlates","for, of",correlates,sample,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Two overall findings emerged from the correlational analysis : ( a ) Sex and victimization were strong correlates of fear of crime for the pooled sample and for Black and Hispanic respondents , and ( b ) sex and fear of crime were strongly associated with victimization for the pooled sample and for Black and Hispanic participants .",crime,"case(crime-43, of-42) acl:relcl(crime-43, associated-46) nmod:of(sex-39, crime-43) ",NN,,,,,,,,of sex,of,sex,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"For the pooled sample , victimization ( beta = -.413 , p < .001 ) , ethnicity ( beta = -.056 , p < .01 ) , sex ( beta = -.253 , p < .001 ) , and age ( beta = .046 , p < .05 ) were important determinants of fear of crime .",crime,"case(crime-56, of-55) nmod:of(fear-54, crime-56) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Respondents who claimed that they felt the greatest risk of victimization women , Hispanics , and the elderly -- reported a higher level of fear of crime than their respective counterparts did .",crime,"case(crime-27, of-26) nmod:of(fear-25, crime-27) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
These predictor variables explained 28.1% of the variance in fear of crime for the pooled sample .,crime,"case(crime-13, of-12) nmod:of(fear-11, crime-13) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Black women , the Black elderly , and Blacks who reported the greatest risk of victimization were more fearful of crime than were Blacks who reported the least likelihood of future victimization ( younger Blacks and Black men ) .",crime,"case(crime-21, of-20) nmod:of(fearful-19, crime-21) ",NN,,,,,,,,of fearful,of,fearful,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"For the Hispanic sample , victimization ( beta = -.432 , p < .001 ) and sex ( beta = .239 , p < .001 ) strongly influenced fear of crime .",crime,"case(crime-31, of-30) nmod:of(fear-29, crime-31) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Hispanic respondents who reported the greatest likelihood of victimization reported a substantially higher level of fear of crime than their respective counterparts did .,crime,"case(crime-18, of-17) nmod:of(fear-16, crime-18) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Furthermore , Hispanic women were more fearful of crime than Hispanic men were .",crime,"case(crime-9, of-8) nmod:of(fearful-7, crime-9) ",NN,,,,,,,,of fearful,of,fearful,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Two independent variables , the likelihood of victimization , and sex , were powerful influences of fear of crime for Blacks and Hispanics .",crime,"case(crime-20, of-19) nmod:for(crime-20, Blacks-22) nmod:for(crime-20, Hispanics-24) nmod:of(fear-18, crime-20) ",NN,,,,,,,,"for Blacks, for Hispanics, of fear","for, for, of",fear,"blacks, hispanics",,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The explanatory variables accounted for 27.8% of the variance in fear of crime for the Black respondents and 29.0% of the variance in fear of crime for the Hispanic sample .,crime,"case(crime-14, of-13) nmod:for(crime-14, respondents-18) cc(crime-14, and-19) conj:and(crime-14, %-21) nmod:of(fear-12, crime-14) ",NN,,,,,,,,"for respondents, of fear","for, of",fear,respondents,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The explanatory variables accounted for 27.8% of the variance in fear of crime for the Black respondents and 29.0% of the variance in fear of crime for the Hispanic sample .,crime,"case(crime-28, of-27) nmod:of(fear-26, crime-28) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Persons who reported the highest level of fear of crime ( women and Hispanics ) believed that they were more likely to experience victimization than their respective counterparts were .,crime,"case(crime-10, of-9) dep(crime-10, women-12) dep(crime-10, Hispanics-14) nmod:of(fear-8, crime-10) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The regression coefficients indicated that fear of crime ( beta = -.442 , p < .001 ) and sex ( beta = -.052 , p < .05 ) were powerful determinants of the likelihood of victimization for Black respondents .",crime,"case(crime-9, of-8) nmod:of(fear-7, crime-9) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In general , Black women and respondents who reported high levels of fear of crime thought they were more likely to experience victimization than were Hispanic women and persons who reported the lowest levels of fear of crime .",crime,"case(crime-15, of-14) nmod:of(fear-13, crime-15) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In general , Black women and respondents who reported high levels of fear of crime thought they were more likely to experience victimization than were Hispanic women and persons who reported the lowest levels of fear of crime .",crime,"case(crime-38, of-37) nmod:of(fear-36, crime-38) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The respondents who disclosed the highest level of fear of crime also felt that they were more likely to be victimized in the future .,crime,"case(crime-11, of-10) nmod:of(fear-9, crime-11) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Discussion <p> In this study we examined Black/Hispanic differences in fear of crime and the likelihood of victimization by ( a ) analyzing differences in fear of crime and the perceived likelihood of victimization between a sample of Hispanic and Black respondents , ( b ) assessing the contribution of selected background variables on fear of crime and the likelihood of future victimization between the two groups , and ( c ) examining the influence of three selected demographic variables on fear of crime and the likelihood of future victimization among both Black and Hispanic respondents .",crime,"case(crime-13, of-12) nmod:of(fear-11, crime-13) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Discussion <p> In this study we examined Black/Hispanic differences in fear of crime and the likelihood of victimization by ( a ) analyzing differences in fear of crime and the perceived likelihood of victimization between a sample of Hispanic and Black respondents , ( b ) assessing the contribution of selected background variables on fear of crime and the likelihood of future victimization between the two groups , and ( c ) examining the influence of three selected demographic variables on fear of crime and the likelihood of future victimization among both Black and Hispanic respondents .",crime,"case(crime-28, of-27) nmod:of(fear-26, crime-28) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Discussion <p> In this study we examined Black/Hispanic differences in fear of crime and the likelihood of victimization by ( a ) analyzing differences in fear of crime and the perceived likelihood of victimization between a sample of Hispanic and Black respondents , ( b ) assessing the contribution of selected background variables on fear of crime and the likelihood of future victimization between the two groups , and ( c ) examining the influence of three selected demographic variables on fear of crime and the likelihood of future victimization among both Black and Hispanic respondents .",crime,"case(crime-57, of-56) nmod:of(fear-55, crime-57) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Discussion <p> In this study we examined Black/Hispanic differences in fear of crime and the likelihood of victimization by ( a ) analyzing differences in fear of crime and the perceived likelihood of victimization between a sample of Hispanic and Black respondents , ( b ) assessing the contribution of selected background variables on fear of crime and the likelihood of future victimization between the two groups , and ( c ) examining the influence of three selected demographic variables on fear of crime and the likelihood of future victimization among both Black and Hispanic respondents .",crime,"case(crime-84, of-83) nmod:of(fear-82, crime-84) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"We offer the following explanations for the consistent findings : ( a ) women , elderly persons , and individuals who have been victimized or know someone who has tend to feel much less capable of defending themselves , and ( b ) women , the elderly , and people who have experienced victimization or know someone who has tend to live close to areas with more crime .",crime,"case(crime-68, with-66) amod(crime-68, more-67) nmod:with(live-62, crime-68) ",NN,,,,,,,,with live,with,live,,,,,,more,,,,,,,,,,,,singular,,[],unknown,unknown
"The reason Hispanic respondents feared crime more than Black respondents did may have been because the Black respondents took precautionary measures , such as traveling in groups or avoiding the subway after a certain hour .",crime,"dobj(feared-5, crime-6) ",NN,,VBD,,,feared,fear,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> Although the results of this study indicated that fear of crime was more of a problem for Hispanics than for Blacks , two variables were common to both ethnic groups in predicting fear of crime .",crime,"case(crime-12, of-11) nmod:of(fear-10, crime-12) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Although the results of this study indicated that fear of crime was more of a problem for Hispanics than for Blacks , two variables were common to both ethnic groups in predicting fear of crime .",crime,"case(crime-36, of-35) nmod:of(fear-34, crime-36) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> The results revealed that fear of crime and sex were powerful determinants of the likelihood of victimization for the total sample and for Blacks .,crime,"case(crime-8, of-7) cc(crime-8, and-9) conj:and(crime-8, sex-10) nmod:of(fear-6, crime-8) ",NN,,,,,,,,of fear,of,fear,,,and,sex,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The finding that there was greater concern about future victimization among individuals who reported the highest level of fear of crime and among women is consistent with earlier studies that found a strong association between fear of crime , sex , and victimization ( Braungart et al.",crime,"case(crime-21, of-20) nmod:of(fear-19, crime-21) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The finding that there was greater concern about future victimization among individuals who reported the highest level of fear of crime and among women is consistent with earlier studies that found a strong association between fear of crime , sex , and victimization ( Braungart et al.",crime,"case(crime-38, of-37) conj:and(crime-38, sex-40) cc(crime-38, and-42) conj:and(crime-38, victimization-43) dep(crime-38, et-46) advmod(crime-38, al.-47) nmod:of(fear-36, crime-38) ",NN,,,,,,,,of fear,of,fear,,,"and, and","sex, victimization",,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> For Black respondents , in particular for individuals who reported high levels of fear of crime , and for women , concerns about victimization may be due to the respondents ' inability to move to safe neighborhoods .",crime,"case(crime-17, of-16) nmod:of(fear-15, crime-17) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> Only fear of crime significantly affected victimization among Hispanic respondents .,crime,"case(crime-5, of-4) nmod:of(fear-3, crime-5) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"This finding is consistent with previous research , which found a strong association between fear of crime and victimization ( Lawton &; Yaffe , 1980 ; Lee , 1983 ) .",crime,"case(crime-17, of-16) cc(crime-17, and-18) conj:and(crime-17, victimization-19) dep(crime-17, Lawton-21) nmod:of(fear-15, crime-17) ",NN,,,,,,,,of fear,of,fear,,,and,victimization,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Based upon our findings in this study and on previous findings , we believe that the Hispanic respondents who reported the highest levels of fear of crime did so because of their perceptions of the level of safety in their community and the level of safety on the subway , and their distrust of subway riders .",crime,"case(crime-27, of-26) nmod:of(fear-25, crime-27) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Second , Hispanics and women tend to manifest the highest levels of fear of crime .",crime,"case(crime-15, of-14) nmod:of(fear-13, crime-15) ",NN,,,,,,,,of fear,of,fear,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Finally , our results clearly indicated that sex was the strongest influence on fear of crime and victimization for Hispanics and for Blacks .",crime,"case(crime-16, of-15) cc(crime-16, and-17) conj:and(crime-16, victimization-18) nmod:of(fear-14, crime-16) ",NN,,,,,,,,of fear,of,fear,,,and,victimization,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Among other crimes , Vicente was accused of having encouraged an Indian villager named Mariano Pascual , from a sujeto ( subordinate hamlet ) of San Marcos , to write a letter to the insurgent chief Ignacio Allende "" .",crimes,"case(crimes-3, Among-1) amod(crimes-3, other-2) nmod:among(accused-7, crimes-3) ",NNS,,,,,,,,among accused,among,accused,,,,,,other,,,,,,,,,,,,plural,,[],unknown,unknown
"In comparison with men , few women were apprehended or imprisoned for violent or property crimes.",crimes,"case(crimes-16, for-12) amod(crimes-16, violent-13) amod(crimes-16, property-15) nmod:for(apprehended-9, crimes-16) ",NNS,,,,,,,,for apprehended,for,apprehended,,,,,,"violent, property",,,,,,,,,,,,plural,,[],unknown,unknown
"Men 's higher participation in crimes involving theft or violence , for example , may reflect their varied work patterns and opportunities to commit crime .",crimes,"case(crimes-6, in-5) nmod:involving(crimes-6, theft-8) nmod:involving(crimes-6, violence-10) nmod:in(participation-4, crimes-6) ",NNS,,,,,,,,"involving theft, involving violence, in participation","involving, involving, in",participation,"theft, violence",,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Men 's higher participation in crimes involving theft or violence , for example , may reflect their varied work patterns and opportunities to commit crime .",crime,"dobj(commit-24, crime-25) ",NN,,VB,,,commit,commit,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Why should statements about an unrelated , unrepresented crime be shielded ?",crime,"case(crime-9, about-4) det(crime-9, an-5) amod(crime-9, unrelated-6) amod(crime-9, unrepresented-8) nmod:about(statements-3, crime-9) ",NN,,,,,,,,about statements,about,statements,,an,,,,"unrelated, unrepresented",,,,,,,,,,an,unit,singular,,['A+N'],countable,unknown
"<p> Although one might fruitfully examine school financing , civil rights , or any number of other legal controversies that embroiled the American judiciary generally , and the California courts in particular , the focus of this five-part article is on criminal justice or , more precisely , on the portions of the federal and state constitutions that create rights for those accused of crime and on the United States and California Supreme Court decisions interpreting them .",crime,"case(crime-65, of-64) nmod:of(decisions-75, crime-65) ",NN,,,,,,,,of decisions,of,decisions,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"9 Under the Eighth Amendment ( "" nor cruel and unusual punishments inflicted "" ) as construed by the Supreme Court , executions are permitted but only if capital punishment is proportionate to the crime , and , to date , no crime other than aggravated homicide has been held to warrant so drastic a punishment.",crime,"case(crime-35, to-33) det(crime-35, the-34) nmod:to(proportionate-32, crime-35) ",NN,,,,,,,,to proportionate,to,proportionate,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"9 Under the Eighth Amendment ( "" nor cruel and unusual punishments inflicted "" ) as construed by the Supreme Court , executions are permitted but only if capital punishment is proportionate to the crime , and , to date , no crime other than aggravated homicide has been held to warrant so drastic a punishment.",crime,"neg(crime-43, no-42) nmod:than(crime-43, homicide-47) nsubjpass(held-50, crime-43) nsubj(warrant-52, crime-43) ",NN,no,VB,warrant,warrant,,,,than homicide,than,,homicide,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,verdical
"19 And in 1988 , the justices went even further , declaring that they could still prohibit the death penalty on cruel or unusual punishment grounds in any case in which they deemed the punishment disproportionate to the crime , so long as they did not rule that the penalty was inherently cruel or unusual.",crime,"case(crime-39, to-37) det(crime-39, the-38) nmod:to(disproportionate-36, crime-39) ",NN,,,,,,,,to disproportionate,to,disproportionate,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"23 The California Supreme Court upheld his conviction and death sentence by a 6 to I vote , holding that the defendant 's youth at the time of the crime did not make the penalty disproportionate to the offense .",crime,"case(crime-30, of-28) det(crime-30, the-29) nmod:of(time-27, crime-30) ",NN,,,,,,,,of time,of,time,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"But in a period of high crime rates , there is , understandably , much opposition to legal rules that work to the advantage of accused criminals .",crime,"compound(rates-8, crime-7) ",NN,,,,,,,,,,,,,,,rates,,,,,,,,,,,,,singular,,[],unknown,unknown
"25 In United States v. Robinson , the Burger Court held that even for a minor crime , such as driving with a revoked license , although there is no reason to expect to find a weapon or evidence , an arrest justifies a full search of the suspect and the area under the suspect 's control.",crime,"mark(crime-17, that-12) advmod(crime-17, even-13) case(crime-17, for-14) det(crime-17, a-15) amod(crime-17, minor-16) dep(held-11, crime-17) ",NN,,,,,,,,,,,,a,,,,minor,,,,even,,,,,that,a,unit,singular,,['A+N'],countable,nonverdical
"<p> States now have more flexibility in fighting crime , improving education , providing for the homeless , and dealing with many of the serious issues of the day .",crime,"dobj(fighting-8, crime-9) ",NN,,VBG,,,fighting,fight,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
